sys_updated_by,number,closed_by,state,caller_id,category,assigned_to,opened_at,sys_updated_on,closed_at,short_description,assignment_group,priority
admin,INC0000000250,Beth Anglin,Closed,ITIL User,Hardware,Luke Wilson,2023-07-18 14:55:00,2023-08-08 10:07:00.000000000,2023-08-08 10:07:00.000000000,Monitor displaying distorted graphics,Hardware,2 - High
admin,INC0000000251,Beth Anglin,Resolved,Don Goodliffe,Hardware,Beth Anglin,2023-07-19 02:32:00,2023-08-09 00:08:00.000000000,2023-08-09 00:08:00.000000000,Monitor display is flickering,Hardware,2 - High
system,INC0000000252,Charlie Whitherspoon,Closed,David Loo,Database,Fred Luddy,2023-07-19 10:24:00,2023-07-22 15:12:02.208082078,2023-07-22 15:12:02.208082078,Error found in SQL server,Database,2 - High
admin,INC0000000253,Fred Luddy,Closed,ITIL User,Network,Luke Wilson,2023-07-19 21:09:00,2023-07-23 04:36:25.488968118,2023-07-23 04:36:25.488968118,Network connection is inconsistent,Network,2 - High
admin,INC0000000254,Charlie Whitherspoon,Resolved,David Loo,Software,Beth Anglin,2023-07-19 22:05:00,2023-08-02 10:11:26.187329059,2023-08-02 10:11:26.187329059,Software update caused error in system functionalities,Software,2 - High
employee,INC0000000255,Fred Luddy,Closed,David Loo,Database,Beth Anglin,2023-07-20 00:46:00,2023-08-01 05:54:53.842169402,2023-08-01 05:54:53.842169402,Unable to access SQL database from application,Database,2 - High
employee,INC0000000256,Howard Johnson,Resolved,Bud Richman,Software,Fred Luddy,2023-07-20 11:26:00,2023-07-28 19:44:17.918122817,2023-07-28 19:44:17.918122817,Error message when attempting to install update,Software,2 - High
system,INC0000000257,Charlie Whitherspoon,Resolved,Don Goodliffe,Software,Beth Anglin,2023-07-21 07:38:00,2023-07-23 17:24:00.147879887,2023-07-23 17:24:00.147879887,Issue with email application crashing continuously,Software,2 - High
system,INC0000000258,Charlie Whitherspoon,Resolved,Bud Richman,Inquiry / Help,Howard Johnson,2023-07-22 09:30:00,2023-07-28 15:42:42.989459335,2023-07-28 15:42:42.989459335,Need assistance with software installation,Service Desk,3 - Moderate
system,INC0000000259,Howard Johnson,Closed,Bud Richman,Database,Luke Wilson,2023-07-23 13:47:00,2023-07-31 06:35:50.535317607,2023-07-31 06:35:50.535317607,Unable to connect to SQL database,Database,2 - High
admin,INC0000000260,Charlie Whitherspoon,Resolved,ITIL User,Database,Luke Wilson,2023-07-23 18:13:00,2023-07-29 07:39:37.419417869,2023-07-29 07:39:37.419417869,Unable to connect to Oracle DB,Database,2 - High
admin,INC0000000261,Howard Johnson,Closed,David Loo,Database,Howard Johnson,2023-07-24 07:18:00,2023-07-21 02:32:44.168925831,2023-07-21 02:32:44.168925831,Unable to connect to the employee database,Database,2 - High
employee,INC0000000262,Beth Anglin,Closed,ITIL User,Network,Charlie Whitherspoon,2023-07-25 21:01:00,2023-08-06 12:14:46.257047415,2023-08-06 12:14:46.257047415,The office server is down,Network,1 - Critical
admin,INC0000000263,Beth Anglin,Resolved,ITIL User,Inquiry / Help,Luke Wilson,2023-07-26 10:46:00,2023-08-03 23:47:04.237061229,2023-08-03 23:47:04.237061229,Need help with account password reset,Service Desk,3 - Moderate
system,INC0000000264,Luke Wilson,Closed,Don Goodliffe,Software,Luke Wilson,2023-07-28 02:29:00,2023-08-06 00:50:09.726844311,2023-08-06 00:50:09.726844311,Unable to install new software update,Software,2 - High
employee,INC0000000265,Howard Johnson,Resolved,Don Goodliffe,Database,Beth Anglin,2023-07-28 07:51:00,2023-08-06 10:21:11.046251414,2023-08-06 10:21:11.046251414,SQL query performance issue,Database,2 - High
employee,INC0000000266,Charlie Whitherspoon,Resolved,Bud Richman,Network,Charlie Whitherspoon,2023-07-29 00:56:00,2023-08-11 16:57:36.345083946,2023-08-11 16:57:36.345083946,Unable to connect to the office VPN,Network,2 - High
employee,INC0000000267,Charlie Whitherspoon,Resolved,David Loo,Database,Fred Luddy,2023-07-29 23:13:00,2023-08-06 20:26:41.243005134,2023-08-06 20:26:41.243005134,Error in retrieving data from SQL Database,Database,2 - High
employee,INC0000000268,Beth Anglin,Closed,Don Goodliffe,Network,Howard Johnson,2023-07-30 02:18:00,2023-08-05 22:12:20.393431154,2023-08-05 22:12:20.393431154,Unable to establish VPN connection to office,Network,2 - High
system,INC0000000269,Howard Johnson,Resolved,ITIL User,Database,Luke Wilson,2023-08-01 00:17:00,2023-08-09 01:39:32.053984567,2023-08-09 01:39:32.053984567,SQL Server error,Database,2 - High
system,INC0000000270,Charlie Whitherspoon,Closed,ITIL User,Software,Charlie Whitherspoon,2023-08-02 06:34:00,2023-08-09 08:13:18.710896323,2023-08-09 08:13:18.710896323,Unable to install new software update,Software,2 - High
admin,INC0000000271,Beth Anglin,Closed,Don Goodliffe,Inquiry / Help,Howard Johnson,2023-08-02 22:39:00,2023-08-09 21:23:34.962497670,2023-08-09 21:23:34.962497670,Need assistance with software installation,Service Desk,3 - Moderate
admin,INC0000000272,Howard Johnson,Closed,ITIL User,Database,Charlie Whitherspoon,2023-08-03 09:19:00,2023-08-06 17:28:21.134327141,2023-08-06 17:28:21.134327141,SQL Server is not responding,Database,2 - High
employee,INC0000000273,Luke Wilson,Closed,Bud Richman,Network,Howard Johnson,2023-08-04 18:23:00,2023-08-14 04:42:14.090234174,2023-08-14 04:42:14.090234174,Unable to connect to the internet,Network,2 - High
admin,INC0000000274,Charlie Whitherspoon,Closed,Don Goodliffe,Database,Howard Johnson,2023-08-05 11:29:00,2023-08-17 17:58:23.101500385,2023-08-17 17:58:23.101500385,Unable to connect to the production database,Database,2 - High
admin,INC0000000275,Luke Wilson,Resolved,David Loo,Inquiry / Help,Beth Anglin,2023-08-05 17:26:00,2023-08-16 08:28:15.604810517,2023-08-16 08:28:15.604810517,Need help with software installation,Service Desk,3 - Moderate
system,INC0000000276,Beth Anglin,Resolved,Bud Richman,Network,Fred Luddy,2023-08-05 18:32:00,2023-08-14 21:09:13.354006930,2023-08-14 21:09:13.354006930,Cannot connect to VPN,Network,2 - High
system,INC0000000277,Fred Luddy,Closed,David Loo,Network,Charlie Whitherspoon,2023-08-05 18:58:00,2023-08-13 23:14:56.724355726,2023-08-13 23:14:56.724355726,Unable to connect to the office wifi,Network,3 - Moderate
admin,INC0000000278,Luke Wilson,Closed,ITIL User,Inquiry / Help,Howard Johnson,2023-08-06 01:51:00,2023-08-16 07:42:37.253949586,2023-08-16 07:42:37.253949586,Need help with Software installation,Service Desk,3 - Moderate
admin,INC0000000279,Howard Johnson,Closed,David Loo,Hardware,Howard Johnson,2023-08-06 15:49:00,2023-08-29 08:37:00.000000000,2023-08-29 08:37:00.000000000,Monitor display issue,Hardware,2 - High
admin,INC0000000280,Charlie Whitherspoon,Closed,Bud Richman,Network,Beth Anglin,2023-08-06 21:35:00,2023-08-17 07:55:53.295558677,2023-08-17 07:55:53.295558677,Trouble connecting to office VPN,Network,2 - High
admin,INC0000000281,Howard Johnson,Resolved,Don Goodliffe,Hardware,Luke Wilson,2023-08-07 06:11:00,2023-08-30 01:23:00.000000000,2023-08-30 01:23:00.000000000,Printer not working properly,Hardware,2 - High
employee,INC0000000282,Howard Johnson,Resolved,Don Goodliffe,Inquiry / Help,Luke Wilson,2023-08-07 23:38:00,2023-08-21 13:05:30.071053863,2023-08-21 13:05:30.071053863,Need assistance with software installation,Service Desk,3 - Moderate
employee,INC0000000283,Charlie Whitherspoon,Closed,ITIL User,Inquiry / Help,Fred Luddy,2023-08-08 13:01:00,2023-08-14 15:18:26.152503438,2023-08-14 15:18:26.152503438,Need assistance with software installation,Service Desk,3 - Moderate
system,INC0000000284,Beth Anglin,Closed,ITIL User,Hardware,Luke Wilson,2023-08-09 12:12:00,2023-09-01 12:12:00.000000000,2023-09-01 12:12:00.000000000,Desktop computer not turning on,Hardware,1 - Critical
system,INC0000000285,Luke Wilson,Resolved,Bud Richman,Network,Luke Wilson,2023-08-09 22:48:00,2023-08-16 20:43:05.624667915,2023-08-16 20:43:05.624667915,Network outage in building 5,Network,1 - Critical
employee,INC0000000286,Charlie Whitherspoon,Closed,Don Goodliffe,Software,Fred Luddy,2023-08-10 06:53:00,2023-08-12 00:19:55.382559066,2023-08-12 00:19:55.382559066,Unable to install latest software update,Software,2 - High
system,INC0000000287,Howard Johnson,Closed,ITIL User,Network,Howard Johnson,2023-08-10 08:28:00,2023-08-06 19:19:52.375755526,2023-08-06 19:19:52.375755526,Network is down in Accounting department,Network,1 - Critical
employee,INC0000000288,Howard Johnson,Resolved,ITIL User,Database,Fred Luddy,2023-08-11 00:13:00,2023-08-16 14:41:43.510338947,2023-08-16 14:41:43.510338947,Unable to connect to the company database,Database,2 - High
admin,INC0000000289,Beth Anglin,Closed,Bud Richman,Database,Charlie Whitherspoon,2023-08-12 09:44:00,2023-08-16 01:52:15.049153981,2023-08-16 01:52:15.049153981,Need assistance with updating database connections,Database,1 - Critical
admin,INC0000000290,Charlie Whitherspoon,Closed,Bud Richman,Database,Beth Anglin,2023-08-15 17:08:00,2023-08-27 12:00:55.873117402,2023-08-27 12:00:55.873117402,Unable to connect to SQL database,Database,2 - High
admin,INC0000000291,Howard Johnson,Resolved,Bud Richman,Database,Beth Anglin,2023-08-16 06:57:00,2023-08-16 19:31:10.485989388,2023-08-16 19:31:10.485989388,Database connection issue on server S12,Database,3 - Moderate
employee,INC0000000292,Charlie Whitherspoon,Resolved,ITIL User,Hardware,Fred Luddy,2023-08-16 10:12:00,2023-09-09 03:00:00.000000000,2023-09-09 03:00:00.000000000,Printer not functioning properly,Hardware,2 - High
admin,INC0000000293,Luke Wilson,Resolved,ITIL User,Software,Charlie Whitherspoon,2023-08-16 10:57:00,2023-08-20 10:00:23.099086080,2023-08-20 10:00:23.099086080,Software update caused system crash,Software,1 - Critical
admin,INC0000000294,Fred Luddy,Closed,Don Goodliffe,Software,Howard Johnson,2023-08-17 03:42:00,2023-08-25 12:17:41.001797739,2023-08-25 12:17:41.001797739,Software installation issue on my machine,Software,3 - Moderate
system,INC0000000295,Luke Wilson,Closed,David Loo,Software,Fred Luddy,2023-08-19 07:43:00,2023-08-18 05:53:15.870836592,2023-08-18 05:53:15.870836592,Unable to update application,Software,2 - High
system,INC0000000296,Fred Luddy,Resolved,David Loo,Inquiry / Help,Fred Luddy,2023-08-19 18:02:00,2023-08-23 12:17:15.126150495,2023-08-23 12:17:15.126150495,Need assistance with software installation,Service Desk,3 - Moderate
employee,INC0000000297,Luke Wilson,Closed,Bud Richman,Inquiry / Help,Charlie Whitherspoon,2023-08-20 07:40:00,2023-08-22 05:33:50.224342631,2023-08-22 05:33:50.224342631,Need assistance with software installation,Service Desk,3 - Moderate
admin,INC0000000298,Beth Anglin,Resolved,Bud Richman,Database,Luke Wilson,2023-08-20 23:53:00,2023-08-26 19:07:18.008396820,2023-08-26 19:07:18.008396820,SQL Server throwing connection errors,Database,2 - High
employee,INC0000000299,Fred Luddy,Closed,ITIL User,Database,Beth Anglin,2023-08-21 00:45:00,2023-08-17 19:13:05.937662049,2023-08-17 19:13:05.937662049,Unable to access customer database,Database,2 - High
admin,INC0000000300,Luke Wilson,Closed,Don Goodliffe,Software,Charlie Whitherspoon,2023-08-21 15:01:00,2023-08-24 10:38:35.100465672,2023-08-24 10:38:35.100465672,Unable to install software update,Software,2 - High
employee,INC0000000301,Fred Luddy,Closed,David Loo,Inquiry / Help,Charlie Whitherspoon,2023-08-21 19:05:00,2023-08-25 12:13:09.367256344,2023-08-25 12:13:09.367256344,Need assistance with software installation,Service Desk,3 - Moderate
system,INC0000000302,Charlie Whitherspoon,Resolved,Bud Richman,Software,Luke Wilson,2023-08-22 13:22:00,2023-08-26 12:29:57.400141056,2023-08-26 12:29:57.400141056,Unable to update software version,Software,2 - High
system,INC0000000303,Charlie Whitherspoon,Resolved,Don Goodliffe,Inquiry / Help,Charlie Whitherspoon,2023-08-22 14:34:00,2023-08-25 10:52:41.870882678,2023-08-25 10:52:41.870882678,Need assistance with software installation,Service Desk,3 - Moderate
admin,INC0000000304,Luke Wilson,Resolved,David Loo,Software,Luke Wilson,2023-08-22 17:25:00,2023-08-28 05:07:31.608651994,2023-08-28 05:07:31.608651994,Issue with Microsoft Office installation,Software,2 - High
system,INC0000000305,Howard Johnson,Closed,Bud Richman,Software,Beth Anglin,2023-08-26 14:44:00,2023-09-01 11:02:20.731889783,2023-09-01 11:02:20.731889783,Software update causes system crashes,Software,2 - High
admin,INC0000000306,Fred Luddy,Closed,Don Goodliffe,Network,Luke Wilson,2023-08-26 16:00:00,2023-09-02 22:25:15.539621225,2023-09-02 22:25:15.539621225,Network connection is unstable,Network,2 - High
system,INC0000000307,Fred Luddy,Resolved,ITIL User,Network,Charlie Whitherspoon,2023-08-26 23:00:00,2023-08-30 15:34:35.959678239,2023-08-30 15:34:35.959678239,Cannot connect to office VPN,Network,1 - Critical
employee,INC0000000308,Beth Anglin,Resolved,ITIL User,Software,Beth Anglin,2023-08-26 23:38:00,2023-09-07 19:39:33.491807795,2023-09-07 19:39:33.491807795,Unable to install new software update,Software,2 - High
admin,INC0000000309,Charlie Whitherspoon,Resolved,David Loo,Network,Charlie Whitherspoon,2023-08-29 05:36:00,2023-08-23 18:52:58.503381561,2023-08-23 18:52:58.503381561,Internet connectivity issue in building 7,Network,2 - High
admin,INC0000000310,Luke Wilson,Resolved,Bud Richman,Database,Howard Johnson,2023-08-29 12:10:00,2023-09-11 22:53:07.198764733,2023-09-11 22:53:07.198764733,SQL Server reporting timeout error,Database,2 - High
employee,INC0000000311,Fred Luddy,Resolved,David Loo,Software,Howard Johnson,2023-08-30 16:40:00,2023-09-07 09:10:18.788478003,2023-09-07 09:10:18.788478003,Unable to install new software patch,Software,2 - High
system,INC0000000312,Fred Luddy,Resolved,ITIL User,Software,Luke Wilson,2023-08-31 07:04:00,2023-08-30 04:31:57.011785025,2023-08-30 04:31:57.011785025,Unable to install new software update,Software,2 - High
employee,INC0000000313,Charlie Whitherspoon,Closed,David Loo,Database,Luke Wilson,2023-08-31 10:39:00,2023-08-28 14:33:46.381786791,2023-08-28 14:33:46.381786791,Unable to connect to Oracle database,Database,2 - High
admin,INC0000000314,Charlie Whitherspoon,Closed,Don Goodliffe,Network,Charlie Whitherspoon,2023-08-31 11:57:00,2023-09-04 10:30:40.868939592,2023-09-04 10:30:40.868939592,Router malfunction in office branch,Network,2 - High
system,INC0000000315,Fred Luddy,Closed,David Loo,Inquiry / Help,Beth Anglin,2023-09-01 04:07:00,2023-09-08 12:34:42.951142835,2023-09-08 12:34:42.951142835,Need information regarding a software issue,Service Desk,3 - Moderate
system,INC0000000316,Beth Anglin,Closed,ITIL User,Database,Luke Wilson,2023-09-02 02:50:00,2023-09-08 11:03:16.086075333,2023-09-08 11:03:16.086075333,SQL server throwing error messages,Database,2 - High
employee,INC0000000317,Luke Wilson,Closed,ITIL User,Inquiry / Help,Charlie Whitherspoon,2023-09-04 04:08:00,2023-09-06 09:54:58.408412109,2023-09-06 09:54:58.408412109,Need assistance with software installation,Service Desk,3 - Moderate
admin,INC0000000318,Luke Wilson,Resolved,David Loo,Inquiry / Help,Luke Wilson,2023-09-05 00:41:00,2023-09-09 06:00:31.119400101,2023-09-09 06:00:31.119400101,Need assistance with software installation,Service Desk,3 - Moderate
system,INC0000000319,Charlie Whitherspoon,Resolved,Bud Richman,Network,Charlie Whitherspoon,2023-09-05 10:06:00,2023-09-16 10:40:16.709027177,2023-09-16 10:40:16.709027177,Unable to connect to office VPN,Network,2 - High
employee,INC0000000320,Howard Johnson,Closed,ITIL User,Inquiry / Help,Beth Anglin,2023-09-05 12:22:00,2023-09-09 18:58:46.845013689,2023-09-09 18:58:46.845013689,Need assistance with software installation,Service Desk,3 - Moderate
admin,INC0000000321,Howard Johnson,Closed,Bud Richman,Software,Charlie Whitherspoon,2023-09-06 13:27:00,2023-09-11 14:00:04.461172303,2023-09-11 14:00:04.461172303,Unable to update antivirus software,Software,2 - High
system,INC0000000322,Howard Johnson,Resolved,Bud Richman,Network,Fred Luddy,2023-09-08 04:17:00,2023-09-18 08:28:53.032655389,2023-09-18 08:28:53.032655389,Unable to connect to the work VPN,Network,2 - High
admin,INC0000000323,Fred Luddy,Closed,ITIL User,Inquiry / Help,Howard Johnson,2023-09-09 17:39:00,2023-09-11 03:55:15.427101205,2023-09-11 03:55:15.427101205,Need assistance with software installation,Service Desk,3 - Moderate
system,INC0000000324,Charlie Whitherspoon,Closed,Bud Richman,Network,Fred Luddy,2023-09-09 18:22:00,2023-09-14 01:23:35.915205055,2023-09-14 01:23:35.915205055,Unable to connect to the local network,Network,1 - Critical
employee,INC0000000325,Beth Anglin,Resolved,David Loo,Hardware,Beth Anglin,2023-09-09 19:40:00,2023-10-05 22:04:00.000000000,2023-10-05 22:04:00.000000000,Printer not working properly,Hardware,3 - Moderate
system,INC0000000326,Beth Anglin,Resolved,Don Goodliffe,Software,Howard Johnson,2023-09-11 16:39:00,2023-09-24 18:55:12.250737085,2023-09-24 18:55:12.250737085,Error during software installation,Software,2 - High
admin,INC0000000327,Beth Anglin,Resolved,ITIL User,Software,Luke Wilson,2023-09-12 02:06:00,2023-09-16 02:40:04.102073945,2023-09-16 02:40:04.102073945,Antivirus software needs updating,Software,3 - Moderate
system,INC0000000328,Charlie Whitherspoon,Resolved,ITIL User,Inquiry / Help,Fred Luddy,2023-09-12 06:28:00,2023-09-23 10:44:49.223050012,2023-09-23 10:44:49.223050012,Need help with database connectivity issue,Database,2 - High
system,INC0000000329,Luke Wilson,Closed,Don Goodliffe,Database,Fred Luddy,2023-09-12 18:36:00,2023-09-15 22:24:08.227225907,2023-09-15 22:24:08.227225907,Unable to connect to database,Database,2 - High
system,INC0000000330,Beth Anglin,Closed,Don Goodliffe,Inquiry / Help,Charlie Whitherspoon,2023-09-13 01:28:00,2023-09-20 01:15:47.118812193,2023-09-20 01:15:47.118812193,Need assistance with software installation,Service Desk,3 - Moderate
employee,INC0000000331,Fred Luddy,Resolved,Bud Richman,Software,Luke Wilson,2023-09-15 13:58:00,2023-09-21 07:24:29.277493177,2023-09-21 07:24:29.277493177,Unable to install new software update,Software,2 - High
employee,INC0000000332,Charlie Whitherspoon,Closed,ITIL User,Inquiry / Help,Beth Anglin,2023-09-18 13:59:00,2023-09-23 15:41:57.836832135,2023-09-23 15:41:57.836832135,Need help with software installation,Service Desk,3 - Moderate
system,INC0000000333,Fred Luddy,Resolved,David Loo,Software,Howard Johnson,2023-09-19 09:16:00,2023-09-22 20:47:04.473728449,2023-09-22 20:47:04.473728449,Bug detected in in-house developed application,Software,2 - High
employee,INC0000000334,Charlie Whitherspoon,Closed,Bud Richman,Database,Howard Johnson,2023-09-20 16:22:00,2023-09-26 20:51:28.813616866,2023-09-26 20:51:28.813616866,Unable to access SQL database,Database,2 - High
admin,INC0000000335,Beth Anglin,Closed,Bud Richman,Hardware,Fred Luddy,2023-09-20 18:47:00,2023-10-17 23:35:00.000000000,2023-10-17 23:35:00.000000000,Printing issue with office printer,Hardware,2 - High
employee,INC0000000336,Fred Luddy,Closed,ITIL User,Hardware,Luke Wilson,2023-09-21 09:49:00,2023-10-18 17:01:00.000000000,2023-10-18 17:01:00.000000000,Need replacement for malfunctioning keyboard,Hardware,2 - High
system,INC0000000337,Fred Luddy,Closed,Don Goodliffe,Hardware,Fred Luddy,2023-09-22 21:29:00,2023-10-20 07:05:00.000000000,2023-10-20 07:05:00.000000000,Mouse not working properly,Hardware,4 - Low
system,INC0000000338,Luke Wilson,Closed,Don Goodliffe,Database,Luke Wilson,2023-09-24 09:52:00,2023-09-27 19:11:13.035412731,2023-09-27 19:11:13.035412731,Unable to connect to the database server,Database,1 - Critical
employee,INC0000000339,Fred Luddy,Resolved,Don Goodliffe,Network,Howard Johnson,2023-09-25 23:52:00,2023-10-04 17:48:12.351299664,2023-10-04 17:48:12.351299664,Cannot connect to office VPN,Network,2 - High
employee,INC0000000340,Luke Wilson,Resolved,Don Goodliffe,Inquiry / Help,Luke Wilson,2023-09-26 07:11:00,2023-09-30 00:01:00.298758515,2023-09-30 00:01:00.298758515,Need assistance with software installation,Service Desk,3 - Moderate
system,INC0000000341,Howard Johnson,Resolved,Don Goodliffe,Software,Howard Johnson,2023-09-27 00:00:00,2023-09-30 21:16:59.490730183,2023-09-30 21:16:59.490730183,Unable to update the antivirus software,Software,2 - High
employee,INC0000000342,Luke Wilson,Closed,David Loo,Network,Charlie Whitherspoon,2023-09-28 01:37:00,2023-10-07 15:59:16.177761432,2023-10-07 15:59:16.177761432,Internet connection is periodically dropping,Network,2 - High
employee,INC0000000343,Howard Johnson,Resolved,Bud Richman,Hardware,Charlie Whitherspoon,2023-09-29 14:25:00,2023-10-27 16:49:00.000000000,2023-10-27 16:49:00.000000000,Monitor not turning on,Hardware,2 - High
system,INC0000000344,Fred Luddy,Resolved,ITIL User,Software,Luke Wilson,2023-09-30 15:22:00,2023-10-07 17:47:22.996369259,2023-10-07 17:47:22.996369259,Not able to install the new software upgrade,Software,2 - High
admin,INC0000000345,Howard Johnson,Closed,ITIL User,Hardware,Luke Wilson,2023-09-30 23:24:00,2023-10-29 04:12:00.000000000,2023-10-29 04:12:00.000000000,Printer malfunctions during printing,Hardware,2 - High
system,INC0000000346,Beth Anglin,Resolved,Bud Richman,Software,Howard Johnson,2023-10-01 15:40:00,2023-10-04 15:10:37.343388004,2023-10-04 15:10:37.343388004,Software update causing system freeze,Software,2 - High
system,INC0000000347,Luke Wilson,Resolved,Bud Richman,Database,Charlie Whitherspoon,2023-10-02 12:20:00,2023-10-11 22:23:28.737192692,2023-10-11 22:23:28.737192692,Unable to establish database connection,Database,2 - High
admin,INC0000000348,Howard Johnson,Closed,Bud Richman,Database,Luke Wilson,2023-10-03 01:27:00,2023-10-09 07:21:27.107039519,2023-10-09 07:21:27.107039519,SQL server is not responding,Database,2 - High
system,INC0000000349,Fred Luddy,Closed,ITIL User,Hardware,Luke Wilson,2023-10-03 13:19:00,2023-11-01 01:19:00.000000000,2023-11-01 01:19:00.000000000,Failure detected in hard drive,Hardware,2 - High
admin,INC0000000350,Beth Anglin,Resolved,ITIL User,Inquiry / Help,Luke Wilson,2023-10-04 06:48:00,2023-10-02 15:04:13.346062797,2023-10-02 15:04:13.346062797,Need assistance with software installation,Service Desk,3 - Moderate
system,INC0000000351,Beth Anglin,Closed,Bud Richman,Database,Charlie Whitherspoon,2023-10-05 05:28:00,2023-10-12 08:52:58.357115661,2023-10-12 08:52:58.357115661,Issue with SQL server on production database,Database,2 - High
admin,INC0000000352,Fred Luddy,Closed,Don Goodliffe,Hardware,Fred Luddy,2023-10-05 18:26:00,2023-11-03 11:14:00.000000000,2023-11-03 11:14:00.000000000,Printer malfunctioning in office,Hardware,2 - High
system,INC0000000353,Beth Anglin,Closed,David Loo,Database,Beth Anglin,2023-10-05 19:45:00,2023-10-12 05:15:37.587518879,2023-10-12 05:15:37.587518879,Cannot connect to the remote database,Database,2 - High
employee,INC0000000354,Beth Anglin,Closed,Don Goodliffe,Network,Beth Anglin,2023-10-06 09:52:00,2023-10-11 15:18:29.396248695,2023-10-11 15:18:29.396248695,Unable to connect to the VPN,Network,2 - High
employee,INC0000000355,Luke Wilson,Closed,ITIL User,Database,Fred Luddy,2023-10-07 10:12:00,2023-10-11 03:12:56.261726977,2023-10-11 03:12:56.261726977,Unable to connect to the customer database,Database,2 - High
employee,INC0000000356,Fred Luddy,Resolved,ITIL User,Network,Luke Wilson,2023-10-07 11:14:00,2023-10-10 13:33:42.444681471,2023-10-10 13:33:42.444681471,Unstable network connection on floor 3,Network,2 - High
admin,INC0000000357,Fred Luddy,Closed,Don Goodliffe,Network,Charlie Whitherspoon,2023-10-07 20:01:00,2023-10-11 02:43:10.438284889,2023-10-11 02:43:10.438284889,Unable to connect to company VPN,Network,2 - High
employee,INC0000000358,Howard Johnson,Closed,David Loo,Network,Charlie Whitherspoon,2023-10-09 05:27:00,2023-10-21 09:13:38.985699379,2023-10-21 09:13:38.985699379,Unable to connect to VPN,Network,2 - High
admin,INC0000000359,Howard Johnson,Resolved,Don Goodliffe,Database,Fred Luddy,2023-10-09 23:49:00,2023-10-11 15:58:54.390148447,2023-10-11 15:58:54.390148447,Unable to access database,Database,2 - High
employee,INC0000000360,Beth Anglin,Resolved,Don Goodliffe,Inquiry / Help,Luke Wilson,2023-10-10 09:49:00,2023-10-17 14:07:19.956551024,2023-10-17 14:07:19.956551024,Need help with resetting my password,Service Desk,3 - Moderate
system,INC0000000361,Howard Johnson,Closed,Don Goodliffe,Inquiry / Help,Beth Anglin,2023-10-10 13:14:00,2023-10-11 02:05:34.655340720,2023-10-11 02:05:34.655340720,Need assistance with office software installation,Service Desk,3 - Moderate
system,INC0000000362,Charlie Whitherspoon,Resolved,David Loo,Database,Fred Luddy,2023-10-11 13:41:00,2023-10-20 07:33:15.581980430,2023-10-20 07:33:15.581980430,Unable to connect to the Oracle database,Database,2 - High
admin,INC0000000363,Charlie Whitherspoon,Closed,Don Goodliffe,Inquiry / Help,Fred Luddy,2023-10-11 21:00:00,2023-10-18 12:15:02.667346789,2023-10-18 12:15:02.667346789,Need assistance with software installation,Service Desk,2 - High
system,INC0000000364,Fred Luddy,Closed,David Loo,Software,Luke Wilson,2023-10-12 07:06:00,2023-10-20 10:12:23.780600346,2023-10-20 10:12:23.780600346,Software update failed on workstation,Software,2 - High
admin,INC0000000365,Beth Anglin,Resolved,Don Goodliffe,Inquiry / Help,Beth Anglin,2023-10-14 06:27:00,2023-10-14 16:02:35.430269864,2023-10-14 16:02:35.430269864,Need help with software installation,Service Desk,3 - Moderate
admin,INC0000000366,Fred Luddy,Resolved,Bud Richman,Software,Luke Wilson,2023-10-15 04:44:00,2023-10-28 12:04:10.616464230,2023-10-28 12:04:10.616464230,Application error on startup,Software,2 - High
system,INC0000000367,Charlie Whitherspoon,Closed,Bud Richman,Hardware,Howard Johnson,2023-10-15 13:41:00,2023-11-14 06:29:00.000000000,2023-11-14 06:29:00.000000000,Server machine not starting up,Hardware,1 - Critical
employee,INC0000000368,Charlie Whitherspoon,Closed,Don Goodliffe,Database,Charlie Whitherspoon,2023-10-15 15:16:00,2023-10-20 12:27:20.950889107,2023-10-20 12:27:20.950889107,SQL server connectivity issues,Database,2 - High
employee,INC0000000369,Fred Luddy,Resolved,Don Goodliffe,Inquiry / Help,Luke Wilson,2023-10-17 13:47:00,2023-10-20 21:48:57.438864461,2023-10-20 21:48:57.438864461,Need help with software installation,Service Desk,3 - Moderate
admin,INC0000000370,Howard Johnson,Closed,David Loo,Hardware,Beth Anglin,2023-10-17 17:53:00,2023-11-16 15:29:00.000000000,2023-11-16 15:29:00.000000000,Desktop computer won't start after power outage,Hardware,2 - High
system,INC0000000371,Charlie Whitherspoon,Resolved,Bud Richman,Network,Luke Wilson,2023-10-19 03:29:00,2023-11-05 14:22:55.940664789,2023-11-05 14:22:55.940664789,Outage detected in network routers,Network,1 - Critical
system,INC0000000372,Charlie Whitherspoon,Resolved,David Loo,Software,Charlie Whitherspoon,2023-10-20 01:39:00,2023-10-20 06:35:47.192906974,2023-10-20 06:35:47.192906974,Application crashing upon startup,Software,2 - High
admin,INC0000000373,Howard Johnson,Closed,David Loo,Database,Howard Johnson,2023-10-20 19:42:00,2023-10-24 12:53:51.522360969,2023-10-24 12:53:51.522360969,Having trouble connecting to the remote database,Database,2 - High
admin,INC0000000374,Howard Johnson,Resolved,ITIL User,Network,Howard Johnson,2023-10-21 04:53:00,2023-10-26 22:55:12.855226212,2023-10-26 22:55:12.855226212,Unable to connect to company's VPN,Network,2 - High
system,INC0000000375,Fred Luddy,Closed,ITIL User,Database,Luke Wilson,2023-10-21 12:56:00,2023-10-23 17:36:38.954685381,2023-10-23 17:36:38.954685381,Cannot connect to SQL database,Database,2 - High
