sys_updated_on,assigned_to,caller_id,opened_at,closed_by,number,state,sys_updated_by,closed_at,short_description,assignment_group,priority,category
2023-08-28 14:02:42.390895847,Luke Wilson,David Loo,2023-08-15 17:24:00,Beth Anglin,INC0000000260,Closed,employee,2023-08-28 14:02:42.390895847,Email system is not responding,Network,2 - High,Software
2023-08-21 22:39:31.338046636,Charlie Whitherspoon,Don Goodliffe,2023-08-20 09:17:00,Charlie Whitherspoon,INC0000000261,Resolved,admin,2023-08-21 22:39:31.338046636,Unable to access company database,Database,2 - High,Database
2023-08-23 10:17:00.000000000,Luke Wilson,David Loo,2023-08-22 10:17:00,Charlie Whitherspoon,INC0000000262,Closed,admin,2023-08-23 10:17:00.000000000,Database server connection issue,Database,2 - High,Database
2023-08-27 22:27:18.819354557,Charlie Whitherspoon,Bud Richman,2023-08-23 12:04:00,Luke Wilson,INC0000000263,Resolved,employee,2023-08-27 22:27:18.819354557,Email server is down,Network,1 - Critical,Network
2023-08-29 12:53:37.169172941,Fred Luddy,David Loo,2023-08-23 21:01:00,Fred Luddy,INC0000000264,Closed,system,2023-08-29 12:53:37.169172941,Unable to access company network,Network,2 - High,Network
2023-08-25 15:56:52.484277227,Luke Wilson,ITIL User,2023-08-24 07:48:00,Howard Johnson,INC0000000265,Closed,system,2023-08-25 15:56:52.484277227,Email server outages in department A,Network,2 - High,Network
2023-08-29 08:22:14.252449876,Luke Wilson,David Loo,2023-08-25 01:09:00,Luke Wilson,INC0000000266,Closed,employee,2023-08-29 08:22:14.252449876,Unable to connect to the database,Database,2 - High,Database
2023-09-01 13:40:50.126285606,Fred Luddy,Don Goodliffe,2023-08-25 18:05:00,Beth Anglin,INC0000000267,Resolved,admin,2023-09-01 13:40:50.126285606,Internet connectivity issue in the marketing department,Network,2 - High,Network
2023-08-27 11:35:40.981462589,Howard Johnson,David Loo,2023-08-25 21:08:00,Howard Johnson,INC0000000268,Resolved,system,2023-08-27 11:35:40.981462589,Unable to connect to the VPN,Network,2 - High,Network
2023-08-31 02:09:39.154989834,Charlie Whitherspoon,ITIL User,2023-08-26 23:30:00,Fred Luddy,INC0000000269,Closed,employee,2023-08-31 02:09:39.154989834,Server outage in department A,Network,1 - Critical,Network
2023-09-04 21:54:22.877804845,Luke Wilson,Bud Richman,2023-08-27 07:46:00,Charlie Whitherspoon,INC0000000270,Resolved,employee,2023-09-04 21:54:22.877804845,Network outage reported at HQ,Network,1 - Critical,Network
2023-09-17 02:29:05.050673200,Fred Luddy,Don Goodliffe,2023-08-28 00:12:00,Luke Wilson,INC0000000271,Closed,admin,2023-09-17 02:29:05.050673200,Internet connection is unstable,Network,2 - High,Network
2023-09-06 20:55:06.221486778,Luke Wilson,ITIL User,2023-08-28 17:54:00,Fred Luddy,INC0000000272,Closed,employee,2023-09-06 20:55:06.221486778,Email system outage,Network,1 - Critical,Network
2023-09-12 12:59:43.629962173,Charlie Whitherspoon,David Loo,2023-08-29 07:31:00,Beth Anglin,INC0000000273,Resolved,system,2023-09-12 12:59:43.629962173,VPN access is not working properly,Network,2 - High,Network
2023-09-06 20:38:23.809354582,Howard Johnson,David Loo,2023-08-29 12:21:00,Howard Johnson,INC0000000274,Closed,employee,2023-09-06 20:38:23.809354582,Network outage in the office,Network,1 - Critical,Network
2023-09-12 00:18:44.630576026,Charlie Whitherspoon,David Loo,2023-08-29 23:22:00,Howard Johnson,INC0000000275,Resolved,system,2023-09-12 00:18:44.630576026,Printer setup issue,Hardware,3 - Moderate,Hardware
2023-09-15 01:39:11.858990781,Fred Luddy,David Loo,2023-08-30 05:17:00,Howard Johnson,INC0000000276,Closed,admin,2023-09-15 01:39:11.858990781,Cannot connect to VPN,Network,1 - Critical,Network
2023-09-06 00:59:40.593619869,Fred Luddy,David Loo,2023-08-30 16:16:00,Charlie Whitherspoon,INC0000000277,Resolved,employee,2023-09-06 00:59:40.593619869,Unable to connect to VPN,Network,2 - High,Network
2023-09-05 16:02:45.847894550,Howard Johnson,David Loo,2023-08-31 05:23:00,Howard Johnson,INC0000000278,Closed,employee,2023-09-05 16:02:45.847894550,Unable to connect to network,Network,3 - Moderate,Network
2023-09-10 10:07:19.061581899,Charlie Whitherspoon,David Loo,2023-09-02 19:17:00,Fred Luddy,INC0000000279,Closed,employee,2023-09-10 10:07:19.061581899,Email server not responding,Network,1 - Critical,Network
2023-09-11 03:31:11.957183413,Charlie Whitherspoon,David Loo,2023-09-05 06:27:00,Charlie Whitherspoon,INC0000000280,Closed,employee,2023-09-11 03:31:11.957183413,Cannot connect to corporate VPN,Network,2 - High,Network
2023-09-16 20:14:10.127239911,Charlie Whitherspoon,David Loo,2023-09-06 00:42:00,Howard Johnson,INC0000000281,Resolved,employee,2023-09-16 20:14:10.127239911,Cannot connect to office wifi,Network,2 - High,Network
2023-09-21 20:02:08.782921747,Luke Wilson,David Loo,2023-09-06 13:16:00,Beth Anglin,INC0000000282,Resolved,system,2023-09-21 20:02:08.782921747,VPN connection issue,Network,2 - High,Network
2023-09-07 23:06:00.000000000,Fred Luddy,David Loo,2023-09-06 23:06:00,Luke Wilson,INC0000000283,Closed,system,2023-09-07 23:06:00.000000000,Email server not responding,Network,1 - Critical,Network
2023-09-21 21:39:27.337819330,Charlie Whitherspoon,David Loo,2023-09-07 03:18:00,Fred Luddy,INC0000000284,Resolved,system,2023-09-21 21:39:27.337819330,Email system not responding,Service Desk,1 - Critical,Software
2023-09-14 22:40:59.072251916,Fred Luddy,David Loo,2023-09-07 15:10:00,Howard Johnson,INC0000000285,Closed,admin,2023-09-14 22:40:59.072251916,Unable to connect to the database,Database,2 - High,Database
2023-09-16 05:03:07.304469201,Charlie Whitherspoon,ITIL User,2023-09-07 19:22:00,Howard Johnson,INC0000000286,Resolved,employee,2023-09-16 05:03:07.304469201,Unable to connect to company VPN,Network,2 - High,Software
2023-09-19 05:04:12.209346052,Howard Johnson,David Loo,2023-09-10 11:01:00,Charlie Whitherspoon,INC0000000287,Closed,employee,2023-09-19 05:04:12.209346052,Cannot connect to the internal database,Database,2 - High,Database
2023-09-17 15:18:57.214135945,Beth Anglin,David Loo,2023-09-10 13:38:00,Fred Luddy,INC0000000288,Resolved,employee,2023-09-17 15:18:57.214135945,Server outage in department B,Network,1 - Critical,Network
2023-09-21 19:57:09.508030171,Howard Johnson,Don Goodliffe,2023-09-10 16:48:00,Luke Wilson,INC0000000289,Resolved,system,2023-09-21 19:57:09.508030171,Connection issue in office network,Network,2 - High,Network
2023-09-15 04:32:48.495765252,Howard Johnson,David Loo,2023-09-10 19:00:00,Howard Johnson,INC0000000290,Resolved,system,2023-09-15 04:32:48.495765252,Cannot connect to corporate VPN,Network,2 - High,Network
2023-09-16 11:41:04.621005149,Charlie Whitherspoon,David Loo,2023-09-11 21:06:00,Luke Wilson,INC0000000291,Closed,system,2023-09-16 11:41:04.621005149,Email system is not working properly,Network,1 - Critical,Software
2023-09-20 00:50:25.035987041,Howard Johnson,ITIL User,2023-09-12 09:13:00,Luke Wilson,INC0000000292,Closed,admin,2023-09-20 00:50:25.035987041,Issue with database connection,Database,2 - High,Database
2023-09-21 07:47:25.737030859,Beth Anglin,Don Goodliffe,2023-09-12 10:02:00,Fred Luddy,INC0000000293,Closed,system,2023-09-21 07:47:25.737030859,Database server is not responding,Database,2 - High,Database
2023-09-16 07:31:52.932004453,Luke Wilson,Bud Richman,2023-09-12 15:58:00,Luke Wilson,INC0000000294,Resolved,admin,2023-09-16 07:31:52.932004453,Cannot access email account,Service Desk,2 - High,Software
2023-09-27 21:35:57.772926832,Charlie Whitherspoon,Bud Richman,2023-09-16 01:45:00,Beth Anglin,INC0000000295,Resolved,admin,2023-09-27 21:35:57.772926832,Email server down,Network,1 - Critical,Network
2023-09-28 05:40:47.393844402,Beth Anglin,David Loo,2023-09-16 12:01:00,Beth Anglin,INC0000000296,Closed,admin,2023-09-28 05:40:47.393844402,Cannot connect to office VPN,Network,2 - High,Network
2023-09-24 01:17:21.516522745,Beth Anglin,David Loo,2023-09-17 01:23:00,Howard Johnson,INC0000000297,Resolved,system,2023-09-24 01:17:21.516522745,Email service disruption,Network,2 - High,Software
2023-09-22 11:22:45.404625251,Fred Luddy,David Loo,2023-09-17 13:36:00,Fred Luddy,INC0000000298,Resolved,admin,2023-09-22 11:22:45.404625251,Email server down,Network,1 - Critical,Network
2023-09-27 21:24:12.451018461,Charlie Whitherspoon,Bud Richman,2023-09-17 18:01:00,Fred Luddy,INC0000000299,Resolved,system,2023-09-27 21:24:12.451018461,Email server down,Network,1 - Critical,Network
2023-09-26 10:35:50.599010105,Charlie Whitherspoon,David Loo,2023-09-17 21:03:00,Charlie Whitherspoon,INC0000000300,Resolved,admin,2023-09-26 10:35:50.599010105,Cannot access email server,Network,2 - High,Network
2023-09-18 21:29:00.000000000,Howard Johnson,David Loo,2023-09-17 21:29:00,Howard Johnson,INC0000000301,Resolved,system,2023-09-18 21:29:00.000000000,Can't connect to the office VPN,Network,2 - High,Network
2023-09-25 01:52:01.700429976,Fred Luddy,Bud Richman,2023-09-18 12:58:00,Howard Johnson,INC0000000302,Closed,employee,2023-09-25 01:52:01.700429976,Email server connectivity issue,Network,2 - High,Network
2023-10-02 11:18:44.961805487,Charlie Whitherspoon,David Loo,2023-09-18 15:53:00,Beth Anglin,INC0000000303,Closed,employee,2023-10-02 11:18:44.961805487,Unable to access database server from remote location,Database,2 - High,Database
2023-09-24 00:44:40.455661260,Charlie Whitherspoon,David Loo,2023-09-20 04:26:00,Charlie Whitherspoon,INC0000000304,Resolved,employee,2023-09-24 00:44:40.455661260,Software update required on workstation,Software,2 - High,Software
2023-10-06 00:17:47.830004352,Beth Anglin,Bud Richman,2023-09-21 12:24:00,Howard Johnson,INC0000000305,Closed,employee,2023-10-06 00:17:47.830004352,System update failed,Software,2 - High,Hardware
2023-09-26 13:46:03.239021068,Luke Wilson,ITIL User,2023-09-22 08:21:00,Howard Johnson,INC0000000306,Closed,system,2023-09-26 13:46:03.239021068,Internet connectivity issue,Network,1 - Critical,Network
2023-09-28 10:20:09.898747699,Fred Luddy,Don Goodliffe,2023-09-23 08:01:00,Fred Luddy,INC0000000307,Closed,admin,2023-09-28 10:20:09.898747699,Unable to connect to Database Server,Database,2 - High,Database
2023-09-29 00:09:44.669327150,Howard Johnson,David Loo,2023-09-23 10:18:00,Beth Anglin,INC0000000308,Closed,employee,2023-09-29 00:09:44.669327150,Email client not working properly,Software,3 - Moderate,Software
2023-10-01 10:16:28.049813894,Howard Johnson,David Loo,2023-09-23 14:06:00,Fred Luddy,INC0000000309,Closed,system,2023-10-01 10:16:28.049813894,Losing connectivity frequently,Network,2 - High,Network
2023-10-04 01:44:37.450744077,Charlie Whitherspoon,ITIL User,2023-09-23 18:30:00,Luke Wilson,INC0000000310,Resolved,admin,2023-10-04 01:44:37.450744077,Database server is down,Database,1 - Critical,Database
2023-09-25 02:56:00.000000000,Howard Johnson,Don Goodliffe,2023-09-24 02:56:00,Fred Luddy,INC0000000311,Closed,admin,2023-09-25 02:56:00.000000000,Cannot connect to company VPN,Network,2 - High,Network
2023-09-29 13:29:54.072689629,Luke Wilson,ITIL User,2023-09-24 15:27:00,Howard Johnson,INC0000000312,Resolved,employee,2023-09-29 13:29:54.072689629,Unable to access Email account,Service Desk,2 - High,Software
2023-09-26 17:33:50.788657592,Fred Luddy,Bud Richman,2023-09-25 12:29:00,Charlie Whitherspoon,INC0000000313,Resolved,employee,2023-09-26 17:33:50.788657592,Unable to access database,Database,2 - High,Database
2023-09-27 22:26:00.000000000,Beth Anglin,David Loo,2023-09-26 22:26:00,Beth Anglin,INC0000000314,Resolved,employee,2023-09-27 22:26:00.000000000,Database connection issue,Database,2 - High,Database
2023-10-06 23:13:15.897250106,Luke Wilson,Bud Richman,2023-09-26 23:01:00,Fred Luddy,INC0000000315,Closed,system,2023-10-06 23:13:15.897250106,System database connection issue,Database,2 - High,Database
2023-10-02 09:49:27.952034221,Beth Anglin,David Loo,2023-09-27 12:26:00,Luke Wilson,INC0000000316,Closed,admin,2023-10-02 09:49:27.952034221,Database connection issue,Database,2 - High,Database
2023-10-02 02:15:20.269103480,Fred Luddy,Don Goodliffe,2023-09-27 15:01:00,Howard Johnson,INC0000000317,Closed,admin,2023-10-02 02:15:20.269103480,Unable to connect to internet,Network,2 - High,Network
2023-10-04 08:44:36.106193795,Fred Luddy,David Loo,2023-09-28 14:34:00,Beth Anglin,INC0000000318,Resolved,admin,2023-10-04 08:44:36.106193795,Unable to access the database,Database,2 - High,Database
2023-10-10 18:36:15.744907390,Fred Luddy,David Loo,2023-09-29 06:56:00,Luke Wilson,INC0000000319,Resolved,employee,2023-10-10 18:36:15.744907390,Email client not syncing,Service Desk,2 - High,Software
2023-10-07 16:45:04.524314569,Luke Wilson,David Loo,2023-09-29 14:00:00,Charlie Whitherspoon,INC0000000320,Closed,system,2023-10-07 16:45:04.524314569,Unable to connect to database,Database,2 - High,Database
2023-10-04 08:35:22.271383527,Howard Johnson,David Loo,2023-09-30 12:10:00,Charlie Whitherspoon,INC0000000321,Resolved,employee,2023-10-04 08:35:22.271383527,Can't access email server,Network,2 - High,Network
2023-10-06 08:55:02.250699255,Howard Johnson,David Loo,2023-09-30 21:16:00,Luke Wilson,INC0000000322,Closed,system,2023-10-06 08:55:02.250699255,Internet connection issue at work station,Network,2 - High,Network
2023-10-02 03:47:00.000000000,Howard Johnson,Bud Richman,2023-10-01 03:47:00,Howard Johnson,INC0000000323,Closed,system,2023-10-02 03:47:00.000000000,Wi-Fi connection issue on main floor,Network,2 - High,Network
2023-10-12 04:24:13.784524710,Beth Anglin,Don Goodliffe,2023-10-01 07:37:00,Luke Wilson,INC0000000324,Closed,employee,2023-10-12 04:24:13.784524710,SQL Server database connection error,Database,2 - High,Database
2023-10-12 03:56:17.755420712,Beth Anglin,Bud Richman,2023-10-01 21:51:00,Howard Johnson,INC0000000325,Closed,admin,2023-10-12 03:56:17.755420712,Issue with database connection,Database,2 - High,Database
2023-10-10 00:30:09.772671463,Charlie Whitherspoon,David Loo,2023-10-04 10:28:00,Luke Wilson,INC0000000326,Closed,employee,2023-10-10 00:30:09.772671463,Email server not responding,Network,2 - High,Network
2023-10-09 20:56:54.995724701,Fred Luddy,Don Goodliffe,2023-10-04 22:03:00,Fred Luddy,INC0000000327,Closed,admin,2023-10-09 20:56:54.995724701,Unable to access email,Service Desk,2 - High,Software
2023-10-11 02:47:54.154551732,Charlie Whitherspoon,David Loo,2023-10-05 00:47:00,Fred Luddy,INC0000000328,Resolved,admin,2023-10-11 02:47:54.154551732,Permission issues with database,Database,3 - Moderate,Database
2023-10-09 18:06:33.182714453,Charlie Whitherspoon,David Loo,2023-10-05 22:59:00,Beth Anglin,INC0000000329,Closed,employee,2023-10-09 18:06:33.182714453,Database server is down,Database,1 - Critical,Database
2023-10-16 10:42:30.270972375,Charlie Whitherspoon,David Loo,2023-10-06 11:41:00,Luke Wilson,INC0000000330,Resolved,system,2023-10-16 10:42:30.270972375,Unable to access database,Database,2 - High,Database
2023-10-18 02:53:59.340783425,Beth Anglin,David Loo,2023-10-06 16:03:00,Charlie Whitherspoon,INC0000000331,Resolved,employee,2023-10-18 02:53:59.340783425,Email server down,Network,1 - Critical,Network
2023-10-07 19:21:00.000000000,Howard Johnson,David Loo,2023-10-06 19:21:00,Luke Wilson,INC0000000332,Resolved,admin,2023-10-07 19:21:00.000000000,Database server performance issue,Database,3 - Moderate,Database
2023-10-20 20:40:29.224673479,Luke Wilson,David Loo,2023-10-07 17:06:00,Howard Johnson,INC0000000333,Closed,employee,2023-10-20 20:40:29.224673479,Queries on WiFi connectivity issues,Network,3 - Moderate,Network
2023-10-10 08:33:36.567328565,Howard Johnson,David Loo,2023-10-08 19:53:00,Howard Johnson,INC0000000334,Closed,admin,2023-10-10 08:33:36.567328565,Server not responding,Network,2 - High,Network
2023-10-19 04:16:02.421698811,Fred Luddy,David Loo,2023-10-08 23:38:00,Fred Luddy,INC0000000335,Closed,system,2023-10-19 04:16:02.421698811,Cannot connect to Wi-Fi,Network,2 - High,Hardware
2023-10-10 12:07:00.000000000,Fred Luddy,Bud Richman,2023-10-09 12:07:00,Fred Luddy,INC0000000336,Resolved,employee,2023-10-10 12:07:00.000000000,Can't connect to company VPN,Network,2 - High,Network
2023-10-16 14:27:02.794618938,Luke Wilson,David Loo,2023-10-09 20:34:00,Beth Anglin,INC0000000337,Resolved,employee,2023-10-16 14:27:02.794618938,Email client not syncing properly,Software,2 - High,Software
2023-10-19 20:56:58.565554156,Beth Anglin,Bud Richman,2023-10-10 03:30:00,Beth Anglin,INC0000000338,Closed,employee,2023-10-19 20:56:58.565554156,Email system not working,Software,2 - High,Software
2023-10-25 16:05:46.073393124,Luke Wilson,ITIL User,2023-10-10 15:48:00,Howard Johnson,INC0000000339,Resolved,admin,2023-10-25 16:05:46.073393124,Can't connect to server,Network,2 - High,Network
2023-10-18 02:20:27.462578546,Fred Luddy,David Loo,2023-10-11 06:50:00,Fred Luddy,INC0000000340,Resolved,system,2023-10-18 02:20:27.462578546,Email system not working properly,Hardware,2 - High,Network
2023-10-22 14:54:25.529131769,Beth Anglin,Don Goodliffe,2023-10-12 06:20:00,Charlie Whitherspoon,INC0000000341,Closed,admin,2023-10-22 14:54:25.529131769,Internet connectivity issues in Office 7,Network,2 - High,Network
2023-10-19 19:24:21.463606364,Beth Anglin,Bud Richman,2023-10-14 01:16:00,Fred Luddy,INC0000000342,Closed,employee,2023-10-19 19:24:21.463606364,Database server is not responding,Database,1 - Critical,Database
2023-10-25 19:49:55.036269974,Howard Johnson,ITIL User,2023-10-14 14:42:00,Howard Johnson,INC0000000343,Resolved,system,2023-10-25 19:49:55.036269974,Cannot connect to VPN,Network,1 - Critical,Network
2023-10-28 23:27:10.318601535,Charlie Whitherspoon,David Loo,2023-10-15 18:51:00,Luke Wilson,INC0000000344,Closed,system,2023-10-28 23:27:10.318601535,Cannot connect to office VPN,Network,2 - High,Network
2023-10-19 07:08:53.061051940,Luke Wilson,David Loo,2023-10-15 22:54:00,Howard Johnson,INC0000000345,Closed,employee,2023-10-19 07:08:53.061051940,Cannot connect to office VPN,Network,2 - High,Network
2023-10-26 13:35:13.971102212,Charlie Whitherspoon,David Loo,2023-10-16 13:42:00,Fred Luddy,INC0000000346,Closed,system,2023-10-26 13:35:13.971102212,Unable to access email account,Service Desk,2 - High,Inquiry / Help
2023-10-18 20:56:23.613021763,Howard Johnson,David Loo,2023-10-16 19:59:00,Fred Luddy,INC0000000347,Resolved,admin,2023-10-18 20:56:23.613021763,Unable to access network drive,Network,2 - High,Network
2023-10-23 15:46:21.093290351,Luke Wilson,David Loo,2023-10-17 01:22:00,Charlie Whitherspoon,INC0000000348,Resolved,admin,2023-10-23 15:46:21.093290351,Email system malfunctioning,Network,2 - High,Software
2023-10-30 15:46:08.039398101,Charlie Whitherspoon,Don Goodliffe,2023-10-17 14:21:00,Beth Anglin,INC0000000349,Resolved,system,2023-10-30 15:46:08.039398101,Cannot connect to the company VPN,Network,2 - High,Network
2023-10-21 09:50:04.126533402,Luke Wilson,David Loo,2023-10-18 09:22:00,Luke Wilson,INC0000000350,Closed,system,2023-10-21 09:50:04.126533402,Cannot connect to VPN,Network,2 - High,Network
2023-10-24 08:04:23.882879693,Charlie Whitherspoon,Don Goodliffe,2023-10-18 10:42:00,Luke Wilson,INC0000000351,Closed,admin,2023-10-24 08:04:23.882879693,Database server crashed,Database,1 - Critical,Database
2023-10-20 19:52:16.097019757,Beth Anglin,David Loo,2023-10-18 14:41:00,Howard Johnson,INC0000000352,Resolved,employee,2023-10-20 19:52:16.097019757,Unable to connect to VPN,Network,2 - High,Network
2023-10-21 18:13:01.739783380,Charlie Whitherspoon,David Loo,2023-10-18 18:30:00,Howard Johnson,INC0000000353,Closed,employee,2023-10-21 18:13:01.739783380,Cannot connect to the wifi network,Network,2 - High,Network
2023-10-31 16:39:53.062180309,Charlie Whitherspoon,Bud Richman,2023-10-18 22:41:00,Fred Luddy,INC0000000354,Resolved,system,2023-10-31 16:39:53.062180309,Email client not working properly,Software,2 - High,Software
2023-10-29 10:14:08.539990833,Howard Johnson,Don Goodliffe,2023-10-19 13:13:00,Charlie Whitherspoon,INC0000000355,Resolved,employee,2023-10-29 10:14:08.539990833,Cannot connect to database,Database,2 - High,Database
2023-10-31 00:15:18.451781865,Luke Wilson,David Loo,2023-10-20 04:51:00,Howard Johnson,INC0000000356,Closed,system,2023-10-31 00:15:18.451781865,Password reset needed for admin account,Service Desk,2 - High,Software
2023-10-26 19:28:05.319883204,Fred Luddy,Don Goodliffe,2023-10-20 10:57:00,Fred Luddy,INC0000000357,Resolved,admin,2023-10-26 19:28:05.319883204,Can't access database server,Database,2 - High,Database
2023-10-28 07:34:57.417465666,Fred Luddy,David Loo,2023-10-20 16:48:00,Fred Luddy,INC0000000358,Closed,admin,2023-10-28 07:34:57.417465666,Unable to connect to VPN,Network,2 - High,Network
2023-11-02 04:16:44.703342025,Luke Wilson,David Loo,2023-10-21 01:20:00,Howard Johnson,INC0000000359,Resolved,employee,2023-11-02 04:16:44.703342025,Email server not responding,Network,1 - Critical,Hardware
2023-11-03 10:53:30.197264220,Luke Wilson,David Loo,2023-10-22 12:46:00,Beth Anglin,INC0000000360,Resolved,employee,2023-11-03 10:53:30.197264220,Unable to access project database,Database,3 - Moderate,Database
2023-11-05 16:50:36.983999745,Fred Luddy,David Loo,2023-10-24 12:53:00,Beth Anglin,INC0000000361,Resolved,admin,2023-11-05 16:50:36.983999745,Server connectivity issues,Network,1 - Critical,Network
2023-10-31 14:06:11.392825001,Beth Anglin,Don Goodliffe,2023-10-27 13:38:00,Howard Johnson,INC0000000362,Closed,system,2023-10-31 14:06:11.392825001,Unable to access the company database,Database,3 - Moderate,Database
2023-11-09 04:30:36.643061799,Howard Johnson,Don Goodliffe,2023-10-28 17:00:00,Howard Johnson,INC0000000363,Closed,admin,2023-11-09 04:30:36.643061799,Email system malfunction,Service Desk,2 - High,Software
2023-11-06 01:37:51.182894758,Beth Anglin,David Loo,2023-10-29 01:34:00,Howard Johnson,INC0000000364,Resolved,employee,2023-11-06 01:37:51.182894758,Unable to connect to VPN,Network,2 - High,Network
2023-11-05 01:05:43.733741378,Charlie Whitherspoon,David Loo,2023-10-31 15:00:00,Luke Wilson,INC0000000365,Resolved,admin,2023-11-05 01:05:43.733741378,Unable to connect to VPN,Network,2 - High,Network
2023-11-07 21:02:10.683318394,Fred Luddy,David Loo,2023-10-31 20:04:00,Beth Anglin,INC0000000366,Closed,admin,2023-11-07 21:02:10.683318394,Issue with network connectivity,Network,2 - High,Network
2023-11-15 23:39:43.742314369,Luke Wilson,Don Goodliffe,2023-11-01 20:06:00,Howard Johnson,INC0000000367,Closed,employee,2023-11-15 23:39:43.742314369,Email server not responding,Network,2 - High,Hardware
2023-11-12 23:06:38.384196205,Beth Anglin,David Loo,2023-11-03 02:13:00,Fred Luddy,INC0000000368,Resolved,admin,2023-11-12 23:06:38.384196205,Cannot connect to the database,Database,2 - High,Database
2023-11-04 09:53:00.000000000,Fred Luddy,ITIL User,2023-11-03 09:53:00,Charlie Whitherspoon,INC0000000369,Resolved,admin,2023-11-04 09:53:00.000000000,Cannot connect to VPN,Network,2 - High,Network
2023-11-18 16:06:35.557332988,Luke Wilson,David Loo,2023-11-04 06:51:00,Beth Anglin,INC0000000370,Resolved,admin,2023-11-18 16:06:35.557332988,Cannot connect to office wifi,Network,2 - High,Network
2023-11-07 12:14:47.237608744,Charlie Whitherspoon,David Loo,2023-11-05 09:21:00,Howard Johnson,INC0000000371,Resolved,employee,2023-11-07 12:14:47.237608744,Database connection issue on production server,Database,1 - Critical,Database
2023-11-09 22:54:46.140359808,Beth Anglin,Bud Richman,2023-11-05 15:58:00,Charlie Whitherspoon,INC0000000372,Resolved,admin,2023-11-09 22:54:46.140359808,Unable to connect to VPN,Network,1 - Critical,Network
2023-11-13 02:11:21.730507316,Beth Anglin,David Loo,2023-11-06 23:16:00,Howard Johnson,INC0000000373,Closed,employee,2023-11-13 02:11:21.730507316,Network Connection Issue,Network,3 - Moderate,Network
2023-11-15 07:03:45.405701907,Fred Luddy,David Loo,2023-11-07 01:33:00,Luke Wilson,INC0000000374,Closed,admin,2023-11-15 07:03:45.405701907,Email server down,Network,1 - Critical,Network
2023-11-12 09:52:57.779977075,Beth Anglin,David Loo,2023-11-07 14:56:00,Beth Anglin,INC0000000375,Resolved,employee,2023-11-12 09:52:57.779977075,Can't connect to the server,Network,2 - High,Network
2023-11-22 19:56:26.031962430,Fred Luddy,Don Goodliffe,2023-11-08 02:54:00,Fred Luddy,INC0000000376,Closed,employee,2023-11-22 19:56:26.031962430,Unable to connect to VPN,Network,2 - High,Network
2023-11-20 03:30:40.660839631,Charlie Whitherspoon,David Loo,2023-11-08 03:37:00,Howard Johnson,INC0000000377,Resolved,employee,2023-11-20 03:30:40.660839631,Unable to connect to company VPN,Network,2 - High,Network
2023-11-11 23:02:00.000000000,Luke Wilson,David Loo,2023-11-10 23:02:00,Charlie Whitherspoon,INC0000000378,Resolved,system,2023-11-11 23:02:00.000000000,Cannot connect to VPN,Network,2 - High,Network
2023-11-15 23:47:14.496033059,Fred Luddy,David Loo,2023-11-10 23:23:00,Beth Anglin,INC0000000379,Closed,system,2023-11-15 23:47:14.496033059,Cannot connect to the VPN,Network,2 - High,Network
2023-11-17 05:29:47.453161321,Beth Anglin,David Loo,2023-11-11 04:19:00,Beth Anglin,INC0000000380,Resolved,admin,2023-11-17 05:29:47.453161321,Email client not working properly,Software,3 - Moderate,Software
2023-11-12 17:07:00.000000000,Charlie Whitherspoon,David Loo,2023-11-11 17:07:00,Beth Anglin,INC0000000381,Resolved,system,2023-11-12 17:07:00.000000000,Unable to access the database,Database,2 - High,Database
2023-11-17 12:23:07.177087678,Charlie Whitherspoon,David Loo,2023-11-11 17:09:00,Fred Luddy,INC0000000382,Closed,system,2023-11-17 12:23:07.177087678,Internet connection issue,Network,1 - Critical,Network
2023-11-20 20:02:25.463375516,Howard Johnson,David Loo,2023-11-11 23:09:00,Beth Anglin,INC0000000383,Resolved,admin,2023-11-20 20:02:25.463375516,Application Error on startup,Software,2 - High,Software
2023-11-30 14:01:26.363178914,Beth Anglin,ITIL User,2023-11-13 17:34:00,Fred Luddy,INC0000000384,Closed,admin,2023-11-30 14:01:26.363178914,Cannot access email server,Network,2 - High,Network
2023-11-16 20:12:53.172627937,Luke Wilson,David Loo,2023-11-14 07:27:00,Howard Johnson,INC0000000385,Closed,admin,2023-11-16 20:12:53.172627937,Cannot access network drive,Network,2 - High,Network
2023-11-23 10:54:38.788496801,Luke Wilson,David Loo,2023-11-15 13:41:00,Fred Luddy,INC0000000386,Resolved,system,2023-11-23 10:54:38.788496801,Loss of internet connection,Network,2 - High,Network
2023-11-24 21:24:08.988227758,Luke Wilson,David Loo,2023-11-15 20:55:00,Howard Johnson,INC0000000387,Closed,employee,2023-11-24 21:24:08.988227758,Email server is not responding,Network,1 - Critical,Network
2023-11-20 22:19:55.031668763,Charlie Whitherspoon,David Loo,2023-11-16 04:48:00,Howard Johnson,INC0000000388,Resolved,system,2023-11-20 22:19:55.031668763,Cannot connect to Wi-Fi,Service Desk,2 - High,Network
2023-11-21 09:56:49.386420219,Luke Wilson,David Loo,2023-11-17 19:43:00,Howard Johnson,INC0000000389,Resolved,admin,2023-11-21 09:56:49.386420219,Login issue with office network,Service Desk,2 - High,Network
2023-12-03 13:17:59.378528468,Charlie Whitherspoon,David Loo,2023-11-18 13:17:00,Howard Johnson,INC0000000390,Resolved,admin,2023-12-03 13:17:59.378528468,Email server not responding,Network,1 - Critical,Network
