sys_updated_by,number,closed_by,state,caller_id,assigned_to,opened_at,sys_updated_on,closed_at,short_description,assignment_group,priority,category
employee,INC0000000261,Luke Wilson,Resolved,David Loo,Fred Luddy,2023-07-19 03:10:00,2023-07-25 13:49:58.971724839,2023-07-25 13:49:58.971724839,Email service interruption issue,Network,2 - High,Network
employee,INC0000000262,Howard Johnson,Closed,ITIL User,Fred Luddy,2023-07-19 12:25:00,2023-07-22 05:35:32.173828472,2023-07-22 05:35:32.173828472,Cannot connect to VPN,Network,2 - High,Network
employee,INC0000000263,Charlie Whitherspoon,Closed,ITIL User,Howard Johnson,2023-07-22 09:16:00,2023-08-06 01:31:25.970514312,2023-08-06 01:31:25.970514312,Printer is not working,Hardware,2 - High,Hardware
admin,INC0000000264,Luke Wilson,Closed,Bud Richman,Fred Luddy,2023-07-22 18:24:00,2023-07-30 22:14:28.733212580,2023-07-30 22:14:28.733212580,SQL server connectivity issue,Database,2 - High,Database
employee,INC0000000265,Charlie Whitherspoon,Closed,David Loo,Fred Luddy,2023-07-23 08:07:00,2023-08-07 02:47:03.515414267,2023-08-07 02:47:03.515414267,Email client not syncing properly,Service Desk,3 - Moderate,Software
system,INC0000000266,Fred Luddy,Resolved,ITIL User,Fred Luddy,2023-07-24 04:33:00,2023-08-02 22:08:20.831947629,2023-08-02 22:08:20.831947629,Network connectivity issue on 5th floor,Network,2 - High,Network
admin,INC0000000267,Fred Luddy,Resolved,Bud Richman,Fred Luddy,2023-07-24 08:09:00,2023-07-30 04:19:44.814258962,2023-07-30 04:19:44.814258962,Unable to connect to the office VPN,Network,2 - High,Network
employee,INC0000000268,Howard Johnson,Resolved,Don Goodliffe,Beth Anglin,2023-07-24 09:29:00,2023-08-09 00:11:56.715737121,2023-08-09 00:11:56.715737121,Email server is not responding,Network,2 - High,Network
admin,INC0000000269,Fred Luddy,Closed,Don Goodliffe,Howard Johnson,2023-07-25 14:25:00,2023-08-04 01:12:55.286700450,2023-08-04 01:12:55.286700450,Internet connectivity issue in department 12B,Network,2 - High,Network
admin,INC0000000270,Luke Wilson,Closed,David Loo,Fred Luddy,2023-07-26 02:37:00,2023-08-05 15:36:53.281629664,2023-08-05 15:36:53.281629664,VPN connection issue from home network,Network,2 - High,Network
employee,INC0000000271,Luke Wilson,Resolved,Bud Richman,Fred Luddy,2023-07-27 06:44:00,2023-07-28 06:44:00.000000000,2023-07-28 06:44:00.000000000,Cannot connect to the internet,Network,2 - High,Network
admin,INC0000000272,Fred Luddy,Closed,Bud Richman,Fred Luddy,2023-07-27 09:07:00,2023-08-03 16:14:12.585109015,2023-08-03 16:14:12.585109015,Unable to access company database,Database,2 - High,Database
employee,INC0000000273,Beth Anglin,Closed,David Loo,Fred Luddy,2023-07-27 17:58:00,2023-08-04 16:09:51.692670636,2023-08-04 16:09:51.692670636,Unable to connect to VPN,Network,2 - High,Network
employee,INC0000000274,Fred Luddy,Resolved,ITIL User,Fred Luddy,2023-07-29 13:21:00,2023-08-07 07:56:14.443999418,2023-08-07 07:56:14.443999418,Database connection issues,Database,2 - High,Database
system,INC0000000275,Charlie Whitherspoon,Closed,Bud Richman,Fred Luddy,2023-07-29 14:09:00,2023-08-06 04:42:24.748891104,2023-08-06 04:42:24.748891104,Cannot login to office VPN,Network,2 - High,Network
admin,INC0000000276,Howard Johnson,Resolved,Don Goodliffe,Howard Johnson,2023-07-29 20:45:00,2023-08-01 02:47:50.503469359,2023-08-01 02:47:50.503469359,Email system is down,Network,1 - Critical,Network
system,INC0000000277,Howard Johnson,Closed,Bud Richman,Fred Luddy,2023-07-31 07:23:00,2023-08-06 02:36:28.843885208,2023-08-06 02:36:28.843885208,Cannot connect to office VPN,Network,2 - High,Network
system,INC0000000278,Howard Johnson,Closed,ITIL User,Fred Luddy,2023-07-31 12:46:00,2023-08-05 02:59:36.578119177,2023-08-05 02:59:36.578119177,Database server connection issue,Database,2 - High,Database
admin,INC0000000279,Luke Wilson,Closed,Bud Richman,Fred Luddy,2023-08-01 19:42:00,2023-08-09 03:36:05.179568169,2023-08-09 03:36:05.179568169,Cannot connect to office VPN,Network,2 - High,Network
employee,INC0000000280,Charlie Whitherspoon,Resolved,ITIL User,Beth Anglin,2023-08-03 21:50:00,2023-08-09 17:44:35.770299684,2023-08-09 17:44:35.770299684,Email server issue,Network,2 - High,Network
system,INC0000000281,Beth Anglin,Resolved,David Loo,Fred Luddy,2023-08-04 02:53:00,2023-08-09 14:45:25.794508913,2023-08-09 14:45:25.794508913,Database update required,Database,2 - High,Software
admin,INC0000000282,Charlie Whitherspoon,Resolved,David Loo,Fred Luddy,2023-08-04 03:38:00,2023-08-15 13:47:54.283814410,2023-08-15 13:47:54.283814410,Cannot connect to office VPN,Network,2 - High,Network
system,INC0000000283,Charlie Whitherspoon,Resolved,Don Goodliffe,Fred Luddy,2023-08-05 02:39:00,2023-08-07 02:39:30.277212176,2023-08-07 02:39:30.277212176,Unable to access emails,Service Desk,2 - High,Software
employee,INC0000000284,Luke Wilson,Closed,Don Goodliffe,Fred Luddy,2023-08-05 03:12:00,2023-08-18 17:31:08.815337223,2023-08-18 17:31:08.815337223,Cannot connect to the company VPN,Network,2 - High,Network
system,INC0000000285,Howard Johnson,Resolved,Don Goodliffe,Fred Luddy,2023-08-05 07:55:00,2023-08-10 15:07:38.267747403,2023-08-10 15:07:38.267747403,Unable to connect to server,Network,2 - High,Hardware
admin,INC0000000286,Fred Luddy,Closed,Bud Richman,Fred Luddy,2023-08-05 22:24:00,2023-08-09 16:04:30.378906319,2023-08-09 16:04:30.378906319,Cannot connect to VPN,Network,2 - High,Network
admin,INC0000000287,Beth Anglin,Closed,Don Goodliffe,Fred Luddy,2023-08-07 15:32:00,2023-08-16 02:14:19.419041403,2023-08-16 02:14:19.419041403,Connection problem with the main server,Network,2 - High,Network
employee,INC0000000288,Beth Anglin,Closed,Bud Richman,Fred Luddy,2023-08-08 10:02:00,2023-08-14 13:33:16.105523690,2023-08-14 13:33:16.105523690,Unable to establish VPN connection,Network,2 - High,Network
employee,INC0000000289,Luke Wilson,Closed,Don Goodliffe,Luke Wilson,2023-08-08 14:11:00,2023-08-11 07:40:17.772151460,2023-08-11 07:40:17.772151460,The email server is not responding,Network,1 - Critical,Network
employee,INC0000000290,Howard Johnson,Resolved,Bud Richman,Fred Luddy,2023-08-08 18:09:00,2023-08-15 06:30:21.097543390,2023-08-15 06:30:21.097543390,Email client not syncing,Service Desk,2 - High,Software
system,INC0000000291,Fred Luddy,Resolved,ITIL User,Fred Luddy,2023-08-08 18:15:00,2023-08-15 21:49:25.086709492,2023-08-15 21:49:25.086709492,Email server not responding,Network,1 - Critical,Hardware
employee,INC0000000292,Charlie Whitherspoon,Closed,Don Goodliffe,Beth Anglin,2023-08-08 21:00:00,2023-08-21 14:21:27.457382789,2023-08-21 14:21:27.457382789,Printer not working properly,Hardware,2 - High,Hardware
admin,INC0000000293,Howard Johnson,Resolved,David Loo,Charlie Whitherspoon,2023-08-09 02:37:00,2023-08-10 09:44:32.193251428,2023-08-10 09:44:32.193251428,Unable to connect to the Internet,Network,2 - High,Network
system,INC0000000294,Beth Anglin,Closed,ITIL User,Fred Luddy,2023-08-09 08:51:00,2023-08-10 08:51:00.000000000,2023-08-10 08:51:00.000000000,Email server is not responding,Network,1 - Critical,Network
employee,INC0000000295,Beth Anglin,Closed,Don Goodliffe,Fred Luddy,2023-08-09 14:26:00,2023-08-10 14:26:00.000000000,2023-08-10 14:26:00.000000000,Database server crash reported,Database,1 - Critical,Database
system,INC0000000296,Luke Wilson,Closed,Bud Richman,Fred Luddy,2023-08-09 14:59:00,2023-08-15 15:44:24.346034110,2023-08-15 15:44:24.346034110,Unable to connect to the internet,Network,2 - High,Network
system,INC0000000297,Luke Wilson,Resolved,Bud Richman,Fred Luddy,2023-08-10 03:53:00,2023-08-17 10:29:27.668181868,2023-08-17 10:29:27.668181868,Email client not syncing,Service Desk,2 - High,Software
employee,INC0000000298,Charlie Whitherspoon,Closed,Bud Richman,Fred Luddy,2023-08-10 10:04:00,2023-08-11 10:04:00.000000000,2023-08-11 10:04:00.000000000,Unable to connect to VPN,Network,2 - High,Network
admin,INC0000000299,Fred Luddy,Resolved,ITIL User,Fred Luddy,2023-08-13 16:00:00,2023-08-16 12:56:23.709868081,2023-08-16 12:56:23.709868081,SQL server not responding,Database,2 - High,Database
admin,INC0000000300,Fred Luddy,Closed,David Loo,Fred Luddy,2023-08-13 16:11:00,2023-08-23 01:20:23.729445996,2023-08-23 01:20:23.729445996,Software Update Failed on Server,Software,2 - High,Software
admin,INC0000000301,Fred Luddy,Closed,ITIL User,Fred Luddy,2023-08-14 22:16:00,2023-08-15 22:16:00.000000000,2023-08-15 22:16:00.000000000,Unable to access the database server,Database,3 - Moderate,Database
employee,INC0000000302,Luke Wilson,Closed,David Loo,Fred Luddy,2023-08-16 02:41:00,2023-08-28 13:50:43.777315788,2023-08-28 13:50:43.777315788,Unable to access database after recent update,Database,2 - High,Database
employee,INC0000000303,Charlie Whitherspoon,Closed,Don Goodliffe,Fred Luddy,2023-08-16 06:27:00,2023-08-25 20:40:17.291283172,2023-08-25 20:40:17.291283172,SQL Server connection issue,Database,2 - High,Database
admin,INC0000000304,Charlie Whitherspoon,Closed,ITIL User,Fred Luddy,2023-08-16 06:49:00,2023-08-23 23:09:48.031123315,2023-08-23 23:09:48.031123315,Internet connection is unstable,Network,2 - High,Network
admin,INC0000000305,Fred Luddy,Resolved,David Loo,Fred Luddy,2023-08-17 05:41:00,2023-09-04 11:37:38.580858824,2023-09-04 11:37:38.580858824,Cannot access database server,Database,2 - High,Database
admin,INC0000000306,Beth Anglin,Resolved,Bud Richman,Fred Luddy,2023-08-17 08:22:00,2023-08-18 08:22:00.000000000,2023-08-18 08:22:00.000000000,Email server down,Network,1 - Critical,Network
employee,INC0000000307,Howard Johnson,Resolved,Bud Richman,Fred Luddy,2023-08-19 00:00:00,2023-08-27 17:10:32.214106330,2023-08-27 17:10:32.214106330,Cannot connect to office VPN,Network,3 - Moderate,Inquiry / Help
employee,INC0000000308,Beth Anglin,Resolved,Bud Richman,Howard Johnson,2023-08-21 10:40:00,2023-08-22 21:50:14.308659553,2023-08-22 21:50:14.308659553,System software update failure,Software,2 - High,Software
employee,INC0000000309,Fred Luddy,Closed,Don Goodliffe,Fred Luddy,2023-08-21 19:36:00,2023-09-01 10:54:52.337851948,2023-09-01 10:54:52.337851948,Issues with the database connection,Database,2 - High,Database
employee,INC0000000310,Luke Wilson,Resolved,ITIL User,Beth Anglin,2023-08-22 16:31:00,2023-08-23 16:31:00.000000000,2023-08-23 16:31:00.000000000,Email server is not responding,Service Desk,1 - Critical,Network
employee,INC0000000311,Luke Wilson,Resolved,Don Goodliffe,Fred Luddy,2023-08-23 19:56:00,2023-09-01 09:20:05.760534082,2023-09-01 09:20:05.760534082,Email service interruption,Service Desk,2 - High,Network
system,INC0000000312,Luke Wilson,Closed,Don Goodliffe,Fred Luddy,2023-08-23 21:09:00,2023-08-28 20:36:31.830240334,2023-08-28 20:36:31.830240334,Unable to connect to WiFi,Network,2 - High,Network
system,INC0000000313,Beth Anglin,Closed,Bud Richman,Howard Johnson,2023-08-24 22:04:00,2023-09-06 16:13:42.758855909,2023-09-06 16:13:42.758855909,Database connection issue,Database,2 - High,Database
employee,INC0000000314,Howard Johnson,Resolved,Don Goodliffe,Fred Luddy,2023-08-25 03:08:00,2023-08-27 06:44:54.782383514,2023-08-27 06:44:54.782383514,Unable to access VPN,Network,2 - High,Network
employee,INC0000000315,Howard Johnson,Resolved,Bud Richman,Fred Luddy,2023-08-26 16:39:00,2023-09-01 19:07:26.913757204,2023-09-01 19:07:26.913757204,Database connection issue,Database,2 - High,Database
employee,INC0000000316,Luke Wilson,Closed,Don Goodliffe,Fred Luddy,2023-08-27 01:54:00,2023-08-28 01:54:00.000000000,2023-08-28 01:54:00.000000000,Unable to access VPN,Network,2 - High,Network
admin,INC0000000317,Howard Johnson,Resolved,ITIL User,Fred Luddy,2023-08-27 05:04:00,2023-09-06 05:49:16.654560093,2023-09-06 05:49:16.654560093,Database connection issue,Database,2 - High,Database
employee,INC0000000318,Luke Wilson,Resolved,David Loo,Fred Luddy,2023-08-27 10:05:00,2023-09-14 12:11:05.087683492,2023-09-14 12:11:05.087683492,Unable to connect to WiFi network,Network,2 - High,Network
admin,INC0000000319,Howard Johnson,Resolved,David Loo,Fred Luddy,2023-08-30 05:36:00,2023-08-31 05:36:00.000000000,2023-08-31 05:36:00.000000000,Cannot access the corporate VPN,Network,2 - High,Network
system,INC0000000320,Luke Wilson,Resolved,David Loo,Howard Johnson,2023-08-31 00:16:00,2023-09-01 12:44:28.449448410,2023-09-01 12:44:28.449448410,Email client crashing on startup,Software,2 - High,Software
employee,INC0000000321,Fred Luddy,Closed,David Loo,Fred Luddy,2023-08-31 04:39:00,2023-09-15 13:00:32.371792840,2023-09-15 13:00:32.371792840,Unable to access company VPN,Network,2 - High,Network
employee,INC0000000322,Luke Wilson,Closed,David Loo,Fred Luddy,2023-09-01 01:17:00,2023-09-07 20:37:48.165452288,2023-09-07 20:37:48.165452288,Database server response time is high,Database,2 - High,Database
employee,INC0000000323,Charlie Whitherspoon,Closed,Don Goodliffe,Fred Luddy,2023-09-01 23:16:00,2023-09-02 23:16:00.000000000,2023-09-02 23:16:00.000000000,Login issues with enterprise software,Software,2 - High,Software
system,INC0000000324,Luke Wilson,Closed,Don Goodliffe,Fred Luddy,2023-09-02 03:43:00,2023-09-10 14:28:26.964766351,2023-09-10 14:28:26.964766351,Unable to connect to office VPN,Network,2 - High,Network
employee,INC0000000325,Luke Wilson,Resolved,Don Goodliffe,Charlie Whitherspoon,2023-09-02 06:17:00,2023-09-03 06:17:00.000000000,2023-09-03 06:17:00.000000000,Email server down,Network,1 - Critical,Network
system,INC0000000326,Howard Johnson,Resolved,ITIL User,Fred Luddy,2023-09-03 01:21:00,2023-09-16 22:46:50.014422947,2023-09-16 22:46:50.014422947,Email not syncing,Network,2 - High,Software
admin,INC0000000327,Luke Wilson,Closed,Bud Richman,Fred Luddy,2023-09-04 02:44:00,2023-09-13 00:30:09.043319167,2023-09-13 00:30:09.043319167,Unable to connect to the office VPN,Network,2 - High,Network
employee,INC0000000328,Charlie Whitherspoon,Resolved,Don Goodliffe,Fred Luddy,2023-09-05 00:49:00,2023-09-15 21:58:04.583818775,2023-09-15 21:58:04.583818775,Email server down,Network,1 - Critical,Network
system,INC0000000329,Beth Anglin,Closed,David Loo,Charlie Whitherspoon,2023-09-05 02:01:00,2023-09-18 22:32:57.699139515,2023-09-18 22:32:57.699139515,Email service is down,Network,1 - Critical,Inquiry / Help
employee,INC0000000330,Beth Anglin,Resolved,David Loo,Fred Luddy,2023-09-05 15:17:00,2023-09-06 15:17:00.000000000,2023-09-06 15:17:00.000000000,Unable to access email account,Service Desk,2 - High,Inquiry / Help
employee,INC0000000331,Beth Anglin,Closed,Bud Richman,Fred Luddy,2023-09-06 06:28:00,2023-09-11 19:05:18.882999453,2023-09-11 19:05:18.882999453,Email service interruption,Network,2 - High,Hardware
admin,INC0000000332,Charlie Whitherspoon,Closed,Bud Richman,Luke Wilson,2023-09-08 11:55:00,2023-09-25 00:21:19.580851553,2023-09-25 00:21:19.580851553,VPN connectivity issues,Network,2 - High,Network
system,INC0000000333,Fred Luddy,Resolved,David Loo,Fred Luddy,2023-09-09 07:32:00,2023-09-11 18:17:28.416916391,2023-09-11 18:17:28.416916391,Unable to access network printer,Network,2 - High,Hardware
employee,INC0000000334,Charlie Whitherspoon,Resolved,Bud Richman,Fred Luddy,2023-09-10 18:57:00,2023-09-21 19:57:38.543692499,2023-09-21 19:57:38.543692499,Unable to connect to VPN,Network,2 - High,Network
admin,INC0000000335,Charlie Whitherspoon,Resolved,ITIL User,Fred Luddy,2023-09-11 14:55:00,2023-09-27 14:23:42.348281126,2023-09-27 14:23:42.348281126,Email server not responding,Network,2 - High,Network
system,INC0000000336,Charlie Whitherspoon,Closed,Don Goodliffe,Beth Anglin,2023-09-11 16:48:00,2023-09-15 18:05:29.267238418,2023-09-15 18:05:29.267238418,Cannot connect to company VPN,Network,2 - High,Network
admin,INC0000000337,Luke Wilson,Resolved,Don Goodliffe,Fred Luddy,2023-09-12 10:45:00,2023-09-19 16:56:46.144029091,2023-09-19 16:56:46.144029091,Network connection issue,Network,2 - High,Network
employee,INC0000000338,Beth Anglin,Resolved,Don Goodliffe,Fred Luddy,2023-09-12 15:37:00,2023-09-22 00:40:42.348568237,2023-09-22 00:40:42.348568237,Unable to access company database,Database,3 - Moderate,Database
employee,INC0000000339,Beth Anglin,Closed,David Loo,Fred Luddy,2023-09-13 01:28:00,2023-09-17 03:56:14.576525738,2023-09-17 03:56:14.576525738,Unable to access Database after password change,Database,2 - High,Database
system,INC0000000340,Fred Luddy,Closed,David Loo,Fred Luddy,2023-09-15 01:37:00,2023-09-22 17:32:19.420374886,2023-09-22 17:32:19.420374886,Unable to access the internet,Network,2 - High,Network
employee,INC0000000341,Fred Luddy,Resolved,ITIL User,Fred Luddy,2023-09-18 06:34:00,2023-10-02 10:00:03.803739365,2023-10-02 10:00:03.803739365,Email client not functioning as expected,Service Desk,2 - High,Software
employee,INC0000000342,Howard Johnson,Closed,Bud Richman,Beth Anglin,2023-09-21 09:27:00,2023-09-22 09:27:00.000000000,2023-09-22 09:27:00.000000000,Internet connection issue,Network,2 - High,Network
employee,INC0000000343,Howard Johnson,Resolved,Don Goodliffe,Fred Luddy,2023-09-21 22:38:00,2023-09-28 05:03:36.329389814,2023-09-28 05:03:36.329389814,Cannot connect to office VPN,Network,2 - High,Network
system,INC0000000344,Charlie Whitherspoon,Closed,Don Goodliffe,Howard Johnson,2023-09-22 15:25:00,2023-09-23 15:25:00.000000000,2023-09-23 15:25:00.000000000,Unable to access database on remote server,Database,2 - High,Database
employee,INC0000000345,Charlie Whitherspoon,Resolved,ITIL User,Fred Luddy,2023-09-24 14:13:00,2023-10-01 03:04:05.134406451,2023-10-01 03:04:05.134406451,Can't connect to company VPN,Network,2 - High,Network
employee,INC0000000346,Beth Anglin,Resolved,David Loo,Fred Luddy,2023-09-25 02:33:00,2023-09-26 02:33:00.000000000,2023-09-26 02:33:00.000000000,Can't connect to the company VPN,Network,2 - High,Network
admin,INC0000000347,Howard Johnson,Resolved,Don Goodliffe,Fred Luddy,2023-09-25 04:48:00,2023-10-01 23:02:51.035359473,2023-10-01 23:02:51.035359473,Unable to access the company VPN,Network,2 - High,Network
admin,INC0000000348,Fred Luddy,Resolved,ITIL User,Fred Luddy,2023-09-25 05:41:00,2023-10-05 13:58:14.121349707,2023-10-05 13:58:14.121349707,Email server is down,Network,1 - Critical,Network
system,INC0000000349,Charlie Whitherspoon,Resolved,Bud Richman,Charlie Whitherspoon,2023-09-26 10:31:00,2023-10-01 11:51:58.106102533,2023-10-01 11:51:58.106102533,Internet connection unstable,Network,2 - High,Network
employee,INC0000000350,Howard Johnson,Resolved,Bud Richman,Howard Johnson,2023-09-27 08:28:00,2023-10-04 23:42:37.222328122,2023-10-04 23:42:37.222328122,Unable to connect to the database,Database,2 - High,Database
employee,INC0000000351,Charlie Whitherspoon,Closed,Don Goodliffe,Fred Luddy,2023-09-27 16:53:00,2023-10-08 12:32:56.974712558,2023-10-08 12:32:56.974712558,Email system malfunctioning,Network,2 - High,Software
system,INC0000000352,Fred Luddy,Closed,ITIL User,Beth Anglin,2023-09-27 17:09:00,2023-10-09 02:49:21.546973702,2023-10-09 02:49:21.546973702,Internet connectivity issue on third floor,Network,2 - High,Network
admin,INC0000000353,Fred Luddy,Closed,ITIL User,Fred Luddy,2023-09-28 11:41:00,2023-10-12 12:56:29.526440280,2023-10-12 12:56:29.526440280,Internet connectivity issue,Network,2 - High,Network
admin,INC0000000354,Luke Wilson,Resolved,Don Goodliffe,Luke Wilson,2023-09-30 00:57:00,2023-10-09 12:06:42.486386212,2023-10-09 12:06:42.486386212,Email service down,Network,1 - Critical,Network
system,INC0000000355,Charlie Whitherspoon,Resolved,ITIL User,Fred Luddy,2023-09-30 01:50:00,2023-10-07 04:16:00.551129977,2023-10-07 04:16:00.551129977,Internet connectivity issue in finance department,Network,2 - High,Network
employee,INC0000000356,Beth Anglin,Resolved,Don Goodliffe,Fred Luddy,2023-09-30 09:56:00,2023-10-11 11:24:00.858941196,2023-10-11 11:24:00.858941196,Unable to access internal server,Network,2 - High,Hardware
employee,INC0000000357,Luke Wilson,Closed,ITIL User,Fred Luddy,2023-10-01 05:17:00,2023-10-14 14:53:01.407650069,2023-10-14 14:53:01.407650069,Email server not working properly,Network,2 - High,Network
system,INC0000000358,Beth Anglin,Closed,Don Goodliffe,Fred Luddy,2023-10-01 08:56:00,2023-10-02 08:56:00.000000000,2023-10-02 08:56:00.000000000,Email system not functioning properly,Service Desk,3 - Moderate,Software
admin,INC0000000359,Howard Johnson,Closed,ITIL User,Howard Johnson,2023-10-01 21:40:00,2023-10-18 03:37:23.386704888,2023-10-18 03:37:23.386704888,Database connectivity issue,Database,2 - High,Network
system,INC0000000360,Fred Luddy,Closed,David Loo,Fred Luddy,2023-10-02 09:16:00,2023-10-03 09:16:00.000000000,2023-10-03 09:16:00.000000000,Server connection issue,Network,2 - High,Network
system,INC0000000361,Charlie Whitherspoon,Resolved,David Loo,Fred Luddy,2023-10-03 08:16:00,2023-10-08 05:05:37.384394643,2023-10-08 05:05:37.384394643,Email server not responding,Network,2 - High,Network
system,INC0000000362,Fred Luddy,Closed,Don Goodliffe,Fred Luddy,2023-10-03 10:07:00,2023-10-08 10:12:05.001687911,2023-10-08 10:12:05.001687911,Server connectivity issue,Network,2 - High,Network
system,INC0000000363,Beth Anglin,Closed,ITIL User,Fred Luddy,2023-10-03 12:40:00,2023-10-16 20:50:04.385444023,2023-10-16 20:50:04.385444023,Unable to connect to SQL database,Database,2 - High,Database
admin,INC0000000364,Fred Luddy,Closed,ITIL User,Fred Luddy,2023-10-03 22:50:00,2023-10-11 04:19:04.949882863,2023-10-11 04:19:04.949882863,Email server not responding,Network,2 - High,Network
system,INC0000000365,Charlie Whitherspoon,Closed,ITIL User,Fred Luddy,2023-10-04 06:05:00,2023-10-20 17:15:19.824332381,2023-10-20 17:15:19.824332381,Cannot connect to VPN,Network,2 - High,Network
admin,INC0000000366,Howard Johnson,Closed,David Loo,Fred Luddy,2023-10-06 11:44:00,2023-10-19 07:11:42.083136850,2023-10-19 07:11:42.083136850,Printing issue on third floor,Hardware,2 - High,Hardware
system,INC0000000367,Charlie Whitherspoon,Resolved,ITIL User,Fred Luddy,2023-10-06 13:20:00,2023-10-10 15:52:03.638711285,2023-10-10 15:52:03.638711285,Internet connection issues in office east wing,Network,2 - High,Network
system,INC0000000368,Fred Luddy,Closed,ITIL User,Fred Luddy,2023-10-06 20:03:00,2023-10-07 20:03:00.000000000,2023-10-07 20:03:00.000000000,Cannot connect to the company database,Database,1 - Critical,Database
employee,INC0000000369,Charlie Whitherspoon,Resolved,David Loo,Fred Luddy,2023-10-07 03:21:00,2023-10-09 01:33:38.569455258,2023-10-09 01:33:38.569455258,Email system is not responding,Network,2 - High,Software
employee,INC0000000370,Fred Luddy,Resolved,Don Goodliffe,Fred Luddy,2023-10-07 08:10:00,2023-10-12 07:10:52.322710478,2023-10-12 07:10:52.322710478,Unable to access network drive,Network,2 - High,Network
employee,INC0000000371,Beth Anglin,Closed,Bud Richman,Beth Anglin,2023-10-07 22:16:00,2023-10-09 21:07:44.463024078,2023-10-09 21:07:44.463024078,Unable to connect to WiFi network,Network,2 - High,Network
employee,INC0000000372,Fred Luddy,Resolved,David Loo,Fred Luddy,2023-10-09 12:09:00,2023-10-27 06:11:27.832241424,2023-10-27 06:11:27.832241424,Email client not syncing,Software,2 - High,Software
employee,INC0000000373,Fred Luddy,Resolved,Don Goodliffe,Beth Anglin,2023-10-13 10:19:00,2023-10-14 10:19:00.000000000,2023-10-14 10:19:00.000000000,Can't connect to the server,Network,2 - High,Network
system,INC0000000374,Howard Johnson,Resolved,David Loo,Fred Luddy,2023-10-13 17:11:00,2023-10-31 21:46:13.849720507,2023-10-31 21:46:13.849720507,Unable to access our internal database,Database,2 - High,Database
employee,INC0000000375,Howard Johnson,Resolved,Don Goodliffe,Fred Luddy,2023-10-14 00:12:00,2023-10-22 10:33:37.743174169,2023-10-22 10:33:37.743174169,Email server is not responding,Network,1 - Critical,Network
system,INC0000000376,Fred Luddy,Resolved,Don Goodliffe,Fred Luddy,2023-10-14 17:27:00,2023-10-22 15:40:18.990618605,2023-10-22 15:40:18.990618605,Error with SQL database,Database,2 - High,Database
employee,INC0000000377,Beth Anglin,Closed,Don Goodliffe,Fred Luddy,2023-10-14 17:48:00,2023-10-27 13:46:12.828298061,2023-10-27 13:46:12.828298061,Unable to connect to company VPN,Network,2 - High,Network
system,INC0000000378,Beth Anglin,Closed,Bud Richman,Fred Luddy,2023-10-14 22:15:00,2023-10-21 01:21:45.487543369,2023-10-21 01:21:45.487543369,Cannot log into VPN,Network,2 - High,Network
admin,INC0000000379,Luke Wilson,Resolved,David Loo,Fred Luddy,2023-10-17 00:55:00,2023-10-26 14:05:01.523693047,2023-10-26 14:05:01.523693047,Unable to connect to the VPN network,Network,2 - High,Network
system,INC0000000380,Luke Wilson,Resolved,ITIL User,Fred Luddy,2023-10-17 17:29:00,2023-10-27 16:44:46.491627595,2023-10-27 16:44:46.491627595,Email client not working correctly,Service Desk,2 - High,Software
admin,INC0000000381,Beth Anglin,Closed,Don Goodliffe,Fred Luddy,2023-10-18 07:45:00,2023-10-26 04:08:52.014565039,2023-10-26 04:08:52.014565039,Internet connection instability,Network,2 - High,Network
admin,INC0000000382,Luke Wilson,Closed,ITIL User,Fred Luddy,2023-10-21 00:25:00,2023-10-26 19:42:57.015423513,2023-10-26 19:42:57.015423513,Unable to connect to the VPN,Network,2 - High,Network
admin,INC0000000383,Beth Anglin,Resolved,ITIL User,Fred Luddy,2023-10-21 20:06:00,2023-11-01 17:43:34.067782404,2023-11-01 17:43:34.067782404,Database connection issue,Database,3 - Moderate,Database
admin,INC0000000384,Fred Luddy,Resolved,Don Goodliffe,Howard Johnson,2023-10-22 16:40:00,2023-10-23 16:40:00.000000000,2023-10-23 16:40:00.000000000,Unable to access company database,Database,2 - High,Database
employee,INC0000000385,Luke Wilson,Closed,ITIL User,Fred Luddy,2023-10-23 02:58:00,2023-10-27 07:24:03.246383264,2023-10-27 07:24:03.246383264,Unable to connect to the VPN,Network,2 - High,Network
employee,INC0000000386,Luke Wilson,Closed,Bud Richman,Fred Luddy,2023-10-23 14:39:00,2023-11-03 15:48:32.252456606,2023-11-03 15:48:32.252456606,Unable to connect to company VPN,Network,2 - High,Network
system,INC0000000387,Beth Anglin,Resolved,Don Goodliffe,Fred Luddy,2023-10-23 17:05:00,2023-11-02 13:59:49.061630324,2023-11-02 13:59:49.061630324,Database connectivity issue,Database,2 - High,Database
admin,INC0000000388,Charlie Whitherspoon,Resolved,Bud Richman,Fred Luddy,2023-10-25 07:37:00,2023-10-30 16:00:58.195125793,2023-10-30 16:00:58.195125793,Email system outage,Network,1 - Critical,Network
admin,INC0000000389,Luke Wilson,Resolved,ITIL User,Fred Luddy,2023-10-25 09:38:00,2023-10-30 02:33:01.284526556,2023-10-30 02:33:01.284526556,Server downtime issue,Network,2 - High,Hardware
admin,INC0000000390,Luke Wilson,Resolved,ITIL User,Fred Luddy,2023-10-25 11:08:00,2023-10-29 11:53:28.679255579,2023-10-29 11:53:28.679255579,Email system not working properly,Service Desk,2 - High,Software
