goal_id,status,owner,department,start_date,end_date,description,priority,percent_complete,target_percentage,goal_met
459f5d88-a767-4ef3-b8d5-0fee93f8b112,Active,Danielle Moore,Marketing,2023-12-08,2025-02-14,Late box research prevent second ball.,Low,47,61,False
21cb9495-6e77-41b2-9bbe-63755eef1381,Active,Mark Page,Marketing,2024-08-07,2024-12-30,Teacher continue her move eye structure responsibility.,Low,25,82,False
1a2c4d43-11fe-4e84-836a-34edbcd15094,Active,Catherine Mendoza,Marketing,2024-07-18,2025-04-21,His herself small financial.,Low,17,78,False
57f39979-bfc9-4e4d-a1d8-0a0f6d6a7c2e,Active,Anna Roman,Marketing,2023-12-19,2024-11-01,Media seat media magazine billion life.,Low,23,68,False
be8bc82c-fd15-49b9-bc40-ce517be29a0d,Active,Donna Lopez,Marketing,2024-08-03,2025-01-22,Live book include religious trip control understand.,Low,30,88,False
845e068f-7c46-4903-a015-5f237a9e4c61,Active,Tiffany Gibbs,Marketing,2024-05-03,2025-03-18,Itself box some brother economic while.,Low,69,75,False
f811290c-7b03-4141-b7dc-ba8adb3348ec,Active,Brian Macias,Marketing,2023-12-06,2025-01-10,Design form red among ask civil.,Low,42,88,False
e1ff8f54-ac6a-43ea-ba88-901260026796,Active,Rachel Allen,Marketing,2024-05-30,2024-10-26,Imagine difference newspaper out west dog company.,Low,83,89,False
c7e6a104-58d1-4171-a2dc-3fcbf073889d,Active,Lisa Norton DDS,Marketing,2024-04-21,2024-11-22,Street moment our form establish.,Low,31,60,False
6afc9972-d295-45b1-84be-d1b6a75aa693,Active,Kelly Peterson,Marketing,2024-02-03,2024-09-04,Enter American hold stop.,Low,74,82,False
bf5a88e8-8166-4fd6-bbfa-d8af201e09b2,Active,Eric Brown,Marketing,2024-05-18,2025-04-11,Wife wind indicate government leg training position.,Low,57,90,False
0304b722-224e-4b4d-b6ba-a5bc04b378a8,Active,Justin Medina,Marketing,2024-04-03,2024-06-25,Property matter away pretty oil tonight.,Low,61,77,False
6c5bf168-9342-43bd-8830-0e433a400615,Active,Stephen Campbell,Marketing,2023-12-05,2024-08-30,But interest dog political third join.,Low,58,63,False
956667a3-b5a2-421a-9a19-1bc4c94e8847,Active,James Baker,Marketing,2024-05-02,2024-12-06,Example tough go free where.,Low,47,60,False
ef884df7-48a4-44b4-88dc-b2d540e9eee3,Active,Taylor Roberts,Marketing,2024-10-16,2025-01-12,Key class child would.,Low,17,67,False
19fd2cbb-fd74-483f-a280-8604f3772bde,Active,Jason James,Marketing,2023-11-05,2024-12-04,Man individual identify program.,Low,14,69,False
4e0c34d8-f2b3-47b6-8b18-1a10a67634bf,Active,John Morgan,Marketing,2024-07-22,2024-09-29,Believe child often like call hit herself.,Low,35,78,False
3e861406-f53f-4466-9350-328bb0196564,Active,Heather Jones,HR,2024-08-22,2025-01-04,Tend bad money baby maintain speech race daughter.,Critical,93,64,True
ef751de7-18ab-4e24-bf86-83b211733e27,Active,Paul Wilson,HR,2024-06-10,2024-11-16,Ready ago Republican wall.,Critical,96,83,True
617374ba-dd9a-4661-8dc8-73307ef31e8c,Active,Tiffany Mitchell,HR,2024-10-25,2025-02-08,Drug husband often purpose charge.,Critical,79,71,True
92705097-1a9b-410c-89fb-f7fbb7f85c41,Active,Stephanie Wilson,HR,2024-10-21,2025-02-08,While minute same realize along project world.,Critical,49,72,False
a2d25ffd-10c1-424f-911d-583692a1b659,Active,Dylan Levine,HR,2024-06-24,2024-07-09,Security sport next style power.,Critical,1,72,False
22eab07a-df19-49ac-bc12-16f7f63fa422,Active,Adam Becker,HR,2024-01-06,2024-12-01,Beat ago sure tough even.,Critical,3,71,False
f8d54eaf-ad57-415a-92eb-51e9aacba0bd,Active,Tara Johnson,HR,2024-04-06,2025-02-22,Respond tax few health everybody.,Critical,9,64,False
79a97b28-5b52-478f-b993-b662502a2921,Active,William Jones,HR,2024-08-30,2025-04-19,Fight wish condition call item.,Critical,52,73,False
dc7fbdd3-082d-4e86-bb48-4d7da7105820,Active,Amanda Garcia,HR,2024-06-08,2024-08-07,Bar at general onto everybody deal.,Critical,29,68,False
0c5839a6-0db7-4ba5-9114-4a1553050cf4,Active,Cynthia Gutierrez,HR,2024-10-06,2025-03-02,Skill already decade age hard task painting.,Critical,54,68,False
7e4f742e-5b85-41f0-8953-b5cb7d6957ac,Active,William Smith,HR,2024-04-07,2024-10-28,Road participant beyond indicate system kind.,Critical,28,71,False
1305119f-149c-471a-947e-b43c4c883f08,Active,Timothy Holt,HR,2024-01-09,2024-04-26,I what position continue appear ability hard.,Critical,61,66,False
66207a30-de01-4b8d-b608-c5ec0af5ca69,Active,Matthew Leon,HR,2024-06-24,2024-11-07,On simply week mind.,High,95,63,True
fcd885a8-845c-4741-a9f1-426b2da745b5,Active,Seth Davis,HR,2024-06-06,2024-12-02,Over own consumer edge personal see serious.,High,60,60,True
b705a0e9-41aa-434f-9bd0-1b9e202ba14a,Active,Veronica Holt,HR,2024-05-29,2025-01-02,Alone black just task.,High,95,71,True
e1864368-e0c4-416b-b592-32410d31aa60,Active,Mary Diaz,HR,2024-09-29,2025-03-12,Itself mother check campaign.,High,93,83,True
9398e1ec-8d69-40a8-b7fc-3b1bbac4c849,Active,Ronald Wilson,HR,2024-04-17,2025-02-05,Risk gun possible will.,High,95,84,True
a1a10a40-d491-4fcb-947c-0df4d3bd3029,Active,David Coleman,HR,2024-09-25,2024-10-20,Film education plan reduce learn reduce able.,High,72,63,True
57737a86-a733-499e-97c4-5f44bb486878,Active,Emily Sanford,HR,2024-09-27,2025-01-18,Large easy thank stand store those what.,High,99,71,True
840b5434-36d9-4d38-afa7-6e0150ac9954,Active,Adam Fernandez,HR,2024-04-08,2024-05-07,Special purpose such station.,High,96,86,True
c93619d7-cc79-4a2c-bff8-f42e0b6aa9f2,Active,Scott Miller,HR,2024-06-29,2025-02-24,Plant build dark region.,High,17,82,False
2779be9a-511d-4197-8ad8-2e26b3265b60,Active,Lindsay Harrington,HR,2024-07-24,2025-02-12,Seat war election question.,High,4,88,False
67179cdc-3272-4456-b7ce-1e381fb01246,Active,Amanda Carter,HR,2024-02-21,2025-04-15,Many experience ask series want.,High,86,87,False
08d446b3-ef41-4973-89cf-03520ca5afd0,Active,Melissa Schneider,HR,2024-01-13,2024-07-16,Newspaper exactly clearly other where those budget.,High,6,88,False
affe862d-106d-4e6b-8269-6d8546060610,Active,Andrea Johnson,HR,2024-03-14,2024-10-06,Beyond writer cold few staff.,High,48,67,False
b426bf2a-9a42-402c-85e0-beb0d0d6ef77,Active,Richard Reed,HR,2024-04-06,2025-03-06,Operation themselves director soldier within more.,High,0,68,False
52894963-207b-4314-9ee1-3bd176014ec9,Active,Colin Edwards,HR,2023-11-06,2024-01-06,Only country lawyer.,High,45,67,False
2f2b1f42-7c15-4c48-a560-8733bf550896,Active,Shane Melendez,HR,2024-03-11,2025-03-13,Sell anything general threat.,High,48,62,False
5530fbf0-21d5-4a67-99e4-482b2fc56ed6,Active,Elizabeth Perez,HR,2024-09-30,2025-04-01,Bar our reality look positive sign development market.,High,71,85,False
063d0f65-53e8-42e6-abb6-c2c5d070e27b,Active,Justin Brown,HR,2024-01-07,2025-01-01,Rise arm night my create writer.,High,33,75,False
b942e4bc-f471-4550-9433-b6baa228f7a1,Active,Amy Garrison,HR,2024-04-27,2024-12-28,View even course west.,High,3,63,False
2cf594d7-0742-474b-9547-0f315b6ddd77,Active,Brianna Adams,HR,2024-08-21,2024-10-07,These continue remember hold another fight area.,High,59,60,False
964f42d7-2252-4706-9e85-f194478dc599,Active,Matthew Green,HR,2024-04-13,2024-04-13,Test finish under attack degree.,High,81,82,False
4f80afaf-7aa1-4ece-8f2e-eb628d51cc61,Active,Vanessa Adams,HR,2024-05-31,2024-11-26,Above significant thus step.,High,42,83,False
78846d25-800a-43b8-a392-6f3922040f70,Active,Joseph Wade,HR,2024-10-20,2025-03-23,And police worker protect vote difficult approach.,High,23,73,False
79190ab8-e76c-49c9-a218-e0e35a81d4c0,Active,Shawn Padilla,HR,2024-08-27,2025-04-27,Piece fall structure health give administration medical.,High,41,61,False
9e9ce11d-c4d3-43eb-8668-e91b781ad11d,Active,Willie Henry,HR,2024-10-17,2025-04-23,Physical herself star remain agent article window.,High,23,62,False
1106f877-eeec-4d83-8758-682a63e36b78,Active,Tony Rice,HR,2024-05-18,2025-02-11,Heavy agreement trial.,High,17,86,False
958de7bc-abb3-4323-b048-d515a75a8f6e,Active,Tiffany Rivera,HR,2024-02-24,2024-08-28,Which example among know control soldier brother.,High,6,75,False
bb3f53b3-7f47-4630-8a01-76df7bd25be1,Active,James Larsen,HR,2024-03-30,2024-12-25,Account born expect clearly follow pass soon.,High,58,67,False
2e63e6f2-7ff4-45c2-8d10-d1f2cb3c4148,Active,Mark Lewis,HR,2024-09-25,2024-11-06,Safe sure television item seem.,High,2,65,False
adf3c94d-482b-4c33-af34-93287e1ee5d2,Active,Crystal Garcia,HR,2024-09-08,2025-03-26,Baby understand political chair.,High,54,70,False
0b548a33-6a0a-4fd1-a95b-614036b5eb41,Active,Michelle Golden,HR,2024-01-19,2024-03-24,Live four collection wonder.,High,36,79,False
2bdb9125-9ea9-4276-90f2-07f36319c8a8,Active,Sean Kaufman,HR,2024-07-28,2024-12-16,Sing response same fund.,High,0,81,False
0ee1ce2e-6d2b-464c-94cb-4ed8f4a50621,Active,James Huffman,HR,2023-12-16,2024-10-29,Boy my boy could off son.,High,29,63,False
dba9f42c-9c05-4321-850d-c3cc64c5145f,Active,Christopher Martin,HR,2024-08-28,2024-10-31,Hand gas book town.,High,67,74,False
74b1a610-7346-43c0-b3ba-962aeb1c108a,Active,John Choi,HR,2024-03-10,2024-10-15,Notice season say his story try.,High,53,89,False
8b44b22f-a309-41d4-88f2-e701b162d174,Active,Brian Quinn,HR,2024-09-19,2024-11-09,Recent check understand lose though during though.,High,44,81,False
653ebc71-1b29-4738-a542-83154a790eba,Active,Claudia Wise,HR,2024-07-07,2024-07-25,Movement major month wish property he.,High,3,87,False
2c4df409-0e42-427d-b82f-2d73679ee091,Active,Joseph Cook,HR,2023-12-07,2023-12-26,Analysis well medical price cause.,High,17,73,False
47802943-ec90-4cbf-ad87-59b7dec33ccd,Active,Adam Hamilton,HR,2023-11-05,2024-04-15,Like determine stuff just our.,Medium,88,82,True
77ca8276-f7ce-4e74-823f-570610eeef3c,Active,Charlene Brooks PhD,HR,2024-03-10,2024-05-17,Industry mother strong experience make middle pressure.,Medium,100,85,True
06629e3c-79d9-4192-9239-83c0f825dc4c,Active,Jeffery Johnson,HR,2024-05-18,2024-10-04,Head just large.,Medium,83,64,True
97377e20-917b-45f8-a533-2eab55805d53,Active,Heidi Stephens,HR,2024-07-06,2024-10-17,Though very general draw situation everybody.,Medium,72,65,True
ded4945f-31e3-44bb-ac44-c27c9e5ac17a,Active,Jesse Pitts,HR,2024-08-11,2024-09-27,Modern bag guy.,Medium,65,62,True
a0dc6f8b-e20d-4ca8-bfb4-b4470764dcf1,Active,Ricardo Martinez MD,HR,2024-07-22,2025-03-05,Not interest draw.,Medium,98,77,True
80532866-8256-413c-90ba-d5475caa55f0,Active,Lindsey Lopez,HR,2024-02-05,2024-12-01,Nearly nation support condition none.,Medium,85,78,True
8b397c68-34f9-4307-8a00-efe3536c5461,Active,David Rangel,HR,2024-07-26,2025-02-21,Everything prove next stuff ball could.,Medium,90,70,True
bf2adcdc-d78b-4f4b-981a-c0c66079c611,Active,Brandon Nelson Jr.,HR,2024-06-13,2024-08-28,Game increase agreement program life.,Medium,61,75,False
8eb32e62-80b1-4f29-9596-9e97648d572b,Active,Rebecca Rodriguez,HR,2024-01-25,2024-07-02,Claim media near along receive phone.,Medium,32,69,False
b4201867-0969-49bb-97ce-cf93bc271fa2,Active,Richard Wagner,HR,2024-08-12,2025-02-18,She smile life religious.,Medium,19,78,False
e9cc8d33-486f-48a4-a470-57d014df10d2,Active,Stephanie Barron,HR,2024-01-14,2024-06-09,Easy base seat material across course full discover.,Medium,76,78,False
50272396-d3d8-4153-9dd1-f1fa311586f2,Active,Michael Williams,HR,2024-01-20,2024-09-25,Feeling happy continue.,Medium,29,62,False
28861398-9861-426b-877a-35be96189c08,Active,Brian David,HR,2024-07-18,2024-09-19,Entire score entire.,Medium,5,69,False
71b4bf4e-d749-4d8b-a80d-5c67610c2b20,Active,Amber Brown,HR,2024-06-28,2025-03-26,Once career serious live.,Medium,55,76,False
8a88b08a-2b4f-4b8c-9525-7826b63f462c,Active,Alan Lee,HR,2024-06-27,2025-01-05,Camera southern after together.,Medium,58,71,False
74507a3b-d481-4d45-b1ba-687670c80da4,Active,Matthew Thomas,HR,2024-01-21,2024-12-06,Myself audience exist on new.,Medium,52,75,False
14ad1035-9a6a-4ba5-9a78-a83ed76326e4,Active,Christopher Faulkner,HR,2024-02-28,2024-10-11,Table dream high stop fight building guy.,Medium,10,84,False
04931964-5e12-4724-b731-74c5af454027,Active,Rebecca Neal,HR,2024-09-16,2024-11-06,Mr avoid eat four speak actually central fill.,Medium,72,86,False
23603e15-0269-40a9-bdc2-6051af55f7f5,Active,Randy Baldwin,HR,2024-04-24,2024-12-07,Article she team.,Medium,59,66,False
a6a38700-30fb-4994-981f-0fc594213fcb,Active,Samantha Alvarado,HR,2023-11-18,2024-02-24,Use new new produce surface.,Medium,52,60,False
51653093-ecc7-428d-84e4-6efe6cfaaaf8,Active,Amber Singh,HR,2024-08-05,2025-03-12,Science rather stock memory main.,Medium,62,68,False
0e9c9e6e-7597-4069-8acf-07224abf424c,Active,Michael Rodriguez,HR,2024-02-24,2024-07-21,Last cell imagine event everyone player.,Medium,22,76,False
67bd5b13-5b18-47fd-8df1-d1f77b8658c9,Active,Terry Gonzalez,HR,2024-10-16,2025-04-19,Glass class who parent single.,Medium,33,65,False
753c3f2b-8d57-468f-92db-e8d8a68e0836,Active,Michael Fuentes,HR,2024-10-07,2025-02-14,Read often set eat pretty.,Medium,33,64,False
8be2cb55-6b4c-4e38-a8af-b388aa134395,Active,Haley Smith,HR,2024-01-12,2024-11-15,Once ten society worry.,Medium,40,83,False
0dc7adfa-c15e-4fb3-8648-aa881b3a74b4,Active,Timothy Skinner,HR,2024-03-07,2024-11-25,Style player college son great section last.,Medium,19,85,False
524ea365-e4ed-4a00-ae8c-7e63adafe9a1,Active,Carl Gay,HR,2024-06-12,2024-09-30,Writer series say education staff others.,Medium,41,75,False
5ede367b-1dae-4119-a525-075aa937bf80,Active,Patricia Garcia,HR,2024-08-28,2024-10-09,Way floor clear police artist help.,Medium,20,63,False
b376bf17-4b19-4f6d-823b-7accabe9d0f4,Active,James Rios,HR,2024-10-19,2024-10-26,Happen whatever citizen fill.,Medium,18,77,False
0a149eea-bf57-444c-b326-76dd230e4ee3,Active,John Smith,HR,2023-11-19,2025-01-13,Ten identify finish though energy avoid.,Medium,52,90,False
e492487b-ceab-486e-bad9-723773bb3063,Active,Tamara Gardner,HR,2024-07-11,2024-09-11,Start our alone reveal southern white box.,Medium,13,67,False
2670491b-6396-441b-bdd4-e0f520f424b6,Active,Hannah Quinn,HR,2023-11-28,2025-03-04,Only nor field cover marriage single.,Medium,45,90,False
96bd7351-dc5c-4f26-84cb-45709063e291,Active,Heather Fields,HR,2024-04-27,2024-08-09,Wife director school share floor around yes.,Medium,20,77,False
5bc33710-e544-4d1d-aa23-e2abd31301b4,Active,Kayla Buckley,HR,2024-01-13,2024-08-18,Grow conference guess environment.,Medium,40,89,False
2bb422ba-3f0a-4039-a630-e2f0f1698fe5,Active,Stephen Phillips,HR,2024-05-16,2024-10-02,Walk Democrat manage chair tonight purpose.,Medium,17,62,False
97c1fa48-23ee-476c-8817-6e55da2b5148,Active,Nicole Wilson,HR,2024-02-16,2024-04-26,Mind interest worker minute answer bit.,Medium,27,86,False
f2f94d9f-17cd-44d7-ab2f-17db5e05273b,Active,Kelly Moore,HR,2024-04-26,2025-03-06,Bag key section decide detail standard attorney.,Medium,8,90,False
9f43c1f7-7511-4fb2-bcea-2889ace19da0,Active,Travis Mccann,HR,2024-08-19,2025-03-23,Score major another play than.,Medium,39,67,False
50d09749-3b15-446a-8da3-727a90bd411e,Active,Robert Bowman,HR,2023-11-01,2024-09-11,Everyone against simple over other.,Medium,30,80,False
f9c7edf7-4785-4095-acdd-30867edb262c,Active,Erik Howard,HR,2024-02-10,2024-02-19,Could assume theory course either drug character.,Medium,44,86,False
531170be-a608-4302-848c-7e4dea8d1378,Active,Mercedes Moore,HR,2024-04-21,2024-10-15,Follow large defense eat so.,Medium,71,87,False
2021aff0-dda1-4d4a-afbe-a80c24941b01,Active,Joseph Camacho,HR,2024-07-11,2025-01-15,Certain soldier ground apply anyone low shoulder.,Medium,78,90,False
29bbdf98-67c1-4a6f-b246-611c6a1becb1,Active,John Sanchez,HR,2024-08-05,2025-04-19,Between what weight hand.,Medium,52,73,False
fecca2a4-ec0b-420f-8f48-cbdd7fc444a1,Active,Sarah Williams,HR,2024-07-28,2024-12-04,Compare worry science laugh poor.,Medium,85,90,False
4444afab-75ff-46e8-8cb5-dddd0737e2b1,Active,Troy Adkins,HR,2024-09-22,2024-10-27,Partner sell finally form result seat state.,Medium,38,89,False
c5ef3f86-5494-4e48-a48e-68c2c08cc26c,Active,Parker Brown,HR,2024-03-03,2024-08-03,Others involve worry space whether off down.,Medium,8,81,False
f86eda42-49ce-4bff-b46c-21b814846a99,Active,Daniel Harrington,HR,2024-07-28,2024-08-23,Of pressure hear nothing.,Medium,28,65,False
3be7d0d8-9a83-43db-891b-f239661ec167,Active,Brandon Mccarthy,HR,2024-08-30,2025-02-28,Suffer administration base.,Medium,1,72,False
358f5331-de6c-4944-bf81-2fde305b7a65,Active,Julia Miller,HR,2023-12-04,2023-12-04,Must determine financial go tend right force arrive.,Medium,44,86,False
c19fcb00-a85b-4f61-ba41-91adc2986d48,Active,Tammy Jacobs,HR,2024-07-08,2024-12-18,Player operation camera action word sell.,Low,89,83,True
d88cdc37-cd9f-454b-a507-6c6ce893bcbf,Active,Kyle Kim,HR,2024-06-22,2024-09-14,Positive part these season the skill.,Low,87,87,True
5440903f-22ae-4411-b849-561affedcfd4,Active,Mark Curtis,HR,2024-08-04,2025-01-23,Program return herself poor near officer.,Low,54,83,False
7ffa4741-3727-4b84-86a6-37e75aeed4f6,Active,Brenda Kim,HR,2024-01-13,2024-08-15,Rise save challenge may.,Low,22,75,False
b60f645a-92b3-4bb2-824c-3be0a0f3ed1d,Active,Dr. Bruce Flynn,HR,2023-12-13,2024-12-13,Management race appear safe know develop debate perhaps.,Low,4,71,False
c0cfe9d4-2de0-4661-8f10-6b15c51bb220,Active,Glen Solis,HR,2024-05-11,2024-08-24,Training factor friend activity.,Low,87,90,False
617eea83-fb68-4c9f-9387-be798c86b8a3,Active,Joshua Murphy,HR,2024-07-24,2025-03-19,Which from forward executive.,Low,23,76,False
6b3a6da1-76dd-4dc1-a564-d019eb088259,Active,Shelby Vance,HR,2024-09-05,2024-11-15,Finish size story capital Democrat create.,Low,13,66,False
d4c63624-5350-4808-8c37-a997700be0f1,Active,Paul Harris,HR,2023-12-06,2024-05-07,Prove notice art fast.,Low,68,87,False
0fc99419-ebbc-42f7-9def-7056fe69ef0c,Active,Debbie Ryan,HR,2023-12-31,2025-03-25,So actually protect radio suggest sell.,Low,26,83,False
01f3e81a-46da-49fd-a1dc-f5a8e1d6622b,Active,Kirsten Coleman,HR,2023-11-01,2023-11-03,Test while personal talk.,Low,20,73,False
6b8da65c-9cb7-40bf-8214-84680182ac51,Active,Tyler Robbins,HR,2024-07-28,2024-08-31,Establish ball town able stop however north.,Low,41,64,False
d0d43b02-f439-40aa-a5cb-61df3f6139df,Active,Monique Clark,HR,2023-12-09,2024-01-06,Subject question forget bar situation child growth.,Low,36,72,False
fdb75df3-d85c-463c-bf20-4ba7dc308efd,Active,Jermaine Lindsey,HR,2024-03-19,2024-06-13,Remember today production fight sometimes.,Low,64,71,False
d9d88d59-b46f-4204-9918-07fea4f2d37d,Active,Jermaine Hernandez,HR,2024-02-06,2025-04-14,Environment us son artist level city focus.,Low,18,72,False
57f55370-ae87-4e8f-8fb7-ca6706f426b0,Active,Christopher Ingram,HR,2023-12-30,2024-09-05,Nothing bank company civil represent size story general.,Low,1,81,False
2e4edc33-889d-47ac-b7cb-d06fd29a711d,Active,Gloria Williams,HR,2024-05-03,2025-02-25,Impact paper different inside.,Low,4,74,False
a3cf9dde-d9fe-411d-a656-c3828b263182,Active,Erik Tate,HR,2024-07-20,2024-11-06,Own southern woman carry.,Low,26,75,False
3d298b25-6585-491b-8f6a-6b5f8b56655d,Active,Pamela Robinson,HR,2024-10-17,2025-04-27,Boy similar church culture of.,Low,48,72,False
fb8af19a-ce8e-44f5-a1aa-cc8bfa7a8f4c,Active,Bruce Lara,HR,2024-03-10,2025-03-26,Miss now how before it five.,Low,69,77,False
ba387acc-afd3-49cf-8392-7f5a7ab17beb,Active,Lindsay Allen,HR,2024-10-24,2024-12-29,Result once talk give later.,Low,19,80,False
07ec7071-88c9-4f4e-95ef-092952ce06e7,Active,Carol Kemp,HR,2024-10-21,2024-12-22,Land inside choice cover.,Low,18,64,False
e4c40ee9-2b4d-4ae5-92ce-430e41ee831a,Active,Julia Turner MD,HR,2024-10-22,2025-01-19,Fly market walk stand such air.,Low,4,75,False
3f59d7ba-022f-4dfc-bdc7-4a842fcd5a2c,Active,Austin Reese,HR,2024-08-06,2025-02-10,Article first strategy land discuss.,Low,4,73,False
2040420d-e432-4314-b8bd-46c082223963,Active,Beverly Cardenas,HR,2024-07-09,2025-03-10,Resource teacher page number keep us pressure.,Low,38,60,False
