sys_updated_by,number,closed_by,state,caller_id,assigned_to,opened_at,sys_updated_on,closed_at,short_description,assignment_group,priority,category
system,INC0000000258,Howard Johnson,Resolved,ITIL User,Charlie Whitherspoon,2023-07-26 04:42:00,2023-07-28 19:45:57.144994189,2023-07-28 19:45:57.144994189,Slow internet connectivity,Network,3 - Moderate,Network
admin,INC0000000259,Fred Luddy,Resolved,ITIL User,Beth Anglin,2023-07-27 01:52:00,2023-08-07 06:04:09.354223369,2023-08-07 06:04:09.354223369,VPN connection issues,Network,2 - High,Network
system,INC0000000260,Charlie Whitherspoon,Closed,Don Goodliffe,Charlie Whitherspoon,2023-07-27 03:25:00,2023-08-10 16:33:20.551170905,2023-08-10 16:33:20.551170905,Database server is not responding,Database,2 - High,Database
employee,INC0000000261,Howard Johnson,Resolved,Don Goodliffe,Beth Anglin,2023-07-27 14:27:00,2023-08-04 04:08:21.463457183,2023-08-04 04:08:21.463457183,Unable to connect to VPN,Network,2 - High,Network
employee,INC0000000262,Luke Wilson,Closed,David Loo,Charlie Whitherspoon,2023-07-29 10:23:00,2023-08-10 19:05:42.937581295,2023-08-10 19:05:42.937581295,Cannot connect to office network,Network,2 - High,Network
admin,INC0000000263,Luke Wilson,Resolved,David Loo,Beth Anglin,2023-07-29 10:33:00,2023-08-08 09:28:51.733703110,2023-08-08 09:28:51.733703110,Cannot connect to office WiFi,Network,3 - Moderate,Network
admin,INC0000000264,Howard Johnson,Resolved,Bud Richman,Fred Luddy,2023-07-31 07:55:00,2023-08-07 23:21:46.373999985,2023-08-07 23:21:46.373999985,Unable to access the database,Database,2 - High,Database
system,INC0000000265,Beth Anglin,Resolved,ITIL User,Beth Anglin,2023-07-31 10:55:00,2023-08-06 18:56:17.899642853,2023-08-06 18:56:17.899642853,Email server is not responding,Network,1 - Critical,Hardware
admin,INC0000000266,Howard Johnson,Closed,David Loo,Beth Anglin,2023-07-31 17:04:00,2023-08-11 22:01:44.058625661,2023-08-11 22:01:44.058625661,Login issue in the Fileshare application,Service Desk,2 - High,Software
employee,INC0000000267,Fred Luddy,Resolved,ITIL User,Charlie Whitherspoon,2023-07-31 20:23:00,2023-08-04 18:56:14.044790258,2023-08-04 18:56:14.044790258,Server outage issue,Network,1 - Critical,Network
employee,INC0000000268,Beth Anglin,Resolved,Don Goodliffe,Howard Johnson,2023-08-03 06:53:00,2023-08-06 16:40:50.103348390,2023-08-06 16:40:50.103348390,Trouble connecting to office Wi-Fi,Network,2 - High,Network
system,INC0000000269,Beth Anglin,Resolved,ITIL User,Beth Anglin,2023-08-04 09:00:00,2023-08-12 14:09:50.663531828,2023-08-12 14:09:50.663531828,Printer malfunction in 7th floor office,Hardware,2 - High,Hardware
admin,INC0000000270,Luke Wilson,Resolved,ITIL User,Beth Anglin,2023-08-04 09:24:00,2023-08-15 14:41:01.976198146,2023-08-15 14:41:01.976198146,Email Server down in Finance department,Network,1 - Critical,Network
employee,INC0000000271,Fred Luddy,Closed,Don Goodliffe,Fred Luddy,2023-08-04 13:55:00,2023-08-10 11:53:28.299022286,2023-08-10 11:53:28.299022286,Internet connectivity issue on the third floor,Network,2 - High,Network
system,INC0000000272,Beth Anglin,Closed,ITIL User,Beth Anglin,2023-08-04 22:52:00,2023-08-10 19:21:51.741494508,2023-08-10 19:21:51.741494508,Cannot connect to corporate VPN,Network,2 - High,Network
system,INC0000000273,Beth Anglin,Closed,David Loo,Beth Anglin,2023-08-04 23:43:00,2023-08-24 00:44:50.755693238,2023-08-24 00:44:50.755693238,Unable to connect to WiFi,Network,2 - High,Hardware
admin,INC0000000274,Charlie Whitherspoon,Closed,Bud Richman,Howard Johnson,2023-08-07 16:38:00,2023-08-24 17:21:32.945576214,2023-08-24 17:21:32.945576214,Outage on Network Switch,Network,1 - Critical,Network
employee,INC0000000275,Howard Johnson,Resolved,Don Goodliffe,Fred Luddy,2023-08-07 17:59:00,2023-08-16 18:21:17.729735502,2023-08-16 18:21:17.729735502,Unable to connect to database,Database,2 - High,Database
admin,INC0000000276,Howard Johnson,Resolved,Bud Richman,Fred Luddy,2023-08-08 12:47:00,2023-08-18 11:15:08.642504481,2023-08-18 11:15:08.642504481,Unable to access Email account,Service Desk,2 - High,Inquiry / Help
employee,INC0000000277,Beth Anglin,Resolved,ITIL User,Fred Luddy,2023-08-08 17:23:00,2023-08-13 08:34:34.672367683,2023-08-13 08:34:34.672367683,Network connectivity issue on third floor,Network,2 - High,Network
admin,INC0000000278,Charlie Whitherspoon,Resolved,Bud Richman,Fred Luddy,2023-08-10 04:32:00,2023-08-22 15:28:17.614600994,2023-08-22 15:28:17.614600994,Email Server Issue,Network,2 - High,Network
system,INC0000000279,Fred Luddy,Resolved,ITIL User,Howard Johnson,2023-08-10 16:00:00,2023-08-11 16:00:00.000000000,2023-08-11 16:00:00.000000000,Unable to connect to office Wi-Fi,Network,3 - Moderate,Network
system,INC0000000280,Charlie Whitherspoon,Resolved,Bud Richman,Beth Anglin,2023-08-12 14:03:00,2023-08-15 02:56:54.990418783,2023-08-15 02:56:54.990418783,Unable to connect to the database,Database,2 - High,Database
employee,INC0000000281,Charlie Whitherspoon,Resolved,Bud Richman,Howard Johnson,2023-08-13 03:32:00,2023-08-15 10:33:07.655639992,2023-08-15 10:33:07.655639992,Cannot connect to the company VPN,Network,2 - High,Network
admin,INC0000000282,Luke Wilson,Closed,David Loo,Luke Wilson,2023-08-13 08:31:00,2023-08-19 18:18:13.889515528,2023-08-19 18:18:13.889515528,Email server not responding,Network,2 - High,Network
admin,INC0000000283,Beth Anglin,Resolved,ITIL User,Beth Anglin,2023-08-14 00:05:00,2023-08-19 09:40:47.898400808,2023-08-19 09:40:47.898400808,Email client not syncing,Network,2 - High,Software
admin,INC0000000284,Charlie Whitherspoon,Resolved,Bud Richman,Fred Luddy,2023-08-14 09:06:00,2023-08-21 15:57:44.398446516,2023-08-21 15:57:44.398446516,Can't connect to database server,Database,2 - High,Database
employee,INC0000000285,Beth Anglin,Closed,ITIL User,Howard Johnson,2023-08-14 17:15:00,2023-08-19 10:52:52.927542777,2023-08-19 10:52:52.927542777,Email server outage,Network,1 - Critical,Network
system,INC0000000286,Howard Johnson,Resolved,David Loo,Beth Anglin,2023-08-14 23:23:00,2023-08-15 23:23:00.000000000,2023-08-15 23:23:00.000000000,Unable to access database,Database,2 - High,Database
system,INC0000000287,Howard Johnson,Closed,Bud Richman,Beth Anglin,2023-08-16 14:29:00,2023-08-21 08:16:43.522523650,2023-08-21 08:16:43.522523650,Unable to access database server,Database,2 - High,Database
system,INC0000000288,Charlie Whitherspoon,Closed,Bud Richman,Luke Wilson,2023-08-17 08:07:00,2023-08-19 02:24:18.664040397,2023-08-19 02:24:18.664040397,Can't connect to the office Wi-Fi,Network,2 - High,Network
system,INC0000000289,Beth Anglin,Resolved,David Loo,Beth Anglin,2023-08-17 18:10:00,2023-08-24 09:43:39.187799056,2023-08-24 09:43:39.187799056,Email server not responding,Network,2 - High,Network
system,INC0000000290,Howard Johnson,Closed,David Loo,Howard Johnson,2023-08-19 16:12:00,2023-08-24 00:27:52.746263439,2023-08-24 00:27:52.746263439,Outage in internal database,Database,1 - Critical,Database
admin,INC0000000291,Howard Johnson,Closed,ITIL User,Beth Anglin,2023-08-20 08:05:00,2023-09-04 19:52:24.518970887,2023-09-04 19:52:24.518970887,Email server is not responding,Network,2 - High,Network
system,INC0000000292,Luke Wilson,Resolved,ITIL User,Beth Anglin,2023-08-21 14:20:00,2023-08-28 18:28:35.940693278,2023-08-28 18:28:35.940693278,Unable to connect to VPN,Network,2 - High,Network
employee,INC0000000293,Fred Luddy,Closed,Don Goodliffe,Beth Anglin,2023-08-21 18:39:00,2023-09-03 07:35:19.478157795,2023-09-03 07:35:19.478157795,Unable to access email server,Network,2 - High,Network
system,INC0000000294,Charlie Whitherspoon,Resolved,David Loo,Howard Johnson,2023-08-24 10:13:00,2023-08-28 11:41:08.429117236,2023-08-28 11:41:08.429117236,Can't connect to company database,Database,1 - Critical,Database
admin,INC0000000295,Luke Wilson,Resolved,David Loo,Beth Anglin,2023-08-24 12:34:00,2023-08-29 11:46:33.414936672,2023-08-29 11:46:33.414936672,Unable to connect to the VPN,Network,2 - High,Network
admin,INC0000000296,Beth Anglin,Closed,ITIL User,Howard Johnson,2023-08-25 00:19:00,2023-08-31 03:28:57.843171452,2023-08-31 03:28:57.843171452,Failed login attempts on server,Network,2 - High,Network
system,INC0000000297,Fred Luddy,Resolved,David Loo,Beth Anglin,2023-08-25 19:01:00,2023-09-05 19:46:24.213600542,2023-09-05 19:46:24.213600542,Cannot connect to the database,Database,2 - High,Database
system,INC0000000298,Beth Anglin,Closed,Bud Richman,Howard Johnson,2023-08-28 11:11:00,2023-09-01 10:20:08.511949282,2023-09-01 10:20:08.511949282,Cannot connect to the VPN,Network,2 - High,Network
system,INC0000000299,Howard Johnson,Closed,David Loo,Fred Luddy,2023-08-29 17:04:00,2023-08-31 19:25:14.242611633,2023-08-31 19:25:14.242611633,Server connectivity lost,Network,1 - Critical,Network
system,INC0000000300,Howard Johnson,Resolved,David Loo,Howard Johnson,2023-08-30 00:51:00,2023-09-14 18:19:30.304682748,2023-09-14 18:19:30.304682748,Unable to access company database,Database,2 - High,Database
employee,INC0000000301,Luke Wilson,Resolved,ITIL User,Fred Luddy,2023-09-01 02:43:00,2023-09-12 02:29:31.913505366,2023-09-12 02:29:31.913505366,Unable to access database,Database,2 - High,Database
employee,INC0000000302,Beth Anglin,Resolved,ITIL User,Luke Wilson,2023-09-01 19:27:00,2023-09-05 21:17:13.568172817,2023-09-05 21:17:13.568172817,Unable to access the database,Database,2 - High,Database
admin,INC0000000303,Luke Wilson,Closed,David Loo,Beth Anglin,2023-09-02 11:41:00,2023-09-15 01:58:23.615182988,2023-09-15 01:58:23.615182988,Email server not responding,Network,2 - High,Network
employee,INC0000000304,Howard Johnson,Closed,Bud Richman,Beth Anglin,2023-09-04 03:00:00,2023-09-12 11:17:59.930493993,2023-09-12 11:17:59.930493993,Password reset for system access,Service Desk,2 - High,Inquiry / Help
employee,INC0000000305,Luke Wilson,Resolved,David Loo,Fred Luddy,2023-09-05 08:32:00,2023-09-17 17:11:11.439493202,2023-09-17 17:11:11.439493202,VPN not functioning properly,Network,2 - High,Network
employee,INC0000000306,Beth Anglin,Resolved,Don Goodliffe,Beth Anglin,2023-09-06 15:24:00,2023-09-15 07:55:49.159031067,2023-09-15 07:55:49.159031067,Having difficulty accessing company network remotely,Network,2 - High,Network
system,INC0000000307,Fred Luddy,Resolved,Bud Richman,Charlie Whitherspoon,2023-09-08 05:36:00,2023-09-17 15:17:27.473724876,2023-09-17 15:17:27.473724876,Unable to connect to company VPN,Network,2 - High,Network
admin,INC0000000308,Charlie Whitherspoon,Closed,Bud Richman,Luke Wilson,2023-09-09 04:12:00,2023-09-14 09:43:09.519684865,2023-09-14 09:43:09.519684865,SQL server connection issue,Database,2 - High,Database
employee,INC0000000309,Fred Luddy,Closed,Bud Richman,Beth Anglin,2023-09-09 12:24:00,2023-09-14 09:56:38.542714636,2023-09-14 09:56:38.542714636,Unable to access database,Database,2 - High,Database
employee,INC0000000310,Fred Luddy,Resolved,Bud Richman,Beth Anglin,2023-09-10 01:12:00,2023-09-21 16:58:58.875503765,2023-09-21 16:58:58.875503765,Unable to connect to office WiFi,Network,2 - High,Network
system,INC0000000311,Charlie Whitherspoon,Resolved,Bud Richman,Beth Anglin,2023-09-10 07:12:00,2023-09-17 08:39:17.317367912,2023-09-17 08:39:17.317367912,Connectivity issues with VPN,Network,1 - Critical,Network
system,INC0000000312,Charlie Whitherspoon,Closed,Bud Richman,Charlie Whitherspoon,2023-09-10 16:49:00,2023-09-30 07:13:27.179132304,2023-09-30 07:13:27.179132304,Network connectivity issue in Building A,Network,2 - High,Network
employee,INC0000000313,Charlie Whitherspoon,Resolved,David Loo,Luke Wilson,2023-09-10 20:17:00,2023-09-19 14:11:10.599655150,2023-09-19 14:11:10.599655150,Unable to connect to the VPN,Network,2 - High,Network
system,INC0000000314,Luke Wilson,Resolved,ITIL User,Howard Johnson,2023-09-13 06:22:00,2023-09-16 11:03:16.485695297,2023-09-16 11:03:16.485695297,SQL Database connectivity issues,Database,2 - High,Database
admin,INC0000000315,Charlie Whitherspoon,Resolved,David Loo,Howard Johnson,2023-09-13 07:36:00,2023-09-22 22:12:27.041303341,2023-09-22 22:12:27.041303341,Network connection error in Lab-7,Network,2 - High,Network
employee,INC0000000316,Beth Anglin,Resolved,David Loo,Beth Anglin,2023-09-13 14:20:00,2023-09-23 11:16:21.908268870,2023-09-23 11:16:21.908268870,Internet connection issue,Network,2 - High,Network
admin,INC0000000317,Charlie Whitherspoon,Closed,Bud Richman,Luke Wilson,2023-09-14 02:13:00,2023-09-16 21:32:02.581135001,2023-09-16 21:32:02.581135001,Email server not responding,Network,1 - Critical,Network
employee,INC0000000318,Beth Anglin,Resolved,David Loo,Howard Johnson,2023-09-15 05:27:00,2023-09-24 02:30:22.998027214,2023-09-24 02:30:22.998027214,Email server is not responding,Network,2 - High,Network
admin,INC0000000319,Charlie Whitherspoon,Closed,Bud Richman,Beth Anglin,2023-09-15 15:32:00,2023-10-02 20:48:58.806203889,2023-10-02 20:48:58.806203889,Email client is not working properly,Software,2 - High,Software
admin,INC0000000320,Beth Anglin,Closed,Bud Richman,Beth Anglin,2023-09-16 09:14:00,2023-09-22 19:15:20.849241604,2023-09-22 19:15:20.849241604,Printer is not working in Ops department,Hardware,2 - High,Hardware
admin,INC0000000321,Howard Johnson,Resolved,Don Goodliffe,Beth Anglin,2023-09-17 02:14:00,2023-09-23 00:48:31.895834624,2023-09-23 00:48:31.895834624,Internet connection unstable,Network,1 - Critical,Network
system,INC0000000322,Luke Wilson,Resolved,Bud Richman,Charlie Whitherspoon,2023-09-19 00:22:00,2023-10-01 16:22:15.795291329,2023-10-01 16:22:15.795291329,Printer not working in the office,Hardware,2 - High,Hardware
admin,INC0000000323,Fred Luddy,Closed,Bud Richman,Charlie Whitherspoon,2023-09-19 07:31:00,2023-10-02 11:08:08.823615658,2023-10-02 11:08:08.823615658,Internet connectivity issue in the marketing department,Network,2 - High,Network
employee,INC0000000324,Fred Luddy,Closed,Bud Richman,Luke Wilson,2023-09-21 14:31:00,2023-09-28 02:16:20.688171412,2023-09-28 02:16:20.688171412,Unable to connect to the VPN,Network,2 - High,Network
system,INC0000000325,Charlie Whitherspoon,Resolved,David Loo,Beth Anglin,2023-09-22 01:35:00,2023-10-04 08:47:10.535819507,2023-10-04 08:47:10.535819507,Unable to connect to the Internet on workstation,Network,2 - High,Network
admin,INC0000000326,Charlie Whitherspoon,Resolved,Don Goodliffe,Charlie Whitherspoon,2023-09-23 08:03:00,2023-10-05 02:57:47.915945964,2023-10-05 02:57:47.915945964,Cannot connect to wifi,Network,2 - High,Network
system,INC0000000327,Fred Luddy,Closed,Bud Richman,Luke Wilson,2023-09-23 13:01:00,2023-10-01 23:03:29.770267826,2023-10-01 23:03:29.770267826,Unable to connect to VPN,Network,2 - High,Network
employee,INC0000000328,Fred Luddy,Resolved,ITIL User,Beth Anglin,2023-09-24 11:19:00,2023-10-08 21:07:13.511735273,2023-10-08 21:07:13.511735273,Email system down,Network,1 - Critical,Network
system,INC0000000329,Howard Johnson,Resolved,ITIL User,Howard Johnson,2023-09-25 13:03:00,2023-10-06 07:27:48.610956264,2023-10-06 07:27:48.610956264,SQL Server connectivity issue,Database,2 - High,Database
admin,INC0000000330,Fred Luddy,Closed,David Loo,Fred Luddy,2023-09-25 19:31:00,2023-09-30 09:18:17.118193841,2023-09-30 09:18:17.118193841,SQL server not responding,Database,2 - High,Database
system,INC0000000331,Luke Wilson,Closed,ITIL User,Charlie Whitherspoon,2023-09-26 02:31:00,2023-10-01 16:02:48.717459194,2023-10-01 16:02:48.717459194,Email client not syncing correctly,Service Desk,2 - High,Software
employee,INC0000000332,Fred Luddy,Resolved,David Loo,Beth Anglin,2023-09-26 07:16:00,2023-09-30 13:42:21.693090187,2023-09-30 13:42:21.693090187,Email client is crashing after update,Software,2 - High,Software
employee,INC0000000333,Fred Luddy,Closed,Bud Richman,Beth Anglin,2023-09-26 08:36:00,2023-10-08 11:14:43.582924282,2023-10-08 11:14:43.582924282,Internet Connectivity issue in Meeting Room 12,Network,2 - High,Network
employee,INC0000000334,Beth Anglin,Resolved,David Loo,Beth Anglin,2023-09-28 09:40:00,2023-10-05 21:42:31.993131665,2023-10-05 21:42:31.993131665,No internet connectivity on workstation,Network,2 - High,Network
system,INC0000000335,Charlie Whitherspoon,Closed,Bud Richman,Fred Luddy,2023-09-28 10:11:00,2023-10-01 20:37:05.767065414,2023-10-01 20:37:05.767065414,Database connection error,Database,2 - High,Database
system,INC0000000336,Fred Luddy,Closed,Don Goodliffe,Charlie Whitherspoon,2023-09-29 18:05:00,2023-10-02 11:30:41.521979910,2023-10-02 11:30:41.521979910,Unable to access database,Database,2 - High,Database
employee,INC0000000337,Beth Anglin,Resolved,ITIL User,Beth Anglin,2023-09-29 19:24:00,2023-10-11 07:28:35.455564470,2023-10-11 07:28:35.455564470,Email server down,Network,1 - Critical,Network
employee,INC0000000338,Fred Luddy,Resolved,ITIL User,Luke Wilson,2023-09-30 10:15:00,2023-10-10 01:33:59.635197347,2023-10-10 01:33:59.635197347,Unable to connect to VPN,Network,2 - High,Network
system,INC0000000339,Beth Anglin,Resolved,Don Goodliffe,Beth Anglin,2023-09-30 13:31:00,2023-10-11 07:29:53.300162428,2023-10-11 07:29:53.300162428,Email client not responding,Service Desk,2 - High,Software
system,INC0000000340,Beth Anglin,Closed,David Loo,Beth Anglin,2023-10-01 12:20:00,2023-10-11 03:22:22.243213845,2023-10-11 03:22:22.243213845,Unable to connect to company's VPN,Network,2 - High,Hardware
employee,INC0000000341,Fred Luddy,Closed,ITIL User,Beth Anglin,2023-10-01 20:18:00,2023-10-07 11:36:04.638426962,2023-10-07 11:36:04.638426962,Email client not syncing properly,Software,2 - High,Software
admin,INC0000000342,Luke Wilson,Resolved,Bud Richman,Fred Luddy,2023-10-02 13:13:00,2023-10-09 08:46:25.085563604,2023-10-09 08:46:25.085563604,Email server not responding,Network,2 - High,Network
system,INC0000000343,Howard Johnson,Closed,ITIL User,Beth Anglin,2023-10-02 16:59:00,2023-10-04 03:42:39.337615559,2023-10-04 03:42:39.337615559,Printer not working in Room 303,Hardware,2 - High,Hardware
admin,INC0000000344,Fred Luddy,Closed,ITIL User,Luke Wilson,2023-10-03 05:19:00,2023-10-06 14:36:10.108550581,2023-10-06 14:36:10.108550581,Email server not responding,Network,2 - High,Network
employee,INC0000000345,Beth Anglin,Closed,Don Goodliffe,Beth Anglin,2023-10-03 11:08:00,2023-10-15 16:39:17.616572935,2023-10-15 16:39:17.616572935,Unable to access database,Database,2 - High,Database
admin,INC0000000346,Beth Anglin,Resolved,Don Goodliffe,Beth Anglin,2023-10-04 22:25:00,2023-10-14 06:32:21.631549290,2023-10-14 06:32:21.631549290,Cannot access company database from remote network,Database,2 - High,Network
admin,INC0000000347,Howard Johnson,Closed,Bud Richman,Beth Anglin,2023-10-06 19:08:00,2023-10-11 22:00:47.164779348,2023-10-11 22:00:47.164779348,Email server connection issue,Network,2 - High,Network
system,INC0000000348,Fred Luddy,Resolved,ITIL User,Charlie Whitherspoon,2023-10-08 08:48:00,2023-10-11 19:48:33.773393292,2023-10-11 19:48:33.773393292,Database connectivity issue on production server,Database,1 - Critical,Database
admin,INC0000000349,Fred Luddy,Closed,David Loo,Howard Johnson,2023-10-08 18:31:00,2023-10-20 21:49:34.567110847,2023-10-20 21:49:34.567110847,Email system outage,Network,1 - Critical,Network
employee,INC0000000350,Beth Anglin,Closed,Bud Richman,Beth Anglin,2023-10-09 03:38:00,2023-10-12 21:35:02.129020874,2023-10-12 21:35:02.129020874,Issue with database connectivity,Database,2 - High,Database
employee,INC0000000351,Charlie Whitherspoon,Resolved,Don Goodliffe,Beth Anglin,2023-10-09 23:22:00,2023-10-19 19:48:26.264328925,2023-10-19 19:48:26.264328925,Unable to access email account,Service Desk,2 - High,Software
admin,INC0000000352,Fred Luddy,Closed,ITIL User,Beth Anglin,2023-10-10 07:49:00,2023-10-14 02:41:48.924620353,2023-10-14 02:41:48.924620353,Internet connectivity issue,Network,2 - High,Network
admin,INC0000000353,Beth Anglin,Closed,Bud Richman,Howard Johnson,2023-10-10 15:32:00,2023-10-18 17:04:00.986569318,2023-10-18 17:04:00.986569318,Email client keeps crashing,Software,2 - High,Software
employee,INC0000000354,Charlie Whitherspoon,Closed,ITIL User,Howard Johnson,2023-10-10 19:37:00,2023-10-25 08:23:11.187862135,2023-10-25 08:23:11.187862135,Computer is frequently freezing,Hardware,2 - High,Hardware
employee,INC0000000355,Charlie Whitherspoon,Closed,David Loo,Beth Anglin,2023-10-12 10:30:00,2023-10-15 00:40:39.577359721,2023-10-15 00:40:39.577359721,The server database is down,Database,1 - Critical,Database
employee,INC0000000356,Charlie Whitherspoon,Resolved,ITIL User,Howard Johnson,2023-10-14 00:40:00,2023-10-21 22:21:25.835699762,2023-10-21 22:21:25.835699762,Slow Internet speed in Office 101,Network,3 - Moderate,Network
admin,INC0000000357,Fred Luddy,Closed,ITIL User,Fred Luddy,2023-10-15 03:24:00,2023-10-24 19:31:40.783903715,2023-10-24 19:31:40.783903715,Email server not responding,Network,1 - Critical,Network
employee,INC0000000358,Fred Luddy,Resolved,David Loo,Luke Wilson,2023-10-15 12:31:00,2023-10-16 12:31:00.000000000,2023-10-16 12:31:00.000000000,Cannot connect to office VPN,Network,2 - High,Network
system,INC0000000359,Charlie Whitherspoon,Closed,David Loo,Beth Anglin,2023-10-16 01:43:00,2023-10-27 00:43:23.658363829,2023-10-27 00:43:23.658363829,Unable to connect to VPN,Network,2 - High,Network
system,INC0000000360,Beth Anglin,Closed,ITIL User,Howard Johnson,2023-10-16 04:00:00,2023-10-18 00:45:48.330298886,2023-10-18 00:45:48.330298886,Database connectivity issue,Database,2 - High,Database
system,INC0000000361,Luke Wilson,Resolved,David Loo,Beth Anglin,2023-10-16 22:27:00,2023-10-26 18:36:45.399269859,2023-10-26 18:36:45.399269859,Database server unexpectedly shutting down,Database,1 - Critical,Database
admin,INC0000000362,Fred Luddy,Closed,Don Goodliffe,Fred Luddy,2023-10-17 05:51:00,2023-10-24 23:31:10.992214939,2023-10-24 23:31:10.992214939,Printer is not connecting to the network,Hardware,2 - High,Hardware
system,INC0000000363,Beth Anglin,Closed,Don Goodliffe,Beth Anglin,2023-10-17 08:57:00,2023-10-27 13:31:54.694897036,2023-10-27 13:31:54.694897036,Database connection issue,Database,2 - High,Database
admin,INC0000000364,Luke Wilson,Resolved,David Loo,Beth Anglin,2023-10-17 09:52:00,2023-10-18 09:52:00.000000000,2023-10-18 09:52:00.000000000,Email service is not working,Network,2 - High,Inquiry / Help
employee,INC0000000365,Howard Johnson,Closed,Don Goodliffe,Beth Anglin,2023-10-17 23:08:00,2023-10-26 05:21:18.974088660,2023-10-26 05:21:18.974088660,Unable to open a specific application,Software,2 - High,Software
system,INC0000000366,Luke Wilson,Resolved,ITIL User,Charlie Whitherspoon,2023-10-18 09:00:00,2023-10-22 14:39:10.266322673,2023-10-22 14:39:10.266322673,Database server connectivity issue,Database,2 - High,Database
admin,INC0000000367,Charlie Whitherspoon,Closed,Don Goodliffe,Luke Wilson,2023-10-19 16:55:00,2023-10-21 06:21:27.891935291,2023-10-21 06:21:27.891935291,Desktop application crashing on startup,Software,2 - High,Software
admin,INC0000000368,Fred Luddy,Closed,Don Goodliffe,Beth Anglin,2023-10-19 22:44:00,2023-10-23 05:06:56.319230425,2023-10-23 05:06:56.319230425,Unable to connect to the network,Network,2 - High,Network
employee,INC0000000369,Beth Anglin,Resolved,ITIL User,Beth Anglin,2023-10-19 23:35:00,2023-10-27 06:56:49.043503574,2023-10-27 06:56:49.043503574,Unable to access database,Database,3 - Moderate,Database
system,INC0000000370,Luke Wilson,Resolved,Don Goodliffe,Beth Anglin,2023-10-21 16:29:00,2023-10-30 00:18:42.712084490,2023-10-30 00:18:42.712084490,Unable to connect to the database server,Database,2 - High,Database
admin,INC0000000371,Howard Johnson,Resolved,Bud Richman,Howard Johnson,2023-10-22 01:03:00,2023-10-30 10:49:13.507622183,2023-10-30 10:49:13.507622183,Database connectivity issue,Database,2 - High,Database
admin,INC0000000372,Luke Wilson,Closed,David Loo,Beth Anglin,2023-10-23 22:14:00,2023-11-06 12:58:45.899660265,2023-11-06 12:58:45.899660265,Database connection issue,Database,2 - High,Database
admin,INC0000000373,Luke Wilson,Closed,Don Goodliffe,Charlie Whitherspoon,2023-10-24 23:02:00,2023-11-02 06:14:26.300518050,2023-11-02 06:14:26.300518050,Cannot connect to the office VPN,Network,2 - High,Network
system,INC0000000374,Beth Anglin,Closed,Bud Richman,Beth Anglin,2023-10-25 04:36:00,2023-11-08 19:50:00.255391491,2023-11-08 19:50:00.255391491,Outage in network server,Network,1 - Critical,Network
system,INC0000000375,Luke Wilson,Closed,Bud Richman,Howard Johnson,2023-10-25 17:25:00,2023-10-26 17:25:00.000000000,2023-10-26 17:25:00.000000000,Email server not responding,Network,2 - High,Network
employee,INC0000000376,Howard Johnson,Closed,Bud Richman,Beth Anglin,2023-10-26 03:23:00,2023-11-01 01:48:29.591227294,2023-11-01 01:48:29.591227294,Unable to establish VPN connection,Network,2 - High,Hardware
system,INC0000000377,Charlie Whitherspoon,Closed,Don Goodliffe,Howard Johnson,2023-10-26 18:12:00,2023-10-27 18:12:00.000000000,2023-10-27 18:12:00.000000000,Internet connection constantly drops out,Network,2 - High,Network
admin,INC0000000378,Beth Anglin,Closed,David Loo,Charlie Whitherspoon,2023-10-26 22:23:00,2023-11-06 03:54:08.175158352,2023-11-06 03:54:08.175158352,Cannot connect to company VPN,Network,2 - High,Network
admin,INC0000000379,Beth Anglin,Resolved,ITIL User,Beth Anglin,2023-10-27 10:43:00,2023-11-04 23:14:58.262519157,2023-11-04 23:14:58.262519157,Intermittent database connection issues,Database,2 - High,Database
admin,INC0000000380,Howard Johnson,Resolved,Bud Richman,Beth Anglin,2023-10-27 16:48:00,2023-11-08 02:29:50.763341401,2023-11-08 02:29:50.763341401,Unable to access database,Database,1 - Critical,Database
admin,INC0000000381,Charlie Whitherspoon,Resolved,David Loo,Fred Luddy,2023-10-27 20:22:00,2023-11-13 01:18:37.751718406,2023-11-13 01:18:37.751718406,Database access issue,Database,2 - High,Database
admin,INC0000000382,Luke Wilson,Closed,Don Goodliffe,Beth Anglin,2023-10-28 06:48:00,2023-11-04 18:09:01.713092655,2023-11-04 18:09:01.713092655,Email server down,Network,1 - Critical,Network
employee,INC0000000383,Beth Anglin,Resolved,Bud Richman,Howard Johnson,2023-10-28 12:11:00,2023-11-06 12:08:48.589923319,2023-11-06 12:08:48.589923319,Internet connectivity issues,Network,2 - High,Network
employee,INC0000000384,Luke Wilson,Resolved,Don Goodliffe,Fred Luddy,2023-10-30 00:17:00,2023-11-05 07:18:05.717621455,2023-11-05 07:18:05.717621455,Failed login attempts on work computer,Service Desk,3 - Moderate,Software
employee,INC0000000385,Howard Johnson,Resolved,ITIL User,Charlie Whitherspoon,2023-10-31 18:04:00,2023-11-10 15:47:24.975501863,2023-11-10 15:47:24.975501863,Unable to establish VPN connection,Network,3 - Moderate,Network
employee,INC0000000386,Charlie Whitherspoon,Closed,Bud Richman,Luke Wilson,2023-11-01 05:13:00,2023-11-02 12:07:54.369759866,2023-11-02 12:07:54.369759866,Issue with SQL Server Installation,Database,2 - High,Software
system,INC0000000387,Howard Johnson,Resolved,Bud Richman,Charlie Whitherspoon,2023-11-01 05:58:00,2023-11-27 23:10:28.406229498,2023-11-27 23:10:28.406229498,Email client not responding,Service Desk,2 - High,Software
