category,state,closed_at,opened_at,closed_by,number,sys_updated_by,location,assigned_to,caller_id,sys_updated_on,short_description,priority,assignement_group,amount,processed_time,department
Assets,Resolved,2023-02-13 00:56:00.000000000,2023-07-16 10:58:00,Charlie Whitherspoon,INC0000000170,employee,Africa,Howard Johnson,David Loo,2023-07-14 06:35:05.209399792,There was an issue,4 - Low,Hardware,17895,0,IT
Travel,Resolved,2023-02-05 00:09:42.176650334,2023-07-19 12:03:00,Luke Wilson,INC0000000462,admin,Europe,Luke Wilson,David Loo,2023-10-18 21:50:20.165772966,There was an issue,3 - Moderate,Database,64570,77,Product Management
Miscellaneous,Resolved,2023-06-15 22:13:18.416949743,2023-07-20 12:12:00,Fred Luddy,INC0000000369,system,Asia,Luke Wilson,David Loo,2024-02-01 02:14:30.096751951,There was an issue,2 - High,Network,28148,7,Product Management
Miscellaneous,Closed,2023-10-21 05:30:42.585855096,2023-07-21 07:12:00,Beth Anglin,INC0000000437,admin,Asia,Beth Anglin,Bud Richman,2023-07-06 13:08:33.074641515,There was an issue,1 - Critical,Software,13721,0,IT
Assets,Closed,2023-12-14 06:24:13.933877695,2023-07-22 04:13:00,Howard Johnson,INC0000000118,system,South America,Charlie Whitherspoon,Bud Richman,2023-01-18 12:15:00.000000000,There was an issue,1 - Critical,Database,26673,0,IT
Services,Closed,2023-05-14 12:40:40.813937606,2023-07-22 16:29:00,Luke Wilson,INC0000000078,system,North America,Luke Wilson,ITIL User,2023-03-17 12:37:48.453885624,There was an issue,2 - High,Inquiry / Help,85961,17,Product Management
Services,Processed,2023-03-08 05:56:31.551604697,2023-07-22 22:39:00,Fred Luddy,INC0000000131,employee,Asia,Howard Johnson,Don Goodliffe,2023-06-29 22:17:23.746230748,There was an issue,2 - High,Database,28780,69,Product Management
Services,Processed,2023-06-07 16:18:08.061177566,2023-07-22 23:48:00,Charlie Whitherspoon,INC0000000296,employee,Asia,Charlie Whitherspoon,Bud Richman,2024-01-20 12:12:40.568716377,There was an issue,1 - Critical,Inquiry / Help,38731,78,Customer Support
Services,Closed,2023-02-03 08:09:45.834493992,2023-07-23 08:50:00,Luke Wilson,INC0000000004,system,Europe,Charlie Whitherspoon,ITIL User,2023-03-29 18:40:47.611595618,There was an issue,1 - Critical,Network,63059,95,Product Management
Travel,Closed,2023-11-12 08:10:38.248010764,2023-07-24 09:09:00,Howard Johnson,INC0000000163,system,North America,Charlie Whitherspoon,Don Goodliffe,2024-01-21 14:31:46.018925216,There was an issue,3 - Moderate,Hardware,57080,0,IT
Miscellaneous,Processed,2023-04-15 04:23:54.073331834,2023-07-24 09:13:00,Luke Wilson,INC0000000361,admin,Asia,Charlie Whitherspoon,Don Goodliffe,2023-08-07 06:13:36.125124469,There was an issue,1 - Critical,Inquiry / Help,18989,33,Finance
Miscellaneous,Closed,2023-08-23 19:40:27.266944172,2023-07-25 08:08:00,Howard Johnson,INC0000000322,employee,Asia,Charlie Whitherspoon,ITIL User,2023-08-24 03:28:09.603360173,There was an issue,2 - High,Network,38963,23,Product Management
Travel,Closed,2023-02-18 06:02:38.010888088,2023-07-25 20:00:00,Fred Luddy,INC0000000216,system,Africa,Howard Johnson,Don Goodliffe,2023-08-15 21:18:27.557222760,There was an issue,4 - Low,Software,29371,65,Product Management
Assets,Resolved,2023-09-15 01:07:41.823641770,2023-07-26 06:53:00,Charlie Whitherspoon,INC0000000306,system,South America,Fred Luddy,Don Goodliffe,2023-07-25 23:13:55.734880101,There was an issue,4 - Low,Hardware,38815,62,Finance
Travel,Closed,2023-09-07 23:02:26.238518168,2023-07-26 17:09:00,Fred Luddy,INC0000000379,system,Africa,Fred Luddy,Bud Richman,2023-01-18 10:47:18.859313409,There was an issue,2 - High,Hardware,16364,30,HR
Services,Closed,2023-09-17 17:36:33.312203552,2023-07-27 04:40:00,Beth Anglin,INC0000000487,system,Asia,Beth Anglin,Bud Richman,2023-04-13 00:44:40.599581505,There was an issue,4 - Low,Software,13445,78,Sales
Services,Resolved,2023-11-18 17:10:46.429479768,2023-07-27 08:18:00,Luke Wilson,INC0000000153,admin,Africa,Charlie Whitherspoon,Bud Richman,2023-11-29 19:40:37.040547419,There was an issue,3 - Moderate,Database,12108,9,Development
Assets,Processed,2023-04-13 00:44:40.599581505,2023-07-27 19:21:00,Fred Luddy,INC0000000239,admin,South America,Howard Johnson,Bud Richman,2023-02-07 09:37:36.868992308,There was an issue,3 - Moderate,Hardware,36251,72,Development
Miscellaneous,Processed,2023-11-07 04:08:46.640926620,2023-07-28 19:29:00,Luke Wilson,INC0000000010,employee,Asia,Charlie Whitherspoon,ITIL User,2023-06-07 16:18:08.061177566,There was an issue,1 - Critical,Database,32570,45,Customer Support
Miscellaneous,Closed,2023-07-13 16:19:33.649785697,2023-07-29 10:15:00,Beth Anglin,INC0000000139,system,North America,Charlie Whitherspoon,Bud Richman,2023-08-30 13:49:54.648995923,There was an issue,2 - High,Database,48954,14,HR
Miscellaneous,Closed,2023-06-11 20:25:35.094482408,2023-07-29 11:39:00,Beth Anglin,INC0000000355,employee,South America,Charlie Whitherspoon,David Loo,2023-05-22 23:24:00.000000000,There was an issue,4 - Low,Inquiry / Help,36854,95,Finance
Miscellaneous,Processed,2023-07-25 09:09:00.000000000,2023-07-30 09:49:00,Beth Anglin,INC0000000181,system,North America,Beth Anglin,Bud Richman,2023-08-24 00:59:37.177124394,There was an issue,2 - High,Network,49699,28,HR
Services,Closed,2023-11-20 13:58:24.005162219,2023-07-30 09:52:00,Howard Johnson,INC0000000439,employee,Europe,Charlie Whitherspoon,ITIL User,2023-01-23 16:07:55.271807823,There was an issue,2 - High,Inquiry / Help,43567,75,Development
Travel,Processed,2023-01-19 02:40:53.945578841,2023-07-30 17:08:00,Luke Wilson,INC0000000109,system,North America,Howard Johnson,David Loo,2023-01-12 00:34:00.000000000,There was an issue,4 - Low,Network,52254,32,HR
Travel,Processed,2023-08-03 13:35:26.483807424,2023-08-01 05:44:00,Charlie Whitherspoon,INC0000000177,employee,Europe,Fred Luddy,Bud Richman,2023-08-26 09:29:01.912064757,There was an issue,1 - Critical,Software,75259,47,Product Management
Assets,Closed,2023-11-22 14:54:17.505991208,2023-08-01 11:34:00,Beth Anglin,INC0000000334,employee,Africa,Beth Anglin,David Loo,2023-09-13 23:47:44.874072603,There was an issue,1 - Critical,Software,15014,95,Sales
Services,Resolved,2023-09-27 06:11:00.000000000,2023-08-01 13:22:00,Howard Johnson,INC0000000179,system,Europe,Luke Wilson,ITIL User,2023-03-14 06:30:47.245274154,There was an issue,2 - High,Inquiry / Help,45087,35,Development
Travel,Processed,2023-08-02 05:44:00.000000000,2023-08-02 07:41:00,Luke Wilson,INC0000000335,employee,Africa,Fred Luddy,ITIL User,2023-01-14 09:42:31.239968317,There was an issue,4 - Low,Network,31215,78,Customer Support
Assets,Resolved,2023-09-03 02:19:00.000000000,2023-08-02 14:46:00,Charlie Whitherspoon,INC0000000013,employee,Africa,Fred Luddy,Bud Richman,2023-11-20 13:58:24.005162219,There was an issue,2 - High,Network,19915,0,IT
Assets,Resolved,2023-03-21 01:02:44.587646914,2023-08-03 08:39:00,Luke Wilson,INC0000000440,employee,Asia,Charlie Whitherspoon,Don Goodliffe,2024-01-23 07:05:32.181816124,There was an issue,3 - Moderate,Inquiry / Help,13600,82,Sales
Travel,Processed,2023-07-20 09:47:52.908236069,2023-08-03 16:41:00,Beth Anglin,INC0000000108,system,Europe,Howard Johnson,Bud Richman,2023-06-17 06:06:14.854314828,There was an issue,4 - Low,Database,36003,32,Development
Travel,Resolved,2023-09-16 11:23:21.172473709,2023-08-03 18:56:00,Luke Wilson,INC0000000006,system,North America,Fred Luddy,David Loo,2023-11-24 19:39:37.248766516,There was an issue,1 - Critical,Software,54332,48,HR
Assets,Closed,2023-07-11 23:34:29.390060680,2023-08-05 07:39:00,Beth Anglin,INC0000000070,admin,Europe,Charlie Whitherspoon,Bud Richman,2023-06-03 13:13:53.896117331,There was an issue,4 - Low,Inquiry / Help,49012,72,Development
Services,Processed,2023-08-11 16:02:37.684405305,2023-08-06 09:44:00,Howard Johnson,INC0000000031,admin,South America,Howard Johnson,Don Goodliffe,2023-11-25 13:45:38.979607981,There was an issue,4 - Low,Inquiry / Help,26909,0,IT
Assets,Resolved,2023-08-24 03:28:09.603360173,2023-08-07 02:37:00,Howard Johnson,INC0000000454,system,Africa,Fred Luddy,David Loo,2024-02-09 04:30:29.586553971,There was an issue,4 - Low,Database,13362,37,HR
Miscellaneous,Closed,2023-11-25 18:11:25.410173561,2023-08-08 09:29:00,Fred Luddy,INC0000000420,employee,Asia,Fred Luddy,Don Goodliffe,2023-02-08 15:38:00.000000000,There was an issue,3 - Moderate,Hardware,16138,10,Development
Miscellaneous,Closed,2023-06-13 22:57:17.038108358,2023-08-09 04:10:00,Charlie Whitherspoon,INC0000000223,employee,Asia,Luke Wilson,Don Goodliffe,2023-09-15 15:54:00.000000000,There was an issue,2 - High,Database,23704,57,Product Management
Miscellaneous,Resolved,2023-11-23 05:26:06.568026419,2023-08-09 04:13:00,Howard Johnson,INC0000000431,employee,Europe,Charlie Whitherspoon,David Loo,2023-08-26 15:36:56.981753690,There was an issue,4 - Low,Hardware,47662,89,Finance
Services,Processed,2023-04-13 19:24:58.346273013,2023-08-09 17:08:00,Beth Anglin,INC0000000126,employee,Europe,Luke Wilson,David Loo,2023-09-22 07:03:43.180128742,There was an issue,1 - Critical,Hardware,46016,85,Sales
Travel,Resolved,2023-06-06 08:20:00.000000000,2023-08-10 08:09:00,Luke Wilson,INC0000000314,employee,North America,Charlie Whitherspoon,ITIL User,2023-01-19 02:40:53.945578841,There was an issue,2 - High,Software,63580,99,Finance
Assets,Closed,2023-01-21 03:18:58.590910419,2023-08-11 04:15:00,Beth Anglin,INC0000000243,employee,South America,Fred Luddy,Don Goodliffe,2023-11-29 21:52:24.416389196,There was an issue,3 - Moderate,Inquiry / Help,26503,22,HR
Miscellaneous,Processed,2023-04-08 07:50:02.291054808,2023-08-11 09:04:00,Charlie Whitherspoon,INC0000000390,system,South America,Howard Johnson,David Loo,2023-12-15 13:12:56.653826436,There was an issue,3 - Moderate,Network,54886,1,Customer Support
Miscellaneous,Closed,2023-06-25 12:04:04.032337887,2023-08-12 03:28:00,Beth Anglin,INC0000000099,system,South America,Fred Luddy,ITIL User,2023-10-07 04:57:07.243553547,There was an issue,3 - Moderate,Inquiry / Help,27894,54,Development
Miscellaneous,Resolved,2023-10-16 11:37:53.443608066,2023-08-12 15:36:00,Charlie Whitherspoon,INC0000000336,employee,Asia,Luke Wilson,Bud Richman,2023-06-06 12:59:19.008350345,There was an issue,1 - Critical,Network,26926,86,Sales
Travel,Closed,2023-10-11 14:36:28.517445744,2023-08-13 08:04:00,Howard Johnson,INC0000000093,employee,South America,Luke Wilson,Don Goodliffe,2024-01-19 09:54:00.000000000,There was an issue,3 - Moderate,Software,53175,86,Product Management
Miscellaneous,Processed,2023-03-17 12:37:48.453885624,2023-08-14 09:58:00,Luke Wilson,INC0000000272,employee,Europe,Beth Anglin,Bud Richman,2023-09-05 02:07:43.113682721,There was an issue,2 - High,Network,71362,5,Customer Support
Travel,Resolved,2023-01-22 04:15:55.294347270,2023-08-15 20:03:00,Charlie Whitherspoon,INC0000000228,employee,South America,Charlie Whitherspoon,Bud Richman,2024-01-03 16:58:25.664592126,There was an issue,3 - Moderate,Inquiry / Help,33448,98,Sales
Services,Closed,2023-05-18 20:30:00.000000000,2023-08-16 19:14:00,Fred Luddy,INC0000000432,admin,Asia,Howard Johnson,ITIL User,2024-01-26 14:08:14.089327678,There was an issue,3 - Moderate,Database,18431,60,Development
Services,Closed,2023-05-19 09:53:34.982040620,2023-08-17 11:38:00,Howard Johnson,INC0000000030,admin,Asia,Beth Anglin,ITIL User,2023-02-19 05:46:55.363664679,There was an issue,1 - Critical,Network,14431,0,Finance
Miscellaneous,Resolved,2023-05-15 10:38:15.815796741,2023-08-18 10:57:00,Beth Anglin,INC0000000359,employee,Asia,Luke Wilson,Don Goodliffe,2023-10-27 01:49:16.402277796,There was an issue,2 - High,Database,11566,0,IT
Miscellaneous,Processed,2023-09-18 08:09:07.717459166,2023-08-19 12:57:00,Howard Johnson,INC0000000374,admin,Africa,Luke Wilson,ITIL User,2023-11-18 17:10:46.429479768,There was an issue,1 - Critical,Hardware,21519,22,Finance
Services,Processed,2023-12-11 12:52:00.000000000,2023-08-20 08:09:00,Luke Wilson,INC0000000277,system,Europe,Beth Anglin,David Loo,2023-04-29 07:22:13.691497066,There was an issue,3 - Moderate,Software,57963,7,Sales
Travel,Closed,2024-02-01 12:40:26.195788814,2023-08-20 08:38:00,Howard Johnson,INC0000000229,admin,North America,Beth Anglin,ITIL User,2023-01-22 04:15:55.294347270,There was an issue,4 - Low,Hardware,57088,95,HR
Services,Closed,2023-06-20 19:52:27.802682144,2023-08-20 18:16:00,Charlie Whitherspoon,INC0000000308,employee,Africa,Luke Wilson,Bud Richman,2024-01-19 07:24:42.210493722,There was an issue,4 - Low,Database,17075,26,Finance
Miscellaneous,Processed,2023-08-08 20:25:25.735379947,2023-08-21 07:17:00,Charlie Whitherspoon,INC0000000345,admin,North America,Charlie Whitherspoon,Bud Richman,2023-08-27 03:03:00.000000000,There was an issue,4 - Low,Software,98732,89,Product Management
Miscellaneous,Closed,2023-03-16 11:23:45.848878332,2023-08-21 07:38:00,Howard Johnson,INC0000000017,employee,Asia,Howard Johnson,Bud Richman,2023-12-07 19:08:00.907490315,There was an issue,1 - Critical,Network,19719,53,Finance
Travel,Resolved,2023-08-20 02:50:00.481014067,2023-08-21 19:11:00,Fred Luddy,INC0000000092,admin,North America,Howard Johnson,ITIL User,2023-01-28 01:28:09.743197803,There was an issue,3 - Moderate,Software,97331,77,Product Management
Miscellaneous,Resolved,2023-11-02 21:31:23.289304071,2023-08-22 03:19:00,Howard Johnson,INC0000000458,admin,Europe,Luke Wilson,Don Goodliffe,2023-10-19 02:19:42.091067289,There was an issue,3 - Moderate,Software,38246,84,Development
Travel,Processed,2023-10-31 10:15:16.995034613,2023-08-24 07:22:00,Beth Anglin,INC0000000244,admin,South America,Charlie Whitherspoon,ITIL User,2024-01-24 00:12:58.375121721,There was an issue,1 - Critical,Inquiry / Help,53782,92,Customer Support
Travel,Resolved,2023-08-24 00:59:37.177124394,2023-08-25 12:10:00,Luke Wilson,INC0000000074,system,South America,Fred Luddy,David Loo,2023-09-15 01:07:41.823641770,There was an issue,2 - High,Software,32096,0,IT
Services,Processed,2023-04-26 13:43:55.256743773,2023-08-25 22:41:00,Beth Anglin,INC0000000072,system,Africa,Fred Luddy,Bud Richman,2023-04-15 04:23:54.073331834,There was an issue,4 - Low,Network,35891,49,Customer Support
Assets,Closed,2023-07-27 12:30:15.368139102,2023-08-26 03:03:00,Fred Luddy,INC0000000456,employee,Asia,Howard Johnson,ITIL User,2023-03-08 05:56:31.551604697,There was an issue,1 - Critical,Database,12527,30,Sales
Travel,Closed,2023-06-22 02:33:39.410009617,2023-08-27 21:14:00,Beth Anglin,INC0000000283,admin,South America,Charlie Whitherspoon,Don Goodliffe,2023-12-09 12:22:44.658032345,There was an issue,3 - Moderate,Inquiry / Help,29064,61,Development
Services,Processed,2023-05-04 21:57:00.000000000,2023-08-28 16:06:00,Howard Johnson,INC0000000478,admin,Europe,Luke Wilson,Don Goodliffe,2023-11-09 01:36:23.094504250,There was an issue,1 - Critical,Network,78380,92,Customer Support
Services,Resolved,2023-10-01 17:15:12.850603255,2023-08-30 15:44:00,Luke Wilson,INC0000000227,admin,Africa,Howard Johnson,David Loo,2023-08-26 16:09:36.942939516,There was an issue,4 - Low,Network,16762,1,Development
Assets,Closed,2023-09-23 18:17:16.716938240,2023-08-31 14:06:00,Fred Luddy,INC0000000316,admin,Africa,Fred Luddy,ITIL User,2023-01-13 03:44:31.383066130,There was an issue,3 - Moderate,Software,36907,31,Product Management
Travel,Resolved,2023-11-27 06:06:19.635851412,2023-09-02 01:15:00,Howard Johnson,INC0000000499,admin,South America,Luke Wilson,David Loo,2023-04-24 09:36:05.775625483,There was an issue,3 - Moderate,Database,27191,0,IT
Travel,Processed,2023-08-17 17:26:24.730681330,2023-09-02 02:19:00,Charlie Whitherspoon,INC0000000380,admin,South America,Charlie Whitherspoon,Don Goodliffe,2023-06-05 15:09:00.000000000,There was an issue,2 - High,Hardware,55017,32,Customer Support
Miscellaneous,Processed,2023-01-05 17:54:36.886511927,2023-09-02 03:20:00,Howard Johnson,INC0000000081,system,South America,Fred Luddy,Bud Richman,2024-01-08 21:09:04.022142416,There was an issue,2 - High,Hardware,25894,14,Development
Miscellaneous,Processed,2023-08-25 09:49:36.214757254,2023-09-03 07:56:00,Charlie Whitherspoon,INC0000000101,admin,North America,Charlie Whitherspoon,ITIL User,2023-11-11 22:19:34.292012026,There was an issue,3 - Moderate,Inquiry / Help,55646,0,IT
Miscellaneous,Processed,2023-02-26 07:36:08.762766728,2023-09-03 12:21:00,Howard Johnson,INC0000000189,system,Europe,Fred Luddy,Don Goodliffe,2023-10-09 09:10:00.000000000,There was an issue,3 - Moderate,Network,60597,20,Customer Support
Miscellaneous,Closed,2023-06-05 15:09:00.000000000,2023-09-03 15:48:00,Howard Johnson,INC0000000173,admin,Asia,Fred Luddy,David Loo,2024-01-16 19:13:13.303553162,There was an issue,2 - High,Network,16003,70,Development
Miscellaneous,Processed,2023-09-13 23:47:44.874072603,2023-09-04 16:00:00,Fred Luddy,INC0000000305,employee,North America,Howard Johnson,Don Goodliffe,2023-07-06 07:29:00.832219981,There was an issue,2 - High,Database,91035,95,Customer Support
Assets,Resolved,2023-06-13 20:13:50.263024628,2023-09-04 18:36:00,Fred Luddy,INC0000000071,system,North America,Fred Luddy,Bud Richman,2023-10-05 14:59:20.783399866,There was an issue,2 - High,Database,46814,48,Development
Travel,Closed,2024-02-01 02:14:30.096751951,2023-09-06 12:24:00,Fred Luddy,INC0000000044,employee,Africa,Beth Anglin,ITIL User,2023-08-21 08:48:34.847604103,There was an issue,4 - Low,Database,17038,85,HR
Assets,Resolved,2023-08-13 15:36:00.000000000,2023-09-07 03:40:00,Fred Luddy,INC0000000154,system,Europe,Howard Johnson,David Loo,2024-02-08 06:58:35.863529275,There was an issue,1 - Critical,Hardware,32395,95,HR
Miscellaneous,Closed,2023-06-29 12:44:20.753397452,2023-09-07 17:44:00,Fred Luddy,INC0000000375,system,Africa,Howard Johnson,Bud Richman,2023-09-28 19:04:36.066288946,There was an issue,1 - Critical,Network,26983,94,Product Management
Services,Processed,2023-08-19 10:57:00.000000000,2023-09-08 07:01:00,Luke Wilson,INC0000000046,system,North America,Howard Johnson,Don Goodliffe,2023-07-25 09:09:00.000000000,There was an issue,2 - High,Software,92957,57,Customer Support
Miscellaneous,Resolved,2023-04-08 15:04:33.153395278,2023-09-08 17:14:00,Howard Johnson,INC0000000340,employee,Africa,Howard Johnson,ITIL User,2024-01-21 17:52:21.410495977,There was an issue,3 - Moderate,Hardware,19667,0,IT
Services,Processed,2023-10-31 00:43:50.133149704,2023-09-11 18:57:00,Beth Anglin,INC0000000180,system,Europe,Beth Anglin,David Loo,2023-01-12 10:23:00.628645777,There was an issue,3 - Moderate,Inquiry / Help,35691,19,Development
Travel,Closed,2023-06-30 06:01:54.007909417,2023-09-12 15:43:00,Howard Johnson,INC0000000486,admin,Africa,Charlie Whitherspoon,Don Goodliffe,2023-01-24 18:39:21.848415555,There was an issue,2 - High,Database,10805,0,IT
Services,Closed,2024-01-24 00:12:58.375121721,2023-09-13 03:14:00,Luke Wilson,INC0000000076,admin,Africa,Howard Johnson,David Loo,2024-01-21 13:40:00.000000000,There was an issue,1 - Critical,Database,35557,69,Product Management
Services,Closed,2023-12-07 19:08:00.907490315,2023-09-13 23:38:00,Howard Johnson,INC0000000279,system,North America,Fred Luddy,David Loo,2023-05-29 16:00:46.480174225,There was an issue,1 - Critical,Inquiry / Help,82709,0,Product Management
Assets,Processed,2023-11-19 08:35:26.721892000,2023-09-14 10:29:00,Luke Wilson,INC0000000021,admin,Europe,Charlie Whitherspoon,Don Goodliffe,2023-11-23 08:35:34.467772083,There was an issue,2 - High,Database,30522,0,IT
Services,Resolved,2023-09-28 19:04:36.066288946,2023-09-14 10:58:00,Beth Anglin,INC0000000346,admin,South America,Luke Wilson,ITIL User,2023-06-22 02:33:39.410009617,There was an issue,1 - Critical,Inquiry / Help,34802,10,HR
Miscellaneous,Resolved,2023-09-22 13:11:16.460337579,2023-09-14 13:00:00,Howard Johnson,INC0000000438,admin,Africa,Fred Luddy,ITIL User,2023-11-04 10:27:01.152081419,There was an issue,4 - Low,Database,15092,0,IT
Services,Processed,2023-01-30 01:44:17.443653956,2023-09-14 15:54:00,Fred Luddy,INC0000000255,system,North America,Fred Luddy,ITIL User,2023-09-11 18:47:05.423433239,There was an issue,1 - Critical,Software,58292,89,Development
Miscellaneous,Processed,2023-08-22 19:11:00.000000000,2023-09-15 05:28:00,Luke Wilson,INC0000000410,employee,North America,Howard Johnson,David Loo,2023-07-20 02:37:10.813279462,There was an issue,1 - Critical,Inquiry / Help,99492,78,Product Management
Services,Resolved,2023-07-31 04:33:45.303280610,2023-09-16 09:18:00,Charlie Whitherspoon,INC0000000148,employee,Asia,Luke Wilson,ITIL User,2023-07-31 00:33:13.437296119,There was an issue,1 - Critical,Inquiry / Help,10501,0,IT
Services,Processed,2023-03-13 09:38:15.903837660,2023-09-16 09:20:00,Luke Wilson,INC0000000085,admin,Asia,Fred Luddy,David Loo,2023-07-20 09:47:52.908236069,There was an issue,4 - Low,Network,39507,65,Customer Support
Miscellaneous,Closed,2023-05-13 14:49:23.379483573,2023-09-18 03:29:00,Beth Anglin,INC0000000430,admin,South America,Luke Wilson,ITIL User,2023-02-05 00:09:42.176650334,There was an issue,2 - High,Inquiry / Help,33643,96,Sales
Travel,Resolved,2023-04-13 02:17:59.600859991,2023-09-19 03:45:00,Luke Wilson,INC0000000444,system,South America,Fred Luddy,ITIL User,2023-12-14 13:02:12.152455924,There was an issue,2 - High,Database,31256,0,IT
Travel,Processed,2023-08-19 05:22:39.220366354,2023-09-19 08:44:00,Howard Johnson,INC0000000191,admin,Africa,Luke Wilson,Bud Richman,2023-08-04 04:46:10.581661057,There was an issue,4 - Low,Database,21277,50,Customer Support
Services,Closed,2023-09-11 18:47:05.423433239,2023-09-20 06:22:00,Luke Wilson,INC0000000436,admin,Europe,Howard Johnson,ITIL User,2023-06-29 12:44:20.753397452,There was an issue,4 - Low,Hardware,40875,84,Finance
Miscellaneous,Closed,2023-05-31 14:07:51.086048950,2023-09-20 20:36:00,Charlie Whitherspoon,INC0000000143,employee,Asia,Charlie Whitherspoon,David Loo,2023-12-17 00:37:06.937192986,There was an issue,1 - Critical,Software,10157,16,Development
Assets,Resolved,2024-01-16 19:13:13.303553162,2023-09-21 05:32:00,Luke Wilson,INC0000000117,employee,Europe,Fred Luddy,ITIL User,2023-09-14 16:03:56.241021820,There was an issue,1 - Critical,Inquiry / Help,46653,23,Sales
Assets,Processed,2023-08-01 00:45:22.754376187,2023-09-21 14:49:00,Charlie Whitherspoon,INC0000000348,admin,North America,Fred Luddy,David Loo,2023-03-02 18:17:24.556975522,There was an issue,1 - Critical,Software,70049,29,Finance
Travel,Processed,2023-09-18 19:43:08.637023310,2023-09-21 21:14:00,Charlie Whitherspoon,INC0000000060,system,South America,Charlie Whitherspoon,ITIL User,2023-11-23 15:56:17.027339265,There was an issue,1 - Critical,Inquiry / Help,50847,61,Customer Support
Assets,Resolved,2023-09-13 01:47:32.680016461,2023-09-21 23:53:00,Fred Luddy,INC0000000246,system,North America,Beth Anglin,Bud Richman,2023-02-18 18:49:23.647006730,There was an issue,2 - High,Software,51657,17,HR
Miscellaneous,Processed,2023-10-10 07:28:02.225169681,2023-09-24 10:56:00,Fred Luddy,INC0000000262,system,Asia,Fred Luddy,Bud Richman,2023-04-13 19:24:58.346273013,There was an issue,4 - Low,Software,27672,48,Product Management
Services,Processed,2023-10-11 11:31:18.203048562,2023-09-24 13:55:00,Beth Anglin,INC0000000463,system,Africa,Howard Johnson,Bud Richman,2023-09-26 02:31:00.000000000,There was an issue,3 - Moderate,Database,26877,75,Product Management
Assets,Processed,2023-07-14 21:15:31.584390518,2023-09-25 02:31:00,Luke Wilson,INC0000000297,admin,Europe,Fred Luddy,David Loo,2023-10-05 10:37:47.028545047,There was an issue,1 - Critical,Network,66783,48,Customer Support
Travel,Processed,2023-04-17 11:40:20.915287122,2023-09-25 19:21:00,Luke Wilson,INC0000000236,admin,South America,Beth Anglin,Bud Richman,2023-08-02 05:44:00.000000000,There was an issue,3 - Moderate,Inquiry / Help,34635,34,HR
Services,Closed,2023-12-01 04:31:00.000000000,2023-09-25 20:40:00,Fred Luddy,INC0000000270,system,Europe,Luke Wilson,Don Goodliffe,2023-03-22 15:24:16.646216503,There was an issue,4 - Low,Inquiry / Help,57556,29,Finance
Travel,Processed,2023-08-24 03:39:08.172397201,2023-09-25 20:56:00,Fred Luddy,INC0000000186,admin,Asia,Beth Anglin,Don Goodliffe,2023-03-11 13:42:59.511508874,There was an issue,3 - Moderate,Software,24909,70,Customer Support
Services,Resolved,2023-09-22 23:55:17.560026848,2023-09-26 00:01:00,Charlie Whitherspoon,INC0000000197,system,Asia,Luke Wilson,Don Goodliffe,2023-09-13 01:47:32.680016461,There was an issue,2 - High,Hardware,29772,78,Product Management
Miscellaneous,Resolved,2023-09-13 05:14:51.293532720,2023-09-26 06:11:00,Howard Johnson,INC0000000403,system,Europe,Beth Anglin,Don Goodliffe,2023-09-21 01:28:06.686513687,There was an issue,2 - High,Database,75450,32,Product Management
Miscellaneous,Processed,2023-07-23 16:38:46.547163481,2023-09-27 00:04:00,Beth Anglin,INC0000000208,system,South America,Beth Anglin,Bud Richman,2023-12-26 08:26:25.509637696,There was an issue,2 - High,Inquiry / Help,40899,45,Sales
Assets,Resolved,2023-11-14 12:04:58.180425139,2023-09-27 23:08:00,Charlie Whitherspoon,INC0000000232,system,Europe,Howard Johnson,Don Goodliffe,2023-12-11 12:52:00.000000000,There was an issue,4 - Low,Hardware,64991,13,Product Management
Assets,Resolved,2023-06-05 23:47:52.328722644,2023-09-28 01:57:00,Fred Luddy,INC0000000324,employee,North America,Beth Anglin,ITIL User,2023-07-08 04:48:00.000000000,There was an issue,3 - Moderate,Hardware,66877,48,Finance
Miscellaneous,Resolved,2023-10-18 00:52:00.000000000,2023-09-28 13:16:00,Howard Johnson,INC0000000209,system,Asia,Luke Wilson,Bud Richman,2023-11-22 14:54:17.505991208,There was an issue,1 - Critical,Hardware,17533,82,HR
Assets,Resolved,2023-02-05 14:01:58.932181130,2023-09-29 02:59:00,Luke Wilson,INC0000000052,system,North America,Beth Anglin,David Loo,2023-08-02 05:21:25.991706511,There was an issue,2 - High,Database,52500,90,HR
Travel,Processed,2023-03-18 09:32:55.751173465,2023-09-30 07:14:00,Luke Wilson,INC0000000238,admin,Asia,Fred Luddy,David Loo,2023-06-08 17:00:00.000000000,There was an issue,2 - High,Database,21953,33,Customer Support
Services,Closed,2023-08-07 18:21:44.544015394,2023-09-30 14:37:00,Beth Anglin,INC0000000176,employee,North America,Charlie Whitherspoon,David Loo,2023-07-30 12:07:08.997531852,There was an issue,4 - Low,Software,99342,91,Product Management
Services,Processed,2023-03-18 07:40:00.000000000,2023-10-01 18:20:00,Howard Johnson,INC0000000104,system,Africa,Howard Johnson,David Loo,2023-01-24 10:21:12.713928509,There was an issue,2 - High,Inquiry / Help,12766,26,Development
Assets,Closed,2023-12-17 23:44:55.013288975,2023-10-01 20:05:00,Luke Wilson,INC0000000122,admin,South America,Howard Johnson,David Loo,2023-06-13 22:57:17.038108358,There was an issue,1 - Critical,Network,22681,0,IT
