sys_updated_by,number,closed_by,state,caller_id,category,assigned_to,opened_at,sys_updated_on,closed_at,short_description,assignment_group,priority
employee,INC0000000248,Luke Wilson,Closed,Don Goodliffe,Hardware,Fred Luddy,2023-07-09 01:47:00,2023-07-19 11:19:21.547298383,2023-07-19 11:19:21.547298383,Server hardware failure,Hardware,1 - Critical
system,INC0000000249,Fred Luddy,Resolved,Bud Richman,Hardware,Beth Anglin,2023-07-10 00:59:00,2023-07-31 11:00:20.895302102,2023-07-31 11:00:20.895302102,Printer not functioning properly,Hardware,2 - High
admin,INC0000000250,Charlie Whitherspoon,Resolved,ITIL User,Hardware,Fred Luddy,2023-07-10 17:59:00,2023-07-12 06:52:17.539156066,2023-07-12 06:52:17.539156066,Printer not functioning properly,Hardware,2 - High
admin,INC0000000251,Luke Wilson,Resolved,David Loo,Hardware,Fred Luddy,2023-07-11 03:20:00,2023-07-19 03:11:17.474077542,2023-07-19 03:11:17.474077542,Printer is not functioning properly,Hardware,2 - High
admin,INC0000000252,Howard Johnson,Resolved,Don Goodliffe,Hardware,Charlie Whitherspoon,2023-07-11 03:32:00,2023-07-16 00:05:39.964806394,2023-07-16 00:05:39.964806394,Unable to connect to the projector,Hardware,2 - High
admin,INC0000000253,Beth Anglin,Closed,Bud Richman,Hardware,Charlie Whitherspoon,2023-07-12 03:19:00,2023-07-21 06:52:19.048214488,2023-07-21 06:52:19.048214488,Monitor screen keeps flickering,Hardware,1 - Critical
employee,INC0000000254,Howard Johnson,Resolved,Bud Richman,Hardware,Charlie Whitherspoon,2023-07-12 18:09:00,2023-07-15 00:37:32.813882220,2023-07-15 00:37:32.813882220,Printer malfunctioning,Hardware,2 - High
employee,INC0000000255,Luke Wilson,Resolved,David Loo,Hardware,Fred Luddy,2023-07-13 01:32:00,2023-07-22 03:06:11.693589675,2023-07-22 03:06:11.693589675,Issue with keyboard not responding,Hardware,2 - High
admin,INC0000000256,Howard Johnson,Resolved,Bud Richman,Hardware,Howard Johnson,2023-07-14 08:34:00,2023-07-19 02:32:24.954584733,2023-07-19 02:32:24.954584733,Mouse not working properly,Hardware,2 - High
admin,INC0000000257,Beth Anglin,Closed,David Loo,Hardware,Howard Johnson,2023-07-15 02:29:00,2023-07-22 01:32:30.563394664,2023-07-22 01:32:30.563394664,Printer malfunction in office 4C,Hardware,2 - High
employee,INC0000000258,Luke Wilson,Closed,Don Goodliffe,Hardware,Fred Luddy,2023-07-15 03:05:00,2023-07-16 03:05:00.000000000,2023-07-16 03:05:00.000000000,Unable to connect USB device,Hardware,3 - Moderate
admin,INC0000000259,Beth Anglin,Resolved,Bud Richman,Hardware,Charlie Whitherspoon,2023-07-15 07:35:00,2023-07-23 21:14:49.971173228,2023-07-23 21:14:49.971173228,Defective mouse not responding,Hardware,2 - High
admin,INC0000000260,Charlie Whitherspoon,Resolved,Bud Richman,Hardware,Fred Luddy,2023-07-15 19:13:00,2023-07-18 00:39:17.818712315,2023-07-18 00:39:17.818712315,Printer not working properly,Hardware,2 - High
system,INC0000000261,Charlie Whitherspoon,Closed,Bud Richman,Hardware,Charlie Whitherspoon,2023-07-15 20:41:00,2023-07-25 12:13:03.278368734,2023-07-25 12:13:03.278368734,Printer not responding,Hardware,2 - High
system,INC0000000262,Charlie Whitherspoon,Closed,Bud Richman,Hardware,Luke Wilson,2023-07-16 13:41:00,2023-07-23 07:37:13.723080917,2023-07-23 07:37:13.723080917,Printer not functioning,Hardware,2 - High
admin,INC0000000263,Fred Luddy,Resolved,Bud Richman,Hardware,Beth Anglin,2023-07-17 18:10:00,2023-07-26 21:17:42.760287627,2023-07-26 21:17:42.760287627,External hard drive not recognized,Hardware,2 - High
admin,INC0000000264,Luke Wilson,Resolved,Don Goodliffe,Hardware,Luke Wilson,2023-07-18 04:17:00,2023-07-25 22:40:29.260662402,2023-07-25 22:40:29.260662402,Issue with keyboard backlight,Hardware,2 - High
system,INC0000000265,Beth Anglin,Resolved,Don Goodliffe,Hardware,Charlie Whitherspoon,2023-07-19 22:54:00,2023-07-20 22:54:00.000000000,2023-07-20 22:54:00.000000000,PC power supply failure,Hardware,2 - High
admin,INC0000000266,Howard Johnson,Resolved,ITIL User,Hardware,Luke Wilson,2023-07-21 02:31:00,2023-07-23 12:42:36.970003125,2023-07-23 12:42:36.970003125,"Printer malfunction, unable to print documents.",Hardware,2 - High
admin,INC0000000267,Howard Johnson,Resolved,David Loo,Hardware,Fred Luddy,2023-07-21 08:24:00,2023-08-02 02:27:38.768423388,2023-08-02 02:27:38.768423388,Printer is not functioning properly,Hardware,2 - High
employee,INC0000000268,Fred Luddy,Closed,Don Goodliffe,Hardware,Fred Luddy,2023-07-21 12:44:00,2023-07-30 21:42:32.645181756,2023-07-30 21:42:32.645181756,The company printer is malfunctioning,Hardware,2 - High
employee,INC0000000269,Charlie Whitherspoon,Closed,Bud Richman,Hardware,Fred Luddy,2023-07-21 18:12:00,2023-07-28 14:21:42.050338560,2023-07-28 14:21:42.050338560,Mouse not working properly,Hardware,3 - Moderate
employee,INC0000000270,Howard Johnson,Closed,ITIL User,Hardware,Charlie Whitherspoon,2023-07-22 20:08:00,2023-07-31 00:06:32.066742955,2023-07-31 00:06:32.066742955,Printer is not working properly,Hardware,2 - High
employee,INC0000000271,Charlie Whitherspoon,Closed,Bud Richman,Network,Howard Johnson,2023-07-23 06:36:00,2023-07-24 06:36:00.000000000,2023-07-24 06:36:00.000000000,Internet connection is unstable,Network,3 - Moderate
system,INC0000000272,Luke Wilson,Resolved,Don Goodliffe,Hardware,Charlie Whitherspoon,2023-07-23 09:29:00,2023-08-01 05:32:21.911763690,2023-08-01 05:32:21.911763690,Printer malfunction in Room 101,Hardware,2 - High
employee,INC0000000273,Luke Wilson,Resolved,David Loo,Hardware,Beth Anglin,2023-07-23 13:41:00,2023-07-24 13:41:00.000000000,2023-07-24 13:41:00.000000000,Keyboard malfunctioning on office desktop,Hardware,3 - Moderate
employee,INC0000000274,Charlie Whitherspoon,Closed,Don Goodliffe,Software,Charlie Whitherspoon,2023-07-24 04:47:00,2023-07-29 00:38:53.354572070,2023-07-29 00:38:53.354572070,Unable to install new software update,Software,2 - High
system,INC0000000275,Fred Luddy,Closed,Don Goodliffe,Hardware,Luke Wilson,2023-07-24 07:32:00,2023-07-31 15:10:32.134125094,2023-07-31 15:10:32.134125094,Faulty keyboard on office workstation,Hardware,2 - High
employee,INC0000000276,Howard Johnson,Resolved,Bud Richman,Hardware,Beth Anglin,2023-07-24 11:00:00,2023-07-28 23:42:23.982995255,2023-07-28 23:42:23.982995255,Printer not functioning properly,Hardware,2 - High
admin,INC0000000277,Beth Anglin,Resolved,David Loo,Hardware,Beth Anglin,2023-07-25 20:11:00,2023-08-01 22:30:03.993534152,2023-08-01 22:30:03.993534152,Printer not responding,Hardware,2 - High
system,INC0000000278,Luke Wilson,Closed,Bud Richman,Database,Beth Anglin,2023-07-25 20:28:00,2023-08-01 17:42:52.668963280,2023-08-01 17:42:52.668963280,Running out of disk space on the server,Database,2 - High
employee,INC0000000279,Charlie Whitherspoon,Resolved,ITIL User,Hardware,Luke Wilson,2023-07-27 11:42:00,2023-08-11 03:31:51.445727290,2023-08-11 03:31:51.445727290,Printer not responding,Hardware,2 - High
employee,INC0000000280,Luke Wilson,Resolved,Bud Richman,Hardware,Beth Anglin,2023-07-28 14:49:00,2023-08-07 21:59:08.840324076,2023-08-07 21:59:08.840324076,Printer not functioning properly,Hardware,2 - High
employee,INC0000000281,Luke Wilson,Resolved,David Loo,Hardware,Fred Luddy,2023-07-30 06:16:00,2023-08-06 20:48:12.057832235,2023-08-06 20:48:12.057832235,Keyboard malfunctioning,Hardware,2 - High
admin,INC0000000282,Luke Wilson,Closed,Don Goodliffe,Hardware,Howard Johnson,2023-07-31 04:15:00,2023-08-16 09:38:05.630064650,2023-08-16 09:38:05.630064650,Monitor malfunctioning,Hardware,2 - High
employee,INC0000000283,Beth Anglin,Resolved,Bud Richman,Hardware,Luke Wilson,2023-08-01 01:31:00,2023-08-02 01:31:00.000000000,2023-08-02 01:31:00.000000000,Printer not working properly,Hardware,2 - High
system,INC0000000284,Beth Anglin,Closed,Bud Richman,Hardware,Howard Johnson,2023-08-01 05:06:00,2023-08-10 20:38:44.609976297,2023-08-10 20:38:44.609976297,Office printer is malfunctioning,Hardware,2 - High
employee,INC0000000285,Fred Luddy,Resolved,Don Goodliffe,Hardware,Howard Johnson,2023-08-01 13:50:00,2023-08-11 07:01:14.570292707,2023-08-11 07:01:14.570292707,Printer is not responding,Hardware,2 - High
employee,INC0000000286,Beth Anglin,Resolved,Bud Richman,Hardware,Fred Luddy,2023-08-02 16:38:00,2023-08-16 07:43:36.569616966,2023-08-16 07:43:36.569616966,Printer is not working properly,Hardware,2 - High
employee,INC0000000287,Luke Wilson,Resolved,Don Goodliffe,Hardware,Fred Luddy,2023-08-03 01:26:00,2023-08-04 01:26:00.000000000,2023-08-04 01:26:00.000000000,Printer malfunctioning,Hardware,2 - High
employee,INC0000000288,Beth Anglin,Resolved,Don Goodliffe,Hardware,Fred Luddy,2023-08-04 09:41:00,2023-08-15 06:31:01.902725998,2023-08-15 06:31:01.902725998,Printer malfunction in department B,Hardware,2 - High
system,INC0000000289,Luke Wilson,Closed,Don Goodliffe,Hardware,Luke Wilson,2023-08-04 14:54:00,2023-08-08 04:26:27.289165048,2023-08-08 04:26:27.289165048,Printer not functioning properly,Hardware,2 - High
system,INC0000000290,Beth Anglin,Closed,ITIL User,Hardware,Fred Luddy,2023-08-05 03:48:00,2023-08-12 03:58:25.388332038,2023-08-12 03:58:25.388332038,Printer on second floor not working,Hardware,2 - High
employee,INC0000000291,Fred Luddy,Closed,Bud Richman,Hardware,Beth Anglin,2023-08-07 03:31:00,2023-08-12 03:54:42.224655709,2023-08-12 03:54:42.224655709,Keyboard malfunctioning,Hardware,3 - Moderate
admin,INC0000000292,Beth Anglin,Closed,Bud Richman,Software,Howard Johnson,2023-08-07 04:48:00,2023-08-08 22:30:36.842461279,2023-08-08 22:30:36.842461279,Software update failure on workstation,Software,2 - High
admin,INC0000000293,Charlie Whitherspoon,Closed,ITIL User,Hardware,Howard Johnson,2023-08-09 11:52:00,2023-08-20 15:40:41.734237218,2023-08-20 15:40:41.734237218,Faulty keyboard on office workstation,Hardware,2 - High
system,INC0000000294,Fred Luddy,Closed,Bud Richman,Hardware,Charlie Whitherspoon,2023-08-09 15:09:00,2023-08-17 23:08:39.270561667,2023-08-17 23:08:39.270561667,Graphics card not working,Hardware,2 - High
admin,INC0000000295,Charlie Whitherspoon,Resolved,Bud Richman,Hardware,Charlie Whitherspoon,2023-08-11 22:25:00,2023-08-21 00:16:56.617749091,2023-08-21 00:16:56.617749091,Power supply failure on desktop,Hardware,2 - High
admin,INC0000000296,Charlie Whitherspoon,Closed,Don Goodliffe,Hardware,Luke Wilson,2023-08-12 13:42:00,2023-08-19 11:31:32.188053025,2023-08-19 11:31:32.188053025,Issue with overheating laptop,Hardware,2 - High
admin,INC0000000297,Howard Johnson,Closed,David Loo,Hardware,Charlie Whitherspoon,2023-08-12 18:34:00,2023-08-18 09:04:18.973957715,2023-08-18 09:04:18.973957715,Desktop monitor not turning on,Hardware,2 - High
employee,INC0000000298,Howard Johnson,Resolved,Don Goodliffe,Hardware,Howard Johnson,2023-08-13 04:12:00,2023-08-18 11:38:00.248006104,2023-08-18 11:38:00.248006104,Desktop computer not powering on,Hardware,2 - High
admin,INC0000000299,Charlie Whitherspoon,Resolved,Don Goodliffe,Hardware,Beth Anglin,2023-08-14 23:51:00,2023-08-28 03:16:23.950552427,2023-08-28 03:16:23.950552427,Desktop monitor not functioning correctly,Hardware,2 - High
admin,INC0000000300,Fred Luddy,Closed,Don Goodliffe,Hardware,Howard Johnson,2023-08-16 03:29:00,2023-08-18 16:04:51.887552674,2023-08-18 16:04:51.887552674,Issues with the keyboard functionality,Hardware,2 - High
system,INC0000000301,Luke Wilson,Closed,David Loo,Hardware,Fred Luddy,2023-08-16 08:49:00,2023-08-20 17:44:47.230258765,2023-08-20 17:44:47.230258765,Monitor not displaying correctly,Hardware,2 - High
system,INC0000000302,Beth Anglin,Closed,Don Goodliffe,Software,Beth Anglin,2023-08-16 13:10:00,2023-08-20 09:36:13.208698886,2023-08-20 09:36:13.208698886,Need assistance on updating system software,Software,3 - Moderate
system,INC0000000303,Fred Luddy,Closed,Bud Richman,Hardware,Fred Luddy,2023-08-17 01:33:00,2023-08-25 07:29:48.741069898,2023-08-25 07:29:48.741069898,Need to replace malfunctioning keyboard,Hardware,2 - High
system,INC0000000304,Luke Wilson,Resolved,David Loo,Hardware,Luke Wilson,2023-08-17 08:12:00,2023-08-29 02:55:54.988809638,2023-08-29 02:55:54.988809638,Printer not working properly,Hardware,2 - High
system,INC0000000305,Howard Johnson,Closed,David Loo,Hardware,Howard Johnson,2023-08-17 20:30:00,2023-08-20 14:39:24.155184925,2023-08-20 14:39:24.155184925,Memory issue reported on workstation,Hardware,2 - High
admin,INC0000000306,Charlie Whitherspoon,Resolved,Don Goodliffe,Software,Fred Luddy,2023-08-18 18:49:00,2023-08-21 05:50:55.720182547,2023-08-21 05:50:55.720182547,Facing issue with Software Installation,Software,2 - High
system,INC0000000307,Howard Johnson,Resolved,Bud Richman,Hardware,Howard Johnson,2023-08-19 07:28:00,2023-08-20 07:28:00.000000000,2023-08-20 07:28:00.000000000,Keyboard malfunction on office desktop,Hardware,2 - High
system,INC0000000308,Beth Anglin,Resolved,David Loo,Hardware,Beth Anglin,2023-08-21 20:44:00,2023-08-29 10:34:38.656976789,2023-08-29 10:34:38.656976789,Keyboard not responding,Hardware,2 - High
admin,INC0000000309,Beth Anglin,Resolved,Bud Richman,Network,Howard Johnson,2023-08-23 01:32:00,2023-09-05 23:17:56.535045141,2023-09-05 23:17:56.535045141,Unable to connect to office VPN,Network,2 - High
employee,INC0000000310,Howard Johnson,Closed,David Loo,Database,Howard Johnson,2023-08-23 09:03:00,2023-09-10 05:46:54.208472083,2023-09-10 05:46:54.208472083,Unable to connect to the central database,Database,1 - Critical
system,INC0000000311,Howard Johnson,Closed,Bud Richman,Hardware,Luke Wilson,2023-08-25 23:51:00,2023-09-09 17:05:00.150355586,2023-09-09 17:05:00.150355586,Printer not working in office 3A,Hardware,3 - Moderate
system,INC0000000312,Beth Anglin,Resolved,Bud Richman,Hardware,Fred Luddy,2023-08-28 07:50:00,2023-08-31 11:38:11.325139841,2023-08-31 11:38:11.325139841,Monitor display issue after power outage,Hardware,3 - Moderate
employee,INC0000000313,Beth Anglin,Closed,ITIL User,Hardware,Beth Anglin,2023-08-29 13:53:00,2023-09-06 21:17:00.223003768,2023-09-06 21:17:00.223003768,Server hardware malfunctioning,Hardware,1 - Critical
employee,INC0000000314,Charlie Whitherspoon,Closed,Bud Richman,Hardware,Fred Luddy,2023-08-29 14:52:00,2023-09-01 09:33:23.463071058,2023-09-01 09:33:23.463071058,Problem with printer not functioning correctly,Hardware,2 - High
admin,INC0000000315,Fred Luddy,Resolved,Don Goodliffe,Hardware,Howard Johnson,2023-08-30 08:08:00,2023-09-03 20:57:08.811247122,2023-09-03 20:57:08.811247122,That USB port is not working correctly,Hardware,3 - Moderate
system,INC0000000316,Charlie Whitherspoon,Closed,ITIL User,Database,Beth Anglin,2023-08-31 03:43:00,2023-09-02 18:31:23.077036226,2023-09-02 18:31:23.077036226,Scheduled database backup failure,Database,2 - High
employee,INC0000000317,Fred Luddy,Resolved,Don Goodliffe,Hardware,Beth Anglin,2023-08-31 09:22:00,2023-09-05 14:56:05.704387890,2023-09-05 14:56:05.704387890,Monitor display issue,Hardware,2 - High
employee,INC0000000318,Beth Anglin,Closed,David Loo,Hardware,Howard Johnson,2023-09-01 00:36:00,2023-09-13 10:27:13.907929355,2023-09-13 10:27:13.907929355,Unable to boot up workstation,Hardware,2 - High
system,INC0000000319,Beth Anglin,Resolved,Bud Richman,Hardware,Fred Luddy,2023-09-02 00:13:00,2023-09-10 18:23:18.423716269,2023-09-10 18:23:18.423716269,Keyboard not functioning properly,Hardware,2 - High
system,INC0000000320,Howard Johnson,Closed,David Loo,Hardware,Howard Johnson,2023-09-02 20:26:00,2023-09-06 23:05:08.814515910,2023-09-06 23:05:08.814515910,Printer malfunctioning in room 202,Hardware,2 - High
admin,INC0000000321,Charlie Whitherspoon,Closed,ITIL User,Hardware,Beth Anglin,2023-09-03 21:07:00,2023-09-07 21:39:57.068726338,2023-09-07 21:39:57.068726338,Problem with the cooling fan in desktop PC,Hardware,2 - High
employee,INC0000000322,Charlie Whitherspoon,Resolved,David Loo,Database,Luke Wilson,2023-09-05 01:44:00,2023-09-09 20:10:14.352054402,2023-09-09 20:10:14.352054402,High latency issue on the production database,Database,2 - High
employee,INC0000000323,Luke Wilson,Closed,David Loo,Hardware,Charlie Whitherspoon,2023-09-05 21:14:00,2023-09-12 21:01:28.574103740,2023-09-12 21:01:28.574103740,Printer malfunctioning in the finance department,Hardware,2 - High
system,INC0000000324,Luke Wilson,Resolved,David Loo,Hardware,Beth Anglin,2023-09-06 14:49:00,2023-09-14 06:38:44.317578994,2023-09-14 06:38:44.317578994,Printer not responding,Hardware,2 - High
employee,INC0000000325,Charlie Whitherspoon,Resolved,ITIL User,Hardware,Beth Anglin,2023-09-07 02:55:00,2023-09-13 23:24:11.093897836,2023-09-13 23:24:11.093897836,Request for keyboard replacement,Hardware,2 - High
admin,INC0000000326,Howard Johnson,Closed,Don Goodliffe,Hardware,Luke Wilson,2023-09-08 08:34:00,2023-09-19 05:48:21.500542866,2023-09-19 05:48:21.500542866,Monitor display issue,Hardware,2 - High
system,INC0000000327,Luke Wilson,Closed,David Loo,Hardware,Howard Johnson,2023-09-08 16:18:00,2023-09-12 04:05:31.217553141,2023-09-12 04:05:31.217553141,Server machine isn't responding,Hardware,1 - Critical
admin,INC0000000328,Beth Anglin,Closed,Don Goodliffe,Database,Howard Johnson,2023-09-09 23:00:00,2023-09-15 08:19:08.049016067,2023-09-15 08:19:08.049016067,Unable to connect to the database,Database,2 - High
admin,INC0000000329,Luke Wilson,Closed,ITIL User,Hardware,Luke Wilson,2023-09-10 04:02:00,2023-10-01 02:16:37.975720891,2023-10-01 02:16:37.975720891,Keyboard malfunction on office desktop,Hardware,3 - Moderate
admin,INC0000000330,Charlie Whitherspoon,Closed,ITIL User,Hardware,Beth Anglin,2023-09-10 18:26:00,2023-09-28 01:51:00.606916745,2023-09-28 01:51:00.606916745,Need to replace faulty keyboard,Hardware,2 - High
admin,INC0000000331,Howard Johnson,Closed,Don Goodliffe,Hardware,Charlie Whitherspoon,2023-09-11 10:37:00,2023-09-24 22:23:26.783279224,2023-09-24 22:23:26.783279224,Keyboard is not responding,Hardware,2 - High
system,INC0000000332,Fred Luddy,Resolved,ITIL User,Hardware,Luke Wilson,2023-09-13 23:40:00,2023-09-18 16:18:38.602172526,2023-09-18 16:18:38.602172526,Laptop overheating issue,Hardware,2 - High
system,INC0000000333,Beth Anglin,Closed,Bud Richman,Hardware,Charlie Whitherspoon,2023-09-15 11:14:00,2023-09-24 05:01:23.928485435,2023-09-24 05:01:23.928485435,Printer not responding,Hardware,2 - High
admin,INC0000000334,Luke Wilson,Resolved,ITIL User,Inquiry / Help,Fred Luddy,2023-09-17 16:12:00,2023-09-18 16:12:00.000000000,2023-09-18 16:12:00.000000000,Need help with software installation,Service Desk,4 - Low
employee,INC0000000335,Fred Luddy,Resolved,Bud Richman,Network,Howard Johnson,2023-09-18 02:28:00,2023-09-20 13:35:40.369878244,2023-09-20 13:35:40.369878244,Unable to access corporate network on personal laptop,Network,2 - High
system,INC0000000336,Luke Wilson,Closed,ITIL User,Database,Howard Johnson,2023-09-18 08:43:00,2023-09-26 12:23:21.315973334,2023-09-26 12:23:21.315973334,Unable to Connect to the Database,Database,2 - High
system,INC0000000337,Fred Luddy,Closed,ITIL User,Hardware,Luke Wilson,2023-09-19 01:07:00,2023-09-28 04:07:41.395613812,2023-09-28 04:07:41.395613812,Printer malfunctioning on floor 3,Hardware,2 - High
admin,INC0000000338,Beth Anglin,Resolved,David Loo,Inquiry / Help,Fred Luddy,2023-09-19 01:22:00,2023-10-04 14:01:01.055523685,2023-10-04 14:01:01.055523685,Need assistance with software installation,Service Desk,3 - Moderate
employee,INC0000000339,Beth Anglin,Resolved,Bud Richman,Hardware,Fred Luddy,2023-09-20 11:35:00,2023-09-28 01:20:08.603435330,2023-09-28 01:20:08.603435330,Printer not working properly,Hardware,2 - High
system,INC0000000340,Beth Anglin,Closed,ITIL User,Hardware,Howard Johnson,2023-09-21 12:01:00,2023-09-22 12:01:00.000000000,2023-09-22 12:01:00.000000000,Printer not responding to commands,Hardware,2 - High
employee,INC0000000341,Howard Johnson,Closed,Bud Richman,Network,Charlie Whitherspoon,2023-09-24 05:38:00,2023-10-06 02:12:19.644641179,2023-10-06 02:12:19.644641179,Unable to connect to VPN,Network,2 - High
employee,INC0000000342,Luke Wilson,Resolved,David Loo,Hardware,Luke Wilson,2023-09-24 06:00:00,2023-09-27 05:31:20.881330050,2023-09-27 05:31:20.881330050,Keyboard not working on office issued laptop,Hardware,2 - High
admin,INC0000000343,Beth Anglin,Resolved,ITIL User,Hardware,Luke Wilson,2023-09-24 21:48:00,2023-09-30 05:50:39.548076326,2023-09-30 05:50:39.548076326,Peripheral devices not connecting,Hardware,2 - High
admin,INC0000000344,Luke Wilson,Resolved,David Loo,Hardware,Charlie Whitherspoon,2023-09-25 05:29:00,2023-10-01 01:33:46.595367650,2023-10-01 01:33:46.595367650,Printer is not responding,Hardware,2 - High
employee,INC0000000345,Fred Luddy,Closed,ITIL User,Hardware,Charlie Whitherspoon,2023-09-25 19:36:00,2023-10-01 19:09:00.046206465,2023-10-01 19:09:00.046206465,Issue with overheating laptop,Hardware,2 - High
admin,INC0000000346,Fred Luddy,Resolved,David Loo,Hardware,Luke Wilson,2023-09-25 21:29:00,2023-10-05 11:19:04.162131345,2023-10-05 11:19:04.162131345,Printer not functioning properly,Hardware,2 - High
employee,INC0000000347,Beth Anglin,Closed,Don Goodliffe,Hardware,Luke Wilson,2023-09-25 22:15:00,2023-10-08 03:21:14.200735427,2023-10-08 03:21:14.200735427,Printer malfunctioning and needs repair,Hardware,2 - High
admin,INC0000000348,Howard Johnson,Closed,ITIL User,Software,Luke Wilson,2023-09-25 23:58:00,2023-09-29 10:13:38.565471297,2023-09-29 10:13:38.565471297,Anti-virus software not updating,Software,2 - High
system,INC0000000349,Howard Johnson,Closed,David Loo,Hardware,Howard Johnson,2023-09-26 13:21:00,2023-10-02 19:10:48.601957749,2023-10-02 19:10:48.601957749,Monitor display issue,Hardware,3 - Moderate
system,INC0000000350,Howard Johnson,Resolved,ITIL User,Hardware,Beth Anglin,2023-09-27 01:14:00,2023-09-29 18:46:15.263381124,2023-09-29 18:46:15.263381124,The printer is not working properly,Hardware,2 - High
employee,INC0000000351,Luke Wilson,Closed,Don Goodliffe,Hardware,Charlie Whitherspoon,2023-09-27 06:43:00,2023-10-03 08:20:05.311997326,2023-10-03 08:20:05.311997326,Monitor display issue,Hardware,2 - High
employee,INC0000000352,Luke Wilson,Resolved,Don Goodliffe,Hardware,Fred Luddy,2023-09-28 18:48:00,2023-10-04 03:13:35.179671808,2023-10-04 03:13:35.179671808,Printer not working properly,Hardware,3 - Moderate
employee,INC0000000353,Beth Anglin,Closed,ITIL User,Software,Charlie Whitherspoon,2023-09-29 09:21:00,2023-10-10 04:06:47.794785006,2023-10-10 04:06:47.794785006,Unable to start Adobe Photoshop,Software,2 - High
employee,INC0000000354,Charlie Whitherspoon,Resolved,Bud Richman,Hardware,Charlie Whitherspoon,2023-09-29 19:58:00,2023-10-14 14:59:38.807701655,2023-10-14 14:59:38.807701655,New monitor is not displaying correctly,Hardware,2 - High
system,INC0000000355,Howard Johnson,Resolved,ITIL User,Hardware,Luke Wilson,2023-09-30 04:37:00,2023-10-17 07:16:11.158067772,2023-10-17 07:16:11.158067772,Printer malfunction in office area,Hardware,2 - High
employee,INC0000000356,Fred Luddy,Closed,Bud Richman,Hardware,Charlie Whitherspoon,2023-10-01 14:04:00,2023-10-02 14:04:00.000000000,2023-10-02 14:04:00.000000000,Monitor not turning on,Hardware,2 - High
admin,INC0000000357,Beth Anglin,Resolved,Bud Richman,Database,Charlie Whitherspoon,2023-10-02 09:22:00,2023-10-06 00:25:02.545148190,2023-10-06 00:25:02.545148190,SQL Error in production environment,Database,2 - High
system,INC0000000358,Fred Luddy,Closed,Don Goodliffe,Hardware,Beth Anglin,2023-10-03 01:44:00,2023-10-09 00:32:14.184263264,2023-10-09 00:32:14.184263264,Printer malfunctioning in department 204,Hardware,3 - Moderate
system,INC0000000359,Beth Anglin,Closed,David Loo,Hardware,Howard Johnson,2023-10-03 03:20:00,2023-10-14 22:30:38.043170038,2023-10-14 22:30:38.043170038,Printer is not connecting to computer,Hardware,3 - Moderate
employee,INC0000000360,Fred Luddy,Closed,Don Goodliffe,Hardware,Beth Anglin,2023-10-04 07:49:00,2023-10-13 18:44:08.763887883,2023-10-13 18:44:08.763887883,Keyboard not responding correctly,Hardware,2 - High
system,INC0000000361,Charlie Whitherspoon,Closed,Don Goodliffe,Hardware,Charlie Whitherspoon,2023-10-04 23:16:00,2023-10-15 10:17:45.834732863,2023-10-15 10:17:45.834732863,Monitor not turning on,Hardware,2 - High
admin,INC0000000362,Beth Anglin,Closed,Bud Richman,Hardware,Beth Anglin,2023-10-05 22:44:00,2023-10-08 05:10:06.375783580,2023-10-08 05:10:06.375783580,The printer is malfunctioning,Hardware,2 - High
system,INC0000000363,Charlie Whitherspoon,Closed,ITIL User,Hardware,Luke Wilson,2023-10-06 12:24:00,2023-10-12 21:32:06.860158226,2023-10-12 21:32:06.860158226,Printer not working properly,Hardware,2 - High
admin,INC0000000364,Luke Wilson,Closed,Don Goodliffe,Hardware,Fred Luddy,2023-10-08 03:43:00,2023-10-21 06:30:28.192473064,2023-10-21 06:30:28.192473064,The office printer is not working,Hardware,2 - High
admin,INC0000000365,Beth Anglin,Resolved,David Loo,Hardware,Charlie Whitherspoon,2023-10-08 13:34:00,2023-10-10 13:29:07.931076589,2023-10-10 13:29:07.931076589,Monitor display issue,Hardware,2 - High
system,INC0000000366,Luke Wilson,Resolved,ITIL User,Hardware,Howard Johnson,2023-10-09 07:11:00,2023-10-27 09:42:38.942218064,2023-10-27 09:42:38.942218064,Hard drive failure on work station,Hardware,2 - High
admin,INC0000000367,Charlie Whitherspoon,Closed,Bud Richman,Hardware,Howard Johnson,2023-10-10 11:41:00,2023-10-14 07:22:22.698724091,2023-10-14 07:22:22.698724091,Printer not responding,Hardware,2 - High
employee,INC0000000368,Beth Anglin,Closed,Don Goodliffe,Inquiry / Help,Luke Wilson,2023-10-11 16:43:00,2023-10-21 04:29:41.728675072,2023-10-21 04:29:41.728675072,Need assistance with software installation,Service Desk,3 - Moderate
admin,INC0000000369,Charlie Whitherspoon,Closed,David Loo,Hardware,Beth Anglin,2023-10-12 03:41:00,2023-10-23 17:23:25.008334713,2023-10-23 17:23:25.008334713,Printer not working properly,Hardware,2 - High
admin,INC0000000370,Charlie Whitherspoon,Closed,ITIL User,Hardware,Beth Anglin,2023-10-12 03:56:00,2023-10-22 16:59:24.234969164,2023-10-22 16:59:24.234969164,Printer malfunctioning in office 3A,Hardware,2 - High
admin,INC0000000371,Luke Wilson,Resolved,ITIL User,Hardware,Fred Luddy,2023-10-12 23:30:00,2023-10-17 05:59:31.471092029,2023-10-17 05:59:31.471092029,Monitor screen has stopped working,Hardware,2 - High
