cost,warranty_expiration,model_category,serial_number,sys_updated_on,department,asset_tag,purchased_on,assigned_to,display_name,ci
8000,2025-01-20 21:54:00,Web Server,,2024-03-17 21:54:00,Sales,P1000286,2024-01-20 21:54:00,Kurtis Mcbay,Dell PowerEdge R740 Web Server,PowerEdge R740
1575,2026-01-13 21:11:00,Printer,AKA-06823605,2024-03-04 21:11:00,Customer Support,P1000287,2024-01-13 21:11:00,Marta Horner,HP LaserJet Pro M477fdw Printer,LaserJet Pro M477fdw
3578,2024-06-11 20:25:00,Computer,DPE-86455765,2023-08-19 20:25:00,Sales,P1000288,2023-08-02 20:25:00,Florine Willardson,Dell Precision 3551,Precision 3551
1880,2026-01-25 23:10:00,Computer,SBV-16446829,2024-04-21 23:10:00,Customer Support,P1000289,2024-04-11 23:10:00,Sal Pindell,Dell OptiPlex 790 Desktop Computer,OptiPlex 790
447,2024-11-08 23:01:00,Computer Peripheral,,2023-12-25 23:01:00,Customer Support,P1000290,2023-11-08 23:01:00,Merle Wyrosdick,Dell Wireless Mouse WM126,WM126
1743,2026-08-17 18:35:00,Printer,UGD-03793357,2023-08-30 18:35:00,Customer Support,P1000291,2023-08-17 18:35:00,Prince Kauk,HP OfficeJet 4650 Printer,OfficeJet 4650
4935,2024-04-01 20:45:00,Computer,AWE-85559923,2024-02-23 20:45:00,Sales,P1000292,2024-01-02 20:45:00,Bradly Hasselvander,Dell Latitude 5410 Computer,Latitude 5410
379,2026-03-15 02:58:00,Storage Device,,2024-04-18 02:58:00,IT,P1000293,2024-03-15 02:58:00,Sam Sorokin,Samsung SSD 860 EVO 1TB,SSD 860 EVO 1TB
995,2026-01-06 07:22:00,Printer,VSC-68688598,2024-02-06 07:22:00,Sales,P1000294,2024-01-06 07:22:00,John Retak,HP LaserJet P4015,LaserJet P4015
227,2025-07-26 16:40:00,Computer Peripheral,,2023-09-08 16:40:00,Customer Support,P1000295,2023-07-26 16:40:00,Shelley Groden,Dell Alienware Gaming Keyboard,Alienware Gaming Keyboard
11489,2026-06-22 09:35:00,Server,FWW-30597665,2023-08-02 09:35:00,Sales,P1000296,2023-06-22 09:35:00,Edgardo Prudente,Dell PowerEdge R740 Server,PowerEdge R740
1920,2024-06-17 02:01:00,Printer,XCN-00645273,2023-07-02 02:01:00,Sales,P1000297,2023-06-17 02:01:00,Elmo Gabouer,HP LaserJet Pro M404n Printer,LaserJet Pro M404n
184,2026-12-04 03:23:00,Storage Device,,2023-12-10 03:23:00,Customer Support,P1000298,2023-12-04 03:23:00,Mara Rineheart,Seagate Barracuda 2TB Hard Drive,Barracuda 2TB
9952,2025-11-23 10:03:00,Server,UXL-30929932,2024-01-11 10:03:00,IT,P1000299,2023-11-23 10:03:00,Barton Friesner,Dell PowerEdge R740 Server,PowerEdge R740
400,2025-01-01 23:28:00,Rack,,2024-01-27 23:28:00,Sales,P1000300,2024-01-01 23:28:00,Mary Cruse,Dell PowerEdge R940 Rack,PowerEdge R940
956,2025-12-07 06:14:00,Printer,MQC-74188191,2024-02-04 06:14:00,Sales,P1000301,2023-12-07 06:14:00,Haley Rocheford,HP LaserJet 4000 Printer,LaserJet 4000
364,2025-11-29 14:34:00,Computer Peripheral,,2023-12-25 14:34:00,Sales,P1000302,2023-11-29 14:34:00,Luella Pliner,Dell 24 Monitor - P2419H Computer Peripheral,P2419H
11323,2027-02-26 19:54:00,Server,KDN-97333255,2024-04-19 19:54:00,Sales,P1000303,2024-02-26 19:54:00,Berta Karczewski,Dell PowerEdge R7415 Server,PowerEdge R7415
267,2026-06-10 05:58:00,Computer Peripheral,,2023-06-24 05:58:00,Customer Support,P1000304,2023-06-10 05:58:00,Jimmie Barninger,Dell External Monitor 24 Inches,Dell Monitor 24
426,2025-04-20 03:59:00,Printer,RWH-15130122,2023-06-09 03:59:00,Sales,P1000305,2023-04-20 03:59:00,Sheila Holloran,HP LaserJet Pro M281fdw Printer,LaserJet Pro M281fdw
138,2024-10-09 21:58:00,Storage Device,,2023-10-25 21:58:00,Sales,P1000306,2023-10-09 21:58:00,Berta Karczewski,Dell PowerVault MD1200 Storage,PowerVault MD1200
371,2026-10-26 15:16:00,Computer Peripheral,,2023-11-21 15:16:00,Customer Support,P1000307,2023-10-26 15:16:00,Ella Pahnke,Logitech MX Master 3 Advanced Wireless Mouse,MX Master 3
400,2026-11-18 04:52:00,Rack,,2023-12-28 04:52:00,Customer Support,P1000308,2023-11-18 04:52:00,Ella Pahnke,Dell PowerEdge Rack,PowerEdge Rack
3130,2024-12-05 15:27:00,Computer,PSZ-91907036,2023-11-02 15:27:00,Customer Support,P1000309,2023-10-28 15:27:00,Felipe Mahone,Dell OptiPlex 7880 Desktop,Dell OptiPlex 7880
426,2026-07-26 19:27:00,Computer Peripheral,,2023-09-10 19:27:00,Finance,P1000310,2023-07-26 19:27:00,Robin Schartz,Dell External Monitor 24' HD,External Monitor 24' HD
8000,2025-08-14 15:44:00,Web Server,,2023-08-30 15:44:00,Sales,P1000311,2023-08-14 15:44:00,Chuck Farley,Dell PowerEdge R940 Web Server,PowerEdge R940
367,2026-04-26 01:41:00,Storage Device,,2023-06-11 01:41:00,Sales,P1000312,2023-04-26 01:41:00,Petra Clemmens,Dell EMC PowerEdge R440 Storage Device,PowerEdge R440
3197,2024-11-22 09:36:00,Computer,KJN-56635774,2023-11-11 09:36:00,Customer Support,P1000313,2023-10-29 09:36:00,Emilia Oxley,Dell Inspiron Desktop Computer,Inspiron Desktop
211,2025-06-23 15:41:00,Computer Peripheral,,2023-07-03 15:41:00,Sales,P1000314,2023-06-23 15:41:00,Alene Rabeck,Dell Advanced Projector 7760,Advanced Projector 7760
253,2026-01-10 08:25:00,Storage Device,,2024-02-26 08:25:00,Sales,P1000315,2024-01-10 08:25:00,Valeria Lingbeek,Dell PowerVault MD1420 Storage Device,PowerVault MD1420
10583,2025-07-02 15:46:00,Server,SPE-22069502,2023-07-25 15:46:00,Sales,P1000316,2023-07-02 15:46:00,Lane Brantz,Dell PowerEdge Server,PowerEdge
400,2024-10-07 06:33:00,Rack,,2023-12-01 06:33:00,Customer Support,P1000317,2023-10-07 06:33:00,George Tukis,Dell Server Rack 6000,Server Rack 6000
8000,2026-10-22 14:10:00,Web Server,,2023-11-13 14:10:00,IT,P1000318,2023-10-22 14:10:00,Jonathon Waldall,Apache Web Server Model X,Apache Model X
400,2024-10-28 15:37:00,Rack,,2023-11-17 15:37:00,Sales,P1000319,2023-10-28 15:37:00,Pilar Suddeth,Rack Model Dell PowerEdge XR2,Dell PowerEdge XR2
400,2027-03-13 11:19:00,Rack,,2024-03-30 11:19:00,Customer Support,P1000320,2024-03-13 11:19:00,Merle Wyrosdick,Dell Precision Rack 7910,Precision Rack 7910
470,2025-05-29 10:15:00,Computer Peripheral,,2023-06-06 10:15:00,Finance,P1000321,2023-05-29 10:15:00,Jimmy Hrobsky,Dell UltraSharp Computer Peripheral Monitor U2415,UltraSharp U2415
400,2024-05-14 18:20:00,Rack,,2023-06-05 18:20:00,Customer Support,P1000322,2023-05-14 18:20:00,Sean Bonnet,Dell PowerEdge Rack Server,PowerEdge Rack
329,2026-05-05 05:55:00,Computer Peripheral,,2023-06-14 05:55:00,Customer Support,P1000323,2023-05-05 05:55:00,Zackary Mockus,Dell External Hard Drive 1TB,Dell HDD 1TB
400,2026-04-30 16:30:00,Rack,,2023-06-22 16:30:00,Sales,P1000324,2023-04-30 16:30:00,Patty Bernasconi,Dell PowerEdge Rack Server,PowerEdge Rack
8000,2026-10-14 07:00:00,Web Server,,2023-11-28 07:00:00,Sales,P1000325,2023-10-14 07:00:00,Mary Cruse,Dell PowerEdge R740 Web Server,PowerEdge R740
8000,2025-06-24 14:37:00,Web Server,,2023-07-18 14:37:00,HR,P1000326,2023-06-24 14:37:00,Reginald Lunan,Dell PowerEdge R630 Web Server,PowerEdge R630
7994,2025-07-03 05:05:00,Server,ZIV-68977998,2023-08-23 05:05:00,Customer Support,P1000327,2023-07-03 05:05:00,Cherie Fuhri,Dell PowerEdge R740 Server,PowerEdge R740
400,2025-12-02 03:57:00,Rack,,2024-01-20 03:57:00,IT,P1000328,2023-12-02 03:57:00,Deshawn Inafuku,Oracle Rack 1024,Rack 1024
5684,2026-12-20 11:08:00,Server,BRA-86261605,2024-01-09 11:08:00,IT,P1000329,2023-12-20 11:08:00,Deshawn Inafuku,Dell PowerEdge R940 Server,PowerEdge R940
8000,2026-12-04 00:04:00,Web Server,,2023-12-31 00:04:00,Development,P1000330,2023-12-04 00:04:00,Colin Altonen,Dell PowerEdge R740 Web Server,PowerEdge R740
2017,2026-10-01 11:59:00,Printer,PJQ-35963528,2023-11-16 11:59:00,Customer Support,P1000331,2023-10-01 11:59:00,Fannie Steese,HP LaserJet Pro M404n Laser Printer,LaserJet Pro M404n
400,2025-04-28 19:35:00,Rack,,2023-06-02 19:35:00,Customer Support,P1000332,2023-04-28 19:35:00,Jewel Agresta,Dell PowerEdge Rack Server 430,PowerEdge 430
7521,2026-08-04 08:01:00,Server,HYI-42582582,2023-09-10 08:01:00,Sales,P1000333,2023-08-04 08:01:00,Rosalind Krenzke,Dell PowerEdge R440 Server,PowerEdge R440
8000,2025-03-08 16:39:00,Web Server,,2024-04-02 16:39:00,Finance,P1000334,2024-03-08 16:39:00,Jimmy Hrobsky,Apache Web Server 2.4,Apache 2.4
402,2026-07-20 20:48:00,Storage Device,,2023-08-17 20:48:00,Sales,P1000335,2023-07-20 20:48:00,Heath Vanalphen,Samsung SSD 860 EVO,SSD 860 EVO
4038,2024-01-27 23:22:00,Computer,AJF-52601643,2023-06-29 23:22:00,Development,P1000336,2023-06-19 23:22:00,Alva Pennigton,Dell OptiPlex 980,OptiPlex 980
453,2026-02-15 03:41:00,Storage Device,,2024-03-31 03:41:00,Sales,P1000337,2024-02-15 03:41:00,Carolina Kinlaw,Seagate Portable Hard Drive 2TB,Portable Hard Drive 2TB
441,2024-06-01 05:01:00,Computer Peripheral,,2023-07-18 05:01:00,Sales,P1000338,2023-06-01 05:01:00,Sheila Holloran,Dell UltraSharp 27 4K Monitor,UltraSharp 27 4K
400,2025-06-13 04:07:00,Rack,,2023-07-11 04:07:00,Finance,P1000339,2023-06-13 04:07:00,Corinne Cowan,Dell PowerEdge R930 Rack Server,PowerEdge R930
336,2027-02-16 15:17:00,Storage Device,,2024-03-02 15:17:00,IT,P1000340,2024-02-16 15:17:00,Judy Gartenmayer,Samdisk SSD 1TB Storage Device,SSD 1TB
4202,2024-08-09 21:34:00,Computer,OTR-26326286,2024-03-20 21:34:00,HR,P1000341,2024-02-02 21:34:00,Stephen Seiters,Dell Inspiron 15 Computer,Inspiron 15
5870,2027-02-28 08:18:00,Server,BBQ-12045054,2024-03-31 08:18:00,Sales,P1000342,2024-02-29 08:18:00,Phil Hendrie,Dell PowerEdge R640 Server,PowerEdge R640
400,2025-09-27 21:09:00,Rack,,2023-10-03 21:09:00,Sales,P1000343,2023-09-27 21:09:00,Howard Johnson,Dell PowerEdge 2950 Rack Server,PowerEdge 2950
980,2024-09-18 08:48:00,Printer,QHJ-16786633,2023-10-04 08:48:00,Sales,P1000344,2023-09-18 08:48:00,Kurtis Asberry,HP LaserJet 600 Printer,LaserJet 600
338,2026-02-11 23:20:00,Storage Device,,2024-03-24 23:20:00,Development,P1000345,2024-02-11 23:20:00,Kerry Evertt,Seagate External HDD 2TB,Seagate HDD 2TB
8000,2026-03-29 04:42:00,Web Server,,2024-04-01 04:42:00,Sales,P1000346,2024-03-29 04:42:00,Doreen Sakurai,HP ProLiant DL380 Web Server,ProLiant DL380
400,2026-07-02 08:09:00,Rack,,2023-07-26 08:09:00,Development,P1000347,2023-07-02 08:09:00,Dorthy Alexy,Dell PowerEdge Rack,PowerEdge
8000,2024-07-24 13:14:00,Web Server,,2023-08-09 13:14:00,Sales,P1000348,2023-07-24 13:14:00,Kurtis Asberry,Apache Web Server 2.4,Apache 2.4
1815,2027-02-20 05:15:00,Printer,KWE-46986853,2024-03-28 05:15:00,Customer Support,P1000349,2024-02-20 05:15:00,Cherie Fuhri,HP LaserJet Pro M404n,LaserJet Pro M404n
400,2025-06-24 12:26:00,Rack,,2023-07-12 12:26:00,Customer Support,P1000350,2023-06-24 12:26:00,Emilia Oxley,Dell PowerEdge Rack Server,PowerEdge Rack Server
377,2027-01-06 04:47:00,Computer Peripheral,,2024-01-21 04:47:00,IT,P1000351,2024-01-06 04:47:00,Eli Bettner,Logitech Wireless Mouse M215,Wireless Mouse M215
1991,2025-09-26 07:31:00,Printer,KYT-13314887,2023-11-12 07:31:00,Customer Support,P1000352,2023-09-26 07:31:00,Kasey Nguyen,Epson WorkForce Pro WF-4740 Printer,WorkForce Pro WF-4740
8000,2024-09-26 15:42:00,Web Server,,2023-11-08 15:42:00,Customer Support,P1000353,2023-09-26 15:42:00,Logan Muhl,IBM WebSphere Application Server,IBM WebSphere
2001,2024-10-28 01:40:00,Printer,PAT-93885868,2023-12-27 01:40:00,Finance,P1000354,2023-10-28 01:40:00,Titus Rodreguez,HP LaserJet Pro M501n,LaserJet Pro M501n
721,2025-07-18 21:08:00,Printer,SNW-40298950,2023-09-09 21:08:00,Customer Support,P1000355,2023-07-18 21:08:00,Jewel Agresta,HP LaserJet 4250DTN Printer,LaserJet 4250DTN
131,2026-07-25 21:34:00,Storage Device,,2023-08-16 21:34:00,Customer Support,P1000356,2023-07-25 21:34:00,Darrell Amrich,Samsung SSD 860 EVO 1TB,SSD 860 EVO 1TB
2169,2025-06-22 04:10:00,Printer,SWB-49901657,2023-06-29 04:10:00,Sales,P1000357,2023-06-22 04:10:00,Lee Javens,HP LaserJet Pro Printer,LaserJet Pro
8000,2025-08-01 10:31:00,Web Server,,2023-08-19 10:31:00,Customer Support,P1000358,2023-08-01 10:31:00,Lynette Setlock,Dell PowerEdge R740xd Web Server,PowerEdge R740xd
394,2024-12-19 04:00:00,Storage Device,,2024-01-08 04:00:00,Sales,P1000359,2023-12-19 04:00:00,Rosalind Krenzke,Dell EMC PowerEdge Server,EMC PowerEdge
8000,2027-02-03 12:14:00,Web Server,,2024-02-14 12:14:00,Product Management,P1000360,2024-02-03 12:14:00,Alejandro Mascall,Dell PowerEdge R940xa Web Server,PowerEdge R940xa
124,2025-04-11 00:21:00,Computer Peripheral,,2024-04-16 00:21:00,Customer Support,P1000361,2024-04-11 00:21:00,Lona Scronce,Dell Wireless Mouse WM326,WM326
452,2025-10-06 01:25:00,Storage Device,,2023-10-26 01:25:00,Sales,P1000362,2023-10-06 01:25:00,Diana Temple,Samsung Evo 860 SSD,Evo 860 SSD
259,2024-06-06 22:14:00,Storage Device,,2023-07-01 22:14:00,Sales,P1000363,2023-06-06 22:14:00,David Dan,Seagate External Hard Drive 1TB,External Hard Drive 1TB
762,2024-11-03 06:36:00,Printer,MEC-49004291,2023-11-26 06:36:00,IT,P1000364,2023-11-03 06:36:00,Garfield Lijewski,HP LaserJet Pro 400,LaserJet Pro 400
3144,2024-10-22 08:03:00,Computer,UQS-80746071,2023-09-25 08:03:00,Product Management,P1000365,2023-09-17 08:03:00,Nickolas Khosravi,Dell OptiPlex 780,OptiPlex 780
7512,2024-04-26 15:37:00,Server,RCD-90716694,2023-06-09 15:37:00,Development,P1000366,2023-04-26 15:37:00,Allyson Gillispie,Dell PowerEdge R940 Server,PowerEdge R940
5241,2026-10-29 15:04:00,Server,ITM-22492864,2023-10-31 15:04:00,Customer Support,P1000367,2023-10-29 15:04:00,Guillermo Tsang,Dell PowerEdge R940 Server,PowerEdge R940
9490,2025-12-27 01:39:00,Server,XKD-84495394,2024-01-14 01:39:00,Sales,P1000368,2023-12-27 01:39:00,Kurtis Asberry,Dell PowerEdge R640 Server,PowerEdge R640
5217,2026-04-25 15:16:00,Server,FJL-60838582,2023-06-12 15:16:00,Sales,P1000369,2023-04-25 15:16:00,Bud Richman,Dell Server PowerEdge R740,PowerEdge R740
1985,2025-12-10 14:03:00,Printer,BAT-30590454,2023-12-13 14:03:00,Sales,P1000370,2023-12-10 14:03:00,Roman Simone,Hewlett-Packard OfficeJet Pro 6970 All-in-One Printer,HP OfficeJet Pro 6970
400,2024-08-30 23:24:00,Rack,,2023-08-31 23:24:00,Customer Support,P1000371,2023-08-30 23:24:00,Melinda Carleton,Dell PowerEdge Rack Server,PowerEdge Rack Server
5800,2024-11-06 10:09:00,Server,NWN-06263229,2023-12-31 10:09:00,Customer Support,P1000372,2023-11-06 10:09:00,Mara Rineheart,Dell PowerEdge R740 Server,PowerEdge R740
8941,2025-06-13 13:26:00,Server,XTK-41276863,2023-06-25 13:26:00,Finance,P1000373,2023-06-13 13:26:00,Kira Staffon,Dell PowerEdge Server R740,PowerEdge R740
353,2025-09-11 00:49:00,Computer Peripheral,,2023-09-26 00:49:00,IT,P1000374,2023-09-11 00:49:00,Pamala Brodtmann,Dell USB Wired Mouse,USB Wired Mouse
469,2026-09-06 10:53:00,Computer Peripheral,,2023-10-27 10:53:00,Product Management,P1000375,2023-09-06 10:53:00,Allie Pumphrey,HP LaserJet Printer 1100,LaserJet 1100
2295,2027-01-25 12:07:00,Printer,XLZ-94718537,2024-03-16 12:07:00,Customer Support,P1000376,2024-01-25 12:07:00,Cherie Fuhri,HP LaserJet Pro M15w,LaserJet Pro M15w
400,2027-02-26 18:00:00,Rack,,2024-04-07 18:00:00,Sales,P1000377,2024-02-26 18:00:00,Fabian Mcshaw,RackMount Server Dell PowerEdge R640,Dell PowerEdge R640
5085,2025-05-19 15:19:00,Server,CYQ-45910881,2023-06-28 15:19:00,Sales,P1000378,2023-05-19 15:19:00,Diana Temple,Dell PowerEdge R740 Server,PowerEdge R740
8000,2025-12-24 21:05:00,Web Server,,2023-12-27 21:05:00,Sales,P1000379,2023-12-24 21:05:00,Roseann Jerko,Dell PowerEdge R740xd Web Server,PowerEdge R740xd
2260,2026-07-02 01:40:00,Printer,BHS-37397397,2023-08-08 01:40:00,Sales,P1000380,2023-07-02 01:40:00,Elmo Gabouer,HP LaserJet Pro M254dw,LaserJet Pro M254dw
8000,2026-11-22 08:41:00,Web Server,,2023-11-23 08:41:00,Customer Support,P1000381,2023-11-22 08:41:00,Prince Kauk,Dell PowerEdge Web Server R640,PowerEdge R640
864,2026-01-07 08:35:00,Printer,FGV-78930651,2024-02-11 08:35:00,Customer Support,P1000382,2024-01-07 08:35:00,Vince Ettel,HP LaserJet Pro M402n,LaserJet Pro M402n
3077,2025-04-29 17:48:00,Computer,XMW-46508098,2024-03-19 17:48:00,Customer Support,P1000383,2024-03-11 17:48:00,Jarvis Galas,Dell Inspiron 15 Computer,Inspiron 15
259,2026-12-19 04:28:00,Computer Peripheral,,2023-12-26 04:28:00,Sales,P1000384,2023-12-19 04:28:00,John Retak,Logitech K840 Mechanical Keyboard,K840 Mechanical Keyboard
236,2025-11-19 13:46:00,Storage Device,,2023-12-11 13:46:00,Customer Support,P1000385,2023-11-19 13:46:00,Darrel Tork,Dell EMC Storage Array,EMC Storage Array
383,2026-12-07 16:10:00,Computer Peripheral,,2024-01-29 16:10:00,Finance,P1000386,2023-12-07 16:10:00,Jimmy Hrobsky,Dell OptiPlex GX1 Keyboard,OptiPlex GX1 Keyboard
278,2024-08-24 06:55:00,Storage Device,,2023-10-20 06:55:00,Sales,P1000387,2023-08-24 06:55:00,Megan Burke,Seagate Backup Plus 4TB External Hard Drive,Seagate Backup Plus 4TB
337,2026-03-31 09:19:00,Storage Device,,2024-04-17 09:19:00,Development,P1000388,2024-03-31 09:19:00,Dorthy Alexy,Hitachi DeskStar 1TB Hard Drive,DeskStar 1TB
225,2024-07-29 19:07:00,Computer Peripheral,,2023-09-06 19:07:00,Customer Support,P1000389,2023-07-29 19:07:00,Denver Topete,Dell Computer Peripheral Monitor,Dell Monitor
486,2025-06-15 14:49:00,Computer Peripheral,,2023-06-21 14:49:00,IT,P1000390,2023-06-15 14:49:00,Maurine Monroy,Dell UltraSharp U2415 Monitor,UltraSharp U2415
400,2025-09-04 07:25:00,Rack,,2023-09-20 07:25:00,Sales,P1000391,2023-09-04 07:25:00,Doreen Sakurai,Dell PowerEdge Rack Server,PowerEdge Rack
400,2025-02-28 17:06:00,Rack,,2024-04-09 17:06:00,Customer Support,P1000392,2024-02-28 17:06:00,Sean Bonnet,HP ProLiant DL380 Rack Server,ProLiant DL380
192,2026-05-27 05:56:00,Storage Device,,2023-06-29 05:56:00,Customer Support,P1000393,2023-05-27 05:56:00,Genevieve Kekiwi,Samsung SSD 860 EVO,SSD 860 EVO
4631,2024-07-15 02:50:00,Computer,ASK-87924364,2024-04-05 02:50:00,IT,P1000394,2024-04-03 02:50:00,Byron Fortuna,Dell Inspiron 15 5000 Series Laptop Computer,Inspiron 15 5000 Series
400,2025-12-22 13:40:00,Rack,,2024-02-10 13:40:00,Customer Support,P1000395,2023-12-22 13:40:00,Lacy Belmont,Dell PowerEdge Rack Server,PowerEdge Rack Server
5239,2025-03-07 13:42:00,Server,LEI-76805094,2024-04-13 13:42:00,Customer Support,P1000396,2024-03-07 13:42:00,Donald Sherretts,Dell PowerEdge R740xd Server,PowerEdge R740xd
400,2024-06-08 08:17:00,Rack,,2023-07-20 08:17:00,IT,P1000397,2023-06-08 08:17:00,Devon Samrah,Huawei CNS Data Center Rack,Data Center Rack
9950,2024-07-17 12:41:00,Server,HXK-51229718,2023-09-11 12:41:00,Customer Support,P1000398,2023-07-17 12:41:00,Jewel Agresta,Dell PowerEdge R940 Server,PowerEdge R940
310,2025-09-13 08:26:00,Computer Peripheral,,2023-09-26 08:26:00,IT,P1000399,2023-09-13 08:26:00,Maryann Garnette,Dell Keyboard KB212-B,Keyboard KB212-B
318,2026-06-25 13:48:00,Computer Peripheral,,2023-08-09 13:48:00,Development,P1000400,2023-06-25 13:48:00,Lucien Iurato,Logitech MX Master 3 Computer Peripheral,MX Master 3
8000,2025-08-22 12:02:00,Web Server,,2023-10-16 12:02:00,Customer Support,P1000401,2023-08-22 12:02:00,Jacklyn Emayo,HP ProLiant DL380 G7 Web Server,ProLiant DL380 G7
8000,2024-04-14 18:56:00,Web Server,,2023-06-02 18:56:00,Customer Support,P1000402,2023-04-14 18:56:00,Vince Ettel,Dell PowerEdge R740 Web Server,PowerEdge R740
8000,2024-04-03 14:44:00,Web Server,,2023-06-01 14:44:00,Sales,P1000403,2023-04-03 14:44:00,Roman Simone,Apache Web Server,Apache Server
3828,2024-10-21 08:04:00,Computer,HXL-38266652,2024-02-17 08:04:00,Customer Support,P1000404,2024-01-31 08:04:00,Vince Ettel,Dell Inspiron 14,Inspiron 14
8000,2026-02-18 16:00:00,Web Server,,2024-04-01 16:00:00,Customer Support,P1000405,2024-02-18 16:00:00,Jeanie Dalen,IBM WebSphere Application Server,WebSphere Application Server
428,2027-01-20 20:57:00,Storage Device,,2024-02-17 20:57:00,Sales,P1000406,2024-01-20 20:57:00,Doreen Sakurai,Western Digital HDD 1TB,WD HDD 1TB
2459,2027-03-10 07:03:00,Printer,VTS-91549662,2024-03-25 07:03:00,Customer Support,P1000407,2024-03-10 07:03:00,Emilia Oxley,HP LaserJet Pro Printer,LaserJet Pro
9741,2026-07-08 04:28:00,Server,OFV-25256802,2023-08-26 04:28:00,Customer Support,P1000408,2023-07-08 04:28:00,Lynda Caraway,Dell PowerEdge R740 Server,PowerEdge R740
3307,2024-07-24 01:23:00,Computer,VUE-05198946,2023-07-27 01:23:00,Customer Support,P1000409,2023-07-22 01:23:00,Naomi Mcraven,Dell Inspiron 14 Computer,Inspiron 14
3494,2025-01-01 07:00:00,Computer,WEW-81228263,2024-03-15 07:00:00,Sales,P1000410,2024-02-05 07:00:00,Rosalind Krenzke,Dell Inspiron 3585,Inspiron 3585
1885,2026-06-16 14:09:00,Printer,TLB-45926782,2023-07-02 14:09:00,Customer Support,P1000411,2023-06-16 14:09:00,Cristopher Wiget,HP LaserJet Pro,LaserJet Pro
400,2025-05-08 04:42:00,Rack,,2023-06-24 04:42:00,Sales,P1000412,2023-05-08 04:42:00,Patty Bernasconi,Rack Dell PowerEdge R640,Dell PowerEdge R640
8000,2024-09-09 16:45:00,Web Server,,2023-09-22 16:45:00,IT,P1000413,2023-09-09 16:45:00,Eli Bettner,Apache Web Server Model 3,Apache 3
8000,2026-11-19 19:04:00,Web Server,,2024-01-08 19:04:00,Development,P1000414,2023-11-19 19:04:00,Mandy Mcdonnell,Dell PowerEdge R730 Web Server,PowerEdge R730
134,2025-08-07 10:25:00,Storage Device,,2023-08-31 10:25:00,IT,P1000415,2023-08-07 10:25:00,Ron Kettering,Samsung SSD 970 EVO Plus 1TB,SSD 970 EVO Plus 1TB
303,2027-02-18 18:22:00,Computer Peripheral,,2024-04-02 18:22:00,Sales,P1000416,2024-02-18 18:22:00,Dennis Millar,Dell UltraSharp 24 Monitor,UltraSharp 24
293,2024-11-16 00:26:00,Storage Device,,2023-12-06 00:26:00,Sales,P1000417,2023-11-16 00:26:00,Alene Rabeck,Western Digital My Passport 2TB,WD My Passport 2TB
657,2024-08-26 11:19:00,Printer,JZS-70807200,2023-10-18 11:19:00,Finance,P1000418,2023-08-26 11:19:00,Brendan Qin,HP LaserJet Pro P1102w Printer,LaserJet Pro P1102w
3180,2025-03-20 23:49:00,Computer,DLL-37229176,2024-03-04 23:49:00,Customer Support,P1000419,2024-02-21 23:49:00,Jimmie Barninger,Dell Inspiron 15 3000 Laptop,Inspiron 15 3000 Laptop
3476,2024-11-08 17:30:00,Computer,EEN-15245480,2024-01-09 17:30:00,Development,P1000420,2023-12-10 17:30:00,David Loo,Dell Inspiron 15 Gaming Computer,Dell Inspiron 15
891,2026-12-18 15:22:00,Printer,IUU-15480325,2023-12-28 15:22:00,Sales,P1000421,2023-12-18 15:22:00,Mitchel Harnar,HP LaserJet Pro M404dn Printer,LaserJet Pro M404dn
2218,2024-12-08 21:54:00,Printer,LKP-26548905,2024-01-10 21:54:00,IT,P1000422,2023-12-08 21:54:00,Maryann Garnette,HP LaserJet Pro M501,LaserJet Pro M501
8081,2025-11-30 03:53:00,Server,DWW-23121774,2023-12-31 03:53:00,HR,P1000423,2023-11-30 03:53:00,Stephen Seiters,Dell PowerEdge R930 Server,PowerEdge R930 Server
8000,2025-04-13 03:45:00,Web Server,,2023-06-09 03:45:00,Customer Support,P1000424,2023-04-13 03:45:00,Dollie Daquino,Dell PowerEdge R940 Web Server,PowerEdge R940
400,2025-07-31 06:05:00,Rack,,2023-08-22 06:05:00,Customer Support,P1000425,2023-07-31 06:05:00,Mitch Schattner,APC NetShelter SX 42U Rack,NetShelter SX 42U
2002,2026-07-27 20:52:00,Printer,UOV-53034775,2023-07-31 20:52:00,Development,P1000426,2023-07-27 20:52:00,Allyson Gillispie,HP LaserJet Pro M404n,LaserJet Pro M404n
1926,2025-08-18 16:41:00,Computer,WQG-79133964,2024-01-03 16:41:00,Product Management,P1000427,2023-11-13 16:41:00,Alejandro Mascall,Dell Inspiron Desktop Computer,Inspiron Desktop
400,2025-05-13 20:13:00,Rack,,2023-06-15 20:13:00,Development,P1000428,2023-05-13 20:13:00,Alva Pennigton,Dell PowerEdge R940 Rack Server,PowerEdge R940
225,2025-10-12 21:42:00,Storage Device,,2023-11-08 21:42:00,Sales,P1000429,2023-10-12 21:42:00,Lacy Hyten,Seagate External Hard Drive 1TB,External Hard Drive 1TB
397,2026-12-13 06:30:00,Storage Device,,2024-02-03 06:30:00,Sales,P1000430,2023-12-13 06:30:00,Edgardo Prudente,Toshiba External Hard Drive 1TB,External Hard Drive 1TB
480,2026-07-01 23:12:00,Storage Device,,2023-08-02 23:12:00,Sales,P1000431,2023-07-01 23:12:00,Elmo Dagenais,Dell PowerVault MD3 Storage Device,PowerVault MD3
