sys_updated_by,number,closed_by,state,caller_id,assigned_to,opened_at,sys_updated_on,closed_at,short_description,assignment_group,priority,category
admin,INC0000000259,Luke Wilson,Closed,Don Goodliffe,Beth Anglin,2023-07-23 16:23:00,2023-07-30 19:59:02.528308523,2023-07-30 19:59:02.528308523,The VPN connection is unstable,Network,2 - High,Network
employee,INC0000000260,Howard Johnson,Resolved,Bud Richman,Luke Wilson,2023-07-23 18:26:00,2023-07-26 08:17:13.665341877,2023-07-26 08:17:13.665341877,Unable to establish VPN connection,Network,2 - High,Network
system,INC0000000261,Luke Wilson,Resolved,Bud Richman,Luke Wilson,2023-07-24 06:53:00,2023-08-01 05:57:25.401315608,2023-08-01 05:57:25.401315608,Unable to login to email,Service Desk,2 - High,Software
employee,INC0000000262,Charlie Whitherspoon,Closed,ITIL User,Howard Johnson,2023-07-25 02:23:00,2023-07-27 02:57:26.437332397,2023-07-27 02:57:26.437332397,Unable to access email,Network,2 - High,Software
system,INC0000000263,Beth Anglin,Resolved,David Loo,Beth Anglin,2023-07-25 06:35:00,2023-07-30 21:49:43.885991055,2023-07-30 21:49:43.885991055,Unauthorized software installed on office PC,Software,2 - High,Software
admin,INC0000000264,Luke Wilson,Resolved,ITIL User,Fred Luddy,2023-07-25 13:33:00,2023-09-05 13:33:00.000000000,2023-09-05 13:33:00.000000000,VPN Connectivity Issues,Network,2 - High,Network
system,INC0000000265,Luke Wilson,Resolved,David Loo,Charlie Whitherspoon,2023-07-25 22:20:00,2023-08-01 02:12:27.037416685,2023-08-01 02:12:27.037416685,Printer not functioning properly,Hardware,2 - High,Hardware
admin,INC0000000266,Fred Luddy,Resolved,David Loo,Charlie Whitherspoon,2023-07-25 23:17:00,2023-07-30 19:05:05.642394807,2023-07-30 19:05:05.642394807,Unable to access VPN,Network,2 - High,Network
employee,INC0000000267,Charlie Whitherspoon,Resolved,ITIL User,Fred Luddy,2023-07-26 00:40:00,2023-09-06 05:28:00.000000000,2023-09-06 05:28:00.000000000,Server connectivity issue,Network,2 - High,Network
admin,INC0000000268,Howard Johnson,Closed,ITIL User,Howard Johnson,2023-07-26 14:31:00,2023-07-26 05:06:34.159917936,2023-07-26 05:06:34.159917936,Cannot connect to office VPN,Network,2 - High,Network
admin,INC0000000269,Luke Wilson,Resolved,Don Goodliffe,Fred Luddy,2023-07-27 10:58:00,2023-09-07 20:34:00.000000000,2023-09-07 20:34:00.000000000,Server connectivity issue,Network,3 - Moderate,Network
admin,INC0000000270,Howard Johnson,Resolved,Bud Richman,Fred Luddy,2023-07-27 21:56:00,2023-09-08 07:32:00.000000000,2023-09-08 07:32:00.000000000,Unable to connect to VPN,Network,2 - High,Network
admin,INC0000000271,Beth Anglin,Resolved,ITIL User,Howard Johnson,2023-07-28 04:22:00,2023-08-05 17:54:58.168738185,2023-08-05 17:54:58.168738185,Unable to connect to VPN,Network,2 - High,Network
system,INC0000000272,Luke Wilson,Resolved,ITIL User,Charlie Whitherspoon,2023-07-28 15:55:00,2023-08-08 00:48:43.707777357,2023-08-08 00:48:43.707777357,Unable to access database,Database,2 - High,Database
system,INC0000000273,Luke Wilson,Closed,David Loo,Howard Johnson,2023-07-29 10:36:00,2023-08-05 09:46:34.651913281,2023-08-05 09:46:34.651913281,Email server not responding,Network,2 - High,Network
employee,INC0000000274,Howard Johnson,Closed,ITIL User,Luke Wilson,2023-07-30 19:10:00,2023-08-02 13:05:44.486699144,2023-08-02 13:05:44.486699144,Email server not responding,Network,2 - High,Network
employee,INC0000000275,Howard Johnson,Closed,Bud Richman,Charlie Whitherspoon,2023-07-30 22:14:00,2023-08-05 05:47:26.464088127,2023-08-05 05:47:26.464088127,Error when connecting to VPN,Network,2 - High,Network
system,INC0000000276,Luke Wilson,Closed,Bud Richman,Fred Luddy,2023-07-31 03:07:00,2023-09-12 07:55:00.000000000,2023-09-12 07:55:00.000000000,Email server is down,Network,1 - Critical,Network
system,INC0000000277,Fred Luddy,Closed,David Loo,Beth Anglin,2023-07-31 10:31:00,2023-08-05 07:20:13.085510950,2023-08-05 07:20:13.085510950,Unable to access VPN,Network,2 - High,Network
admin,INC0000000278,Howard Johnson,Closed,Don Goodliffe,Luke Wilson,2023-07-31 11:18:00,2023-07-31 06:56:53.203852951,2023-07-31 06:56:53.203852951,Unable to connect to the server,Network,2 - High,Network
admin,INC0000000279,Luke Wilson,Resolved,Bud Richman,Beth Anglin,2023-07-31 17:04:00,2023-08-05 17:43:00.692128124,2023-08-05 17:43:00.692128124,Email server experiencing slow response times,Network,2 - High,Network
admin,INC0000000280,Fred Luddy,Closed,Bud Richman,Luke Wilson,2023-07-31 21:04:00,2023-08-05 04:20:53.887879362,2023-08-05 04:20:53.887879362,Unable to connect to Wi-Fi,Network,2 - High,Network
employee,INC0000000281,Howard Johnson,Resolved,Bud Richman,Howard Johnson,2023-07-31 22:45:00,2023-08-10 05:28:23.342495963,2023-08-10 05:28:23.342495963,Unable to connect to company VPN,Network,2 - High,Network
employee,INC0000000282,Luke Wilson,Resolved,Bud Richman,Luke Wilson,2023-08-01 00:38:00,2023-08-08 08:23:21.275017087,2023-08-08 08:23:21.275017087,Cannot connect to company VPN,Network,2 - High,Network
system,INC0000000283,Howard Johnson,Resolved,Bud Richman,Howard Johnson,2023-08-01 19:29:00,2023-08-02 08:41:08.140239734,2023-08-02 08:41:08.140239734,Email connectivity issue on desktop,Network,2 - High,Hardware
system,INC0000000284,Charlie Whitherspoon,Closed,David Loo,Charlie Whitherspoon,2023-08-02 00:52:00,2023-08-03 04:54:46.635818796,2023-08-03 04:54:46.635818796,Unable to connect to WiFi,Network,2 - High,Hardware
admin,INC0000000285,Luke Wilson,Closed,David Loo,Howard Johnson,2023-08-04 10:24:00,2023-08-09 04:42:44.182127388,2023-08-09 04:42:44.182127388,Cannot connect to office VPN,Network,2 - High,Network
employee,INC0000000286,Fred Luddy,Closed,Bud Richman,Beth Anglin,2023-08-04 20:35:00,2023-08-12 17:25:13.258940468,2023-08-12 17:25:13.258940468,Application error on startup,Software,2 - High,Software
admin,INC0000000287,Howard Johnson,Closed,David Loo,Luke Wilson,2023-08-05 07:24:00,2023-08-08 01:49:15.508075584,2023-08-08 01:49:15.508075584,Email client issue,Software,3 - Moderate,Software
admin,INC0000000288,Luke Wilson,Resolved,ITIL User,Luke Wilson,2023-08-06 06:33:00,2023-07-20 13:51:18.708631229,2023-07-20 13:51:18.708631229,Email Server Disconnection Issue,Network,2 - High,Database
admin,INC0000000289,Howard Johnson,Closed,ITIL User,Howard Johnson,2023-08-06 13:22:00,2023-08-14 22:24:29.151440690,2023-08-14 22:24:29.151440690,Problem with email server,Network,2 - High,Inquiry / Help
system,INC0000000290,Charlie Whitherspoon,Closed,David Loo,Charlie Whitherspoon,2023-08-06 23:41:00,2023-08-15 08:25:28.737446075,2023-08-15 08:25:28.737446075,Email server outage,Network,1 - Critical,Network
system,INC0000000291,Luke Wilson,Closed,David Loo,Charlie Whitherspoon,2023-08-08 01:26:00,2023-08-09 04:01:04.484498512,2023-08-09 04:01:04.484498512,Unable to access database,Database,2 - High,Database
admin,INC0000000292,Beth Anglin,Closed,ITIL User,Luke Wilson,2023-08-08 11:41:00,2023-08-17 12:14:08.298455325,2023-08-17 12:14:08.298455325,Email server not responding,Network,2 - High,Hardware
admin,INC0000000293,Fred Luddy,Resolved,David Loo,Beth Anglin,2023-08-08 15:02:00,2023-07-31 03:15:02.752982565,2023-07-31 03:15:02.752982565,Unable to access database,Database,2 - High,Database
system,INC0000000294,Beth Anglin,Closed,Bud Richman,Luke Wilson,2023-08-09 06:38:00,2023-08-15 12:42:41.037204438,2023-08-15 12:42:41.037204438,Email system not working properly,Network,2 - High,Software
employee,INC0000000295,Beth Anglin,Resolved,Don Goodliffe,Luke Wilson,2023-08-09 08:55:00,2023-08-10 19:18:02.740607745,2023-08-10 19:18:02.740607745,Login issue with the Employee portal,Service Desk,2 - High,Software
system,INC0000000296,Beth Anglin,Resolved,David Loo,Beth Anglin,2023-08-09 11:43:00,2023-08-22 09:06:28.021559864,2023-08-22 09:06:28.021559864,Unable to access database,Database,3 - Moderate,Database
system,INC0000000297,Howard Johnson,Resolved,Don Goodliffe,Beth Anglin,2023-08-09 22:16:00,2023-08-14 17:22:17.555448195,2023-08-14 17:22:17.555448195,Internet connectivity issues,Network,2 - High,Network
system,INC0000000298,Fred Luddy,Resolved,ITIL User,Luke Wilson,2023-08-10 06:03:00,2023-08-27 06:37:56.940219939,2023-08-27 06:37:56.940219939,Invalid Network Connection Issue,Network,2 - High,Network
employee,INC0000000299,Howard Johnson,Closed,Don Goodliffe,Beth Anglin,2023-08-10 17:16:00,2023-08-20 17:48:07.397711126,2023-08-20 17:48:07.397711126,Cannot connect to office Wi-Fi,Network,1 - Critical,Network
system,INC0000000300,Fred Luddy,Closed,Bud Richman,Howard Johnson,2023-08-10 21:24:00,2023-08-10 07:21:08.421349945,2023-08-10 07:21:08.421349945,Cannot access company database,Database,2 - High,Database
employee,INC0000000301,Charlie Whitherspoon,Resolved,Bud Richman,Beth Anglin,2023-08-11 02:06:00,2023-08-21 10:51:19.100716450,2023-08-21 10:51:19.100716450,Unable to connect to VPN,Network,2 - High,Network
system,INC0000000302,Beth Anglin,Closed,Bud Richman,Charlie Whitherspoon,2023-08-12 04:14:00,2023-08-14 10:24:45.976278354,2023-08-14 10:24:45.976278354,Unable to log into system,Service Desk,2 - High,Software
employee,INC0000000303,Howard Johnson,Closed,Don Goodliffe,Howard Johnson,2023-08-13 21:02:00,2023-08-16 22:14:23.274204233,2023-08-16 22:14:23.274204233,Cannot connect to the VPN,Network,2 - High,Network
employee,INC0000000304,Howard Johnson,Closed,Bud Richman,Charlie Whitherspoon,2023-08-15 17:33:00,2023-08-17 07:43:43.456195914,2023-08-17 07:43:43.456195914,Cannot connect to VPN,Network,2 - High,Network
system,INC0000000305,Luke Wilson,Resolved,Don Goodliffe,Fred Luddy,2023-08-16 03:25:00,2023-10-01 13:01:00.000000000,2023-10-01 13:01:00.000000000,Software update issue on department computers,Software,2 - High,Software
system,INC0000000306,Fred Luddy,Closed,Don Goodliffe,Beth Anglin,2023-08-17 04:58:00,2023-08-18 18:58:32.787574962,2023-08-18 18:58:32.787574962,Email server down,Network,1 - Critical,Network
admin,INC0000000307,Beth Anglin,Resolved,ITIL User,Howard Johnson,2023-08-18 08:25:00,2023-08-21 14:09:36.141524359,2023-08-21 14:09:36.141524359,Unable to connect to VPN,Network,2 - High,Network
admin,INC0000000308,Fred Luddy,Closed,David Loo,Howard Johnson,2023-08-20 06:37:00,2023-08-23 19:01:41.481622151,2023-08-23 19:01:41.481622151,Unable to connect to VPN service,Network,2 - High,Network
admin,INC0000000309,Luke Wilson,Closed,David Loo,Howard Johnson,2023-08-22 05:26:00,2023-08-30 17:08:19.527553068,2023-08-30 17:08:19.527553068,Email Server not responding,Network,2 - High,Network
system,INC0000000310,Fred Luddy,Resolved,Bud Richman,Beth Anglin,2023-08-24 08:56:00,2023-08-26 16:11:13.169151190,2023-08-26 16:11:13.169151190,Email server not responding,Network,2 - High,Network
system,INC0000000311,Fred Luddy,Resolved,ITIL User,Fred Luddy,2023-08-25 05:57:00,2023-10-12 10:45:00.000000000,2023-10-12 10:45:00.000000000,Email server is not responding,Network,1 - Critical,Hardware
system,INC0000000312,Charlie Whitherspoon,Closed,David Loo,Luke Wilson,2023-08-25 08:53:00,2023-08-23 18:06:21.433113141,2023-08-23 18:06:21.433113141,Unable to establish VPN connection,Network,2 - High,Network
system,INC0000000313,Howard Johnson,Resolved,Don Goodliffe,Charlie Whitherspoon,2023-08-25 18:24:00,2023-08-30 11:36:07.742455263,2023-08-30 11:36:07.742455263,Email server not responding,Network,2 - High,Network
employee,INC0000000314,Charlie Whitherspoon,Resolved,Bud Richman,Howard Johnson,2023-08-25 18:34:00,2023-08-31 20:57:51.125432494,2023-08-31 20:57:51.125432494,Network connectivity issue in office,Network,2 - High,Network
employee,INC0000000315,Fred Luddy,Closed,David Loo,Charlie Whitherspoon,2023-08-26 02:46:00,2023-08-21 10:07:18.898883217,2023-08-21 10:07:18.898883217,Internet connection issue in Meeting Room,Network,2 - High,Network
employee,INC0000000316,Charlie Whitherspoon,Closed,ITIL User,Charlie Whitherspoon,2023-08-26 08:28:00,2023-08-27 09:48:30.584479859,2023-08-27 09:48:30.584479859,Application error in production,Software,2 - High,Software
admin,INC0000000317,Luke Wilson,Resolved,ITIL User,Luke Wilson,2023-08-26 13:07:00,2023-08-28 09:20:04.606391826,2023-08-28 09:20:04.606391826,Email server not responding,Network,2 - High,Hardware
admin,INC0000000318,Luke Wilson,Closed,Don Goodliffe,Luke Wilson,2023-08-27 12:08:00,2023-09-04 14:18:43.219101869,2023-09-04 14:18:43.219101869,Email server not responding,Network,1 - Critical,Network
admin,INC0000000319,Luke Wilson,Closed,Don Goodliffe,Howard Johnson,2023-08-28 17:57:00,2023-09-06 10:09:58.320024862,2023-09-06 10:09:58.320024862,Email server down,Network,1 - Critical,Network
employee,INC0000000320,Howard Johnson,Resolved,ITIL User,Fred Luddy,2023-08-29 19:24:00,2023-10-17 19:24:00.000000000,2023-10-17 19:24:00.000000000,Email client not syncing properly,Software,2 - High,Software
system,INC0000000321,Charlie Whitherspoon,Closed,Don Goodliffe,Beth Anglin,2023-08-29 22:08:00,2023-09-02 23:07:38.211974330,2023-09-02 23:07:38.211974330,Unable to access VPN,Network,2 - High,Network
admin,INC0000000322,Howard Johnson,Resolved,David Loo,Charlie Whitherspoon,2023-09-01 00:18:00,2023-08-28 00:26:29.576118921,2023-08-28 00:26:29.576118921,Email client is not syncing properly,Service Desk,2 - High,Software
system,INC0000000323,Luke Wilson,Closed,Bud Richman,Luke Wilson,2023-09-01 10:15:00,2023-09-08 23:06:30.843330573,2023-09-08 23:06:30.843330573,Cannot access database server,Database,2 - High,Database
system,INC0000000324,Beth Anglin,Closed,ITIL User,Howard Johnson,2023-09-03 20:34:00,2023-09-07 07:41:15.261563137,2023-09-07 07:41:15.261563137,Email server down,Network,1 - Critical,Network
system,INC0000000325,Charlie Whitherspoon,Closed,Bud Richman,Charlie Whitherspoon,2023-09-03 23:47:00,2023-08-28 14:23:52.234863006,2023-08-28 14:23:52.234863006,Email system is not syncing properly,Service Desk,2 - High,Software
admin,INC0000000326,Luke Wilson,Resolved,Bud Richman,Beth Anglin,2023-09-05 11:35:00,2023-09-04 21:03:15.379082663,2023-09-04 21:03:15.379082663,Email server down,Network,1 - Critical,Network
system,INC0000000327,Luke Wilson,Closed,David Loo,Luke Wilson,2023-09-07 10:47:00,2023-09-14 04:32:19.031429446,2023-09-14 04:32:19.031429446,Unable to connect to the VPN,Network,2 - High,Network
employee,INC0000000328,Luke Wilson,Resolved,Bud Richman,Charlie Whitherspoon,2023-09-07 21:49:00,2023-09-10 00:48:59.705714968,2023-09-10 00:48:59.705714968,Email server outage reported,Network,1 - Critical,Network
employee,INC0000000329,Fred Luddy,Closed,Bud Richman,Beth Anglin,2023-09-08 10:46:00,2023-09-17 19:39:14.541284267,2023-09-17 19:39:14.541284267,Software update not working,Software,2 - High,Software
admin,INC0000000330,Howard Johnson,Closed,Don Goodliffe,Luke Wilson,2023-09-08 17:16:00,2023-09-10 18:55:58.304792898,2023-09-10 18:55:58.304792898,Unable to connect to company VPN,Network,2 - High,Network
employee,INC0000000331,Luke Wilson,Closed,ITIL User,Beth Anglin,2023-09-09 07:25:00,2023-09-13 20:25:45.884961700,2023-09-13 20:25:45.884961700,Router connectivity issue,Network,2 - High,Network
admin,INC0000000332,Fred Luddy,Closed,ITIL User,Charlie Whitherspoon,2023-09-09 09:07:00,2023-09-08 12:38:50.686927400,2023-09-08 12:38:50.686927400,Cannot connect to office WiFi,Network,2 - High,Network
employee,INC0000000333,Charlie Whitherspoon,Closed,David Loo,Fred Luddy,2023-09-09 22:10:00,2023-10-31 02:58:00.000000001,2023-10-31 02:58:00.000000001,Unable to connect to VPN,Network,2 - High,Network
system,INC0000000334,Luke Wilson,Resolved,ITIL User,Beth Anglin,2023-09-10 22:08:00,2023-09-11 03:11:50.531513557,2023-09-11 03:11:50.531513557,Unable to connect to network,Network,2 - High,Network
admin,INC0000000335,Luke Wilson,Closed,ITIL User,Luke Wilson,2023-09-11 03:11:00,2023-09-19 10:31:15.233652939,2023-09-19 10:31:15.233652939,Unable to access email,Network,2 - High,Software
employee,INC0000000336,Charlie Whitherspoon,Resolved,ITIL User,Beth Anglin,2023-09-13 14:23:00,2023-09-16 23:04:02.074943849,2023-09-16 23:04:02.074943849,Unable to access company database,Database,2 - High,Database
admin,INC0000000337,Charlie Whitherspoon,Resolved,ITIL User,Luke Wilson,2023-09-14 10:45:00,2023-09-15 18:44:31.629812670,2023-09-15 18:44:31.629812670,Cannot connect to Database,Database,1 - Critical,Database
system,INC0000000338,Fred Luddy,Closed,Don Goodliffe,Charlie Whitherspoon,2023-09-15 02:15:00,2023-09-20 06:21:26.754989067,2023-09-20 06:21:26.754989067,Cannot connect to the VPN,Network,2 - High,Network
admin,INC0000000339,Charlie Whitherspoon,Closed,Bud Richman,Fred Luddy,2023-09-15 07:26:00,2023-11-06 17:02:00.000000001,2023-11-06 17:02:00.000000001,Unable to access email,Service Desk,2 - High,Software
employee,INC0000000340,Luke Wilson,Resolved,David Loo,Charlie Whitherspoon,2023-09-17 10:09:00,2023-09-25 18:38:41.282452374,2023-09-25 18:38:41.282452374,The company server is down,Network,1 - Critical,Network
system,INC0000000341,Luke Wilson,Resolved,ITIL User,Luke Wilson,2023-09-17 22:07:00,2023-09-28 11:32:54.893244637,2023-09-28 11:32:54.893244637,Unable to access the server,Network,2 - High,Network
admin,INC0000000342,Fred Luddy,Closed,Don Goodliffe,Fred Luddy,2023-09-19 00:11:00,2023-11-11 04:59:00.000000001,2023-11-11 04:59:00.000000001,Unable to connect to VPN,Network,2 - High,Network
employee,INC0000000343,Fred Luddy,Closed,Bud Richman,Fred Luddy,2023-09-19 01:04:00,2023-11-11 05:52:00.000000001,2023-11-11 05:52:00.000000001,Unable to connect to VPN,Network,2 - High,Network
admin,INC0000000344,Fred Luddy,Resolved,ITIL User,Beth Anglin,2023-09-19 14:38:00,2023-09-22 23:02:50.860975144,2023-09-22 23:02:50.860975144,Email server down,Network,1 - Critical,Network
system,INC0000000345,Charlie Whitherspoon,Closed,Bud Richman,Charlie Whitherspoon,2023-09-19 15:14:00,2023-09-21 00:20:31.078467376,2023-09-21 00:20:31.078467376,Unable to log into system,Service Desk,2 - High,Software
system,INC0000000346,Luke Wilson,Closed,David Loo,Charlie Whitherspoon,2023-09-20 22:06:00,2023-09-24 20:51:06.267651262,2023-09-24 20:51:06.267651262,Cannot connect to the VPN,Network,3 - Moderate,Network
admin,INC0000000347,Charlie Whitherspoon,Closed,David Loo,Fred Luddy,2023-09-21 18:30:00,2023-11-14 08:54:00.000000000,2023-11-14 08:54:00.000000000,Database server is running slow,Database,2 - High,Database
admin,INC0000000348,Beth Anglin,Resolved,Don Goodliffe,Fred Luddy,2023-09-22 14:36:00,2023-11-15 09:48:00.000000000,2023-11-15 09:48:00.000000000,Can't connect to VPN,Network,2 - High,Network
admin,INC0000000349,Luke Wilson,Closed,ITIL User,Howard Johnson,2023-09-22 15:29:00,2023-09-27 16:39:36.791310592,2023-09-27 16:39:36.791310592,Database connection failure,Database,2 - High,Database
admin,INC0000000350,Howard Johnson,Closed,ITIL User,Beth Anglin,2023-09-24 10:53:00,2023-09-27 10:02:23.586910639,2023-09-27 10:02:23.586910639,Unable to access database,Database,2 - High,Database
employee,INC0000000351,Howard Johnson,Closed,ITIL User,Luke Wilson,2023-09-24 15:27:00,2023-09-28 21:07:20.665422274,2023-09-28 21:07:20.665422274,SQL Server Database issue impacting productivity,Database,2 - High,Database
system,INC0000000352,Howard Johnson,Closed,ITIL User,Beth Anglin,2023-09-24 23:37:00,2023-10-02 18:38:28.486844196,2023-10-02 18:38:28.486844196,Unable to connect to VPN,Network,2 - High,Network
admin,INC0000000353,Luke Wilson,Resolved,Bud Richman,Howard Johnson,2023-09-25 00:12:00,2023-10-04 01:50:03.356259663,2023-10-04 01:50:03.356259663,Unable to connect to VPN,Network,2 - High,Network
admin,INC0000000354,Howard Johnson,Resolved,David Loo,Howard Johnson,2023-09-25 08:39:00,2023-09-27 00:59:33.358698518,2023-09-27 00:59:33.358698518,Email system not functioning properly,Network,2 - High,Software
employee,INC0000000355,Luke Wilson,Resolved,Bud Richman,Fred Luddy,2023-09-25 09:28:00,2023-11-18 19:04:00.000000001,2023-11-18 19:04:00.000000001,The email server is not responding,Network,2 - High,Network
employee,INC0000000356,Charlie Whitherspoon,Resolved,Don Goodliffe,Luke Wilson,2023-09-30 02:07:00,2023-10-04 07:58:33.766079498,2023-10-04 07:58:33.766079498,Cannot connect to VPN,Network,2 - High,Network
admin,INC0000000357,Beth Anglin,Closed,David Loo,Charlie Whitherspoon,2023-10-01 02:28:00,2023-10-11 08:09:40.654040943,2023-10-11 08:09:40.654040943,Email server outage,Network,1 - Critical,Network
system,INC0000000358,Luke Wilson,Closed,Don Goodliffe,Luke Wilson,2023-10-01 19:13:00,2023-10-14 15:26:52.635796435,2023-10-14 15:26:52.635796435,Internet connection issue,Network,3 - Moderate,Network
system,INC0000000359,Beth Anglin,Closed,David Loo,Howard Johnson,2023-10-04 17:39:00,2023-10-04 21:32:11.005545003,2023-10-04 21:32:11.005545003,Unable to access database,Database,2 - High,Database
employee,INC0000000360,Fred Luddy,Resolved,Bud Richman,Charlie Whitherspoon,2023-10-05 05:39:00,2023-10-09 10:10:25.451364395,2023-10-09 10:10:25.451364395,Unable to access the virtual private network,Network,2 - High,Network
system,INC0000000361,Luke Wilson,Resolved,Don Goodliffe,Beth Anglin,2023-10-06 04:11:00,2023-10-12 12:25:24.850097354,2023-10-12 12:25:24.850097354,Cannot connect to company VPN,Network,2 - High,Network
system,INC0000000362,Luke Wilson,Closed,Don Goodliffe,Luke Wilson,2023-10-06 07:03:00,2023-10-12 00:42:24.593394565,2023-10-12 00:42:24.593394565,Email server not responding,Network,2 - High,Network
admin,INC0000000363,Beth Anglin,Resolved,Don Goodliffe,Luke Wilson,2023-10-06 12:27:00,2023-10-19 00:37:25.296974818,2023-10-19 00:37:25.296974818,SQL Server downtime issue,Database,1 - Critical,Database
admin,INC0000000364,Howard Johnson,Resolved,Don Goodliffe,Howard Johnson,2023-10-07 06:34:00,2023-10-12 19:08:02.489342386,2023-10-12 19:08:02.489342386,VPN access not working,Network,2 - High,Network
employee,INC0000000365,Luke Wilson,Closed,ITIL User,Luke Wilson,2023-10-08 10:25:00,2023-10-07 10:41:46.944679220,2023-10-07 10:41:46.944679220,Email client constantly crashing,Software,2 - High,Software
admin,INC0000000366,Charlie Whitherspoon,Resolved,David Loo,Luke Wilson,2023-10-08 13:33:00,2023-10-12 14:50:39.104222138,2023-10-12 14:50:39.104222138,WiFi connection issues in the main office,Network,3 - Moderate,Network
admin,INC0000000367,Charlie Whitherspoon,Closed,Bud Richman,Beth Anglin,2023-10-10 05:54:00,2023-10-18 18:00:02.781135388,2023-10-18 18:00:02.781135388,Unable to connect to the VPN,Network,2 - High,Network
system,INC0000000368,Luke Wilson,Closed,David Loo,Beth Anglin,2023-10-10 21:11:00,2023-10-13 09:29:52.990225771,2023-10-13 09:29:52.990225771,Cannot connect to VPN,Network,2 - High,Hardware
admin,INC0000000369,Beth Anglin,Closed,Bud Richman,Howard Johnson,2023-10-11 00:53:00,2023-10-23 04:55:36.845655117,2023-10-23 04:55:36.845655117,Cannot access the database server,Database,2 - High,Database
system,INC0000000370,Beth Anglin,Resolved,David Loo,Charlie Whitherspoon,2023-10-12 05:56:00,2023-10-22 14:12:26.534345808,2023-10-22 14:12:26.534345808,Unable to connect to VPN,Network,2 - High,Network
admin,INC0000000371,Howard Johnson,Resolved,Bud Richman,Fred Luddy,2023-10-14 03:56:00,2023-12-11 08:44:00.000000001,2023-12-11 08:44:00.000000001,Unable to connect to VPN,Network,2 - High,Network
admin,INC0000000372,Luke Wilson,Resolved,David Loo,Fred Luddy,2023-10-14 06:22:00,2023-12-11 11:10:00.000000001,2023-12-11 11:10:00.000000001,Inability to log into the network,Network,1 - Critical,Network
admin,INC0000000373,Howard Johnson,Resolved,David Loo,Beth Anglin,2023-10-14 14:39:00,2023-10-26 11:18:40.822707343,2023-10-26 11:18:40.822707343,Email system not working properly,Network,2 - High,Software
admin,INC0000000374,Luke Wilson,Resolved,ITIL User,Fred Luddy,2023-10-15 06:33:00,2023-12-12 16:09:00.000000001,2023-12-12 16:09:00.000000001,Software error during system update,Software,2 - High,Software
system,INC0000000375,Beth Anglin,Closed,Don Goodliffe,Beth Anglin,2023-10-17 08:40:00,2023-10-22 13:11:48.606167031,2023-10-22 13:11:48.606167031,Email server down,Network,1 - Critical,Network
system,INC0000000376,Luke Wilson,Resolved,Bud Richman,Charlie Whitherspoon,2023-10-18 22:04:00,2023-10-22 04:40:45.681199867,2023-10-22 04:40:45.681199867,Email client not syncing,Service Desk,2 - High,Software
employee,INC0000000377,Charlie Whitherspoon,Resolved,ITIL User,Beth Anglin,2023-10-19 11:39:00,2023-10-15 12:20:13.257550320,2023-10-15 12:20:13.257550320,Email server is down,Network,1 - Critical,Network
admin,INC0000000378,Beth Anglin,Closed,Don Goodliffe,Charlie Whitherspoon,2023-10-20 10:59:00,2023-10-26 12:49:39.794573587,2023-10-26 12:49:39.794573587,Need assistance with database server,Database,2 - High,Database
admin,INC0000000379,Beth Anglin,Resolved,David Loo,Fred Luddy,2023-10-21 14:34:00,2023-12-20 04:58:00.000000000,2023-12-20 04:58:00.000000000,Database server response time high,Database,1 - Critical,Database
admin,INC0000000380,Charlie Whitherspoon,Closed,David Loo,Luke Wilson,2023-10-22 00:55:00,2023-10-24 09:19:06.529064017,2023-10-24 09:19:06.529064017,Unable to access database,Database,2 - High,Database
system,INC0000000381,Fred Luddy,Resolved,David Loo,Beth Anglin,2023-10-23 15:05:00,2023-10-28 03:34:19.802822514,2023-10-28 03:34:19.802822514,Email Sync Issues,Service Desk,2 - High,Software
system,INC0000000382,Charlie Whitherspoon,Resolved,Don Goodliffe,Fred Luddy,2023-10-24 14:29:00,2023-12-23 19:17:00.000000001,2023-12-23 19:17:00.000000001,SQL server connection issue,Database,3 - Moderate,Database
admin,INC0000000383,Charlie Whitherspoon,Resolved,ITIL User,Luke Wilson,2023-10-25 22:44:00,2023-11-05 20:33:27.966263405,2023-11-05 20:33:27.966263405,Server connection issue reported,Network,2 - High,Network
system,INC0000000384,Charlie Whitherspoon,Resolved,Don Goodliffe,Howard Johnson,2023-10-26 15:26:00,2023-10-31 22:38:13.732937422,2023-10-31 22:38:13.732937422,Connectivity issue in building 5,Network,2 - High,Network
admin,INC0000000385,Charlie Whitherspoon,Closed,ITIL User,Howard Johnson,2023-10-27 05:21:00,2023-11-04 09:00:21.867639543,2023-11-04 09:00:21.867639543,Email system failure,Network,2 - High,Software
employee,INC0000000386,Howard Johnson,Resolved,Don Goodliffe,Howard Johnson,2023-10-27 22:24:00,2023-11-04 07:28:38.904462192,2023-11-04 07:28:38.904462192,Unable to access company VPN,Network,3 - Moderate,Network
system,INC0000000387,Howard Johnson,Resolved,Bud Richman,Fred Luddy,2023-10-29 13:42:00,2023-12-29 18:30:00.000000001,2023-12-29 18:30:00.000000001,Email server is not responding,Network,2 - High,Network
system,INC0000000388,Luke Wilson,Closed,ITIL User,Luke Wilson,2023-10-29 15:17:00,2023-10-27 08:28:22.901526062,2023-10-27 08:28:22.901526062,Network connectivity issue on floor 3,Network,2 - High,Network
