sys_updated_on,assigned_to,caller_id,number,state,closed_by,opened_at,closed_at,sys_updated_by,short_description,assignment_group,priority,category
2023-11-02 22:58:51.700738245,Fred Luddy,Bud Richman,INC0000000259,Resolved,Luke Wilson,2023-10-15 09:10:00,2023-11-02 22:58:51.700738245,employee,Server connectivity issue,Network,2 - High,Network
2023-10-17 05:46:00.000000000,Charlie Whitherspoon,ITIL User,INC0000000260,Resolved,Charlie Whitherspoon,2023-10-16 05:46:00,2023-10-17 05:46:00.000000000,employee,Server connectivity issue,Network,2 - High,Network
2023-10-30 00:28:35.569052266,Howard Johnson,Bud Richman,INC0000000261,Closed,Fred Luddy,2023-10-16 08:59:00,2023-10-30 00:28:35.569052266,admin,Email server is unresponsive,Network,2 - High,Network
2023-10-22 08:17:18.221557925,Charlie Whitherspoon,ITIL User,INC0000000262,Resolved,Howard Johnson,2023-10-17 00:57:00,2023-10-22 08:17:18.221557925,admin,Email service down in department,Network,1 - Critical,Network
2023-10-18 07:14:00.000000000,Beth Anglin,ITIL User,INC0000000263,Closed,Fred Luddy,2023-10-17 07:14:00,2023-10-18 07:14:00.000000000,system,Cannot connect to VPN,Network,2 - High,Network
2023-11-01 17:21:16.260594503,Beth Anglin,Don Goodliffe,INC0000000264,Resolved,Charlie Whitherspoon,2023-10-18 03:46:00,2023-11-01 17:21:16.260594503,admin,Unable to connect to the VPN,Network,2 - High,Network
2023-10-26 22:36:07.015058706,Fred Luddy,ITIL User,INC0000000265,Resolved,Charlie Whitherspoon,2023-10-20 09:50:00,2023-10-26 22:36:07.015058706,employee,Unable to access VPN,Network,2 - High,Network
2023-11-10 14:18:36.567430426,Beth Anglin,David Loo,INC0000000266,Closed,Beth Anglin,2023-10-21 12:13:00,2023-11-10 14:18:36.567430426,system,Cannot access Office 365 applications,Network,2 - High,Software
2023-10-28 04:26:14.444836185,Luke Wilson,David Loo,INC0000000267,Closed,Fred Luddy,2023-10-22 17:02:00,2023-10-28 04:26:14.444836185,system,Unable to connect to the database server,Database,2 - High,Database
2023-10-29 21:34:30.124586793,Fred Luddy,David Loo,INC0000000268,Resolved,Beth Anglin,2023-10-22 17:24:00,2023-10-29 21:34:30.124586793,system,Unexpected server shutdown,Hardware,1 - Critical,Hardware
2023-11-08 14:07:08.404423699,Beth Anglin,ITIL User,INC0000000269,Closed,Luke Wilson,2023-10-22 18:00:00,2023-11-08 14:07:08.404423699,admin,Unable to access the database,Database,2 - High,Database
2023-10-28 07:18:45.555711833,Charlie Whitherspoon,Bud Richman,INC0000000270,Resolved,Luke Wilson,2023-10-24 07:16:00,2023-10-28 07:18:45.555711833,employee,Slow internet connection,Network,2 - High,Network
2023-10-25 12:17:00.000000000,Beth Anglin,ITIL User,INC0000000271,Closed,Fred Luddy,2023-10-24 12:17:00,2023-10-25 12:17:00.000000000,employee,Unable to access software XYZ,Software,2 - High,Software
2023-11-19 16:14:45.108735953,Charlie Whitherspoon,ITIL User,INC0000000272,Resolved,Beth Anglin,2023-10-25 05:44:00,2023-11-19 16:14:45.108735953,admin,Can't connect to company VPN,Network,2 - High,Network
2023-11-03 04:59:10.590040309,Beth Anglin,David Loo,INC0000000273,Closed,Luke Wilson,2023-10-25 09:26:00,2023-11-03 04:59:10.590040309,employee,Issues with network connectivity,Network,2 - High,Network
2023-10-28 19:21:43.348295946,Howard Johnson,Bud Richman,INC0000000274,Resolved,Howard Johnson,2023-10-25 10:42:00,2023-10-28 19:21:43.348295946,admin,Unable to access company database,Database,2 - High,Database
2023-11-07 00:46:51.731563369,Luke Wilson,Bud Richman,INC0000000275,Resolved,Howard Johnson,2023-10-25 14:52:00,2023-11-07 00:46:51.731563369,employee,Cannot connect to the internet,Network,1 - Critical,Network
2023-11-03 10:08:11.389037510,Howard Johnson,Bud Richman,INC0000000276,Closed,Charlie Whitherspoon,2023-10-25 16:26:00,2023-11-03 10:08:11.389037510,employee,Email server not responding,Network,2 - High,Network
2023-10-30 22:08:13.924805292,Luke Wilson,Bud Richman,INC0000000277,Resolved,Charlie Whitherspoon,2023-10-26 03:07:00,2023-10-30 22:08:13.924805292,employee,Unable to log in to network server,Network,2 - High,Network
2023-11-04 22:01:26.681093496,Charlie Whitherspoon,Bud Richman,INC0000000278,Resolved,Luke Wilson,2023-10-26 07:40:00,2023-11-04 22:01:26.681093496,admin,Cannot connect to VPN,Network,2 - High,Network
2023-10-28 00:26:00.000000000,Beth Anglin,Bud Richman,INC0000000279,Resolved,Fred Luddy,2023-10-27 00:26:00,2023-10-28 00:26:00.000000000,admin,Unable to access company database,Database,2 - High,Database
2023-11-14 15:38:53.870196411,Luke Wilson,Don Goodliffe,INC0000000280,Resolved,Beth Anglin,2023-10-28 03:58:00,2023-11-14 15:38:53.870196411,employee,Unable to access email on mobile,Service Desk,2 - High,Software
2023-11-14 18:37:14.677481950,Luke Wilson,David Loo,INC0000000281,Closed,Fred Luddy,2023-10-28 08:15:00,2023-11-14 18:37:14.677481950,system,Cannot connect to the company's VPN,Network,2 - High,Network
2023-11-04 04:59:24.769449236,Charlie Whitherspoon,Don Goodliffe,INC0000000282,Resolved,Fred Luddy,2023-10-28 18:45:00,2023-11-04 04:59:24.769449236,admin,Internet connection unstable,Network,2 - High,Network
2023-10-29 22:34:00.000000000,Charlie Whitherspoon,Don Goodliffe,INC0000000283,Closed,Howard Johnson,2023-10-28 22:34:00,2023-10-29 22:34:00.000000000,admin,Unable to access email,Service Desk,2 - High,Software
2023-11-10 08:01:04.341742117,Howard Johnson,ITIL User,INC0000000284,Resolved,Charlie Whitherspoon,2023-10-29 04:09:00,2023-11-10 08:01:04.341742117,admin,Unable to access database server,Database,2 - High,Database
2023-11-02 08:29:13.308981484,Beth Anglin,Bud Richman,INC0000000285,Closed,Luke Wilson,2023-10-29 11:46:00,2023-11-02 08:29:13.308981484,system,Unable to connect to the VPN,Network,2 - High,Network
2023-11-04 13:22:03.251620789,Charlie Whitherspoon,Bud Richman,INC0000000286,Resolved,Beth Anglin,2023-10-30 08:22:00,2023-11-04 13:22:03.251620789,employee,Database server down,Database,1 - Critical,Database
2023-11-04 08:14:48.360635643,Beth Anglin,Don Goodliffe,INC0000000287,Closed,Beth Anglin,2023-11-01 08:21:00,2023-11-04 08:14:48.360635643,system,Unable to access email,Network,2 - High,Software
2023-11-04 19:17:23.567513767,Howard Johnson,Don Goodliffe,INC0000000288,Resolved,Charlie Whitherspoon,2023-11-02 01:14:00,2023-11-04 19:17:23.567513767,employee,Unable to connect to VPN,Network,2 - High,Network
2023-11-07 01:27:05.143008801,Charlie Whitherspoon,David Loo,INC0000000289,Resolved,Charlie Whitherspoon,2023-11-02 11:55:00,2023-11-07 01:27:05.143008801,system,Email server not responding,Network,2 - High,Network
2023-11-04 23:58:09.555510982,Howard Johnson,Bud Richman,INC0000000290,Closed,Howard Johnson,2023-11-02 11:56:00,2023-11-04 23:58:09.555510982,admin,Unable to access email account,Service Desk,2 - High,Software
2023-11-12 11:52:21.769094340,Charlie Whitherspoon,Bud Richman,INC0000000291,Closed,Fred Luddy,2023-11-02 16:37:00,2023-11-12 11:52:21.769094340,employee,Email Server down,Network,1 - Critical,Network
2023-11-14 08:13:41.722873591,Luke Wilson,David Loo,INC0000000292,Closed,Luke Wilson,2023-11-02 19:01:00,2023-11-14 08:13:41.722873591,employee,Internet connection issue,Network,2 - High,Network
2023-11-04 09:46:00.000000000,Howard Johnson,Bud Richman,INC0000000293,Resolved,Charlie Whitherspoon,2023-11-03 09:46:00,2023-11-04 09:46:00.000000000,employee,Software Update Failure on Workstation 123,Software,2 - High,Software
2023-11-12 15:03:24.504671664,Beth Anglin,Don Goodliffe,INC0000000294,Resolved,Howard Johnson,2023-11-03 12:31:00,2023-11-12 15:03:24.504671664,admin,Unable to access network resources,Network,2 - High,Network
2023-11-13 03:49:49.416272530,Fred Luddy,Bud Richman,INC0000000295,Closed,Howard Johnson,2023-11-04 02:38:00,2023-11-13 03:49:49.416272530,employee,Database server not responding,Database,1 - Critical,Database
2023-11-13 22:11:50.168627266,Howard Johnson,Don Goodliffe,INC0000000296,Resolved,Howard Johnson,2023-11-04 17:37:00,2023-11-13 22:11:50.168627266,system,Cannot login to email,Service Desk,2 - High,Software
2023-11-20 20:06:10.779169998,Howard Johnson,Don Goodliffe,INC0000000297,Closed,Charlie Whitherspoon,2023-11-04 18:36:00,2023-11-20 20:06:10.779169998,employee,Email system is malfunctioning,Network,2 - High,Software
2023-11-14 16:23:55.337247270,Beth Anglin,Bud Richman,INC0000000298,Resolved,Luke Wilson,2023-11-06 08:06:00,2023-11-14 16:23:55.337247270,employee,Unable to connect to VPN,Network,3 - Moderate,Hardware
2023-11-08 03:43:00.000000000,Howard Johnson,David Loo,INC0000000299,Closed,Charlie Whitherspoon,2023-11-07 03:43:00,2023-11-08 03:43:00.000000000,admin,Unable to access company VPN,Network,2 - High,Network
2023-11-17 05:31:07.069000526,Charlie Whitherspoon,Bud Richman,INC0000000300,Resolved,Charlie Whitherspoon,2023-11-08 04:02:00,2023-11-17 05:31:07.069000526,system,Cannot connect to VPN,Network,2 - High,Network
2023-11-09 16:15:00.000000000,Howard Johnson,David Loo,INC0000000301,Resolved,Luke Wilson,2023-11-08 16:15:00,2023-11-09 16:15:00.000000000,employee,Unable to access database,Database,2 - High,Database
2023-11-10 00:40:00.000000000,Fred Luddy,Bud Richman,INC0000000302,Closed,Fred Luddy,2023-11-09 00:40:00,2023-11-10 00:40:00.000000000,admin,Can't access network drive,Network,2 - High,Network
2023-11-10 01:10:00.000000000,Howard Johnson,ITIL User,INC0000000303,Resolved,Charlie Whitherspoon,2023-11-09 01:10:00,2023-11-10 01:10:00.000000000,system,Database connectivity issues,Database,2 - High,Database
2023-11-14 10:33:41.302957875,Howard Johnson,David Loo,INC0000000304,Closed,Howard Johnson,2023-11-09 11:37:00,2023-11-14 10:33:41.302957875,system,Unable to access the database server,Database,2 - High,Database
2023-11-10 17:08:41.046606605,Luke Wilson,Don Goodliffe,INC0000000305,Closed,Beth Anglin,2023-11-09 13:59:00,2023-11-10 17:08:41.046606605,admin,Email application not responding,Software,2 - High,Software
2023-11-28 17:49:04.886203215,Beth Anglin,ITIL User,INC0000000306,Resolved,Charlie Whitherspoon,2023-11-09 14:38:00,2023-11-28 17:49:04.886203215,employee,Unable to access shared network drive,Network,2 - High,Network
2023-11-11 06:52:00.000000000,Beth Anglin,David Loo,INC0000000307,Resolved,Luke Wilson,2023-11-10 06:52:00,2023-11-11 06:52:00.000000000,admin,Email server connectivity issue,Network,2 - High,Network
2023-11-14 16:18:45.802291150,Fred Luddy,Bud Richman,INC0000000308,Closed,Howard Johnson,2023-11-11 04:37:00,2023-11-14 16:18:45.802291150,admin,Cannot access internal network,Network,2 - High,Network
2023-11-12 05:22:00.000000000,Beth Anglin,Bud Richman,INC0000000309,Resolved,Howard Johnson,2023-11-11 05:22:00,2023-11-12 05:22:00.000000000,admin,Can't connect to office VPN,Network,2 - High,Network
2023-11-12 20:03:00.000000000,Luke Wilson,David Loo,INC0000000310,Resolved,Beth Anglin,2023-11-11 20:03:00,2023-11-12 20:03:00.000000000,system,Internet connection issues in meeting room,Network,2 - High,Network
2023-11-21 06:05:07.266341978,Luke Wilson,Bud Richman,INC0000000311,Resolved,Fred Luddy,2023-11-11 22:52:00,2023-11-21 06:05:07.266341978,admin,Unable to access the database,Database,3 - Moderate,Database
2023-11-14 05:01:00.000000000,Fred Luddy,ITIL User,INC0000000312,Closed,Beth Anglin,2023-11-13 05:01:00,2023-11-14 05:01:00.000000000,employee,Unable to access database,Database,2 - High,Database
2023-11-22 16:15:03.501214405,Beth Anglin,David Loo,INC0000000313,Resolved,Fred Luddy,2023-11-13 22:56:00,2023-11-22 16:15:03.501214405,system,Unable to connect to office wifi,Network,2 - High,Network
2023-11-16 08:23:09.731136070,Luke Wilson,Don Goodliffe,INC0000000314,Resolved,Howard Johnson,2023-11-14 05:04:00,2023-11-16 08:23:09.731136070,system,Email server is not responding,Network,1 - Critical,Network
2023-11-20 11:45:13.126266541,Luke Wilson,Don Goodliffe,INC0000000315,Closed,Charlie Whitherspoon,2023-11-14 16:35:00,2023-11-20 11:45:13.126266541,system,Can't connect to database,Database,2 - High,Database
2023-11-26 08:55:14.691196750,Beth Anglin,David Loo,INC0000000316,Closed,Howard Johnson,2023-11-14 18:04:00,2023-11-26 08:55:14.691196750,employee,Cannot access email,Service Desk,2 - High,Software
2023-11-18 04:49:22.373669057,Luke Wilson,Don Goodliffe,INC0000000317,Resolved,Charlie Whitherspoon,2023-11-14 18:55:00,2023-11-18 04:49:22.373669057,system,Unable to connect to virtual private network,Network,2 - High,Network
2023-11-24 17:04:10.022099147,Beth Anglin,ITIL User,INC0000000318,Closed,Howard Johnson,2023-11-15 14:15:00,2023-11-24 17:04:10.022099147,admin,MySQL database not responding,Database,1 - Critical,Database
2023-11-16 19:34:00.000000000,Howard Johnson,David Loo,INC0000000319,Closed,Fred Luddy,2023-11-15 19:34:00,2023-11-16 19:34:00.000000000,system,Need assistance with network connectivity,Network,2 - High,Network
2023-11-26 10:20:27.025985606,Charlie Whitherspoon,Don Goodliffe,INC0000000320,Closed,Charlie Whitherspoon,2023-11-16 12:32:00,2023-11-26 10:20:27.025985606,system,Cannot access database,Database,2 - High,Database
2023-11-17 15:25:00.000000000,Luke Wilson,David Loo,INC0000000321,Closed,Fred Luddy,2023-11-16 15:25:00,2023-11-17 15:25:00.000000000,employee,Internet connection unstable,Network,2 - High,Network
2023-11-18 12:04:32.397042435,Howard Johnson,ITIL User,INC0000000322,Closed,Howard Johnson,2023-11-17 02:58:00,2023-11-18 12:04:32.397042435,system,SQL server performance issues,Database,2 - High,Database
2023-12-05 04:27:17.395524298,Fred Luddy,Bud Richman,INC0000000323,Closed,Howard Johnson,2023-11-17 15:33:00,2023-12-05 04:27:17.395524298,system,Database is running slow,Database,2 - High,Database
2023-11-24 04:05:27.740117691,Beth Anglin,Don Goodliffe,INC0000000324,Resolved,Fred Luddy,2023-11-17 15:38:00,2023-11-24 04:05:27.740117691,admin,Outlook not syncing with Exchange,Software,2 - High,Software
2023-11-18 16:59:00.000000000,Howard Johnson,Bud Richman,INC0000000325,Resolved,Fred Luddy,2023-11-17 16:59:00,2023-11-18 16:59:00.000000000,employee,Internet connection issue on floor 3,Network,2 - High,Network
2023-11-25 04:11:38.430239505,Fred Luddy,Don Goodliffe,INC0000000326,Resolved,Howard Johnson,2023-11-17 21:44:00,2023-11-25 04:11:38.430239505,admin,Email client continuously crashing,Software,2 - High,Software
2023-11-19 03:32:00.000000000,Fred Luddy,Bud Richman,INC0000000327,Closed,Fred Luddy,2023-11-18 03:32:00,2023-11-19 03:32:00.000000000,system,Email system outage,Network,1 - Critical,Network
2023-11-23 09:15:43.967222603,Charlie Whitherspoon,Don Goodliffe,INC0000000328,Closed,Luke Wilson,2023-11-18 18:25:00,2023-11-23 09:15:43.967222603,employee,Unable to access database,Database,2 - High,Database
2023-11-20 01:06:00.000000000,Charlie Whitherspoon,ITIL User,INC0000000329,Closed,Fred Luddy,2023-11-19 01:06:00,2023-11-20 01:06:00.000000000,employee,Email server down,Network,1 - Critical,Network
2023-11-21 07:33:49.943209360,Charlie Whitherspoon,Don Goodliffe,INC0000000330,Resolved,Luke Wilson,2023-11-19 15:38:00,2023-11-21 07:33:49.943209360,system,Email client crashes unexpectedly,Software,2 - High,Software
2023-11-26 19:59:09.716126075,Luke Wilson,ITIL User,INC0000000331,Closed,Howard Johnson,2023-11-20 15:14:00,2023-11-26 19:59:09.716126075,admin,Email client not working properly,Software,2 - High,Software
2023-12-02 03:03:08.871381783,Howard Johnson,Don Goodliffe,INC0000000332,Resolved,Luke Wilson,2023-11-22 00:01:00,2023-12-02 03:03:08.871381783,system,Cannot access network drives,Network,2 - High,Network
2023-12-03 15:45:28.940634411,Fred Luddy,David Loo,INC0000000333,Closed,Howard Johnson,2023-11-22 04:45:00,2023-12-03 15:45:28.940634411,employee,Unable to connect to database server,Database,2 - High,Database
2023-11-23 08:34:00.000000000,Fred Luddy,Bud Richman,INC0000000334,Resolved,Charlie Whitherspoon,2023-11-22 08:34:00,2023-11-23 08:34:00.000000000,system,Cannot access company database,Database,2 - High,Database
2023-11-24 02:45:09.109586474,Fred Luddy,Don Goodliffe,INC0000000335,Closed,Fred Luddy,2023-11-22 10:31:00,2023-11-24 02:45:09.109586474,system,Email server is unresponsive,Network,1 - Critical,Network
2023-11-24 23:38:44.872832549,Fred Luddy,ITIL User,INC0000000336,Closed,Howard Johnson,2023-11-23 13:13:00,2023-11-24 23:38:44.872832549,employee,Email server is not responding,Network,2 - High,Hardware
2023-12-01 00:05:56.801348945,Fred Luddy,ITIL User,INC0000000337,Resolved,Beth Anglin,2023-11-23 22:19:00,2023-12-01 00:05:56.801348945,system,Unable to connect to the company VPN,Network,2 - High,Network
2023-12-12 02:50:44.432670635,Howard Johnson,Bud Richman,INC0000000338,Closed,Beth Anglin,2023-11-24 00:45:00,2023-12-12 02:50:44.432670635,admin,Email server connectivity issue,Network,2 - High,Network
2023-11-29 15:07:23.871207477,Beth Anglin,Don Goodliffe,INC0000000339,Closed,Fred Luddy,2023-11-24 03:19:00,2023-11-29 15:07:23.871207477,system,Unable to access company database,Database,2 - High,Database
2023-11-25 03:58:00.000000000,Luke Wilson,Don Goodliffe,INC0000000340,Closed,Luke Wilson,2023-11-24 03:58:00,2023-11-25 03:58:00.000000000,admin,Unable to connect to the database server,Database,2 - High,Database
2023-11-27 11:26:06.819229933,Luke Wilson,ITIL User,INC0000000341,Resolved,Beth Anglin,2023-11-24 05:08:00,2023-11-27 11:26:06.819229933,employee,Database connection failure,Database,2 - High,Database
2023-11-28 21:46:01.722203762,Beth Anglin,Bud Richman,INC0000000342,Resolved,Fred Luddy,2023-11-24 12:41:00,2023-11-28 21:46:01.722203762,admin,Email server is not responding,Network,1 - Critical,Network
2023-11-26 17:50:00.000000000,Charlie Whitherspoon,Don Goodliffe,INC0000000343,Resolved,Fred Luddy,2023-11-25 17:50:00,2023-11-26 17:50:00.000000000,admin,Email server not responding,Network,2 - High,Network
2023-12-17 16:00:25.704791283,Charlie Whitherspoon,ITIL User,INC0000000344,Resolved,Fred Luddy,2023-11-25 19:01:00,2023-12-17 16:00:25.704791283,system,Email server not responding,Network,1 - Critical,Network
2023-12-01 21:10:04.520549511,Beth Anglin,ITIL User,INC0000000345,Closed,Charlie Whitherspoon,2023-11-26 01:45:00,2023-12-01 21:10:04.520549511,employee,Unable to connect to VPN,Network,2 - High,Network
2023-12-19 13:52:11.441810097,Beth Anglin,Don Goodliffe,INC0000000346,Closed,Fred Luddy,2023-11-26 04:07:00,2023-12-19 13:52:11.441810097,system,Outage in internal software,Software,1 - Critical,Software
2023-12-17 16:25:12.378478811,Charlie Whitherspoon,ITIL User,INC0000000347,Closed,Fred Luddy,2023-11-27 17:05:00,2023-12-17 16:25:12.378478811,system,Database connectivity issue,Database,2 - High,Database
2023-12-16 01:52:35.272790262,Beth Anglin,Bud Richman,INC0000000348,Resolved,Charlie Whitherspoon,2023-11-27 22:33:00,2023-12-16 01:52:35.272790262,system,Unable to connect to VPN,Network,2 - High,Network
2023-12-01 16:30:19.143525902,Luke Wilson,ITIL User,INC0000000349,Resolved,Fred Luddy,2023-11-29 00:03:00,2023-12-01 16:30:19.143525902,employee,Unable to access VPN,Network,2 - High,Network
2023-12-12 11:35:03.643787137,Charlie Whitherspoon,Bud Richman,INC0000000350,Closed,Charlie Whitherspoon,2023-11-29 01:07:00,2023-12-12 11:35:03.643787137,employee,Database server outage,Database,1 - Critical,Database
2023-11-30 09:16:00.000000000,Howard Johnson,Bud Richman,INC0000000351,Closed,Fred Luddy,2023-11-29 09:16:00,2023-11-30 09:16:00.000000000,employee,Unable to connect to VPN,Network,2 - High,Network
2023-12-16 04:56:43.783136710,Howard Johnson,Bud Richman,INC0000000352,Resolved,Beth Anglin,2023-11-30 00:10:00,2023-12-16 04:56:43.783136710,system,Network connectivity issue in the marketing department,Network,2 - High,Network
2023-12-06 18:03:12.975855570,Fred Luddy,Bud Richman,INC0000000353,Resolved,Luke Wilson,2023-11-30 07:12:00,2023-12-06 18:03:12.975855570,employee,Internet connection issue in building B,Network,2 - High,Network
2023-12-13 18:18:06.742246471,Charlie Whitherspoon,Bud Richman,INC0000000354,Resolved,Luke Wilson,2023-11-30 07:43:00,2023-12-13 18:18:06.742246471,employee,Unable to access the company database,Database,1 - Critical,Database
2023-12-18 00:50:04.168822002,Beth Anglin,ITIL User,INC0000000355,Closed,Fred Luddy,2023-11-30 08:05:00,2023-12-18 00:50:04.168822002,employee,Email client installation issue,Service Desk,2 - High,Software
2023-12-14 03:49:47.767263485,Howard Johnson,ITIL User,INC0000000356,Closed,Luke Wilson,2023-11-30 13:20:00,2023-12-14 03:49:47.767263485,admin,Error shown when launching the database,Database,2 - High,Database
2023-12-07 07:57:18.129277045,Luke Wilson,Bud Richman,INC0000000357,Closed,Fred Luddy,2023-11-30 19:01:00,2023-12-07 07:57:18.129277045,employee,VPN connection issue,Network,2 - High,Network
2023-12-10 10:24:30.378299253,Howard Johnson,Don Goodliffe,INC0000000358,Resolved,Beth Anglin,2023-11-30 20:48:00,2023-12-10 10:24:30.378299253,system,Cannot connect to VPN,Network,3 - Moderate,Network
2023-12-23 09:48:56.364351552,Beth Anglin,Bud Richman,INC0000000359,Resolved,Fred Luddy,2023-12-02 03:57:00,2023-12-23 09:48:56.364351552,employee,Issues with connecting to the local server,Network,2 - High,Network
2023-12-06 18:15:05.578475557,Luke Wilson,ITIL User,INC0000000360,Closed,Beth Anglin,2023-12-02 19:02:00,2023-12-06 18:15:05.578475557,employee,Database server connection error,Database,1 - Critical,Database
2023-12-14 20:53:04.063020691,Charlie Whitherspoon,Bud Richman,INC0000000361,Resolved,Luke Wilson,2023-12-02 23:03:00,2023-12-14 20:53:04.063020691,admin,Outage in office network,Network,1 - Critical,Network
2023-12-04 04:34:00.000000000,Charlie Whitherspoon,Bud Richman,INC0000000362,Resolved,Beth Anglin,2023-12-03 04:34:00,2023-12-04 04:34:00.000000000,system,Server is not responding,Network,1 - Critical,Network
2023-12-19 06:45:54.961250264,Charlie Whitherspoon,David Loo,INC0000000363,Resolved,Beth Anglin,2023-12-04 00:54:00,2023-12-19 06:45:54.961250264,admin,Unable to access company database,Database,2 - High,Database
2023-12-23 23:20:22.379540972,Fred Luddy,ITIL User,INC0000000364,Resolved,Howard Johnson,2023-12-05 10:04:00,2023-12-23 23:20:22.379540972,admin,Email server connectivity issue,Network,2 - High,Network
2023-12-21 03:30:52.543889115,Luke Wilson,Don Goodliffe,INC0000000365,Closed,Beth Anglin,2023-12-06 19:54:00,2023-12-21 03:30:52.543889115,employee,Unable to access company database,Database,2 - High,Database
2023-12-24 23:48:15.421882457,Howard Johnson,Bud Richman,INC0000000366,Resolved,Charlie Whitherspoon,2023-12-07 12:30:00,2023-12-24 23:48:15.421882457,system,Cannot log into email account,Service Desk,2 - High,Software
2023-12-19 22:20:20.716552663,Fred Luddy,Don Goodliffe,INC0000000367,Resolved,Fred Luddy,2023-12-07 15:24:00,2023-12-19 22:20:20.716552663,admin,Unable to access company databases,Database,2 - High,Database
2023-12-11 06:46:38.556399390,Luke Wilson,ITIL User,INC0000000368,Closed,Howard Johnson,2023-12-07 15:45:00,2023-12-11 06:46:38.556399390,employee,VPN access not working,Network,2 - High,Network
2023-12-08 17:56:00.000000000,Fred Luddy,David Loo,INC0000000369,Closed,Beth Anglin,2023-12-07 17:56:00,2023-12-08 17:56:00.000000000,employee,Email system failure,Network,1 - Critical,Software
2023-12-12 09:41:52.427725050,Luke Wilson,Don Goodliffe,INC0000000370,Resolved,Luke Wilson,2023-12-07 22:23:00,2023-12-12 09:41:52.427725050,employee,Email server downtime,Network,2 - High,Network
2023-12-27 22:43:47.400355267,Howard Johnson,David Loo,INC0000000371,Closed,Fred Luddy,2023-12-08 05:21:00,2023-12-27 22:43:47.400355267,admin,Unable to access email account,Service Desk,2 - High,Software
2023-12-10 17:59:00.000000000,Fred Luddy,Bud Richman,INC0000000372,Resolved,Beth Anglin,2023-12-09 17:59:00,2023-12-10 17:59:00.000000000,employee,Unable to connect to VPN,Network,2 - High,Network
2023-12-11 02:51:00.000000000,Howard Johnson,ITIL User,INC0000000373,Closed,Fred Luddy,2023-12-10 02:51:00,2023-12-11 02:51:00.000000000,employee,Unable to access the database server,Database,2 - High,Database
2023-12-21 17:08:15.355581181,Howard Johnson,ITIL User,INC0000000374,Resolved,Beth Anglin,2023-12-10 02:52:00,2023-12-21 17:08:15.355581181,system,Cannot connect to the WiFi,Network,2 - High,Network
2023-12-24 06:43:15.149138409,Charlie Whitherspoon,ITIL User,INC0000000375,Closed,Charlie Whitherspoon,2023-12-10 02:58:00,2023-12-24 06:43:15.149138409,employee,Unable to access internal network,Network,2 - High,Network
2023-12-17 11:29:24.020620245,Fred Luddy,ITIL User,INC0000000376,Closed,Fred Luddy,2023-12-10 08:23:00,2023-12-17 11:29:24.020620245,admin,Unable to access database,Database,3 - Moderate,Database
2023-12-16 19:36:28.063227173,Beth Anglin,Don Goodliffe,INC0000000377,Closed,Beth Anglin,2023-12-10 10:46:00,2023-12-16 19:36:28.063227173,employee,Database connection issue,Database,2 - High,Database
2023-12-17 02:52:58.653511018,Howard Johnson,ITIL User,INC0000000378,Resolved,Fred Luddy,2023-12-10 17:17:00,2023-12-17 02:52:58.653511018,admin,Cannot connect to database,Database,2 - High,Database
2023-12-11 23:32:00.000000000,Beth Anglin,Bud Richman,INC0000000379,Resolved,Luke Wilson,2023-12-10 23:32:00,2023-12-11 23:32:00.000000000,system,Cannot connect to office wifi network,Network,2 - High,Network
2023-12-20 04:49:56.251564494,Fred Luddy,ITIL User,INC0000000380,Resolved,Fred Luddy,2023-12-11 07:14:00,2023-12-20 04:49:56.251564494,system,Internet connection unstable,Network,2 - High,Network
2023-12-21 00:51:20.120668040,Fred Luddy,David Loo,INC0000000381,Resolved,Howard Johnson,2023-12-11 13:54:00,2023-12-21 00:51:20.120668040,system,Database connection issue in payroll system,Database,2 - High,Database
2023-12-13 02:31:00.000000000,Fred Luddy,Bud Richman,INC0000000382,Closed,Beth Anglin,2023-12-12 02:31:00,2023-12-13 02:31:00.000000000,employee,Unable to connect to VPN,Network,2 - High,Network
2023-12-16 01:08:38.975215770,Charlie Whitherspoon,David Loo,INC0000000383,Resolved,Fred Luddy,2023-12-12 12:04:00,2023-12-16 01:08:38.975215770,employee,Unable to access the database server,Database,2 - High,Database
2023-12-16 19:30:24.626830340,Fred Luddy,Don Goodliffe,INC0000000384,Resolved,Charlie Whitherspoon,2023-12-12 23:59:00,2023-12-16 19:30:24.626830340,admin,Unable to connect to VPN,Network,2 - High,Network
2023-12-19 15:24:20.343775137,Fred Luddy,Don Goodliffe,INC0000000385,Closed,Charlie Whitherspoon,2023-12-13 04:36:00,2023-12-19 15:24:20.343775137,admin,Unable to access the database,Database,2 - High,Database
2023-12-17 08:54:43.843922200,Howard Johnson,David Loo,INC0000000386,Closed,Beth Anglin,2023-12-13 11:21:00,2023-12-17 08:54:43.843922200,admin,Email client not functioning properly,Service Desk,3 - Moderate,Software
2023-12-21 10:55:51.785511290,Howard Johnson,Don Goodliffe,INC0000000387,Closed,Howard Johnson,2023-12-14 01:50:00,2023-12-21 10:55:51.785511290,employee,Email system is not syncing correctly,Network,3 - Moderate,Software
2023-12-23 20:28:28.752194644,Charlie Whitherspoon,ITIL User,INC0000000388,Resolved,Fred Luddy,2023-12-14 03:38:00,2023-12-23 20:28:28.752194644,system,Email server not responding,Network,2 - High,Network
