number,opened_at,state,amount,short_description,department,location,processing_time,processed_date,user
f47ecda3-04e6-4e47-8960-f97e602133eb,2024-07-08 16:29:48,Pending,8503.052925634704,Thank form tell when. Cloud,Customer Support,Europe,0.0,,Angela Rodriguez
f930204e-eaab-4ce7-a54b-ad75ffcdb675,2024-03-03 19:59:45,Submitted,1653.2004355869287,Stop coach kid election exactly common.,Finance,North America,0.0,,Barbara Martinez
2e5731e3-e526-48b4-b9bf-b70fc987c437,2024-02-15 05:44:41,Submitted,1862.8413023531466,Hotel something three right war. Automated,IT,North America,0.0,,Linda Miller
62f71acb-2bdf-4418-ad06-da229ffa10ce,2024-02-01 19:35:37,Processed,2569.9389547310893,Catch fire wall floor.,Development,Europe,7.0,2024-02-08 19:35:37,Angela Rodriguez
b378e2e9-679a-4927-b5d3-d0944b58bccd,2024-03-18 19:56:08,Submitted,6860.254866185693,Hear but how listen generation.,Finance,North America,0.0,,Linda Miller
fe4f9c99-8fb8-4952-8461-a9dca336e4d2,2024-10-18 18:21:35,Processed,3698.0202880773163,Field history whatever push.,Customer Support,Europe,7.0,2024-10-25 18:21:35,Lisa Harris
237d113d-b482-4622-96da-7566f28c6a7c,2024-07-14 02:50:21,Processed,4152.347918868363,Responsibility above into field. Server,Sales,Asia,6.0,2024-07-20 02:50:21,Sarah Moore
2c1bb548-3d68-41d5-a422-2768e966241c,2024-03-25 06:04:53,Pending,3801.1321191668753,Method management better yeah.,Development,Asia,0.0,,Emily Davis
c6c6ecea-fa53-4137-8a90-26795e465c73,2024-05-22 13:29:29,Declined,13918.504792026544,Up politics ball hand wife. Travel,Product Management,Africa,0.0,,Patricia Thompson
80c557f9-6d43-4262-a571-9cb19832c4e8,2024-04-29 07:20:58,Submitted,8420.31905737073,Analysis social goal without culture. Cloud,Product Management,South America,0.0,,Michael Johnson
ff450850-2c3a-4e89-89d7-8a586525cd50,2024-05-21 11:34:56,Submitted,9945.663001591267,Single interview shoulder really war house. Oracle,Product Management,Africa,0.0,,Jane Doe
c08062fc-760a-452e-a147-dd63a0747ca7,2024-10-12 10:12:53,Pending,4397.157572753785,Computer worry dog executive firm most. Cloud,Product Management,South America,0.0,,Robert Taylor
1f129f1e-b390-44c8-831e-e468d0c6e050,2024-03-23 07:14:00,Declined,9076.89116439204,Yard remember fill already answer event response.,Product Management,South America,0.0,,Jane Doe
5e491801-15f7-4246-aae8-f3c11623b4bd,2024-06-03 09:48:48,Declined,3263.388207414789,Challenge glass organization two woman simple member.,Development,Asia,0.0,,Angela Rodriguez
8ae605f7-a15b-4534-9d98-1ef7afef9057,2024-09-10 00:28:14,Submitted,8302.502658784206,Sit participant establish.,Finance,Africa,0.0,,Linda Miller
b7dc6e1c-4807-4793-8208-0e4e164094b6,2024-09-29 01:07:27,Declined,11543.911009126654,Center need again sell sit necessary. Oracle,Product Management,Africa,0.0,,Sarah Moore
1a170349-ca81-422e-9f7c-f529fb4ffc2d,2024-02-02 12:51:05,Pending,3555.077794444218,Give land wrong can stop office country behind. Server,Finance,North America,0.0,,Michael Johnson
1533a9fa-c3f8-49e6-95ce-20be2d26bd3d,2024-07-12 23:21:11,Pending,5807.110753242656,Loss high head let your.,Finance,Europe,0.0,,John Smith
09c0f4c5-3681-4a18-82ad-3bfb9714cce0,2024-04-02 22:23:47,Submitted,7521.80336490861,Opportunity up share shake represent. Server,Development,Africa,0.0,,Barbara Martinez
3485d10a-e004-45e3-b78c-41db64a1fd25,2024-03-11 08:02:59,Declined,5942.368638660098,Beautiful there word gas relationship.,Sales,North America,0.0,,Lisa Harris
0b96e378-b197-49bf-9b8a-d9e113b12b4a,2024-07-13 04:29:49,Declined,1599.6369603825929,Natural total thought add score both conference.,Customer Support,Africa,0.0,,Sarah Moore
cb8f0026-4225-493f-83b8-d93167695acb,2024-07-13 22:48:55,Declined,2725.9399336108295,Girl too drug.,Development,Asia,0.0,,Michael Johnson
fb085a9a-4f25-4120-8710-37946ded3aa7,2024-07-28 19:19:09,Pending,3213.315811983641,Card population improve green different challenge exactly.,Finance,Africa,0.0,,Barbara Martinez
507a5f14-cdaf-4a05-aa15-9981cb08ba44,2024-03-16 11:57:48,Declined,2913.04112887025,Image watch country challenge.,HR,Africa,0.0,,John Smith
36a55c7e-3fa5-45f6-9a14-96e1985e7d8a,2024-02-21 21:52:58,Submitted,4993.653249717213,Paper mention up even.,Development,Africa,0.0,,Karen Jackson
2541b61b-13c8-4b57-a4ea-fd5720f22ca6,2024-03-22 06:52:26,Submitted,5262.396045757552,Join mention address huge a begin practice.,HR,Asia,0.0,,David Wilson
b55d131d-e4de-4ea0-bb75-b6b6b86d9ff9,2024-02-08 22:48:59,Declined,10967.405318431072,People center stay the police month. Cloud,Product Management,North America,0.0,,Robert Taylor
1b7cad18-027d-44d2-93a1-59a0163c6697,2024-06-16 03:34:54,Pending,1251.0760086631585,Network with book spend south fight myself. Travel,Product Management,Europe,0.0,,Richard Thomas
ca441aae-28b1-428c-aa9d-2ea53524c5c4,2024-06-27 20:07:41,Submitted,7705.454695501176,Attorney nor allow mother record. Server,Product Management,North America,0.0,,Jessica Anderson
87c3e304-6163-42e6-b06a-e702098862bf,2024-10-17 02:55:57,Submitted,6004.399475411846,Loss herself politics. Server,Development,South America,0.0,,Barbara Martinez
217efa70-aa86-4d45-a8a7-d1c478331d21,2024-08-28 10:31:25,Declined,7221.88839835261,Military fire suffer support investment if nature. Travel,Product Management,Europe,0.0,,Christopher Garcia
6efaad4d-587c-4a76-b8c2-029e12c1f5aa,2024-05-20 05:21:07,Submitted,4857.985604416611,Partner place enough floor reach inside right. Automated,Development,South America,0.0,,Linda Miller
e8e48fb2-0fd2-42c5-8958-0f5e83bbd04f,2024-07-24 17:51:05,Processed,4399.173030676123,Smile office which everybody receive.,Development,South America,8.0,2024-08-01 17:51:05,Lisa Harris
1a33e908-43b6-49bb-bcc6-ea556815a7c6,2024-04-29 14:59:41,Processed,7547.844188637566,Responsibility similar course country soon that make. Automated,Product Management,North America,4.0,2024-05-03 14:59:41,Lisa Harris
181649c0-96bd-48a5-9f75-1ac1144172be,2024-07-13 23:15:38,Submitted,1744.983917549966,Director if give third base sure. Automated,Product Management,North America,0.0,,David Wilson
485cfece-88ff-4a22-97ac-7b983326d373,2024-10-03 02:58:39,Declined,896.1013285044866,His too store official successful any. Cloud,HR,North America,0.0,,Lisa Harris
e236784a-e3aa-4557-9e5f-1c167c58a252,2024-02-08 04:50:41,Pending,2468.1685504127004,Surface power drive. Cloud,Sales,North America,0.0,,Michael Johnson
e7272089-cb62-4760-949c-723546ad2685,2024-08-30 07:39:17,Submitted,7965.454312325693,Pressure travel feel world nearly rule. Travel,Sales,South America,0.0,,John Smith
b6b7079d-c2cf-40a0-adec-3ad97f0bc97b,2024-03-22 17:54:03,Submitted,2884.7003170160338,Place method easy onto nothing much would.,Sales,Asia,0.0,,Jessica Anderson
cdb9334f-0a27-44f0-a2ec-67b11893abd9,2024-09-10 06:19:05,Submitted,3952.0533060607218,Theory reveal reason low strong eat. Oracle,IT,Europe,0.0,,Steven Clark
57bb39ef-7e3c-43fc-9eeb-975f33228abc,2024-01-02 20:31:11,Processed,7222.212024755202,Deep exactly begin visit executive not environmental. Travel,Product Management,North America,5.0,2024-01-07 20:31:11,Michael Johnson
c2f1d85b-1337-46f4-a5c5-46ad5d4cd8dd,2024-09-30 06:57:42,Processed,2341.12135430573,Smile summer left but firm provide.,Product Management,Asia,10.0,2024-10-10 06:57:42,Karen Jackson
79d2757f-f611-483c-bce6-566af9ffc5c6,2024-07-27 00:12:47,Submitted,7689.731509052489,Water traditional feeling shake.,Development,South America,0.0,,Linda Miller
38f0900d-bcdb-4c0e-83d1-511f641b3b72,2024-04-25 11:10:00,Declined,6391.960816218583,Anyone bag girl quality. Automated,Finance,Asia,0.0,,John Smith
d8155148-9737-4e09-944d-148f3c10e446,2024-08-05 21:24:17,Declined,7503.243077717625,Medical high amount here. Oracle,IT,Asia,0.0,,Richard Thomas
64513a98-092f-47c0-98e8-c9931118e472,2024-03-30 03:51:20,Submitted,5614.938134917107,Eye trial evening student after son wall.,Product Management,North America,0.0,,Karen Jackson
e289cb7f-57a9-4477-8785-2a0fda0daff7,2024-04-09 08:51:47,Processed,8949.580111597452,Level own consumer program. Oracle,Product Management,North America,5.0,2024-04-14 08:51:47,Karen Jackson
bbe58845-cd4b-4d0e-9f46-5446b21675f1,2024-03-17 02:43:54,Submitted,7252.054061562515,Against animal room once treat move.,Development,Asia,0.0,,Michael Johnson
9c4b04bf-6fb5-42da-a19d-b5c0ee8162c3,2024-04-01 21:04:18,Processed,5938.670478000283,Mind among think quite question director lawyer. Travel,Customer Support,Asia,4.0,2024-04-05 21:04:18,Charles Martin
c325cdd1-e065-4b1b-ac30-2d646a4c72bc,2024-04-17 13:14:52,Pending,657.0753341979282,Budget wrong stand.,IT,Asia,0.0,,Barbara Martinez
0a087638-8d60-49f2-b740-76e61b8d7c2c,2024-04-06 00:54:10,Submitted,769.8833058982417,Fire police coach article pick may.,Development,Africa,0.0,,Jane Doe
7c9aea57-92f3-434e-8645-3b02cf1304cb,2024-06-30 20:37:42,Pending,7355.762053905947,Account information modern.,IT,North America,0.0,,Charles Martin
09bacbc7-55c3-4dbc-89e5-a60bd9d71b97,2024-02-20 06:15:29,Submitted,2672.3171333087066,Pass travel game animal key eat it.,Product Management,Africa,0.0,,Lisa Harris
130d452b-6bad-46e3-80fe-e987b13b0443,2024-02-22 09:10:32,Submitted,6555.793310854341,Perform consider image brother teach while. Oracle,HR,North America,0.0,,Michael Johnson
04843222-3621-4fc2-8b62-5f6cd84dbda0,2024-03-28 13:01:31,Submitted,7549.544605632784,Us ahead firm organization challenge.,Sales,Europe,0.0,,William Brown
c90141d6-866c-4edf-9317-f3d485ff179c,2024-08-22 14:22:14,Processed,6922.052139060409,State keep whom book. Cloud,IT,South America,5.0,2024-08-27 14:22:14,Christopher Garcia
21eb11e7-a4c4-4933-bb5c-20f7227496cf,2024-04-09 13:51:32,Submitted,6479.087337743704,Perhaps deal since wait. Oracle,Development,Asia,0.0,,Karen Jackson
96d6572e-9848-4baf-90b5-92b9aabefdc7,2024-04-06 10:59:14,Pending,9973.896038796434,Would two test let.,Product Management,Asia,0.0,,Lisa Harris
e8ef7917-8b5f-4ed7-92bd-5246aae56ef9,2024-01-12 01:30:18,Processed,2005.7510853192368,Military news media along season door serious.,Sales,North America,11.0,2024-01-23 01:30:18,Jessica Anderson
a2d61435-495e-4dba-b053-91ebc9ef59d9,2024-02-13 12:17:27,Pending,1099.0753304379816,Exist science focus. Oracle,Customer Support,Africa,0.0,,Robert Taylor
71ca40b5-2490-4846-a741-3337e1cb4d07,2024-03-09 19:22:25,Submitted,9956.384071779716,Magazine amount through leave structure technology southern. Cloud,Sales,Africa,0.0,,Patricia Thompson
ed4b01f7-a75c-4ef1-893a-fe60c7d6d4c5,2024-10-10 09:01:52,Pending,5672.399299176065,Manage benefit again bar century.,Sales,Europe,0.0,,Angela Rodriguez
8a89b401-7ca5-4759-8820-afe545c209b6,2024-07-24 01:21:02,Declined,5535.423846636177,Kitchen push exactly white believe. Automated,Sales,Africa,0.0,,Christopher Garcia
98cd88b7-938d-451c-be40-3fe37f32ff0e,2024-10-05 19:29:20,Submitted,9226.298524396076,View produce game onto. Server,Finance,South America,0.0,,Christopher Garcia
1d46c301-4acb-4df3-a356-40ebcbd585c1,2024-10-20 18:11:17,Pending,7466.986885161192,You mean base with them history vote. Automated,Sales,South America,0.0,,John Smith
ab2238b9-52d1-46fc-a721-475af342d86f,2024-10-01 12:16:27,Processed,1611.8344545142397,Pull theory organization. Server,HR,South America,13.0,2024-10-14 12:16:27,David Wilson
d35e6fca-eb4b-4ef0-8e50-fa446e533d7a,2024-03-24 05:12:04,Processed,6826.995521403226,Bring school pattern me house improve six.,Customer Support,Asia,4.0,2024-03-28 05:12:04,Lisa Harris
029b4482-c662-4a75-a4b5-540086d3cee1,2024-10-11 23:38:27,Submitted,3064.4598025220257,Senior data business. Automated,Development,Asia,0.0,,Steven Clark
dd871fa7-c241-4700-93ea-de24d5673412,2024-08-22 01:15:24,Submitted,6965.174840764731,Rule increase gas save see under resource.,Sales,Africa,0.0,,Karen Jackson
4bdf7f25-4f3f-4760-be78-a9badfed0673,2024-04-26 10:34:43,Declined,6190.587116442494,Trip before life education bed weight manage. Oracle,Sales,Europe,0.0,,Sarah Moore
713dba89-f315-42c9-81d4-d73a97d2bce2,2024-07-04 20:22:12,Declined,1820.9110939460313,Can pass customer heart. Travel,Development,South America,0.0,,Thomas White
652f3a11-3abb-4f16-98d2-c0ff687391c1,2024-01-01 12:10:23,Processed,2608.6341672019157,Check tonight catch. Automated,Development,North America,14.0,2024-01-15 12:10:23,Lisa Harris
9a979674-ba77-4ab4-922b-384788952357,2024-01-13 23:34:24,Submitted,312.32354038144194,Concern two second forget others join. Automated,HR,South America,0.0,,Sarah Moore
6b130f79-8333-460e-9688-06b78ca39673,2024-09-19 00:37:59,Processed,9563.739061398692,Amount civil anything because product minute report.,Customer Support,North America,5.0,2024-09-24 00:37:59,Linda Miller
312ebaa7-039a-4500-b519-83b696321fc7,2024-06-20 14:55:39,Submitted,6107.815163917014,Employee itself seven image. Oracle,Customer Support,Asia,0.0,,John Smith
b2b06415-50c8-4186-a468-7186704d23c5,2024-10-04 03:09:34,Declined,5031.651665121728,Ability property scientist bar cell modern no. Automated,Product Management,South America,0.0,,Thomas White
9ebb32ec-f033-4827-8217-540c523bf71e,2024-03-07 04:06:55,Declined,6875.170795030763,News thing director tree thousand boy. Automated,Sales,North America,0.0,,Lisa Harris
d1587208-42d7-4d3d-b85c-662b16a9cab8,2024-04-15 11:15:46,Pending,2902.322924016455,Sea play enter good name. Server,Product Management,Africa,0.0,,Charles Martin
d775b0b8-6dc1-4890-befb-5479227cb7bb,2024-08-08 11:35:33,Submitted,3724.3157299256886,Son couple note other goal low condition. Server,Product Management,South America,0.0,,Jessica Anderson
8a3f900b-6211-4b7f-b8f6-2cc6b0e0906c,2024-08-31 04:20:07,Submitted,3077.72614718217,On back they sound media.,Customer Support,Asia,0.0,,Angela Rodriguez
2eb3f5b9-addb-4b15-a8ed-f8e041a935a4,2024-05-10 06:08:59,Declined,9884.514236365147,Computer total although better project upon western.,Development,Asia,0.0,,John Smith
985e6428-cf98-4ca0-bda5-a51231ab77f9,2024-03-06 23:06:38,Processed,3769.7881537925446,Ball study plant believe.,IT,North America,7.0,2024-03-13 23:06:38,Angela Rodriguez
90fe3f19-1b36-412c-8429-eca402884545,2024-05-09 09:23:25,Submitted,3667.9217774000017,View subject occur recently.,Product Management,Africa,0.0,,Karen Jackson
496d93a0-709e-423e-9778-e89656896270,2024-05-29 03:17:35,Processed,7180.5324699928715,Movement government keep his campaign. Oracle,Finance,Africa,2.0,2024-05-31 03:17:35,Michael Johnson
15d71e0e-a919-4a57-a594-089cf9476288,2024-07-05 02:40:05,Pending,296.9526708165882,Prove water particularly hair stuff key create particular. Automated,Development,Africa,0.0,,Sarah Moore
c41a7868-7fec-4627-99e7-211c7210b5c6,2024-09-08 16:06:39,Submitted,10596.181161784045,Let assume accept run. Server,HR,Asia,0.0,,William Brown
f160f050-f951-4733-8c6a-967404756f53,2024-09-06 21:56:20,Submitted,5952.293936969189,Either glass few moment.,IT,Africa,0.0,,David Wilson
e6a71b11-ca15-47bc-b3e9-8d96a48ae813,2024-04-15 21:59:53,Pending,9626.163004131651,Every always act across his skin.,IT,South America,0.0,,Jane Doe
76a68f0c-d18d-47b1-8513-8a48e17d5e70,2024-02-16 14:12:06,Declined,1835.6264074951023,Push fire remain actually office. Automated,Finance,Europe,0.0,,Lisa Harris
fc82e3f3-94c1-4f8a-a808-f0efbd1ff558,2024-01-14 23:00:52,Declined,5096.083068237324,Many local air music. Server,Development,South America,0.0,,Robert Taylor
f7427643-83a0-4052-9e1c-2c8d9224523a,2024-09-29 18:39:45,Processed,6011.941740320302,Account step money source actually region.,Product Management,Africa,4.0,2024-10-03 18:39:45,Linda Miller
e3d7ee39-760d-42d0-9d33-28546575e7f9,2024-02-13 05:56:09,Pending,93.77268044908323,Against car set whether hot. Automated,Finance,Asia,0.0,,Sarah Moore
524a1e46-d553-40cb-9f2b-a26a0e8ace86,2024-06-22 21:23:40,Pending,1292.3153481818088,Concern pay official treat.,Customer Support,Asia,0.0,,Jane Doe
e850d31e-35c0-449c-b625-b8207b0056e9,2024-04-26 21:11:39,Processed,5190.787236351897,Police move federal behind case add next. Server,Finance,Europe,3.0,2024-04-29 21:11:39,Sarah Moore
4455e37d-6775-48d1-9dad-f83394acb36b,2024-06-03 05:53:17,Declined,703.4752184011654,Pattern affect modern case today source forget. Cloud,Sales,Europe,0.0,,Patricia Thompson
a2fd4fea-70ab-443a-8c94-b0ed6a1e2836,2024-06-01 12:27:01,Pending,6802.149373525246,His hotel treatment start cell me present network. Oracle,IT,North America,0.0,,Charles Martin
15c4d9dc-0c44-4f02-91b0-233e2e84a268,2024-09-29 07:42:20,Processed,4512.677203762669,Ask director loss important own sea.,HR,Europe,9.0,2024-10-08 07:42:20,Emily Davis
d0148676-3b9c-4c72-ac91-0865bec93cbe,2024-03-11 12:06:13,Processed,8657.311498276511,Author young successful stage news not her. Travel,Development,Africa,1.0,2024-03-12 12:06:13,Karen Jackson
ca63b253-4750-4d5e-9e38-72d67be1d70b,2024-02-19 10:25:37,Declined,4621.715093936618,Able third pattern condition most.,HR,Africa,0.0,,Thomas White
a37abb1f-fa61-4245-9d94-f9f70aa7eeba,2024-09-15 03:22:37,Processed,643.2373904512524,Sport among become decade near raise. Oracle,Sales,South America,28.0,2024-10-13 03:22:37,Patricia Thompson
057fdd30-4164-4b9b-8683-fadacdbe3b35,2024-01-07 00:28:15,Pending,100.50448547027482,Security us catch including idea. Automated,HR,Africa,0.0,,Lisa Harris
90e9a85c-865f-484d-911d-abc04839c968,2024-04-09 21:08:18,Declined,7077.354375071887,Five actually every example high summer there responsibility.,Product Management,North America,0.0,,William Brown
102c1a55-22a3-4073-b9c5-1d6baa6ec993,2024-08-20 04:57:35,Processed,2566.633561787451,Cell reach notice until over play. Automated,Product Management,South America,10.0,2024-08-30 04:57:35,Charles Martin
2b560fad-2ad0-4093-8f34-4d2beeedc386,2024-07-24 06:01:04,Pending,10686.700913067072,Grow generation new laugh though despite. Cloud,Sales,Asia,0.0,,Jane Doe
5facf84b-6767-4a34-9828-c0eed8b3abe8,2024-06-20 03:01:29,Submitted,8362.700873607253,Leave because end move.,Finance,Europe,0.0,,Sarah Moore
a8a3485f-562e-4c6b-ba58-692c996d8b11,2024-04-11 20:16:43,Submitted,854.8648459767647,Network decade your produce quickly.,IT,South America,0.0,,John Smith
8a6ccfd2-584a-4c97-9006-0ec2e1d154f6,2024-02-26 23:19:24,Processed,4654.079817404474,Show lead eye training such American.,Customer Support,North America,4.0,2024-03-01 23:19:24,Angela Rodriguez
f4292781-308d-4750-b181-6e1eb4640850,2024-06-01 17:54:48,Declined,8154.708708017883,Study test modern end industry indeed along mean.,Development,North America,0.0,,Steven Clark
184f70d9-dd62-4f9c-b2c4-04b9087468e3,2024-04-05 03:55:40,Pending,11046.309520742127,Top state senior three want. Oracle,HR,South America,0.0,,Michael Johnson
10e2b728-bc18-4647-8411-883b5a8f7165,2024-02-27 10:26:34,Pending,3011.8252794471327,Keep job media as. Oracle,IT,Europe,0.0,,Patricia Thompson
074ce46b-874b-4ddd-b9f9-70c84cdfc8ee,2024-04-04 05:07:46,Processed,9961.95890354908,Position out through shake training keep. Cloud,Sales,South America,2.0,2024-04-06 05:07:46,Christopher Garcia
305513ce-558d-484e-b2fd-6e580d9c3ce6,2024-02-18 07:45:09,Declined,4588.092107698218,Be effect cost per. Cloud,Finance,North America,0.0,,Barbara Martinez
e878ddd5-ce83-4e9b-99ef-db348cd85d81,2024-04-17 18:08:22,Pending,5726.272553783104,School rock culture enough modern off.,Product Management,Asia,0.0,,Thomas White
9b58e35f-b47c-484c-9d9f-9543ac11b464,2024-08-06 22:10:06,Processed,1606.9875512766769,Quickly party list beautiful. Automated,Sales,Europe,12.0,2024-08-18 22:10:06,Karen Jackson
9d73d2ed-74bb-4149-9d4d-fdcbab85f555,2024-04-17 05:54:07,Declined,3886.381371642944,Want about eat challenge next teacher third most.,Customer Support,Asia,0.0,,Steven Clark
d44451c6-2011-4ae6-8d6e-8304a78f4874,2024-07-30 18:03:22,Pending,10677.465500729253,Long then shake out again news. Oracle,Customer Support,Africa,0.0,,Lisa Harris
5ca76a72-07a3-4375-a0ac-8b7dd7b3c3ce,2024-02-24 04:55:53,Processed,6374.960250666368,Relate two much base.,IT,Europe,5.0,2024-02-29 04:55:53,Lisa Harris
0aaf92d7-1360-4215-860c-19026a5477b6,2024-07-15 00:03:04,Processed,9886.922542322709,Consumer point foot travel involve. Travel,IT,North America,2.0,2024-07-17 00:03:04,Barbara Martinez
58a36597-d10c-4b07-ad71-740da6c95d19,2024-06-01 20:13:23,Declined,4605.142587678451,Even only television give gun.,Finance,Asia,0.0,,Jane Doe
a0fab63d-41ca-4e46-95a4-429093fdb39b,2024-07-17 19:11:16,Submitted,1753.9291445991303,End court member but music wear popular.,HR,Asia,0.0,,John Smith
58dd660f-80d3-48dd-b6fa-ff63d5525f72,2024-07-05 07:39:08,Declined,5829.284062066332,Father describe sense value me worry nearly.,HR,South America,0.0,,John Smith
857e7fe6-9844-4204-911e-5ca0e23410b7,2024-08-20 17:29:02,Processed,14094.313002399864,Hear ready support continue. Travel,Development,Asia,3.0,2024-08-23 17:29:02,Christopher Garcia
80e11afe-4573-44a4-9914-d5c689fbe5ac,2024-02-19 18:21:43,Declined,5965.300145451273,Race recognize national today none maybe cost. Server,HR,North America,0.0,,Thomas White
70e31fc5-e194-4e1e-83b2-b0fafe15134f,2024-10-11 06:58:17,Declined,8635.639710977573,Environmental allow use open. Travel,IT,Africa,0.0,,Robert Taylor
fc8a0e79-ecb2-4c5c-847a-962dc1a02643,2024-09-06 04:53:10,Submitted,5370.049180663968,Former rule ready all game between agreement. Automated,HR,South America,0.0,,Michael Johnson
23cde49c-89ff-4696-b532-fa5b3ddcd84e,2024-01-21 08:11:58,Pending,7415.203164910801,Clear throughout without might.,IT,Africa,0.0,,Emily Davis
a40d2eec-52c5-4fd1-afca-c5af4c8e59bb,2024-08-21 00:48:44,Submitted,7760.382193599846,Whose can whatever end. Oracle,Product Management,Africa,0.0,,Lisa Harris
5085c68b-9e93-4ad5-a20e-a2f78f50b7ad,2024-03-05 16:23:44,Pending,6593.73303095521,Parent practice green.,Sales,Africa,0.0,,Charles Martin
7c13716e-c042-44cf-a46f-5980503b8f3b,2024-04-19 23:59:02,Submitted,7151.746401319237,East fear section able of positive.,IT,North America,0.0,,Charles Martin
97642806-fb9e-40ce-87a0-8d61371bb623,2024-05-28 20:46:12,Pending,1044.322668969001,Mouth five our most approach.,HR,Africa,0.0,,Michael Johnson
ad4d5b20-3320-4748-b948-63bd9ad8da49,2024-01-17 05:14:06,Submitted,1963.9652919668447,Attention suggest establish dark threat about simple none.,Development,Europe,0.0,,John Smith
0e2eaae4-d423-4a50-97f9-3722caad6c2b,2024-01-17 04:30:02,Pending,8951.267419475158,Allow chair involve meeting gun president thousand Mrs.,Sales,South America,0.0,,Thomas White
039e4cff-1761-47ca-9af4-0d58b9b47909,2024-01-27 07:27:25,Pending,2092.4691131332056,Market finally window player part how officer girl.,Development,Asia,0.0,,Thomas White
408abd16-893f-41e6-9d93-e69b7c4d3d41,2024-08-31 03:29:15,Pending,1629.739621633837,Bank up rest often security best lose. Automated,HR,South America,0.0,,Michael Johnson
9d22f020-ab53-49e7-9566-50e4bc279633,2024-10-22 08:28:48,Processed,3211.8677350918006,Picture vote draw movement free. Travel,HR,Africa,6.0,2024-10-28 08:28:48,Angela Rodriguez
e2037d97-decc-47b4-a304-9244bb587d40,2024-09-08 01:08:20,Declined,4065.7929683510506,Successful list type south along only family.,IT,Europe,0.0,,Sarah Moore
ef8557c5-74a9-4548-bc51-207a809c274b,2024-08-03 00:57:45,Pending,5834.519592233248,Radio interest baby best southern reason. Oracle,Customer Support,Asia,0.0,,William Brown
d8ab53af-b7b0-40ab-bf43-23f2c62b4be8,2024-02-11 05:12:28,Declined,9389.933330776641,Around task drop fear even similar thought. Cloud,Customer Support,Asia,0.0,,Jessica Anderson
71f357da-351c-474f-8c51-03f97cfb351a,2024-03-28 08:53:07,Declined,6817.369263648587,Feeling bank listen. Travel,Customer Support,Africa,0.0,,William Brown
6ed7ffe6-05d0-498b-bfb3-38efc32cd6a8,2024-07-31 12:57:11,Declined,2279.391344837333,Hospital government set mean good.,Sales,South America,0.0,,Karen Jackson
b2542213-833b-4019-945a-906d008c607c,2024-06-24 03:51:20,Processed,13599.007708623813,Name believe win whole him. Travel,IT,Europe,3.0,2024-06-27 03:51:20,Charles Martin
567432f0-9407-44bf-a11f-67d86441354f,2024-06-17 07:13:41,Pending,4851.487186851869,Mean foot professional area attention property animal. Oracle,Sales,Asia,0.0,,Charles Martin
0c94b5e2-c58a-4036-80f2-e51a328a3db5,2024-04-25 02:20:54,Pending,10822.751979223856,Agency policy sell the. Server,Development,Africa,0.0,,John Smith
749bbb0e-3f33-411f-a640-b6e25d488a78,2024-01-22 20:25:24,Submitted,10152.01134336622,Knowledge simple nearly talk treat. Oracle,Sales,South America,0.0,,Jane Doe
16b04f12-7747-4daf-a5ca-3d1dddc6751e,2024-02-23 14:47:44,Submitted,6045.976436424726,Law open cover usually production pick.,Development,North America,0.0,,Jessica Anderson
6595f3df-f616-44e2-9444-cc736882552e,2024-07-13 23:54:23,Processed,1943.2430081831096,Source question modern measure.,Product Management,Asia,13.0,2024-07-26 23:54:23,Emily Davis
adf2c146-715f-4f40-8fa4-2ce09009d022,2024-02-05 00:19:39,Pending,4436.427921261948,Force answer money difference.,Product Management,Africa,0.0,,Patricia Thompson
fd3cb13a-594a-4b91-943c-30d6eb1b98ea,2024-10-11 13:38:43,Submitted,676.6762126132257,Loss sort think it key save. Automated,Finance,South America,0.0,,David Wilson
144ae046-04e8-4390-8277-f11a95e8d6c6,2024-01-21 20:39:43,Submitted,3694.737423998048,Suddenly they page indeed feel something order place.,Customer Support,Europe,0.0,,Richard Thomas
6db05dfa-5da7-4bb2-b673-a66db15e8b04,2024-01-04 01:54:27,Pending,490.89045894432985,Total whether across away low everyone. Cloud,HR,Asia,0.0,,Sarah Moore
e309cf7f-89ea-479a-942f-1e0beb9b7f58,2024-04-05 11:19:34,Declined,6626.434135666085,Draw garden indicate music.,Finance,Asia,0.0,,Charles Martin
dc6b970d-f5b7-4e08-89d0-3c7ea94817bc,2024-10-06 07:35:15,Submitted,8336.040477311073,Allow material carry clear data strategy.,Sales,Africa,0.0,,David Wilson
26038861-2132-4ead-8cba-b53f65f1df8a,2024-02-25 07:21:37,Declined,9271.994118207085,Threat size agree just.,Finance,Africa,0.0,,Lisa Harris
652a3f5d-341c-4ffc-9401-042a1d64a14b,2024-08-29 14:00:08,Processed,13994.212690156344,Happen region share reach work action meeting mind. Travel,Sales,North America,4.0,2024-09-02 14:00:08,John Smith
13875a00-2740-4902-8d7a-0813a7c12c6a,2024-01-18 09:37:30,Declined,3794.759072738241,Car site property live score I culture. Cloud,Finance,North America,0.0,,Angela Rodriguez
f742c9bb-a3df-4697-a696-0eda71c7d8cf,2024-08-04 08:21:42,Submitted,13616.288352440351,Commercial people manage believe his. Travel,Customer Support,Asia,0.0,,Linda Miller
2a9472f5-c5c8-47ed-95e5-339bf057e694,2024-02-24 03:57:09,Processed,9981.72534079524,These senior us whether under system response company. Oracle,HR,Africa,4.0,2024-02-28 03:57:09,Christopher Garcia
