target_percentage,sys_updated_by,priority,metric,percent_complete,sys_id,state,start_date,end_date,department,category,owner,description
60,admin,High,Sales Increase,86,G000246,Completed,2022-03-13,2023-03-19,IT,Customer Satisfaction,Melinda Carleton,Improve customer service response times by 20% and achieve a customer satisfaction rating of 90% over the next quarter.
60,admin,Medium,Employee Turnover Rate,54,G000247,In Progress,2022-06-08,2022-08-23,IT,Efficiency,Frankie Morein,Improve the software development workflow for increased efficiency such that release cycle times are reduced by 25% as compared to the previous quarter.
58,admin,Critical,Expense Ratio,60,G000248,Completed,2022-08-26,2023-05-29,IT,Revenue Growth,Logan Muhl,Expand regional sales team to boost revenue in the new markets by 25% resulting in approximately $500k additional income compared to the previous financial year.
68,admin,Low,Expense Ratio,2,G000249,In Progress,2022-09-18,2022-09-27,HR,Employee Satisfaction,Doug Matrisciano,Initiate a quarterly feedback program and implement wellness policies to increase employee satisfaction rating by 20% over the next fiscal year.
68,admin,Critical,Employee Turnover Rate,87,G000250,Completed,2022-12-31,2023-01-26,Marketing,Efficiency,Savannah Kesich,Optimize workflows and automate repetitive tasks to increase overall operational efficiency by 20% compared to the prior quarter.
71,admin,Medium,Employee Turnover Rate,68,G000251,In Progress,2022-09-08,2022-12-20,Finance,Cost Reduction,Gisela Kosicki,"Increase the use of automation software in our workflows to reduce labor costs by 20%, translating to an estimated annual savings of $500K."
93,admin,Medium,Expense Ratio,47,G000252,Planned,2022-01-13,2022-08-02,HR,Revenue Growth,Marcelino Maggs,Develop a new digital marketing strategy to boost online sales by 20% compared to last year's in order to generate increased revenue.
69,admin,Low,Expense Ratio,4,G000253,Completed,2022-07-08,2022-11-27,HR,Revenue Growth,Alyssa Biasotti,Expand market share in the East Asia region by 20% within next 2 years through strategic partnerships and enhanced marketing efforts.
89,admin,Medium,Employee Turnover Rate,71,G000254,Completed,2022-01-03,2022-11-18,Finance,Cost Reduction,Thomas Jefferson,Initiate energy conservation practices within the organization to reduce electricity costs by 20% from previous fiscal year i.e. from $50K to $40K.
71,admin,Low,Sales Increase,18,G000255,In Progress,2022-08-25,2023-06-01,Marketing,Customer Satisfaction,Rachel Larrison,Improve call-center response times and ensure effective issue resolution to increase overall customer satisfaction from 85% to 95% in the next quarter.
60,admin,High,Employee Turnover Rate,56,G000256,Planned,2022-11-09,2023-04-04,IT,Revenue Growth,Terrell Rodda,Increase sales in our e-commerce segment by 20% over the next quarter by improving website UX and implementing targeted marketing campaigns with a focus on returning customers.
79,admin,Low,Employee Turnover Rate,29,G000257,In Progress,2022-10-19,2022-08-23,IT,Customer Satisfaction,Cary Mccamey,"Enhance customer support response times and improve product quality, aiming to raise our overall customer satisfaction rating from 70% to 85% within the next fiscal year."
76,admin,Low,Employee Turnover Rate,43,G000258,In Progress,2022-06-21,2022-11-01,HR,Efficiency,Karyn Jinks,"Redesign operational process flows to increase overall efficiency by 20% over the next quarter, thus reducing time spent on repetitive tasks."
98,admin,High,Sales Increase,73,G000259,In Progress,2022-07-21,2023-07-06,IT,Efficiency,Devon Teston,Optimize operational procedures to enhance workflow efficiency by boosting productivity output by 20% over the next quarter.
78,admin,Critical,Expense Ratio,55,G000260,In Progress,2022-12-07,2022-12-03,HR,Customer Satisfaction,Cary Mccamey,"Introduction of customer feedback system to increase overall customer satisfaction by 20% in the upcoming quarter, aiming for a customer rating increase from 3.5 to 4.2 stars."
55,admin,Medium,Employee Turnover Rate,55,G000261,Completed,2022-11-22,2023-01-21,Finance,Customer Satisfaction,Antony Thierauf,Improve interactive UI on customer portal to increase customer satisfaction rating by 10% over the course of the next quarter.
85,admin,Critical,Survey Score,92,G000262,Completed,2022-09-30,2022-11-26,Finance,Customer Satisfaction,Lucius Bagnoli,Increase customer satisfaction rates by 20% over the next fiscal quarter through improvements in product quality and customer service responsiveness.
56,admin,Medium,Employee Turnover Rate,71,G000263,Completed,2022-03-11,2022-10-05,Marketing,Revenue Growth,Vernon Engelman,Drive business expansion and increase monthly product sales by 20% from $500K to $600K for improving the company's revenue growth.
81,admin,High,Survey Score,78,G000264,In Progress,2022-07-19,2022-09-04,IT,Revenue Growth,Van Leanen,Improve cross-selling training programs with the aim to increase sales revenue by 20% in Q2 compared to Q1.
66,admin,High,Expense Ratio,83,G000265,Completed,2022-12-12,2022-11-01,IT,Revenue Growth,Carmel Overfelt,Develop and execute a new sales strategy to increase overall company revenue by 20% over the next fiscal year. This includes targeting untapped markets and optimizing current customer up-selling.
84,admin,Critical,Sales Increase,60,G000266,In Progress,2022-05-03,2023-03-14,IT,Customer Satisfaction,Manifah Masood,Increase customer satisfaction rating by 20% compared to last fiscal quarter by streamlining our after-sales service and rigorous quality checks.
90,admin,High,Survey Score,53,G000267,In Progress,2022-01-07,2023-01-10,IT,Customer Satisfaction,Jewel Agresta,"Introduce a new customer feedback system to improve customer satisfaction rating by 20% over the next quarter, compared to last quarter's 80% rating."
71,admin,Critical,Employee Turnover Rate,66,G000268,In Progress,2022-08-19,2022-09-07,Marketing,Customer Satisfaction,Geri Forness,Implement a customer feedback system and use the data to improve the quality of our services aiming to increase customer satisfaction score by 20% than the previous year.
79,admin,Low,Survey Score,6,G000269,In Progress,2022-04-23,2023-06-01,Marketing,Revenue Growth,Christa Bodenschatz,Invest in upgraded marketing technology to propel organic growth and increase overall company's revenue by 25% within next fiscal year.
71,admin,Low,Survey Score,63,G000270,In Progress,2022-07-27,2023-07-08,Marketing,Employee Satisfaction,Timothy Janski,Conduct bi-annual employee surveys and implement strategies to improve overall satisfaction by 20% compared to last year's feedback results.
91,admin,Low,Expense Ratio,0,G000271,Completed,2022-07-28,2023-03-02,Finance,Revenue Growth,Password Admin,"Increase service upselling by 20% in the next quarter to boost the company's overall revenue growth, aiming to surpass last year's revenue by 30%."
65,admin,Critical,Expense Ratio,53,G000272,Cancelled,2022-08-10,2023-06-20,HR,Cost Reduction,Logan Muhl,Decrease operational expenses by limiting overtime hours and enhancing efficiency methods which will yield an overall cost reduction of 20% compared to last year's expenditure.
100,admin,Medium,Sales Increase,5,G000273,Completed,2022-08-28,2023-04-27,HR,Cost Reduction,Derek Kreutzbender,"Adopt automation in manual processes to reduce operational costs by 20%, saving approximately $300K annually in resource expenditure."
66,admin,Medium,Expense Ratio,36,G000274,In Progress,2022-01-08,2023-02-02,HR,Cost Reduction,Kennith Peto,Achieve a decrease in operational costs by reducing software licenses expenses by 20% within the next fiscal year.
53,admin,Critical,Employee Turnover Rate,81,G000275,Completed,2022-12-16,2022-12-30,IT,Customer Satisfaction,Jimmie Barninger,"Increase customer satisfaction rate to 95% in the fourth quarter by improving support processes, including faster response times and enhanced issue tracking."
72,admin,Low,Sales Increase,2,G000276,Cancelled,2022-10-25,2022-09-21,HR,Efficiency,Maurine Monroy,Optimize work processes and remove redundant tasks to improve overall efficiency and increase productivity by 20% in the next quarter.
70,admin,Medium,Expense Ratio,21,G000277,In Progress,2022-03-22,2023-03-17,Finance,Employee Satisfaction,Doug Matrisciano,Implement holistic employee engagement programs and enhance internal communication to boost satisfaction rates by 20% compared to the previous fiscal year.
97,admin,Medium,Employee Turnover Rate,3,G000278,Completed,2022-01-18,2023-02-16,Marketing,Efficiency,Terrell Rodda,Implement time-tracking software to optimize employees' work hours and increase overall workforce efficiency by 20% from the previous quarter.
99,admin,High,Sales Increase,73,G000279,Planned,2022-01-24,2023-03-04,HR,Customer Satisfaction,Mara Vanderzwaag,"Initiate a customer feedback system and target to achieve 85% customer satisfaction rate compared to last year's 70%, thus improving customer experience and brand image."
96,admin,Low,Expense Ratio,52,G000280,Completed,2022-06-26,2023-04-20,Finance,Cost Reduction,Gisela Kosicki,"Reduce utility costs by implementing energy efficiency measures throughout office areas, aiming to cut expenses by 10% compared to previous fiscal year."
86,admin,Low,Employee Turnover Rate,24,G000281,Completed,2022-06-28,2023-04-25,Marketing,Cost Reduction,Logan Muhl,Adopt a new system for energy management to reduce utility expenses by 8% from previous year's spending of $50K.
88,admin,Low,Sales Increase,45,G000282,In Progress,2022-06-14,2022-05-22,HR,Efficiency,User 1,Improve workflow automation to increase process efficiency by 25% compared to the previous quarter.
96,admin,Low,Expense Ratio,60,G000283,Completed,2022-11-24,2023-05-10,HR,Employee Satisfaction,Geri Forness,Launch a quarterly feedback system and conduct team-building activities to improve employee satisfaction by 20% according to the annual survey.
66,admin,Critical,Survey Score,61,G000284,In Progress,2022-09-07,2023-02-03,IT,Revenue Growth,Elisa Gracely,Aim to increase overall company revenue by 20% over the next fiscal year by expanding our customer base and optimizing sales strategies in key markets.
97,admin,Medium,Sales Increase,28,G000285,Completed,2022-12-17,2023-01-30,IT,Cost Reduction,Mara Vanderzwaag,Implement cost-effective technologies and IT practices to achieve an annual saving of 10% on the IT expenditure i.e. from $500K to $450K.
94,admin,Critical,Employee Turnover Rate,75,G000286,Completed,2022-11-21,2023-03-17,Marketing,Efficiency,Doug Matrisciano,"Optimize internal workflows and adopt automation tools to increase efficiency by 20% over the next quarter, reducing the average task completion time from 5 hours to 4 hours."
82,admin,Medium,Employee Turnover Rate,35,G000287,Completed,2022-08-19,2023-04-24,IT,Customer Satisfaction,Billie Cowley,Increase the overall customer satisfaction rate by 20% through improved response times and implementing a feedback-loop for continuous service improvement.
100,admin,Medium,Employee Turnover Rate,19,G000288,Completed,2022-08-30,2022-09-09,Marketing,Efficiency,Dollie Pillitteri,"Automate repetitive administrative tasks to increase productivity by 20% this quarter, resulting in more efficient operations and time savings."
64,admin,Medium,Expense Ratio,4,G000289,In Progress,2022-08-04,2022-12-15,HR,Revenue Growth,Cyril Behen,Increase targeted advertising campaigns to improve product visibility and user acquisition rate by 20% compared to the previous quarter leading to an increase in revenue from 1M to 1.2M.
93,admin,Medium,Employee Turnover Rate,22,G000290,Completed,2022-10-21,2023-04-28,Finance,Revenue Growth,Misty Ericksen,Increase sales figure by 20% in the next fiscal quarter using targeted marketing strategies and expanding product offerings to enhance Revenue Growth.
98,admin,High,Survey Score,82,G000291,In Progress,2022-08-18,2022-07-24,IT,Customer Satisfaction,Eva Seahorn,Increase the first call resolution rate to 85% by improving our call center training and thus enhance the overall customer satisfaction level by 20%.
79,admin,Medium,Sales Increase,67,G000292,In Progress,2022-01-19,2022-10-15,Marketing,Cost Reduction,SLA Admin,Plan to consolidate vendor contracts lowering external purchasing costs by 18% which translates to a reduction of $320K compared to the previous quarter.
70,admin,Critical,Employee Turnover Rate,88,G000293,Completed,2022-01-25,2023-04-30,IT,Employee Satisfaction,Lucius Bagnoli,"Increase employee satisfaction by implementing a monthly reward system, introducing biweekly team-building activities, and ensuring a healthy work-life balance, aiming to boost the annual employee satisfaction survey results by 20%."
64,admin,Low,Sales Increase,45,G000294,In Progress,2022-03-14,2022-08-28,Marketing,Employee Satisfaction,Jewel Agresta,Implement weekly team building activities and quarterly employee surveys to increase overall employee satisfaction rate by 25% compared to last year.
61,admin,Low,Employee Turnover Rate,76,G000295,Completed,2022-12-01,2022-09-22,Finance,Cost Reduction,Alejandra Prenatt,"Explore potential areas for cost optimization in IT infrastructure by adopting cloud technology to reduce capital expenditures by 20%, thereby reducing overall IT costs by 10% compared to the previous financial year."
69,admin,Medium,Sales Increase,57,G000296,In Progress,2022-01-11,2023-02-08,Marketing,Revenue Growth,Miquel Demicco,Increase software sales by 10% in the next quarter compared to the same period last year to drive revenue growth from $1M to $1.1M.
67,admin,Low,Employee Turnover Rate,75,G000297,Completed,2022-10-05,2022-12-16,IT,Customer Satisfaction,Vernon Engelman,Improve helpdesk response time by 20% compared to previous quarter to enhance customer satisfaction scores. This includes initiatives like training customer service staff and introducing chat support.
98,admin,Low,Employee Turnover Rate,32,G000298,Cancelled,2022-06-06,2023-06-07,Marketing,Efficiency,Cary Mccamey,Improve workflow automation to enhance process efficiency by 20% leading to shorter project cycles and reduced work-time duration.
80,admin,Medium,Survey Score,15,G000299,Completed,2022-07-15,2022-07-05,Marketing,Cost Reduction,Cherie Fuhri,"Optimize IT infrastructure by transitioning to cloud services, aiming to reduce overall IT costs by 20% in the next fiscal year from $300K to $240K."
61,admin,Critical,Sales Increase,80,G000300,Completed,2022-02-07,2023-05-15,Finance,Revenue Growth,Pierre Salera,Increase sales of our flagship product line by 20% over the next quarter which will grow our revenue by approximately $500K.
80,admin,High,Survey Score,52,G000301,Completed,2022-04-21,2022-05-26,Finance,Efficiency,Mamie Mcintee,"Optimize business process automation to enhance workflow efficiency by 20% for the next quarter, reducing manual workload by 40 hrs per week."
55,admin,Medium,Survey Score,40,G000302,In Progress,2022-03-17,2023-07-30,Finance,Employee Satisfaction,Marcelino Maggs,"Implement an Employee Satisfaction program including suggestion boxes, regular feedback forums and reward initiatives to increase overall employee satisfaction by 20% as measured in our annual employee survey."
82,admin,Medium,Expense Ratio,47,G000303,Planned,2022-04-05,2023-04-25,Finance,Efficiency,Sean Bonnet,"Improve server utilization by 20% to increase the efficiency of our data center operations, resulting in lower energy costs and higher productivity."
74,admin,Medium,Survey Score,45,G000304,In Progress,2022-03-15,2022-11-30,Finance,Customer Satisfaction,Melinda Carleton,Increase customer satisfaction rating from 80% to 90% by implementing proactive support initiatives and introducing more responsive feedback systems to lower complaint rate by 10%.
59,admin,Medium,Survey Score,37,G000305,In Progress,2022-05-09,2022-11-25,HR,Cost Reduction,Allyson Gillispie,Optimization of supply chain operations to decrease production costs by 20% this quarter i.e. from $500K to $400K.
78,admin,Low,Survey Score,78,G000306,Completed,2022-03-19,2022-12-09,HR,Revenue Growth,Rich Gleave,Develop a new customer acquisition strategy to enhance the company's revenue stream by 20% in the next fiscal year i.e. from $1M to $1.2M.
66,admin,Medium,Survey Score,11,G000307,In Progress,2022-09-09,2022-10-18,HR,Revenue Growth,Darren Merlin,Increase sales in the Eastern region by 20% over the next financial year through aggressive marketing and promotional campaigns.
53,admin,Low,Sales Increase,22,G000308,Completed,2022-01-13,2022-07-27,Marketing,Efficiency,Certification User,Implement automated workflows to increase task efficiency by 20% and reduce manual labor hours from the previous quarter.
56,admin,Low,Employee Turnover Rate,47,G000309,In Progress,2022-05-03,2023-07-19,Marketing,Efficiency,Dollie Pillitteri,Optimize technology resources to improve productivity by 20% through minimizing downtime and achieving faster response times to system outages.
98,admin,Medium,Sales Increase,7,G000310,Completed,2022-06-06,2023-02-03,Marketing,Customer Satisfaction,Savannah Kesich,Develop and execute a comprehensive feedback strategy that increases customer satisfaction metrics by 20% within the next quarter. This includes rolling out improvements to our response time and resolution rate.
74,admin,Critical,Sales Increase,85,G000311,Completed,2022-03-03,2022-06-18,IT,Customer Satisfaction,Denice Nordlinger,"Increase customer satisfaction rating by 20% over the next quarter through improved response times, proactive communication, and higher quality service support."
69,admin,Medium,Expense Ratio,78,G000312,Completed,2022-06-28,2023-03-10,HR,Efficiency,Veronica Radman,Adopt automated solutions to improve workflow efficiency and reduce manual intervention by 20%.
71,admin,High,Survey Score,75,G000313,Completed,2022-09-16,2023-02-13,IT,Cost Reduction,Derek Kreutzbender,"Optimize the use of IT resources to achieve a 10% cost reduction in the IT department, equivalent to savings of around $150K compared to the previous fiscal year."
75,admin,Low,Sales Increase,24,G000314,Completed,2022-03-21,2023-03-08,HR,Employee Satisfaction,Joey Sedore,Conduct bi-annual surveys and implement feedback-based action plans to improve employee satisfaction scores by 20% over the next 12 months.
96,admin,High,Sales Increase,85,G000315,In Progress,2022-08-18,2023-04-23,Finance,Efficiency,Alyssa Biasotti,Improve task automation and work flow efficiency intending to increase productivity by 20% over the next quarter when compared to previous year's.
70,admin,Medium,Employee Turnover Rate,64,G000316,In Progress,2022-02-20,2022-11-30,HR,Employee Satisfaction,Pierre Salera,Initiate a quarterly anonymous feedback system to identify areas of improvement and increase the overall employee satisfaction index by 20% compared to last year's survey results.
56,admin,Low,Expense Ratio,11,G000317,Planned,2022-01-13,2022-11-23,Marketing,Efficiency,Marcelino Maggs,"Implement task automation in various departments to increase work efficiency by 20% compared to the previous quarter, reducing man hours and improving speed of delivery."
89,admin,Low,Employee Turnover Rate,27,G000318,Completed,2022-11-24,2023-01-01,Marketing,Employee Satisfaction,Allyson Gillispie,"Increase overall employee satisfaction rate to 90% by next quarter, by introducing flexible work hours, remote work options, and regular team building activities."
64,admin,High,Employee Turnover Rate,59,G000319,In Progress,2022-12-03,2022-10-03,IT,Revenue Growth,Renae Eldrige,"Introduce new premium product lines to our offerings, targeting a 20% increase in overall revenue as compared to the previous fiscal year."
76,admin,High,Employee Turnover Rate,52,G000320,In Progress,2022-09-23,2023-01-29,HR,Employee Satisfaction,Logan Muhl,"Create a comprehensive employee wellness program to increase overall employee satisfaction by 20% in the next quarter, measured through bi-monthly surveys."
57,admin,Low,Sales Increase,67,G000321,Completed,2022-08-15,2022-08-02,HR,Revenue Growth,Vanessa Lewallen,Increase the sales volume by launching a new marketing campaign in Q3 leading to revenue growth of around 12% compared to previous financial period.
80,admin,High,Expense Ratio,64,G000322,Cancelled,2022-08-27,2023-01-31,IT,Employee Satisfaction,Billie Cowley,Develop and execute a comprehensive employee engagement program to boost overall staff job satisfaction by 20% in the next financial year.
77,admin,High,Employee Turnover Rate,82,G000323,Completed,2022-04-19,2023-02-07,IT,Employee Satisfaction,Problem Administrator,"Launch a new employee engagement program in Q3, with the goal of improving our company-wide employee satisfaction scores by 10% in the annual workforce survey."
69,admin,Low,Expense Ratio,36,G000324,Completed,2022-04-27,2022-10-29,Marketing,Efficiency,Vanessa Lewallen,Introduce automation in routine tasks to increase overall team efficiency by 20% compared to the previous quarter i.e. from 80% to 100%.
92,admin,Low,Sales Increase,21,G000325,Completed,2022-08-15,2022-05-14,HR,Revenue Growth,Security Center Data Collection User,Increase sales in the Eastern region by 20% over the next quarter through targeted marketing campaigns and improved customer service.
81,admin,Medium,Sales Increase,31,G000326,Completed,2022-02-02,2022-08-06,Marketing,Cost Reduction,Renae Eldrige,Develop and enforce strict budgetary guidelines to reduce overall operational expenses by 20% over the next fiscal year.
59,admin,Critical,Expense Ratio,88,G000327,Completed,2022-11-26,2023-02-26,IT,Cost Reduction,Rosalia Kennemur,Implement automation in routine tasks to achieve a cost reduction target of 20% compared to the previous fiscal year i.e. from $500K to $400K.
63,admin,Medium,Survey Score,59,G000328,Completed,2022-09-19,2022-07-31,Marketing,Cost Reduction,Rachel Larrison,Adopt automated invoicing and accounting solutions to cut operational costs by 20% from $50K to $40K compared to previous fiscal year.
50,admin,Critical,Survey Score,55,G000329,Completed,2022-08-18,2023-02-15,IT,Customer Satisfaction,Cristopher Wiget,"Develop and deploy a new customer support chatbot to decrease customer ticket resolution time by 20% compared to Q4 2021, thereby increasing overall customer satisfaction."
73,admin,Medium,Expense Ratio,46,G000330,In Progress,2022-02-23,2023-03-10,Marketing,Revenue Growth,Ross Spurger,Launch a new digital product line that is expected to boost our annual revenue by 20% compared to previous year i.e. from $500K to $600K.
79,admin,Medium,Expense Ratio,77,G000331,In Progress,2022-10-04,2023-02-28,Finance,Efficiency,Elmo Gabouer,Introduce automation in repetitive tasks across all departments to increase team efficiency by 25% compared to the previous quarter.
63,admin,Critical,Employee Turnover Rate,80,G000332,Completed,2022-11-07,2023-06-11,HR,Employee Satisfaction,Timothy Janski,Implement a comprehensive employee feedback system and monthly team-building events to boost overall employee satisfaction from 75% to 85% by the end of this quarter.
95,admin,Medium,Expense Ratio,39,G000333,In Progress,2022-04-21,2022-09-03,IT,Revenue Growth,Rachel Larrison,Advance sales strategies and improve lead generation to increase the annual revenue by 20% compared to the previous fiscal year i.e. from $400K to $480K.
86,admin,High,Survey Score,69,G000334,In Progress,2022-08-12,2022-10-30,IT,Revenue Growth,Cary Mccamey,Develop new markets for existing products to increase annual revenue by 20% from current $500K to $600K.
58,admin,Critical,Expense Ratio,76,G000335,Completed,2022-05-26,2023-01-08,IT,Employee Satisfaction,Lora Lendor,Launch a new employee feedback system and conduct quarterly satisfaction surveys to increase overall employee satisfaction rate by 20% compared to the previous year.
76,admin,Low,Survey Score,17,G000336,Planned,2022-07-31,2022-09-26,HR,Cost Reduction,Alejandra Prenatt,Identify opportunities for automation in repetitive tasks to achieve a 20% reduction in operational costs compared to the previous fiscal year.
75,admin,Medium,Employee Turnover Rate,19,G000337,In Progress,2022-09-16,2022-10-10,HR,Efficiency,Savannah Kesich,"Improve the software development lifecycle by automating regression tests to increase efficiency, aiming to reduce coding time by 20% and increase software delivery speed by 15%."
87,admin,Low,Employee Turnover Rate,79,G000338,In Progress,2022-07-23,2023-01-09,HR,Customer Satisfaction,Thomas Jefferson,"Improve the response time of our customer service team to customer inquiries and complaints by 30% in the next quarter, leading to an increase in overall customer satisfaction ratings."
74,admin,High,Sales Increase,75,G000339,Completed,2022-04-26,2023-01-26,Finance,Cost Reduction,Certification User,Optimize resource utilization and eliminate unnecessary expenses to achieve cost reduction goals by approximately 20% in the next fiscal year i.e. from $500K to $400K.
62,admin,Low,Sales Increase,58,G000340,Planned,2022-04-10,2023-01-24,Marketing,Cost Reduction,Justina Dragaj,Launch automation initiatives for routine operations across all business units with a target to reduce manual efforts by 30% thereby leading to significant cost saving in terms of manpower.
84,admin,Critical,Employee Turnover Rate,54,G000341,Planned,2022-09-22,2023-04-03,HR,Customer Satisfaction,Pierre Salera,"Identify and secure opportunities to improve customer journey, thus boosting customer satisfaction rates by 20% compared to the previous fiscal year. This includes a comprehensive audit of existing customer service strategies and deploying more customer-centric approaches where needed."
54,admin,Critical,Expense Ratio,75,G000342,Completed,2022-10-17,2023-03-09,Marketing,Customer Satisfaction,Rob Phillips,"Devise and execute plans to improve Average Handling Time (AHT) by 20%, thereby increasing customer satisfaction as less time will be spent per customer."
87,admin,Low,Survey Score,47,G000343,In Progress,2022-01-07,2022-10-24,HR,Cost Reduction,Adela Cervantsz,"Develop an efficient electronic invoice system to decrease accounting costs by 20% relative to the previous fiscal year, from $250K to $200K."
94,admin,Medium,Expense Ratio,61,G000344,Completed,2022-01-20,2022-10-28,Marketing,Customer Satisfaction,Zane Sulikowski,Improve customer support response times by 25% to enhance customer satisfaction. This includes reducing hold time from an average of 15 minutes to below 10 minutes.
53,admin,Low,Employee Turnover Rate,5,G000345,Cancelled,2022-07-25,2023-06-22,Marketing,Employee Satisfaction,Miquel Demicco,"Launch an Employee Feedback and Improvement Program to enhance overall welfare and satisfaction, aiming to achieve an increase in annual employee happiness survey results by 20%."
58,admin,Medium,Expense Ratio,5,G000346,In Progress,2022-10-28,2023-08-17,Finance,Revenue Growth,Kennith Peto,Develop and execute a business expansion strategy into new geographies to increase the enterprise's revenue by 25% within the next financial year.
61,admin,Low,Survey Score,61,G000347,Completed,2022-03-21,2022-08-02,Finance,Customer Satisfaction,Mamie Mcintee,Implement customer-friendly solutions and enhance support response times to improve overall customer satisfaction by 20% over the next quarter.
70,admin,Low,Employee Turnover Rate,30,G000348,Planned,2022-04-07,2022-09-26,HR,Customer Satisfaction,Lucius Bagnoli,"Improve after-sales services by providing 24/7 customer support, aiming for a 25% improvement in customer satisfaction survey results in comparison to the previous year."
77,admin,High,Expense Ratio,70,G000349,In Progress,2022-10-16,2022-08-02,HR,Revenue Growth,Cary Mccamey,Increase annual revenue growth by penetrating into new markets and introducing innovative products which is expected to result in a 20% bump up from the previous fiscal year's total revenue of $1M.
73,admin,Medium,Expense Ratio,68,G000350,Completed,2022-01-27,2022-07-09,Marketing,Efficiency,Suresh Yekollu,Decrease the response time of the customer service team by 20% in the next quarter through the implementation of an AI-based chatbot system.
85,admin,Low,Expense Ratio,7,G000351,In Progress,2022-07-10,2023-02-10,HR,Customer Satisfaction,Doug Matrisciano,Enhance customer service operations to increase customer satisfaction ratings by 20% in the next quarter compared to the same quarter last year.
79,admin,High,Sales Increase,94,G000352,Completed,2022-08-31,2022-10-26,HR,Customer Satisfaction,Lora Lendor,"Increase customer satisfaction rates by 30% over the next quarter by improving our support practices, reducing average response time from 24 hours to 8 hours."
79,admin,Low,Survey Score,69,G000353,Cancelled,2022-01-11,2022-09-13,HR,Revenue Growth,Problem Administrator,Develop and launch new product lines resulting in a 20% increase in total company revenue within the next fiscal year.
65,admin,Low,Employee Turnover Rate,54,G000354,Completed,2022-02-03,2022-12-21,Finance,Efficiency,Concetta Sarchett,"Enhance operational efficiency by automating manual processes, aiming to reduce processing time by 20% as compared to last quarter."
65,admin,Low,Employee Turnover Rate,29,G000355,In Progress,2022-06-21,2023-06-12,Marketing,Revenue Growth,Rosalia Kennemur,Increase sales in the northeast region by 20% through strategic partnerships and entering new markets compared to the previous fiscal year's revenue of $1M.
50,admin,Low,Employee Turnover Rate,40,G000356,In Progress,2022-10-25,2023-03-31,Marketing,Revenue Growth,Vernon Engelman,"Increase the sales of our flagship product by a 20% over the next quarter, expecting a revenue growth from $1.5M to $1.8M."
66,admin,Low,Survey Score,35,G000357,In Progress,2022-09-24,2022-04-26,Marketing,Employee Satisfaction,Ross Spurger,Create and implement new employee engagement activities and improve office environment to increase overall employee satisfaction rates by 20% compared to the previous quarter.
50,admin,Critical,Expense Ratio,89,G000358,Completed,2022-10-02,2022-08-15,IT,Revenue Growth,Gisela Kosicki,Increase the likelihood of cross-selling opportunities by developing new customer engagement strategies. The objective is to improve sales by 20% quarterly to stimulate Revenue Growth.
64,admin,Critical,Expense Ratio,53,G000359,In Progress,2022-08-30,2023-01-11,IT,Employee Satisfaction,Dwain Cuttitta,Improve overall employee job satisfaction rates by implementing a new company-wide feedback and reward system aiming to boost morale and reduce turnover rate by 20%.
71,admin,Medium,Employee Turnover Rate,52,G000360,In Progress,2022-10-14,2023-04-24,Finance,Efficiency,Karyn Jinks,Establish new automated workflow for IT ticket resolution in order to enhance system efficiency by reducing average response time by 30%.
87,admin,Low,Expense Ratio,51,G000361,Completed,2022-12-12,2023-05-19,Finance,Efficiency,Travis Brockert,"Develop optimization strategy for the IT department to improve productivity by 20%, reducing manual input tasks through integration of automation tools."
55,admin,Low,Survey Score,67,G000362,Completed,2022-06-13,2023-06-15,HR,Revenue Growth,Lora Lendor,Reevaluate our marketing strategies and launch a new promotional campaign to drive 20% revenue growth in the next fiscal year as compared to the present fiscal year i.e. from $1M to $1.2M.
51,admin,Low,Survey Score,39,G000363,In Progress,2022-10-06,2022-09-07,Finance,Revenue Growth,Melinda Carleton,Focus on optimizing marketing strategies and launching new product lines to increase overall company's revenue by 20% compared to the previous fiscal year.
85,admin,Low,Employee Turnover Rate,49,G000364,Planned,2022-09-21,2022-11-06,Marketing,Customer Satisfaction,Devon Teston,Improve response time on customer inquiries by 30% over the next quarter to enhance customer satisfaction and reduce complaint rate from 10% to 5%.
77,admin,Low,Employee Turnover Rate,63,G000365,In Progress,2022-04-19,2023-01-18,HR,Cost Reduction,Maurine Monroy,"Develop a unified IT infrastructure to decrease hardware and software expenses by 20% in the next financial year, saving approximately $50,000 from the annual IT budget."
85,admin,Medium,Expense Ratio,69,G000366,Cancelled,2022-09-06,2023-09-11,HR,Employee Satisfaction,SLA Admin,"Improve staff work-life balance by implementing flexible working hours, encouraging frequent breaks and promoting a positive work environment to increase employee satisfaction rates by 20% compared to the previous survey."
62,admin,High,Employee Turnover Rate,62,G000367,Completed,2022-05-20,2022-09-22,IT,Efficiency,Van Leanen,Improve software and hardware energy efficiency by introducing power-saving measures aimed at reducing the company's energy consumption by 20% over the next financial year.
78,admin,Low,Expense Ratio,73,G000368,In Progress,2022-02-09,2022-12-18,Finance,Customer Satisfaction,Alfonso Griglen,"Increase customer satisfaction rating from 80% to 95% via improved customer service, faster response times, and personalized interactions."
88,admin,High,Sales Increase,74,G000369,Planned,2022-04-28,2022-12-22,Marketing,Revenue Growth,Frankie Morein,Increase total annual sales by 25% by Q4 through the expansion of existing markets and penetration into new geographic regions.
