goal_id,state,owner,department,start_date,end_date,priority,target_percentage,goal_met
89c438b3-8aca-433c-a11f-ae1fc2b886f2,Closed,Brandon Davidson,IT,2024-02-15,2024-05-12,High,83.92,False
6b343be0-bf0b-41e0-9339-e7a76fef1fff,Open,Samuel Robinson,HR,2024-08-26,2025-01-02,Low,81.04,True
f6e1a901-ed22-4bd9-9d89-20fc8e4ec42f,In Progress,Stephen Weber,Sales,2024-07-11,2024-12-01,Low,85.1,False
544843ea-d92d-40d8-a083-a939ab5aa925,Closed,James Grant,Sales,2024-06-15,2024-09-02,High,89.25,True
a199d6d3-9be0-4401-8d14-f24edf5233de,Open,Deborah Johnson,HR,2024-05-18,2024-06-27,High,75.1,False
d37de557-a7d5-4e0a-8e55-b92eca22efbb,Open,Elizabeth Neal,Finance,2024-09-27,2024-12-05,Medium,86.86,False
cef9f15d-125c-41c8-bd1d-14902b3e9186,Closed,Kimberly Mathews,IT,2024-03-12,2024-07-11,Medium,63.68,True
e35e872a-2f1c-40ca-9a7e-066e6e19ed6b,Closed,Megan Warren,Sales,2024-07-10,2024-11-23,Medium,83.27,False
3a56913c-6730-4158-a4b0-f552e95d05be,Closed,James Stanley,IT,2024-07-15,2024-12-13,Low,83.38,True
7732e074-ff19-4b07-873e-f25401f8f5a3,Closed,Frank Carson,IT,2024-08-01,2024-11-01,Medium,78.9,False
17323443-8b02-477c-944e-d5bf31644123,Closed,Logan Lopez,Operations,2024-10-25,2024-11-30,Low,78.91,False
6c11eb4c-d3d2-4549-b483-85a4dbebfc76,Closed,Allison Moore,Sales,2024-05-26,2024-09-15,Critical,82.54,False
a171b197-754e-4f9a-a447-901f70e85613,Open,Scott Lane,HR,2023-11-06,2024-01-01,Medium,85.5,False
33fe9064-d946-45a6-ac2f-161a712f71b3,Open,Johnny Robinson,Sales,2023-11-20,2023-12-26,Medium,85.88,True
85e578a4-a358-44ae-a6f8-062cf0fb9c92,Open,Michael Dixon,Operations,2024-05-04,2024-09-15,High,77.79,False
0a5d40d5-65bb-4ee8-9926-457598eae4de,Open,Mark Johnson,IT,2024-06-23,2024-08-08,Critical,80.06,False
b56ec35a-89a9-426e-a00a-39dfcd784804,Closed,Katherine Charles,Operations,2024-03-15,2024-05-06,Medium,83.21,True
2b1beb3d-c308-4254-bbd1-d70722bf9e26,Closed,Brandon Salinas,Sales,2023-12-28,2024-03-01,Medium,82.68,True
2ab5f6a2-5aef-4d1b-901a-435ddbd23aa4,Closed,Pedro Roth,Operations,2024-10-06,2024-11-07,Low,81.93,True
27d00894-0863-4356-979d-b0093560d4f1,In Progress,Shari Newman,Sales,2024-09-02,2024-12-29,High,73.22,False
ddc3a33f-8fbd-43f8-8cb6-850f705cc722,In Progress,Derrick Baker,Sales,2024-01-31,2024-03-30,Medium,85.02,True
e24c4953-dc4e-4d20-ae67-dcc7983fc0ee,Closed,Shelly Wilson,HR,2024-06-02,2024-11-19,High,71.61,True
3b236eeb-6bba-43ab-b226-7f86c0b83f1c,Closed,Tammy Schmitt,Sales,2024-08-17,2024-10-11,Medium,79.01,True
7c685002-66b1-413d-81da-fc6e8216237c,In Progress,Edward Colon,IT,2023-11-29,2024-02-06,Medium,73.37,False
82f31304-f316-4809-884d-bcea0b7178ed,Open,Joshua Bates,HR,2024-05-24,2024-09-01,Critical,79.26,False
59b2753f-098c-494c-90e0-357e689a10da,In Progress,Victoria Henderson,HR,2023-11-22,2024-05-11,Critical,77.17,False
a807f443-e2bd-405f-84a2-f890a920b6f2,Closed,Jerry Garcia,Sales,2024-01-29,2024-05-05,Medium,72.63,False
9920e25c-ebd1-4538-8972-fef2813a98d1,Closed,Antonio Howard,HR,2024-05-21,2024-08-13,Medium,69.44,False
82b6bc80-55a4-4f4c-a47e-79953fd91536,In Progress,Amanda Casey,HR,2023-12-07,2024-03-03,Medium,71.81,False
36830c84-5650-45b8-ba8e-59190df2ffde,Open,Tammy Reed,IT,2023-11-18,2024-01-29,Critical,83.19,False
170ca62b-11fb-4a32-ae1a-a4e69f635e73,In Progress,Michael Castro,Operations,2024-08-04,2024-09-13,Medium,70.86,True
a966127c-f906-4d4a-a0e1-3923441dff2b,In Progress,Adam Mitchell,HR,2024-09-07,2025-02-04,Low,89.37,True
1c8496cc-db5c-46a4-b4e2-546eab39ee2c,Closed,David Cain,Operations,2024-06-06,2024-12-01,Medium,81.75,True
839c4858-351f-44c4-923d-604eed38e389,Open,Alan Little,IT,2024-02-13,2024-05-17,Low,87.35,True
04cfb18d-f62e-435c-9cfb-768aa34c767c,Closed,Carolyn Smith,Finance,2024-07-27,2025-01-01,High,74.23,False
86c92f1f-a9a8-4144-bcb0-cd62a97f0e44,Closed,Sarah Garcia,Finance,2024-03-03,2024-05-30,Low,79.58,True
cc68fdaa-acf6-4599-b72a-32be08a9267e,Open,Ana Cooper,HR,2024-02-05,2024-03-11,Critical,82.59,False
70a40b73-27c2-4c96-8201-88f6bf5f1b1a,Closed,Joel Alvarez,Sales,2024-04-07,2024-05-21,High,81.27,False
fcc56a71-d2ad-4cdc-80e9-f406fa799430,Closed,Mary Campos,Operations,2024-02-09,2024-03-31,High,73.41,False
eb6f5b57-5fc1-4172-866c-18577277d50a,Closed,Edward Church,Sales,2024-10-16,2025-04-13,Medium,83.71,True
a3a5cf16-ac2c-4b84-b146-2a31813e4f15,Closed,Richard Mitchell,IT,2024-02-28,2024-04-15,High,87.19,True
fd810341-78fe-41e5-a97c-b5356693a750,Open,Gregory Vincent,IT,2023-12-28,2024-02-20,High,85.68,True
6cb1ee79-b165-4331-9539-249d524ea16f,Open,Sylvia Wright,Finance,2024-05-30,2024-10-30,Low,88.75,True
713a07ad-fb29-47d9-8ae3-1ff0186612f4,In Progress,Joseph Johnston,IT,2024-03-21,2024-08-05,Low,88.77,True
9660dcb8-8469-46a6-a692-9227dec518eb,In Progress,Donna Maynard,Operations,2024-10-03,2025-04-01,Critical,88.2,False
ddf7bd4b-c16f-4bae-9f6d-f8c5b1f73621,Closed,Bradley Edwards,HR,2024-09-24,2024-12-28,Critical,80.45,True
7b759017-8520-4866-b068-9a25955d4a4a,In Progress,Thomas Parker,Sales,2023-11-26,2024-03-15,High,87.1,False
93bd1828-d806-4a3b-ac15-231796caa12e,In Progress,Kimberly Miller,HR,2024-08-05,2024-10-26,Medium,81.18,True
4bf9fb3c-99cc-40fa-924d-b0419d217a6b,In Progress,Christopher Pena,IT,2024-02-14,2024-06-11,Medium,84.96,False
9eb01dc9-0924-493b-8d2e-4d12f646114e,Closed,Tracy Richardson,Sales,2024-04-22,2024-06-16,Medium,82.28,False
3a05d708-8d0f-457f-a220-6c87a06a6234,Open,Stephen Taylor,Sales,2024-02-22,2024-06-30,Low,72.0,True
d977d0bb-1aa0-402d-a264-861794e462e3,In Progress,Michael Lawson,Sales,2024-04-28,2024-08-30,Medium,68.01,False
ee016c1b-8a6b-4112-b1d4-6f56674ee80c,In Progress,Rachel Perkins,IT,2024-03-15,2024-04-28,Medium,83.14,True
e6cdb1b4-8c49-47e0-9739-cf223cfaf73d,In Progress,Claudia Evans,Sales,2024-10-08,2024-11-15,Medium,83.48,False
cc916e27-6c88-4521-bb3f-bd019171331c,Closed,Hannah Bright,Finance,2023-12-24,2024-03-03,Low,67.9,True
2bf0d465-ca24-469b-bdd0-26c4cbca5e27,Closed,Anne Zimmerman,Finance,2023-12-20,2024-02-05,Medium,71.66,True
2ee91806-d5c8-44b2-87b2-f2a2c5a93ae7,In Progress,Jesus Patterson,Sales,2023-12-26,2024-03-14,Low,78.14,True
d691e760-c856-43b0-b502-70aabee6f7f2,Open,Jerome Williams,IT,2023-12-20,2024-04-03,Low,87.52,False
95f391f0-8d6c-43b7-a2b7-543b34fb9cdb,Closed,Anthony Smith,Operations,2024-08-24,2025-01-14,Medium,89.22,False
90d24d95-ca89-4da2-a61c-de9a8ee29331,In Progress,Dr. Heather Villa,IT,2024-07-26,2024-09-01,Critical,74.6,False
801df1dd-0c76-41b7-9135-8f9815d50244,Closed,Aaron Armstrong,IT,2024-09-06,2024-10-08,High,88.63,True
f995c719-d6b1-43ef-a87a-38b27a8ef93d,Closed,Vincent Daniels,Operations,2024-06-27,2024-09-11,High,74.14,False
d8c736bf-9291-4dc8-837b-c575f20fc07f,Closed,Thomas Horne,Operations,2024-04-05,2024-06-13,Critical,75.28,False
96afeeb7-7758-4e56-afcc-cdad83c9f3af,In Progress,Tyler Yoder,Operations,2024-04-12,2024-07-31,Low,75.49,False
4e83871a-3a15-4603-97a1-4af606742730,Closed,Keith Soto,Operations,2024-08-04,2024-12-13,Medium,79.57,False
7d8dfb6a-0eb4-46c0-aaa2-0ba8f8124fa4,In Progress,Robert Lopez,Sales,2024-05-10,2024-10-04,Medium,60.24,True
03d470a3-5636-4cdb-a8c4-ad8f72ae2825,Closed,Kenneth Glenn,Finance,2024-01-31,2024-05-23,Medium,75.39,True
4dde113f-ebb0-484f-a307-d32d68bef2de,Open,Mark Tran,HR,2024-03-07,2024-07-23,High,78.01,False
04e92048-8864-4968-8456-e0e73efdcd6e,Closed,Katie Pham,Sales,2024-08-17,2025-02-10,Low,81.11,False
3635752f-6b91-4120-ad43-b2df61b35d46,Open,Logan Holland,Sales,2024-07-13,2024-09-19,Low,87.87,True
03337222-0efe-4ed5-8fde-b62ac7588efb,In Progress,Kristine Wilson,HR,2024-01-07,2024-04-22,Medium,83.81,True
1605d76c-9330-4665-a694-81c762133452,In Progress,Brandi Murray,HR,2024-02-06,2024-03-31,Medium,88.64,False
63bd6113-8954-4b27-ac82-f37948e302b6,Open,Wendy Chambers,Operations,2023-11-09,2024-01-28,Medium,85.61,True
078b719b-1c25-4e5c-ad07-e0a8edcc1670,Closed,Sarah Grant,IT,2024-10-01,2025-03-04,Low,82.63,True
1a2d3704-cc02-4691-99db-5456fb3151b3,Open,Charles Harris,Operations,2023-12-03,2024-04-18,Medium,73.24,True
abfc5388-06e3-411b-94a0-9cc85413a4ab,In Progress,Michael James,Operations,2024-09-28,2025-01-04,Medium,88.78,False
0db5b43b-5e50-4214-9608-597c2ad8bb9f,In Progress,Kevin Perry,HR,2024-01-29,2024-04-10,Low,88.81,False
a06b9b15-b96e-47d5-82a0-f7f403eb6895,Open,Steven Martin,HR,2024-03-27,2024-05-22,Critical,60.53,False
8f98ebbe-2c2a-44e0-8537-a617784ef146,Open,Laura Johnson,Finance,2024-01-06,2024-04-12,Critical,76.19,False
278930ed-5555-43a6-a8c4-3d41ee964d40,In Progress,Daniel Ramirez,HR,2023-12-30,2024-03-01,Medium,87.21,False
41cf312b-d84e-4165-8dc2-c294a4564ac1,Closed,Elizabeth Matthews,Operations,2023-11-30,2024-05-18,Critical,81.82,False
