caller_id,sys_updated_by,state,closed_at,closed_by,assigned_to,opened_at,number,sys_updated_on,short_description,assignment_group,priority,category
ITIL User,system,Closed,2023-09-15 08:06:59.999999999,Howard Johnson,Howard Johnson,2023-07-17 05:43:00,INC0000000259,2023-09-15 08:06:59.999999999,Cannot connect to VPN,Network,2 - High,Network
David Loo,system,Resolved,2023-09-15 16:47:59.999999999,Fred Luddy,Luke Wilson,2023-07-17 14:24:00,INC0000000260,2023-09-15 16:47:59.999999999,Cannot connect to VPN,Network,2 - High,Network
ITIL User,system,Closed,2023-09-17 09:26:00.000000000,Howard Johnson,Fred Luddy,2023-07-18 23:50:00,INC0000000261,2023-09-17 09:26:00.000000000,Unable to access email account,Service Desk,2 - High,Software
David Loo,admin,Closed,2023-09-17 22:27:00.000000000,Luke Wilson,Charlie Whitherspoon,2023-07-19 05:39:00,INC0000000262,2023-09-17 22:27:00.000000000,Email service not functioning properly,Network,3 - Moderate,Software
Bud Richman,system,Resolved,2023-09-19 06:18:00.000000000,Howard Johnson,Luke Wilson,2023-07-20 06:18:00,INC0000000263,2023-09-19 06:18:00.000000000,Email client not syncing,Service Desk,3 - Moderate,Software
ITIL User,system,Closed,2023-09-19 11:53:00.000000000,Fred Luddy,Howard Johnson,2023-07-20 11:53:00,INC0000000264,2023-09-19 11:53:00.000000000,Unable to access company database,Database,2 - High,Database
ITIL User,employee,Resolved,2023-09-20 09:01:59.999999999,Charlie Whitherspoon,Charlie Whitherspoon,2023-07-21 01:50:00,INC0000000265,2023-09-20 09:01:59.999999999,Unable to connect to VPN,Network,2 - High,Network
ITIL User,employee,Closed,2023-09-20 11:26:59.999999999,Charlie Whitherspoon,Beth Anglin,2023-07-21 04:15:00,INC0000000266,2023-09-20 11:26:59.999999999,Unable to connect to company VPN,Network,2 - High,Network
Bud Richman,admin,Resolved,2023-09-20 22:55:59.999999999,Charlie Whitherspoon,Luke Wilson,2023-07-21 15:44:00,INC0000000267,2023-09-20 22:55:59.999999999,The network connection is unstable,Network,2 - High,Network
David Loo,system,Closed,2023-09-22 13:50:59.999999999,Beth Anglin,Beth Anglin,2023-07-22 23:27:00,INC0000000268,2023-09-22 13:50:59.999999999,Email server not responding,Network,1 - Critical,Network
Bud Richman,admin,Closed,2023-09-23 00:43:00.000000000,Charlie Whitherspoon,Fred Luddy,2023-07-23 03:07:00,INC0000000269,2023-09-23 00:43:00.000000000,E-mail service not functioning,Network,1 - Critical,Inquiry / Help
Don Goodliffe,employee,Resolved,2023-09-23 01:43:00.000000000,Charlie Whitherspoon,Fred Luddy,2023-07-23 04:07:00,INC0000000270,2023-09-23 01:43:00.000000000,Cannot access company email,Service Desk,3 - Moderate,Network
David Loo,employee,Closed,2023-09-23 13:48:00.000000000,Luke Wilson,Beth Anglin,2023-07-23 16:12:00,INC0000000271,2023-09-23 13:48:00.000000000,Database connection issue,Database,2 - High,Database
Don Goodliffe,system,Closed,2023-09-23 15:00:00.000000000,Howard Johnson,Beth Anglin,2023-07-23 17:24:00,INC0000000272,2023-09-23 15:00:00.000000000,Email system not responding,Network,1 - Critical,Software
ITIL User,employee,Closed,2023-09-23 19:55:00.000000000,Fred Luddy,Beth Anglin,2023-07-23 22:19:00,INC0000000273,2023-09-23 19:55:00.000000000,Cannot connect to office network,Network,2 - High,Network
Don Goodliffe,admin,Closed,2023-09-24 07:55:00.000000000,Howard Johnson,Luke Wilson,2023-07-24 03:07:00,INC0000000274,2023-09-24 07:55:00.000000000,Internet connection is unstable,Network,2 - High,Network
David Loo,admin,Closed,2023-09-24 22:31:00.000000000,Luke Wilson,Fred Luddy,2023-07-24 17:43:00,INC0000000275,2023-09-24 22:31:00.000000000,Internet connection lost in sector 7,Network,2 - High,Network
David Loo,system,Resolved,2023-09-28 13:54:59.999999999,Beth Anglin,Charlie Whitherspoon,2023-07-27 11:31:00,INC0000000276,2023-09-28 13:54:59.999999999,Email client not sending messages,Service Desk,3 - Moderate,Software
ITIL User,admin,Resolved,2023-10-03 19:26:59.999999999,Charlie Whitherspoon,Charlie Whitherspoon,2023-07-31 12:15:00,INC0000000277,2023-10-03 19:26:59.999999999,Unable to connect to office's VPN,Network,2 - High,Network
Bud Richman,employee,Resolved,2023-10-05 23:24:00.000000001,Charlie Whitherspoon,Beth Anglin,2023-08-02 01:48:00,INC0000000278,2023-10-05 23:24:00.000000001,Unable to connect to VPN,Network,2 - High,Network
David Loo,employee,Closed,2023-10-06 18:41:00.000000001,Fred Luddy,Beth Anglin,2023-08-02 21:05:00,INC0000000279,2023-10-06 18:41:00.000000001,Cannot connect to the company's VPN,Network,2 - High,Network
Bud Richman,system,Resolved,2023-10-08 13:03:00.000000000,Beth Anglin,Charlie Whitherspoon,2023-08-04 01:03:00,INC0000000280,2023-10-08 13:03:00.000000000,Unable to access database,Database,2 - High,Database
David Loo,system,Closed,2023-10-08 18:18:00.000000000,Charlie Whitherspoon,Beth Anglin,2023-08-04 06:18:00,INC0000000281,2023-10-08 18:18:00.000000000,Cannot connect to the database,Database,2 - High,Database
Bud Richman,system,Resolved,2023-10-09 21:55:59.999999999,Charlie Whitherspoon,Charlie Whitherspoon,2023-08-05 02:44:00,INC0000000282,2023-10-09 21:55:59.999999999,Database connection error,Database,2 - High,Database
Bud Richman,system,Resolved,2023-10-10 11:47:59.999999999,Charlie Whitherspoon,Luke Wilson,2023-08-05 16:36:00,INC0000000283,2023-10-10 11:47:59.999999999,Email service interruption,Network,1 - Critical,Network
Don Goodliffe,system,Resolved,2023-10-11 13:14:59.999999999,Luke Wilson,Luke Wilson,2023-08-06 10:51:00,INC0000000284,2023-10-11 13:14:59.999999999,SQL Server connectivity issue,Database,2 - High,Database
David Loo,system,Closed,2023-10-12 14:38:00.000000000,Fred Luddy,Beth Anglin,2023-08-07 05:02:00,INC0000000285,2023-10-12 14:38:00.000000000,Cannot connect to office network,Network,2 - High,Network
Bud Richman,system,Resolved,2023-10-13 06:05:00.000000000,Beth Anglin,Charlie Whitherspoon,2023-08-07 20:29:00,INC0000000286,2023-10-13 06:05:00.000000000,Unable to access VPN,Network,2 - High,Network
ITIL User,admin,Closed,2023-10-14 00:06:00.000000001,Luke Wilson,Fred Luddy,2023-08-08 07:18:00,INC0000000287,2023-10-14 00:06:00.000000001,Unable to connect to the VPN,Network,2 - High,Network
ITIL User,admin,Resolved,2023-10-14 06:00:00.000000001,Howard Johnson,Beth Anglin,2023-08-08 13:12:00,INC0000000288,2023-10-14 06:00:00.000000001,Unable to establish VPN connection,Network,2 - High,Network
David Loo,admin,Closed,2023-10-15 06:36:00.000000000,Charlie Whitherspoon,Luke Wilson,2023-08-09 06:36:00,INC0000000289,2023-10-15 06:36:00.000000000,Cannot connect to VPN,Network,2 - High,Network
Don Goodliffe,employee,Closed,2023-10-15 10:22:00.000000000,Fred Luddy,Charlie Whitherspoon,2023-08-09 10:22:00,INC0000000290,2023-10-15 10:22:00.000000000,Unable to access the company database,Database,2 - High,Database
Don Goodliffe,system,Closed,2023-10-17 01:16:59.999999999,Howard Johnson,Howard Johnson,2023-08-10 18:05:00,INC0000000291,2023-10-17 01:16:59.999999999,Email server not responding,Network,2 - High,Hardware
David Loo,system,Closed,2023-10-17 22:55:59.999999999,Howard Johnson,Luke Wilson,2023-08-11 08:32:00,INC0000000292,2023-10-17 22:55:59.999999999,Internet connection issue,Network,2 - High,Network
David Loo,employee,Closed,2023-10-18 08:45:59.999999999,Fred Luddy,Luke Wilson,2023-08-11 18:22:00,INC0000000293,2023-10-18 08:45:59.999999999,Issues with database connectivity,Database,2 - High,Database
ITIL User,admin,Resolved,2023-10-21 02:09:00.000000001,Beth Anglin,Fred Luddy,2023-08-13 21:21:00,INC0000000294,2023-10-21 02:09:00.000000001,Cannot connect to VPN,Network,1 - Critical,Network
Don Goodliffe,employee,Resolved,2023-10-26 00:24:00.000000000,Charlie Whitherspoon,Charlie Whitherspoon,2023-08-17 14:48:00,INC0000000295,2023-10-26 00:24:00.000000000,Database connectivity issue detected,Database,2 - High,Database
Bud Richman,admin,Closed,2023-10-28 03:08:00.000000000,Beth Anglin,Beth Anglin,2023-08-19 03:08:00,INC0000000296,2023-10-28 03:08:00.000000000,Server connectivity issue,Network,2 - High,Network
Bud Richman,system,Resolved,2023-10-28 22:22:00.000000000,Beth Anglin,Howard Johnson,2023-08-19 22:22:00,INC0000000297,2023-10-28 22:22:00.000000000,Cannot connect to the company's internal server,Network,2 - High,Network
ITIL User,system,Closed,2023-10-29 21:46:59.999999999,Luke Wilson,Beth Anglin,2023-08-20 14:35:00,INC0000000298,2023-10-29 21:46:59.999999999,Unable to connect to the database server,Database,2 - High,Database
Bud Richman,admin,Closed,2023-10-30 03:31:59.999999999,Charlie Whitherspoon,Beth Anglin,2023-08-20 20:20:00,INC0000000299,2023-10-30 03:31:59.999999999,Email server down,Network,1 - Critical,Network
David Loo,admin,Resolved,2023-10-30 04:12:59.999999999,Luke Wilson,Beth Anglin,2023-08-20 21:01:00,INC0000000300,2023-10-30 04:12:59.999999999,Email system not functioning properly,Network,2 - High,Software
David Loo,admin,Closed,2023-10-30 23:37:59.999999999,Charlie Whitherspoon,Luke Wilson,2023-08-21 09:14:00,INC0000000301,2023-10-30 23:37:59.999999999,Database server not responding,Database,1 - Critical,Database
Don Goodliffe,employee,Closed,2023-11-01 15:22:00.000000000,Fred Luddy,Luke Wilson,2023-08-22 17:46:00,INC0000000302,2023-11-01 15:22:00.000000000,Cannot connect to the VPN,Network,1 - Critical,Network
David Loo,system,Closed,2023-11-04 04:51:00.000000000,Charlie Whitherspoon,Beth Anglin,2023-08-24 16:51:00,INC0000000303,2023-11-04 04:51:00.000000000,Database server connection failure,Database,2 - High,Database
Bud Richman,system,Resolved,2023-11-05 13:25:59.999999999,Howard Johnson,Fred Luddy,2023-08-25 18:14:00,INC0000000304,2023-11-05 13:25:59.999999999,Unable to connect to the Wi-Fi network,Network,2 - High,Network
David Loo,system,Resolved,2023-11-06 06:48:59.999999999,Fred Luddy,Fred Luddy,2023-08-26 04:25:00,INC0000000305,2023-11-06 06:48:59.999999999,Unable to connect to office VPN,Network,2 - High,Network
Bud Richman,admin,Resolved,2023-11-07 23:15:00.000000000,Luke Wilson,Luke Wilson,2023-08-27 13:39:00,INC0000000306,2023-11-07 23:15:00.000000000,Cannot access VPN,Network,2 - High,Network
Don Goodliffe,admin,Resolved,2023-11-08 08:09:00.000000000,Beth Anglin,Luke Wilson,2023-08-27 22:33:00,INC0000000307,2023-11-08 08:09:00.000000000,Cannot connect to office VPN,Network,2 - High,Network
David Loo,admin,Closed,2023-11-09 11:48:00.000000001,Fred Luddy,Howard Johnson,2023-08-28 19:00:00,INC0000000308,2023-11-09 11:48:00.000000001,Email server connectivity issues,Network,2 - High,Network
Bud Richman,employee,Resolved,2023-11-10 23:32:00.000000000,Fred Luddy,Luke Wilson,2023-08-29 23:32:00,INC0000000309,2023-11-10 23:32:00.000000000,Can't access email account,Service Desk,2 - High,Software
ITIL User,admin,Closed,2023-11-16 01:56:00.000000001,Charlie Whitherspoon,Beth Anglin,2023-09-02 21:08:00,INC0000000310,2023-11-16 01:56:00.000000001,Server outage in department 9,Network,1 - Critical,Network
ITIL User,system,Closed,2023-11-17 05:55:00.000000000,Fred Luddy,Fred Luddy,2023-09-03 17:55:00,INC0000000311,2023-11-17 05:55:00.000000000,Recurring database connectivity issue,Database,2 - High,Database
Bud Richman,admin,Closed,2023-11-17 10:07:00.000000000,Luke Wilson,Fred Luddy,2023-09-03 22:07:00,INC0000000312,2023-11-17 10:07:00.000000000,Email service not working,Service Desk,2 - High,Network
Don Goodliffe,employee,Resolved,2023-11-18 14:13:59.999999999,Fred Luddy,Fred Luddy,2023-09-04 19:02:00,INC0000000313,2023-11-18 14:13:59.999999999,Email connectivity issue,Network,2 - High,Hardware
David Loo,admin,Closed,2023-11-19 08:21:59.999999999,Charlie Whitherspoon,Fred Luddy,2023-09-05 05:58:00,INC0000000314,2023-11-19 08:21:59.999999999,Unable to connect to VPN,Network,2 - High,Network
ITIL User,admin,Closed,2023-11-19 18:29:59.999999999,Beth Anglin,Luke Wilson,2023-09-05 16:06:00,INC0000000315,2023-11-19 18:29:59.999999999,Email client not working,Service Desk,3 - Moderate,Software
David Loo,system,Resolved,2023-11-20 15:40:00.000000000,Fred Luddy,Luke Wilson,2023-09-06 06:04:00,INC0000000316,2023-11-20 15:40:00.000000000,Cannot access company database,Database,2 - High,Database
Don Goodliffe,system,Resolved,2023-11-21 05:20:00.000000000,Charlie Whitherspoon,Beth Anglin,2023-09-06 19:44:00,INC0000000317,2023-11-21 05:20:00.000000000,Email system glitch causing delays,Network,2 - High,Software
David Loo,admin,Resolved,2023-11-21 06:51:00.000000000,Fred Luddy,Howard Johnson,2023-09-06 21:15:00,INC0000000318,2023-11-21 06:51:00.000000000,Cannot connect to office VPN,Network,2 - High,Network
David Loo,admin,Closed,2023-11-21 09:25:00.000000000,Howard Johnson,Beth Anglin,2023-09-06 23:49:00,INC0000000319,2023-11-21 09:25:00.000000000,Database connectivity issue,Database,2 - High,Database
Bud Richman,employee,Resolved,2023-11-21 20:02:00.000000001,Charlie Whitherspoon,Howard Johnson,2023-09-07 03:14:00,INC0000000320,2023-11-21 20:02:00.000000001,Email service interruption,Network,2 - High,Network
Bud Richman,system,Resolved,2023-11-24 10:33:59.999999999,Beth Anglin,Charlie Whitherspoon,2023-09-09 03:22:00,INC0000000321,2023-11-24 10:33:59.999999999,Database server is not responding,Database,1 - Critical,Database
ITIL User,system,Resolved,2023-11-24 17:27:59.999999999,Beth Anglin,Fred Luddy,2023-09-09 10:16:00,INC0000000322,2023-11-24 17:27:59.999999999,Database Server Connectivity Issue,Database,1 - Critical,Database
David Loo,employee,Closed,2023-11-26 11:42:59.999999999,Luke Wilson,Beth Anglin,2023-09-10 21:19:00,INC0000000323,2023-11-26 11:42:59.999999999,Unable to connect to VPN,Network,2 - High,Network
ITIL User,admin,Closed,2023-11-28 17:02:00.000000001,Luke Wilson,Fred Luddy,2023-09-12 12:14:00,INC0000000324,2023-11-28 17:02:00.000000001,Unable to access company email,Openspace,2 - High,Network
ITIL User,system,Closed,2023-12-04 02:48:00.000000000,Luke Wilson,Fred Luddy,2023-09-16 17:12:00,INC0000000325,2023-12-04 02:48:00.000000000,Cannot connect to VPN,Network,2 - High,Network
David Loo,employee,Resolved,2023-12-04 09:12:00.000000000,Luke Wilson,Fred Luddy,2023-09-16 23:36:00,INC0000000326,2023-12-04 09:12:00.000000000,Unable to access company database,Database,2 - High,Database
David Loo,admin,Resolved,2023-12-04 21:54:00.000000001,Beth Anglin,Beth Anglin,2023-09-17 05:06:00,INC0000000327,2023-12-04 21:54:00.000000001,Cannot connect to vpn,Network,2 - High,Network
David Loo,system,Closed,2023-12-07 21:53:59.999999999,Fred Luddy,Fred Luddy,2023-09-19 14:42:00,INC0000000328,2023-12-07 21:53:59.999999999,Software update required,Software,3 - Moderate,Software
Bud Richman,system,Closed,2023-12-11 07:23:00.000000001,Howard Johnson,Charlie Whitherspoon,2023-09-22 02:35:00,INC0000000329,2023-12-11 07:23:00.000000001,Email server connectivity issue,Network,2 - High,Network
Don Goodliffe,system,Closed,2023-12-11 15:02:00.000000001,Charlie Whitherspoon,Luke Wilson,2023-09-22 10:14:00,INC0000000330,2023-12-11 15:02:00.000000001,Unable to access email account,Service Desk,3 - Moderate,Software
Bud Richman,employee,Resolved,2023-12-11 22:00:00.000000001,Luke Wilson,Beth Anglin,2023-09-22 17:12:00,INC0000000331,2023-12-11 22:00:00.000000001,Unable to access shared folders,Network,2 - High,Network
ITIL User,admin,Closed,2023-12-12 14:30:00.000000000,Howard Johnson,Charlie Whitherspoon,2023-09-23 02:30:00,INC0000000332,2023-12-12 14:30:00.000000000,Database server not responding,Database,1 - Critical,Database
ITIL User,admin,Resolved,2023-12-13 20:37:59.999999999,Charlie Whitherspoon,Luke Wilson,2023-09-24 01:26:00,INC0000000333,2023-12-13 20:37:59.999999999,Unable to connect to office VPN,Network,2 - High,Network
Bud Richman,employee,Closed,2023-12-14 09:17:59.999999999,Fred Luddy,Howard Johnson,2023-09-24 14:06:00,INC0000000334,2023-12-14 09:17:59.999999999,System network is down,Network,1 - Critical,Network
David Loo,admin,Closed,2023-12-16 12:03:00.000000000,Charlie Whitherspoon,Charlie Whitherspoon,2023-09-26 02:27:00,INC0000000335,2023-12-16 12:03:00.000000000,Internet connectivity issue,Network,2 - High,Network
David Loo,system,Resolved,2023-12-17 02:53:00.000000000,Fred Luddy,Charlie Whitherspoon,2023-09-26 17:17:00,INC0000000336,2023-12-17 02:53:00.000000000,Unable to access network drive,Network,2 - High,Network
Bud Richman,system,Resolved,2023-12-17 23:37:00.000000001,Beth Anglin,Charlie Whitherspoon,2023-09-27 06:49:00,INC0000000337,2023-12-17 23:37:00.000000001,Email application not working properly,Software,2 - High,Software
David Loo,system,Closed,2023-12-19 02:43:00.000000000,Beth Anglin,Fred Luddy,2023-09-28 02:43:00,INC0000000338,2023-12-19 02:43:00.000000000,Issue with server connectivity,Network,3 - Moderate,Network
Don Goodliffe,system,Closed,2023-12-19 03:03:00.000000000,Fred Luddy,Beth Anglin,2023-09-28 03:03:00,INC0000000339,2023-12-19 03:03:00.000000000,Cannot connect to server,Network,2 - High,Network
ITIL User,system,Closed,2023-12-20 13:12:59.999999999,Luke Wilson,Luke Wilson,2023-09-29 06:01:00,INC0000000340,2023-12-20 13:12:59.999999999,Internet connection issue,Network,2 - High,Network
ITIL User,admin,Resolved,2023-12-22 10:10:59.999999999,Luke Wilson,Fred Luddy,2023-09-30 19:47:00,INC0000000341,2023-12-22 10:10:59.999999999,Email server not responding,Network,2 - High,Network
ITIL User,admin,Resolved,2023-12-22 11:18:59.999999999,Fred Luddy,Beth Anglin,2023-09-30 20:55:00,INC0000000342,2023-12-22 11:18:59.999999999,Unable to access email,Network,3 - Moderate,Hardware
Don Goodliffe,system,Closed,2023-12-24 06:56:00.000000001,Luke Wilson,Fred Luddy,2023-10-02 02:08:00,INC0000000343,2023-12-24 06:56:00.000000001,Server connectivity issue,Network,1 - Critical,Network
Bud Richman,employee,Closed,2023-12-24 09:11:00.000000001,Howard Johnson,Fred Luddy,2023-10-02 04:23:00,INC0000000344,2023-12-24 09:11:00.000000001,Printer is not working properly,Hardware,2 - High,Hardware
David Loo,system,Resolved,2023-12-26 02:33:00.000000000,Charlie Whitherspoon,Beth Anglin,2023-10-03 14:33:00,INC0000000345,2023-12-26 02:33:00.000000000,Unable to connect to server,Network,2 - High,Network
Bud Richman,admin,Resolved,2023-12-26 22:32:59.999999999,Beth Anglin,Charlie Whitherspoon,2023-10-04 03:21:00,INC0000000346,2023-12-26 22:32:59.999999999,Can't connect to the office's local server,Network,2 - High,Network
Don Goodliffe,admin,Resolved,2023-12-28 06:40:59.999999999,Howard Johnson,Luke Wilson,2023-10-05 04:17:00,INC0000000347,2023-12-28 06:40:59.999999999,Email server connectivity issue,Network,2 - High,Inquiry / Help
David Loo,employee,Resolved,2023-12-28 16:06:59.999999999,Howard Johnson,Luke Wilson,2023-10-05 13:43:00,INC0000000348,2023-12-28 16:06:59.999999999,Application login issues reported,Software,2 - High,Software
ITIL User,system,Resolved,2023-12-29 19:55:00.000000000,Fred Luddy,Luke Wilson,2023-10-06 10:19:00,INC0000000349,2023-12-29 19:55:00.000000000,Unable to access office network,Network,2 - High,Network
ITIL User,admin,Resolved,2024-01-01 03:03:00.000000000,Charlie Whitherspoon,Beth Anglin,2023-10-08 03:03:00,INC0000000350,2024-01-01 03:03:00.000000000,Unable to access VPN,Network,2 - High,Network
Bud Richman,admin,Resolved,2024-01-01 04:08:00.000000000,Charlie Whitherspoon,Beth Anglin,2023-10-08 04:08:00,INC0000000351,2024-01-01 04:08:00.000000000,Cannot connect to VPN,Network,2 - High,Network
David Loo,system,Closed,2024-01-02 14:17:59.999999999,Howard Johnson,Beth Anglin,2023-10-09 07:06:00,INC0000000352,2024-01-02 14:17:59.999999999,Software update required for ERP system,Software,3 - Moderate,Software
ITIL User,employee,Resolved,2024-01-02 22:31:59.999999999,Beth Anglin,Beth Anglin,2023-10-09 15:20:00,INC0000000353,2024-01-02 22:31:59.999999999,Email client not working,Service Desk,2 - High,Software
Don Goodliffe,system,Closed,2024-01-04 09:57:59.999999999,Luke Wilson,Howard Johnson,2023-10-10 19:34:00,INC0000000354,2024-01-04 09:57:59.999999999,Email server is down,Network,1 - Critical,Network
ITIL User,employee,Closed,2024-01-07 17:16:00.000000000,Howard Johnson,Beth Anglin,2023-10-13 05:16:00,INC0000000355,2024-01-07 17:16:00.000000000,Cannot connect to VPN,Network,2 - High,Network
ITIL User,employee,Resolved,2024-01-07 20:04:00.000000000,Charlie Whitherspoon,Charlie Whitherspoon,2023-10-13 08:04:00,INC0000000356,2024-01-07 20:04:00.000000000,Software not functioning properly,Software,1 - Critical,Software
Don Goodliffe,employee,Resolved,2024-01-12 23:40:00.000000001,Beth Anglin,Howard Johnson,2023-10-17 06:52:00,INC0000000357,2024-01-12 23:40:00.000000001,Unable to access office intranet,Network,3 - Moderate,Network
Don Goodliffe,system,Closed,2024-01-14 01:10:00.000000000,Charlie Whitherspoon,Charlie Whitherspoon,2023-10-18 01:10:00,INC0000000358,2024-01-14 01:10:00.000000000,Cannot connect to office VPN,Network,2 - High,Network
David Loo,system,Resolved,2024-01-14 19:41:00.000000000,Beth Anglin,Luke Wilson,2023-10-18 19:41:00,INC0000000359,2024-01-14 19:41:00.000000000,Email client not syncing properly,Service Desk,3 - Moderate,Software
Don Goodliffe,employee,Closed,2024-01-17 08:56:59.999999999,Luke Wilson,Charlie Whitherspoon,2023-10-20 18:33:00,INC0000000360,2024-01-17 08:56:59.999999999,Email system is down,Network,1 - Critical,Network
Don Goodliffe,employee,Resolved,2024-01-18 01:29:00.000000000,Fred Luddy,Charlie Whitherspoon,2023-10-21 03:53:00,INC0000000361,2024-01-18 01:29:00.000000000,Software installation request,Software,3 - Moderate,Software
ITIL User,system,Closed,2024-01-18 15:50:00.000000000,Luke Wilson,Charlie Whitherspoon,2023-10-21 18:14:00,INC0000000362,2024-01-18 15:50:00.000000000,Email system outage reported,Network,1 - Critical,Network
David Loo,system,Closed,2024-01-21 08:55:00.000000000,Beth Anglin,Charlie Whitherspoon,2023-10-23 20:55:00,INC0000000363,2024-01-21 08:55:00.000000000,Unable to connect to the company's VPN,Network,2 - High,Network
Bud Richman,employee,Resolved,2024-01-23 04:48:59.999999999,Charlie Whitherspoon,Fred Luddy,2023-10-25 02:25:00,INC0000000364,2024-01-23 04:48:59.999999999,Unable to connect to VPN,Network,2 - High,Network
Don Goodliffe,admin,Closed,2024-01-23 22:59:59.999999999,Charlie Whitherspoon,Luke Wilson,2023-10-25 20:36:00,INC0000000365,2024-01-23 22:59:59.999999999,Email client not working,Software,2 - High,Software
ITIL User,admin,Resolved,2024-01-25 04:33:00.000000000,Charlie Whitherspoon,Fred Luddy,2023-10-26 18:57:00,INC0000000366,2024-01-25 04:33:00.000000000,SQL server is not responding,Database,1 - Critical,Database
Don Goodliffe,employee,Closed,2024-01-27 16:29:00.000000000,Luke Wilson,Howard Johnson,2023-10-28 16:29:00,INC0000000367,2024-01-27 16:29:00.000000000,Email server connectivity issues,Network,2 - High,Network
David Loo,system,Resolved,2024-01-29 14:57:59.999999999,Howard Johnson,Luke Wilson,2023-10-30 00:34:00,INC0000000368,2024-01-29 14:57:59.999999999,Unable to access network drive,Network,2 - High,Network
Bud Richman,system,Resolved,2024-01-30 02:42:59.999999999,Charlie Whitherspoon,Howard Johnson,2023-10-30 12:19:00,INC0000000369,2024-01-30 02:42:59.999999999,Email service not working properly,Service Desk,2 - High,Software
Bud Richman,employee,Resolved,2024-01-30 04:52:59.999999999,Charlie Whitherspoon,Howard Johnson,2023-10-30 14:29:00,INC0000000370,2024-01-30 04:52:59.999999999,Trouble accessing VPN,Network,3 - Moderate,Network
ITIL User,employee,Resolved,2024-01-31 00:12:00.000000000,Luke Wilson,Fred Luddy,2023-10-31 02:36:00,INC0000000371,2024-01-31 00:12:00.000000000,Email system malfunctioning,Network,2 - High,Software
Bud Richman,employee,New,,,,2023-11-01 06:08:00,INC0000000372,2023-11-01 06:08:00.000000000,Unable to connect to VPN,Network,2 - High,Network
Don Goodliffe,employee,New,,,,2023-11-02 23:17:00,INC0000000373,2023-11-02 23:17:00.000000000,Unable to access company's VPN,Network,2 - High,Network
Don Goodliffe,system,In Progress,,,Luke Wilson,2023-11-03 11:28:00,INC0000000374,2023-11-04 11:28:00.000000000,Cannot connect to the office Wi-Fi,Network,2 - High,Network
Don Goodliffe,employee,New,,,,2023-11-03 21:36:00,INC0000000375,2023-11-03 21:36:00.000000000,Unable to log into company software,Service Desk,2 - High,Software
Bud Richman,admin,In Progress,,,Luke Wilson,2023-11-04 06:45:00,INC0000000376,2023-11-08 06:45:00.000000000,Database server connection issue,Database,1 - Critical,Database
Bud Richman,admin,In Progress,,,Howard Johnson,2023-11-05 03:31:00,INC0000000377,2023-11-06 03:31:00.000000000,Database connectivity issue reported,Database,2 - High,Database
David Loo,employee,New,,,,2023-11-05 20:22:00,INC0000000378,2023-11-05 20:22:00.000000000,Database connectivity issue with application,Database,2 - High,Database
Bud Richman,admin,In Progress,,,Beth Anglin,2023-11-07 05:30:00,INC0000000379,2023-11-07 05:30:00.000000000,Server network issue,Network,2 - High,Network
ITIL User,employee,In Progress,,,Howard Johnson,2023-11-08 07:51:00,INC0000000380,2023-11-12 07:51:00.000000000,Unable to connect to the database,Database,2 - High,Database
David Loo,admin,In Progress,,,Fred Luddy,2023-11-08 14:33:00,INC0000000381,2023-11-08 14:33:00.000000000,Internet connection issues in the marketing department,Network,2 - High,Network
David Loo,employee,New,,,,2023-11-08 23:46:00,INC0000000382,2023-11-08 23:46:00.000000000,Unable to connect to VPN,Network,2 - High,Network
ITIL User,employee,New,,,,2023-11-09 00:47:00,INC0000000383,2023-11-09 00:47:00.000000000,Unable to access company database,Database,2 - High,Database
David Loo,employee,New,,,,2023-11-09 08:05:00,INC0000000384,2023-11-09 08:05:00.000000000,Cannot connect to the VPN,Network,2 - High,Network
Bud Richman,employee,In Progress,,,Howard Johnson,2023-11-09 10:19:00,INC0000000385,2023-11-10 10:19:00.000000000,Cannot connect to company intranet,Network,2 - High,Network
Bud Richman,system,In Progress,,,Charlie Whitherspoon,2023-11-09 11:19:00,INC0000000386,2023-11-11 11:19:00.000000000,Cannot connect to VPN,Network,2 - High,Network
David Loo,admin,In Progress,,,Charlie Whitherspoon,2023-11-09 11:37:00,INC0000000387,2023-11-10 11:37:00.000000000,Cannot connect to the VPN,Network,2 - High,Network
ITIL User,system,In Progress,,,Beth Anglin,2023-11-09 13:31:00,INC0000000388,2023-11-09 13:31:00.000000000,Cannot connect to VPN,Network,2 - High,Network
ITIL User,employee,In Progress,,,Charlie Whitherspoon,2023-11-09 13:45:00,INC0000000389,2023-11-09 13:45:00.000000000,Email server not responding,Network,1 - Critical,Network
David Loo,employee,New,,,,2023-11-10 05:36:00,INC0000000390,2023-11-10 05:36:00.000000000,Cannot connect to VPN,Network,1 - Critical,Network
Don Goodliffe,employee,New,,,,2023-11-10 09:06:00,INC0000000391,2023-11-10 09:06:00.000000000,Unable to connect to VPN,Network,2 - High,Network
Don Goodliffe,admin,In Progress,,,Luke Wilson,2023-11-12 18:53:00,INC0000000392,2023-11-14 18:53:00.000000000,Unable to access the database,Database,2 - High,Database
ITIL User,system,In Progress,,,Luke Wilson,2023-11-13 04:45:00,INC0000000393,2023-11-13 04:45:00.000000000,Cannot connect to the VPN,Network,2 - High,Network
ITIL User,employee,New,,,,2023-11-13 11:35:00,INC0000000394,2023-11-13 11:35:00.000000000,Database server downtime,Database,2 - High,Database
